year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,92.72072072072072,100.0,4.2749999999999915,3.403,0.6726666666666663,11721,3.37,4.930548796785075,94.54494409943715,26.8,100.0,68.81975609999999,0.1
1961,92.83262209577998,100.0,4.234411764705882,3.342,0.6768794871794874,12526,3.3939999999999997,7.604670479,94.47016152908066,25.2,100.0,68.84414634,0.1
1962,92.94452347083927,100.0,4.193823529411759,3.734,0.6810923076923086,12829,3.418,2.9819455360000005,94.3953789587242,23.8,100.0,68.57780488,0.1
1963,93.05642484589853,100.0,4.15323529411765,4.272,0.6853051282051279,13158,3.4419999999999997,3.2850996360000004,94.32059638836773,22.5,100.0,69.01268293,0.1
1964,93.1683262209578,100.0,4.112647058823526,5.0169999999999995,0.689517948717949,13746,3.466,5.238686598,94.24581381801124,21.3,100.0,69.22097561,0.1
1965,93.28022759601708,100.0,4.072058823529403,5.54,0.6937307692307702,14429,3.49,5.302857802,94.17103124765478,20.2,100.0,68.97780488,0.1
1966,93.39212897107635,100.0,4.031470588235294,6.439,0.6979435897435895,14720,3.56,2.372823015,94.09624867729829,19.3,100.0,69.47707317,0.1
1967,93.50403034613561,100.0,3.9908823529411706,6.231,0.7021564102564106,14950,3.63,2.168828883,94.02146610694183,18.4,100.0,69.66658537,0.1
1968,93.6159317211949,100.0,3.9502941176470614,7.246,0.7063692307692317,15225,3.7,2.303289984,93.94668353658537,17.6,100.0,69.61634146,0.1
1969,93.72783309625416,100.0,3.909705882352938,8.237,0.7105820512820511,16702,3.77,9.593287785,93.87190096622888,16.8,100.0,69.50341463,0.1
1970,93.83973447131342,100.0,3.8691176470588147,8.75,0.7147948717948722,18017,3.84,5.333907792,93.79711839587242,16.1,100.0,70.17951219999999,0.1
1971,93.95163584637268,100.0,3.8285294117647055,8.759,0.7190076923076933,18370,3.8960000000000004,2.3569203119999997,93.72233582551593,15.4,100.0,70.01756098,0.1
1972,94.06353722143197,100.0,3.787941176470582,9.488,0.7232205128205127,19655,3.952,7.735485518,93.64755325515947,14.6,100.0,70.70731707,0.1
1973,94.17543859649123,100.0,3.747352941176473,10.555,0.7274333333333338,20855,4.008,6.983827975,93.572770684803,13.9,100.0,71.22365854,0.1
1974,94.2873399715505,100.0,3.7067647058823496,9.926,0.731646153846155,21374,4.064,3.236533613,93.49798811444651,13.1,100.0,71.13487805,0.1
1975,94.39924134660978,100.0,3.6661764705882263,9.761000000000001,0.7358589743589743,21525,4.12,1.804897704,93.42320554409005,12.3,100.0,71.67365854,0.1
1976,94.51114272166905,100.0,3.625588235294117,10.823,0.7400717948717954,21369,4.176,0.344382966,93.34842297373356,11.5,100.0,71.81292683,0.1
1977,94.62304409672831,100.0,3.5849999999999937,10.571,0.7442846153846148,21361,4.232,0.23951040399999998,93.2736404033771,10.6,100.0,72.3502439,0.1
1978,94.73494547178757,100.0,3.5444117647058846,10.901,0.7484974358974359,21746,4.288,2.91970809,93.19885783302064,9.9,100.0,72.89707317,0.1
1979,94.84684684684686,100.0,3.5038235294117612,11.378,0.752710256410257,23200,4.343999999999999,7.121926394,93.12407526266415,9.2,100.0,73.15536585,0.1
1980,92,100.0,3.463235294117638,12.155,0.7569230769230764,24361,4.4,5.389047425,93.04929269230769,8.7,100.0,73.44,0.1
1981,92,100.0,3.4226470588235287,10.700999999999999,0.7611358974358975,24571,4.44,1.294774467,93.1,8.2,100.0,73.74658537,0.1
1982,94,100.0,3.3820588235294053,8.904,0.7653487179487186,25189,4.48,3.087354214,92.9944,7.9,100.0,74.29804878,0.1
1983,94,100.0,3.341470588235296,8.543,0.769561538461538,25820,4.52,3.121057312,92.8889,7.6,100.0,74.20097561,0.1
1984,95,100.0,3.300882352941173,8.637,0.7737743589743591,26508,4.56,3.2141281239999997,92.7833,7.4,100.0,74.51902439,0.1
1985,96,100.0,3.2602941176470495,10.105,0.7779871794871802,27334,4.6,3.536693192,92.6778,7.3,100.0,74.22292683,0.1
1986,97,100.0,3.2197058823529403,10.809000000000001,0.7821999999999996,27990,4.648,2.726138081,92.5722,7.3,100.0,74.56,0.1
1987,98,100.0,3.179117647058817,11.647,0.7864128205128207,28902,4.696000000000001,3.559095975,92.4667,7.2,100.0,74.59195122,0.1
1988,99,100.0,3.138529411764708,10.51,0.7906256410256418,30316,4.744,5.209858683,92.3611,7.1,100.0,74.57707317,0.1
1989,90,100.0,3.0979411764705844,10.556,0.7948384615384612,31757,4.792,5.087701647,92.2556,7.0,100.0,74.79219512,0.1
1990,90,100,3.0573529411764753,11.399000000000001,0.7829999999999999,31818,4.84,0.675783494,92.15,6.7,100,74.81317073,0.1
1991,95,100,3.016764705882352,11.0,0.7903,29773,4.886,2.6456831175965476,92.0444,6.4,100,75.22756098,0.1
1992,99,100,2.9761764705882285,10.755,0.7976,28622,4.9319999999999995,2.571977773106596,91.9389,6.1,100,75.45536585,0.1
1993,99,100,2.9355882352941194,11.107000000000001,0.8049,28274,4.978,2.4982724286166444,91.8333,5.8,100,75.70512195,0.1
1994,99,100,2.894999999999996,12.103,0.8122,29262,5.024,3.93926095,91.7278,5.4,100,76.39560976,0.1
1995,99,100,2.9,11.354000000000001,0.8195,30377,5.07,4.207130673,91.6222,5.2,100,76.4095122,0.1
1996,99,100,3.0,12.466,0.8268,31385,5.1080000000000005,3.6588330630000003,91.5167,4.9,100,76.69341463,0.1
1997,99,100,2.7,12.171,0.8341,33248,5.146,6.251807841000001,91.4111,4.7,100,76.87853659,0.1
1998,99,100,2.2,11.494000000000002,0.8414,34960,5.184,5.428512567,91.3056,4.6,100,77.09073171,0.1
1999,99,100,2.8,11.376,0.8487,36429,5.222,4.444134273,91.2,4.4,100,77.29121951,0.1
2000,99,100,2.9,10.993,0.856,38402,5.26,5.634847452000001,91.28,4.3,100,77.46585366,0.1
2001,98,100,3.0,12.022,0.8582,39303,5.3,2.580792075,91.36,4.2,100,77.96585366,0.1
2002,98,100,2.5,12.475999999999999,0.8604,39867,5.34,1.680325089,91.44,4.1,100,78.1195122,0.1
2003,98,100,2.0,13.897,0.8626,40565,5.38,1.9939840869999998,91.52,4.0,100,78.36829268,0.1
2004,98,100,2.8,13.155,0.8648,42036,5.42,3.926057175,91.6,3.9,100,78.71463415,0.1
2005,97,100,2.3,10.844000000000001,0.867,43057,5.46,2.779955031,91.68,3.8,100,78.81707317,0.1
2006,97,100,2.3,12.953,0.8692,44631,5.496,4.055197444,91.76,3.6,100,79.21463415,0.1
2007,99,100,2.4,12.597000000000001,0.8714,46746,5.532,5.1848008089999995,91.84,3.5,100,79.26341463,0.1
2008,99,100,2.5,11.015,0.8736,46864,5.568,0.7206684870000001,91.92,3.3,100,79.56829268,0.1
2009,99,100,2.3,10.446,0.8758,42784,5.604,1.318986916777419,92.0,3.2,100,79.7195122,0.1
2010,99,100,2.2,11.929,0.878,43863,5.64,2.992337502,91.7182,3.0,100,79.87073171,0.1
2011,99,100,2.2049999999999983,10.491,0.884,44782,5.688,2.570817745,91.4364,2.9,100,80.47073171,0.1
2012,99,100,2.164411764705875,9.442,0.887,43934,5.736000000000001,1.0978708833075643,91.1545,2.7,100,80.62682927,0.1
