year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2003,61.0,79,0.309,0.4088,2987,3.016,2.722496747335555,132.5,50.67906189,43.2,49.571999999999996,24.1833
2004,67.0,79,0.426,0.4134,2953,3.0780000000000003,1.23177284,129.0,51.69551468,44.0333,49.788000000000004,25.1667
2005,76.0,79,0.426,0.418,2937,3.14,1.721247367,125.3,58.9,44.8667,50.12,26.15
2006,77.0,80,0.374,0.4226,2919,3.198,1.515842364,121.7,53.74567795,45.7,50.56100000000001,27.1333
2007,76.0,80,0.355,0.4272,2908,3.2560000000000002,1.765036784,118.1,54.78623962,44.1667,51.091,28.1167
2008,74.0,80,0.34700000000000003,0.4318,2918,3.3139999999999996,2.542841476,114.2,55.83730316,42.6333,51.681999999999995,29.1
2009,81.0,80,0.28300000000000003,0.4364,2949,3.372,3.2514537189999997,110.0,56.89711379999999,41.1,52.313,28.9286
2010,85.0,81,0.341,0.441,2945,3.43,2.017638592,106.4,57.96392822,39.5667,52.964,28.7571
2011,62.0,81,0.34600000000000003,0.444,2744,3.321937254901968,1.9818458771857195,103.2,59.03598785,38.0333,53.62,28.5857
2012,82.0,81,0.434,0.452,2980,3.379673906485678,10.7065041,100.2,55.8,36.5,54.271,28.4143
2013,80.0,82,0.486,0.45899999999999996,3191,3.437410558069388,8.889421302,96.9,61.18886185,39.426923076923,54.906000000000006,28.2429
2014,76.0,82,0.49,0.466,3403,3.4951472096530978,8.79407739,93.6,61.9,39.07692307692298,55.508,28.0714
2015,83.0,82,0.511,0.474,3633,3.5528838612368077,9.163380703,90.6,63.35109912020016,38.72692307692296,56.065,27.9
2016,85.0,82.21538461538461,0.5,0.46087076923076875,3850,3.6106205128205175,8.755110465,88.0,64.40944581156964,38.37692307692305,56.567,33.219354838709705
2017,90.49242424242402,82.4649572649572,0.480781328320802,0.4642116239316243,4070,3.6683571644042274,1.4263577245733643,85.3,65.46779250293866,38.026923076923026,57.016999999999996,33.909072580645216
2018,92.31996434937582,82.71452991452986,0.48190143462103574,0.46755247863247895,4293,3.7260938159879373,1.3337763658046242,82.4,66.52613919430769,37.676923076923,57.422,34.598790322580726
2019,94.14750445632808,82.96410256410252,0.48302154092126903,0.4708933333333336,4533,3.783830467571647,1.2411950070358841,79.3,67.58448588567717,37.32692307692298,56.96783050847455,35.28850806451601
2020,95.97504456327988,83.21367521367517,0.4841416472215023,0.47423418803418826,3116.231638418074,3.841567119155357,1.1486136482671725,64.49971751412431,68.64283257704619,36.97692307692296,57.21829661016943,35.97822580645152
