year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,92.20720720720723,89.20683760683764,9.612500000000011,6.7410000000000005,0.5525726495726513,7086,5.33,2.6083809042820576,75.75073451363448,65.1,100.0,67.68048780000001,5.498351648351644
1961,92.33831199620673,89.37572649572652,9.440735294117644,6.906000000000001,0.5581632478632486,7553,5.4239999999999995,2.632421108829064,76.02061644281639,60.1,100.0,67.77804878,5.374725274725279
1962,92.46941678520628,89.54461538461541,9.268970588235277,7.13,0.5637538461538476,7364,5.518,2.65646131337607,76.29049837199841,56.1,100.0,67.42682927,5.2510989010989135
1963,92.60052157420577,89.7135042735043,9.09720588235291,7.517,0.5693444444444449,7720,5.612,2.6805015179230836,76.56038030118032,52.5,100.0,68.37560976,5.12747252747252
1964,92.73162636320532,89.88239316239319,8.9254411764706,7.822,0.5749350427350439,7984,5.706,2.70454172247009,76.83026223036222,48.9,100.0,68.62926829,5.003846153846155
1965,92.86273115220482,90.05128205128207,8.753676470588232,7.877000000000001,0.580525641025643,8347,5.8,2.728581927017096,77.10014415954413,45.6,100.0,69.42926829,4.8802197802197895
1966,92.99383594120437,90.22017094017096,8.581911764705865,7.98,0.5861162393162402,8798,5.888,2.7526221315641024,77.37002608872615,42.8,100.0,69.82682927,4.756593406593396
1967,93.12494073020386,90.38905982905985,8.410147058823497,8.122,0.5917068376068393,9044,5.976,2.776662336111116,77.63990801790806,40.5,100.0,69.42439024,4.632967032967031
1968,93.25604551920341,90.55794871794873,8.238382352941187,8.581,0.5972974358974366,9517,6.064,2.800702540658122,77.90978994708996,38.8,100.0,70.2195122,4.5093406593406655
1969,93.38715030820296,90.72683760683762,8.06661764705882,9.059,0.6028880341880356,9349,6.152,2.8247427452051284,78.17967187627187,37.6,100.0,69.7195122,4.385714285714272
1970,93.51825509720246,90.8957264957265,7.8948529411764525,9.321,0.6084786324786329,9760,6.24,2.8487829497521417,78.44955380545377,36.2,100.0,69.86829268,4.262087912087907
1971,93.649359886202,91.0646153846154,7.723088235294085,9.517000000000001,0.6140692307692319,10376,6.29,2.872823154299148,78.7194357346358,34.4,100.0,69.61219512,4.1384615384615415
1972,93.7804646752015,91.23350427350428,7.551323529411775,9.947000000000001,0.619659829059831,11043,6.34,2.8968633588461543,78.9893176638177,32.3,100.0,70.66585366,4.014835164835176
1973,93.91156946420105,91.40239316239317,7.379558823529408,10.052999999999999,0.6252504273504282,11770,6.39,2.9209035633931677,79.25919959299961,30.5,100.0,70.66341463,3.8912087912087827
1974,94.04267425320054,91.57128205128211,7.20779411764704,10.29,0.6308410256410273,12346,6.44,2.944943767940174,79.52908152218151,29.0,100.0,71.11707317,3.7675824175824175
1975,94.1737790422001,91.740170940171,7.03602941176473,11.048,0.6364316239316246,12802,6.49,2.9689839724871803,79.79896345136342,27.9,100.0,70.56097561,3.6439560439560523
1976,94.30488383119965,91.90905982905988,6.864264705882363,11.637,0.6420222222222236,12995,6.556,2.9930241770341937,80.06884538054544,27.0,100.0,70.65609756,3.5203296703296587
1977,94.43598862019914,92.07794871794877,6.6924999999999955,12.112,0.6476128205128209,13114,6.622000000000001,3.0170643815812,80.33872730972735,26.2,100.0,70.40243902,3.3967032967032935
1978,94.56709340919869,92.24683760683766,6.520735294117628,12.376,0.6532034188034199,13470,6.688,3.041104586128206,80.60860923890925,25.5,100.0,70.35121951,3.2730769230769283
1979,94.69819819819818,92.41572649572655,6.348970588235318,12.559000000000001,0.658794017094019,13098,6.754,3.0651447906752196,80.87849116809116,24.7,100.0,70.75121951,3.1494505494505347
1980,96,92.58461538461543,6.1772058823529505,13.062999999999999,0.6643846153846162,12653,6.82,3.089184995222226,81.14837309727307,24.0,100.0,70.09756098,3.0258241758241695
1981,96,92.75350427350432,6.005441176470583,11.421,0.6699752136752153,11871,6.852,3.113225199769232,81.41825502645509,23.3,100.0,71.05121951,2.9021978021978043
1982,95,92.9223931623932,5.833676470588216,11.648,0.6755658119658126,11657,6.8839999999999995,3.1372654043162385,81.68813695563699,22.7,100.0,71.10243902,2.778571428571439
1983,95,93.09128205128209,5.661911764705906,11.545,0.6811564102564116,12119,6.916,3.161305608863252,81.9580188848189,22.0,100.0,71.0,2.6549450549450455
1984,95,93.26017094017098,5.490147058823538,11.762,0.6867470085470089,12456,6.9479999999999995,3.185345813410258,82.2279008140008,21.2,100.0,70.8,2.5313186813186803
1985,94,93.42905982905987,5.318382352941171,12.0,0.6923376068376079,12477,6.98,3.2093860179572644,82.49778274318271,20.3,100.0,70.54878049,2.407692307692315
1986,95,93.59794871794875,5.146617647058804,12.127,0.697928205128207,12777,7.022,3.233426222504278,82.76766467236473,19.6,100.0,70.84878049,2.2840659340659215
1987,96,93.76683760683764,4.9748529411764935,12.386,0.7035188034188042,12527,7.064,3.257466427051284,83.03754660154664,18.9,100.0,70.89756098,2.1604395604395563
1988,96,93.93572649572653,4.803088235294126,11.822000000000001,0.7091094017094033,12761,7.106,3.2815066315982904,83.30742853072854,18.3,100.0,71.33170732,2.036813186813191
1989,96,94.10461538461541,4.631323529411759,11.194,0.7147000000000006,12529,7.148,3.3055468361453038,83.57731045991045,17.8,100.0,71.04390244,1.913186813186826
1990,96,94,4.459558823529392,9.908,0.7120000000000001,11272,7.19,3.32958704069231,83.84719238909236,17.4,100,70.8902439,1.7895604395604323
1991,95,94,4.287794117647081,9.806000000000001,0.7192,10446,7.2139999999999995,3.3536272452393163,84.11707431827438,16.9,100,70.58780488,1.6659340659340671
1992,95,95,4.116029411764714,9.524,0.7264,10684,7.2379999999999995,2.514978621,84.38695624745628,16.4,100,71.0902439,1.542307692307702
1993,95,95,3.944264705882347,9.508,0.7336,11062,7.2620000000000005,3.7383103089999996,84.65683817663819,15.9,100,71.59512195,0.1
1994,96,95,3.7724999999999795,9.369,0.7408,11613,7.2860000000000005,5.292802061000001,87.6,15.3,100,71.69512195,0.9333
1995,96,95,2.2,9.396,0.748,12409,7.31,6.951856621,87.14,14.5,100,71.89268293,1.7667
1996,97,95,2.3,9.747,0.7552,13150,7.337999999999999,6.056579517,86.68,13.3,100,72.24634146,2.6
1997,98,95,2.1,9.512,0.7624,13991,7.3660000000000005,6.45954984,86.22,12.0,100,72.64634146,1.7667
1998,98,96,4.9,8.749,0.7696,14631,7.394,4.614647522,85.76,10.8,100,72.99756098,0.9333
1999,98,96,4.7,8.497,0.7768,15312,7.422000000000001,4.642210704,85.3,10.0,100,73.04390244,0.1
2000,98,96,5.7,8.226,0.784,16014,7.45,4.559571179,85.54,9.3,100,73.74878049,0.1
2001,98,96,2.0,8.139,0.7885,16219,7.476,1.248005438,85.78,8.8,100,74.2,0.1
2002,99,96,1.9,7.944,0.7929999999999999,16557,7.502000000000001,2.041603894,86.02,8.4,100,74.49756098,0.1
2003,99,97,1.7,8.283999999999999,0.7975,17159,7.528,3.5624715489999996,86.26,8.1,100,74.59756098,0.1
2004,99,97,1.7,8.4,0.802,18051,7.553999999999999,5.135649521,86.5,7.8,100,74.84634146,0.1
2005,99,97,1.5,8.385,0.8065,18690,7.58,3.493658515,86.74,7.6,100,74.99512195,0.1
2006,99,97,1.3,8.728,0.8109999999999999,19857,7.566,6.179603987,86.98,7.3,100,75.14390244,-0.1884615384615529
2007,99,97,1.4,8.724,0.8155,21265,7.5520000000000005,7.034801987000001,87.22,7.0,100,75.24390244,-0.3120879120879181
2008,99,97,1.2,8.544,0.82,22166,7.537999999999999,4.249645295,87.46,6.7,100,75.54390244,-0.4357142857142833
2009,99,98,1.3,8.197000000000001,0.8245,22819,7.524,2.820221932,87.7,6.3,100,75.69512195,-0.5593406593406485
2010,99,98,1.1,8.667,0.8290000000000001,23665,7.51,3.6069604589999997,88.68,6.0,100,76.24634146,-0.6829670329670421
2011,99,98,0.8525000000000205,8.656,0.8340000000000001,24839,7.934776470588247,5.0166159619999995,89.66,5.7,100,76.69512195,-0.8065934065934073
2012,99,98,0.6807352941176532,8.462,0.838,25238,7.977652488687795,1.60663717,90.64,5.4,100,76.74634146,-0.9302197802197725
2013,99,98,0.508970588235286,8.351,0.85,25605,8.020528506787343,1.3908255330000001,91.62,5.2,100,77.0,-1.053846153846166
