year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1982,97.15340909090907,65.67726495726447,4.249047619047616,8.562999999999999,0.6393620512820526,14804,6.148,-3.38222513470663,30.53572162620003,32.7,100.0,69.53170732,12.957575757575796
1983,97.04545454545453,66.77743589743568,4.162261904761891,8.74,0.6443969230769238,14640,6.222,-3.133179142274855,31.698802823263577,31.3,100.0,69.72634146,12.518181818181915
1984,96.93749999999997,67.87760683760644,4.075476190476195,8.218,0.6494317948717949,15190,6.296,-2.8841331498430236,32.86188402032758,30.9,100.0,69.65878049,12.07878787878792
1985,95.0,68.97777777777765,3.9886904761904702,8.405,0.6544666666666679,15120,6.37,-2.635087157411249,34.02496521739113,31.5,100.0,69.70682927,11.639393939393926
1986,89.0,70.0779487179484,3.9019047619047456,8.704,0.659501538461539,15325,6.356,-2.386041164979474,35.18804641445513,33.0,100.0,69.49634146,11.200000000000045
1987,92.0,71.17811965811916,3.8151190476190493,9.094,0.6645364102564102,14945,6.3420000000000005,-2.1369951725476426,36.35112761151868,34.7,100.0,69.22682927,10.760606060606051
1988,96.0,72.27829059829037,3.7283333333333246,9.082,0.6695712820512831,14854,6.327999999999999,-1.8879491801158679,37.51420880858268,34.9,100.0,69.38804878,10.32121212121217
1989,96.0,73.37846153846112,3.6415476190476,9.116,0.6746061538461543,14327,6.314,-1.6389031876840932,38.67729000564668,33.1,100.0,69.53073171,9.881818181818176
1990,96.0,74,3.5547619047619037,7.269,0.7,12764,6.3,-1.3898571952522616,39.84037120271023,30.9,100,69.74121951,9.442424242424295
1991,98.0,75,3.467976190476179,6.013,0.7008,10717,6.346,-1.1408112028204869,41.00345239977423,29.4,100,69.78439024,9.0030303030303
1992,98.0,77,3.3811904761904827,5.5889999999999995,0.7016,9794,6.392,-0.8917652103887121,42.16653359683778,28.7,100,69.78439024,8.56363636363642
1993,91.0,78,3.294404761904758,5.251,0.7024,9957,6.438,1.5288344969999998,43.32961479390178,28.2,100,69.56341463,8.124242424242425
1994,98.0,79,3.2076190476190334,5.195,0.7032,10363,6.484,3.93194273,44.49269599096533,27.6,100,69.5097561,7.684848484848544
1995,98.0,80,3.3,5.462999999999999,0.7040000000000001,11126,6.53,7.138212932999999,45.65577718802933,27.0,100,69.45609756,7.24545454545455
1996,98.0,81,3.2,5.648,0.7048,11594,6.5760000000000005,3.86980367,46.81885838509288,26.5,100,69.10487805,6.806060606060669
1997,97.0,82,3.1,5.3020000000000005,0.7056,11063,6.622000000000001,0.35346475177027514,47.98193958215688,25.9,100,69.00487805,6.366666666666674
1998,97.0,83,2.5,4.628,0.7064,10861,6.667999999999999,0.6025107442020499,49.145020779220886,24.7,100,69.80731707,2.1
1999,97.0,84,2.5,3.957,0.7072,10837,6.7139999999999995,0.8515567366338814,56.1,22.9,100,70.51219512,6.5
2000,99.0,85,2.6,4.2010000000000005,0.708,11118,6.76,2.395094533,56.02,21.4,100,71.16341463,7.5
2001,99.0,87,2.7,4.48,0.7170000000000001,11715,6.72,5.592002343,55.94,20.5,100,71.16097561,5.5
2002,98.0,88,2.6,4.511,0.726,12410,6.68,5.184192218,55.86,20.2,100,71.0097561,5.4
2003,97.0,89,2.5,4.743,0.735,12736,6.64,5.52427784,55.78,19.9,100,71.3097561,3.9
2004,97.0,90,2.4,4.715,0.7440000000000001,14100,6.6,8.358591275,55.7,19.3,100,71.59427561,2.8
2005,97.0,91,2.1,4.647,0.753,14791,6.56,4.171914313,55.62,18.2,100,71.87889512,2.1
2006,97.0,92,2.0,4.819,0.762,16013,6.534,8.055560146,55.54,16.7,100,72.16341463,2.4
2007,96.0,94,1.9,5.06,0.7709999999999999,17205,6.507999999999999,6.863757382,55.46,15.2,100,72.56585366,1.3
2008,96.0,95,2.3,4.952,0.78,18845,6.482,8.45898402,55.38,13.9,100,72.56585366,1.5333333333334167
2009,95.0,96,2.0,4.176,0.789,17845,6.456,3.342016660951799,55.3,13.0,100,73.3097561,1.0939393939394222
2010,94.0,97,1.819047619047609,4.025,0.7979999999999999,17190,6.43,3.5910626533836307,58.04,12.4,100,73.45853659,0.6545454545455414
2011,89.0,98,1.7322619047618844,4.359,0.797,17579,7.332956862745107,1.05629446,60.78,11.8,100,74.4097561,0.21515151515154685
2012,91.0,99,1.645476190476188,4.258,0.794,17990,7.393530618401215,0.640965688,63.52,11.3,100,74.41219512,-0.22424242424233398
2013,92.0,100,1.5586904761904634,3.8339999999999996,0.797,18672,7.454104374057323,3.5316031989999996,66.26,10.6,100,75.06341463,-0.6636363636363285
2014,94.0,100,1.4719047619047672,3.865,0.7979999999999999,19363,7.514678129713431,3.07630231,69.0,9.8,100,74.9097561,-1.1030303030302093
2015,89.0,100,1.3851190476190425,3.925,0.802,20171,7.575251885369539,3.937968048,70.4833,9.1,100.0,74.91219512,-1.5424242424242038
2016,89.0,103.08307692307653,1.2983333333333178,3.966,0.8105476923076935,21205,7.635825641025647,4.818209089,71.9667,8.6,100.0,75.20975609999999,-1.9818181818181984
2017,93.37499999999997,104.18324786324729,1.2115476190476215,5.077016917293236,0.8155825641025647,22761,7.696399396681755,5.3343846004061675,73.45,8.1,100.0,75.3097561,-2.421212121212079
2018,93.26704545454544,105.2834188034185,1.1247619047618969,5.052899533316051,0.8206174358974359,23774,7.7569731523378636,5.583430592837942,74.9333,7.5,100.0,75.35853659,-2.8606060606060737
2019,93.15909090909088,106.38358974358925,1.0379761904761722,5.028782149338866,0.8256523076923088,24764,7.817546907993972,5.832476585269774,76.4167,7.0,100.0,74.19010141205729,-3.2999999999999545
2020,93.05113636363635,107.48376068376047,0.9511904761904759,5.004664765361682,0.83068717948718,19160.701694915246,7.87812066365008,6.0815225777015485,77.9,1.1327683615818387,100.0,74.32037427021629,-3.739393939393949
