year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1993,99,100,1.6554545454545746,8.871,0.8141,30769,5.646,1.313449465,5.8,100,78.93463415,0.2827380952380949
1994,99,100,1.586363636363643,8.599,0.8198,31604,5.6579999999999995,3.608857933,5.5,100,79.24707317,0.27142857142857224
1995,99,100,1.51727272727274,8.631,0.8255,31470,5.67,0.11658371199999999,5.2,100,77.98439024,0.26011904761904603
1996,99,100,1.4481818181818369,8.884,0.8312,32798,5.676,4.785062427,5.0,100,78.77780488,0.24880952380952337
1997,99,100,1.3790909090909338,9.131,0.8369,34907,5.682,4.913189617,4.7,100,78.88536585,0.2375000000000007
1998,99,100,1.3100000000000307,9.081,0.8426,36985,5.688,6.567152826,4.5,100,79.60243902,0.2261904761904745
1999,98,100,0.7,9.717,0.8483,38018,5.694,4.003823968,4.2,100,79.35121951,0.21488095238095184
2000,98,100,1.8,9.842,0.8540000000000001,39335,5.7,4.680514158,4.0,100,79.65365854,0.20357142857142918
2001,92,100,0.4,9.756,0.858,40329,5.704,3.8337435010000003,3.8,100,80.6902439,0.19226190476190297
2002,95,100,1.4,9.988,0.862,40243,5.707999999999999,0.314701912,3.6,100,80.50243902,0.1809523809523803
2003,97,100,1.2,9.897,0.866,40872,5.712000000000001,2.44014019,3.5,100,80.96341463,0.16964285714285765
2004,99,100,1.0,10.031,0.87,43773,5.716,8.09977495,3.3,100,80.99756098,0.2
2005,95,100,1.0,9.662,0.8740000000000001,45813,5.72,6.7043920429999995,3.2,100,81.50243902,0.15
2006,97,100,0.85,10.109,0.878,47099,5.747999999999999,5.000661126000001,3.0,100,81.15853659,0.1
2007,97,100,0.7,10.78,0.882,50223,5.776,9.350069307,2.9,100,81.45365854,0.1
2008,98,100,0.5,11.612,0.8859999999999999,50280,5.803999999999999,1.5193655119999998,2.8,100,81.6097561,0.1
2009,96,100,0.3,11.294,0.89,46712,5.832000000000001,2.5203290519883694,2.7,100,81.75121951,0.1
2010,96,100,0.48090909090910827,10.708,0.894,45172,5.86,2.4558372635888475,2.6,100,81.89756098,0.1
2011,95,100,0.4118181818182052,10.296,0.9009999999999999,45882,6.0360000000000005,1.987130754,2.5,100,82.35853659,0.1
2012,89,100,0.3427272727273021,10.199,0.907,46230,6.212000000000001,1.217535365,2.5,100,82.91707317,0.06785714285714306
2013,91,100,0.27363636363637056,10.183,0.915,47688,6.388,4.41153541,2.4,100,82.06097561,0.05654761904761685
2014,90,100,0.20454545454546746,10.016,0.919,48143,6.564,1.925143976,2.3,100,82.86097561,0.04523809523809419
2015,92,100,0.13545454545456437,10.174,0.9209999999999999,49772,6.74,4.096500228,2.2,100.0,82.46829268,0.03392857142857153
2016,91,100.0,0.06636363636366127,10.232000000000001,0.9271815384615394,52698,6.746,7.199684474,2.2,100.0,82.20487805,0.022619047619045318
2017,93.09459459459464,100.0,-0.002727272727241825,10.665995614035069,0.9320340170940185,53544,6.752000000000001,2.004394744792222,2.1,100.0,82.66097561,0.011309523809522659
2018,92.90042674253203,100.0,-0.07181818181817334,10.740950695704782,0.9368864957264957,55398,6.757999999999999,1.9399029563927002,2.0,100.0,82.86097561,0.0
2019,92.70625889046943,100.0,-0.14090909090907644,10.815905777374468,0.9417389743589748,57265,6.763999999999999,1.8754111679931782,2.0,100.0,83.43030534164814,-0.011309523809526212
2020,92.51209103840688,100.0,-0.20999999999997954,10.890860859044153,0.9465914529914539,54211.43107344629,6.77,1.8109193795936562,-1.6485875706215438,100.0,83.6111084093302,-0.02261904761904887
