year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,104.16216216216219,100.0,3.9354545454545757,6.891,0.655442735042735,12421,5.12,5.6804266835649315,21.5,100.0,73.42317073,0.6559523809523817
1961,103.96799431009958,100.0,3.866363636363644,6.082999999999999,0.660295213675214,12160,5.148,5.61593489516541,21.1,100.0,73.50341463,0.6446428571428555
1962,103.77382645803704,100.0,3.797272727272741,6.568,0.6651476923076931,12962,5.176,8.313712744,20.7,100.0,73.72195122,0.6333333333333329
1963,103.57965860597443,100.0,3.728181818181838,6.985,0.6700001709401722,14018,5.204,10.28338287,20.2,100.0,73.04292683,0.6220238095238102
1964,103.38549075391182,100.0,3.659090909090935,6.919,0.6748526495726495,15174,5.232,9.916544014,19.7,100.0,73.54170732,0.610714285714284
1965,103.19132290184928,100.0,3.590000000000032,7.28,0.6797051282051285,15983,5.26,7.371729299,19.1,100.0,73.86878049,0.5994047619047613
1966,102.99715504978667,100.0,3.5209090909091003,7.641,0.6845576068376076,17070,5.284,8.735933476,18.5,100.0,73.3004878,0.5880952380952387
1967,102.80298719772406,100.0,3.451818181818197,7.295,0.6894100854700866,16597,5.308,5.228984164768292,17.9,100.0,73.78317073,0.5767857142857125
1968,102.60881934566146,100.0,3.382727272727294,7.962999999999999,0.6942625641025639,15469,5.332000000000001,5.16449237636877,17.2,100.0,74.00585366,0.5654761904761898
1969,102.41465149359891,100.0,3.313636363636391,6.2379999999999995,0.699115042735043,15733,5.356,2.3745880269999997,16.6,100.0,73.77634146,0.5541666666666671
1970,102.2204836415363,100.0,3.244545454545488,6.8,0.703967521367522,16811,5.38,9.369723983,16.0,100.0,73.93390244,0.5428571428571409
1971,102.0263157894737,100.0,3.1754545454545564,7.098,0.7088200000000011,18823,5.39,13.06083764,15.4,100.0,73.57048780000001,0.5315476190476183
1972,101.83214793741115,100.0,3.1063636363636533,7.05,0.7136724786324802,19685,5.4,6.177334455,14.7,100.0,74.45585366,0.5202380952380956
1973,101.63798008534854,100.0,3.03727272727275,8.222999999999999,0.7185249572649575,20717,5.41,6.806009724,14.1,100.0,74.45097561,0.5089285714285694
1974,101.44381223328594,100.0,2.968181818181847,8.072000000000001,0.7233774358974365,21599,5.42,5.706292127,13.5,100.0,74.51170732,0.49761904761904674
1975,101.24964438122339,100.0,2.899090909090944,7.428999999999999,0.7282299145299156,21463,5.43,0.646155071,12.8,100.0,75.57878049,0.4863095238095241
1976,101.05547652916079,100.0,2.8300000000000125,7.7170000000000005,0.7330823931623947,22530,5.444,5.959367532000001,12.1,100.0,76.97219512,0.47499999999999787
1977,100.86130867709818,100.0,2.7609090909091094,8.593,0.7379348717948719,24330,5.457999999999999,8.822277241,11.5,100.0,76.37365854,0.4636904761904752
1978,100.66714082503557,100.0,2.6918181818182063,8.566,0.742787350427351,25593,5.472,6.0167145920000005,10.8,100.0,76.64926829,0.45238095238095255
1979,100.47297297297303,100.0,2.622727272727303,8.801,0.7476398290598301,26572,5.486000000000001,4.86058239,10.2,100.0,76.77317073,0.44107142857142634
1980,99,100.0,2.5536363636363717,8.149,0.7524923076923091,27804,5.5,5.747920714,9.6,100.0,76.84658537,0.4297619047619037
1981,99,100.0,2.4845454545454686,7.587000000000001,0.7573447863247864,28660,5.5120000000000005,4.265007103,9.1,100.0,76.52146341,0.418452380952381
1982,98,100.0,2.4154545454545655,6.859,0.7621972649572655,28878,5.524,2.154566242,8.7,100.0,77.03780488,0.4071428571428548
1983,94,100.0,2.3463636363636624,6.567,0.7670497435897445,27890,5.5360000000000005,4.1971155503759405,8.3,100.0,76.84560976,0.39583333333333215
1984,99,100.0,2.2772727272727593,7.579,0.7719022222222236,28743,5.547999999999999,4.129118226,7.9,100.0,77.57658537,0.3845238095238095
1985,99,100.0,2.208181818181828,6.747000000000001,0.7767547008547009,29459,5.56,3.29284139,7.6,100.0,77.60243902,0.3732142857142833
1986,99,100.0,2.1390909090909247,7.285,0.78160717948718,31103,5.57,6.270541966000001,7.4,100.0,77.99073171,0.3619047619047606
1987,99,100.0,2.0700000000000216,7.4879999999999995,0.786459658119659,33526,5.58,8.545939746,7.1,100.0,77.33902439,0.35059523809523796
1988,99,100.0,2.0009090909091185,7.407,0.7913121367521381,32798,5.59,3.8746566083783307,6.9,100.0,77.08292683,0.33928571428571175
1989,99,100.0,1.9318181818182154,7.527,0.7961646153846154,32477,5.6,0.25843984600000003,6.7,100.0,78.14097561,0.3279761904761891
1990,99,100,1.862727272727284,8.43,0.797,32601,5.61,1.16937033,6.5,100,78.03634146,0.31666666666666643
1991,99,100,1.7936363636363808,8.074,0.8027,32153,5.622000000000001,3.681181243179765,6.3,100,77.99195122,0.30535714285714377
1992,99,100,1.7245454545454777,8.457,0.8084,30680,5.6339999999999995,3.616689454780243,6.0,100,78.7602439,0.29404761904761756
