year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-19.90090090090098,80.4273504273504,5.023382352941169,0.266,0.20896923076922924,1284,0.71,6.732958751068182,60.9936665725578,252.4,10.721174194015475,45.299,109.47167358567322
1961,-18.00948316737822,80.62905982905983,5.062499999999986,0.26899999999999996,0.21519846153846167,1334,0.7440000000000001,5.987346419,61.44590654997171,243.4,12.329306526376968,46.196999999999996,107.40978915343885
1962,-16.11806543385501,80.83076923076919,5.101617647058816,0.28800000000000003,0.22142769230769233,1388,0.778,4.482858627,61.89814652738562,234.7,13.93743885873846,47.059,105.34790472120449
1963,-14.22664770033225,81.03247863247861,5.140735294117633,0.32299999999999995,0.22765692307692298,1445,0.812,8.688831517999999,62.35038650479953,226.7,15.545571191100407,47.88399999999999,103.28602028897012
1964,-12.335229966809038,81.23418803418804,5.179852941176463,0.324,0.23388615384615363,1491,0.846,7.569757449,62.80262648221333,219.4,17.1537035234619,48.67,101.22413585673576
1965,-10.443812233285826,81.4358974358974,5.21897058823528,0.331,0.2401153846153843,1544,0.88,10.41936582,63.25486645962724,212.7,18.761835855823392,49.42,99.16225142450094
1966,-8.552394499763068,81.63760683760682,5.25808823529411,0.32799999999999996,0.24634461538461494,1592,0.9,5.789951801,63.70710643704115,207.0,20.369968188184885,50.13399999999999,97.10036699226657
1967,-6.660976766239855,81.83931623931625,5.297205882352927,0.33899999999999997,0.2525738461538456,1633,0.92,5.400612597,64.15934641445506,201.9,21.978100520546377,50.812,95.03848256003221
1968,-4.769559032717098,82.04102564102561,5.336323529411757,0.379,0.25880307692307625,1697,0.94,7.233220925,64.61158639186897,197.5,23.58623285290787,51.457,92.97659812779784
1969,-2.878141299193885,82.24273504273503,5.375441176470574,0.358,0.2650323076923069,1792,0.96,5.507899634,65.06382636928288,193.6,25.194365185269362,52.07,90.91471369556348
1970,-0.9867235656711273,82.4444444444444,5.414558823529404,0.353,0.27126153846153755,1837,0.98,11.35346172,65.51606634669668,190.0,26.802497517630854,52.648999999999994,88.85282926332911
1971,0.9046941678520852,82.64615384615382,5.453676470588221,0.326,0.2774907692307682,1800,1.018,0.46837254899999997,65.96830632411059,186.6,28.410629849992347,53.192,86.79094483109475
1972,2.796111901374843,82.84786324786324,5.492794117647051,0.308,0.28371999999999886,1821,1.056,0.813406405,66.4205463015245,183.4,30.01876218235384,53.699,84.72906039885993
1973,4.6875296348980555,83.04957264957261,5.5319117647058675,0.317,0.2899492307692295,1868,1.094,7.064263857,66.8727862789384,180.5,31.626894514715786,54.17100000000001,82.66717596662556
1974,6.578947368420813,83.25128205128203,5.571029411764698,0.33,0.29617846153846017,1891,1.1320000000000001,3.540191713,67.32502625635232,177.8,33.23502684707728,54.613,80.6052915343912
1975,8.470365101944026,83.45299145299145,5.6101470588235145,0.34700000000000003,0.3024076923076908,1932,1.17,4.211415631,67.77726623376623,175.4,34.84315917943877,55.028,78.54340710215683
1976,10.361782835466784,83.65470085470082,5.649264705882345,0.332,0.30863692307692325,1975,1.192,5.15618959,68.22950621118002,173.1,36.451291511800264,55.42100000000001,76.48152266992247
1977,12.253200568989996,83.85641025641024,5.6883823529411615,0.34299999999999997,0.3148661538461539,2048,1.214,3.9476982869999997,68.68174618859393,171.0,38.059423844161756,55.79600000000001,74.4196382376881
1978,14.144618302512754,84.05811965811967,5.727499999999992,0.35700000000000004,0.32109538461538456,2117,1.236,8.048533619,69.13398616600784,168.9,39.66755617652325,56.158,72.35775380545329
1979,16.036036036035966,84.25982905982903,5.766617647058808,0.374,0.3273246153846152,2201,1.258,3.758435569,69.58622614342175,166.8,41.27568850888474,56.512,70.29586937321892
1980,2,84.46153846153845,5.805735294117639,0.41,0.33355384615384587,2322,1.28,10.21570404,70.03846612083566,164.7,42.883820841246234,56.86,68.23398494098456
1981,3,84.66324786324782,5.844852941176455,0.426,0.3397830769230765,2392,1.3219999999999998,7.920763572,70.49070609824958,162.5,44.491953173607726,57.206,66.17210050875019
1982,5,84.86495726495724,5.883970588235286,0.44799999999999995,0.3460123076923072,2479,1.364,6.5374868,70.94294607566337,160.3,46.10008550596922,57.54600000000001,64.11021607651583
1983,15,85.06666666666666,5.923088235294102,0.467,0.35224153846153783,2537,1.406,6.778378339,71.39518605307728,157.9,47.708217838331166,57.882,62.04833164428146
1984,23,85.26837606837603,5.962205882352933,0.48,0.3584707692307685,2632,1.4480000000000002,5.065205605,71.84742603049119,155.5,49.31635017069266,58.213,59.986447212047096
1985,30,85.47008547008545,6.001323529411749,0.511,0.36469999999999914,2756,1.49,7.592114699,72.2996660079051,152.8,50.92448250305415,58.54,57.92456277981228
1986,34,85.67179487179487,6.04044117647058,0.519,0.3709292307692298,2838,1.5319999999999998,5.501653664,72.75190598531901,150.2,52.53261483541564,58.863,55.86267834757791
1987,36,85.87350427350424,6.079558823529396,0.544,0.37715846153846044,2922,1.574,6.452343025,73.20414596273292,147.5,54.140747167777135,59.18,62.2
1988,38,86.07521367521366,6.118676470588227,0.573,0.3833876923076911,2995,1.6159999999999999,7.62527878,73.65638594014672,144.8,55.74887950013863,59.493,61.1333
1989,40,86.27692307692308,6.157794117647043,0.5820000000000001,0.38961692307692175,3048,1.6580000000000001,4.959768894,74.10862591756063,142.2,57.35701183250012,59.799,60.0667
1990,54,86,6.196911764705874,0.636,0.40399999999999997,3111,1.7,4.458586815,74.56086589497454,139.5,58.74058533,60.1,59.0
1991,50,87,6.23602941176469,0.616,0.4086,3215,1.73,5.061567755,75.01310587238845,136.7,59.6,60.393,51.8167
1992,42,87,6.275147058823521,0.639,0.4132,3296,1.76,7.705897823,75.46534584980236,133.7,62.09465027,60.68,44.6333
