year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1970,39.28923660502642,81.82051282051282,29.8642857142857,0.983,0.5114205128205125,7185,2.34,8.769947472,63.335118864468996,132.5,79.49166061206154,20.76305709110136,58.911,33.138543417367146
1971,40.78662873399708,82.20000000000005,29.657142857142844,1.0490000000000002,0.5168815384615382,7706,2.28,11.29508684,63.95188742368737,129.1,79.98571699968466,20.3601854243077,59.332,32.46512605042017
1972,42.28402086296819,82.57948717948716,29.44999999999999,1.141,0.5223425641025639,8316,2.22,12.05280225,64.56865598290597,125.7,80.47977338730777,19.95731375751393,59.739,31.791708683473416
1973,43.781412991939305,82.95897435897439,29.242857142857133,1.29,0.5278035897435895,9120,2.16,13.97869165,65.18542454212457,122.3,80.97382977493078,19.554442090720272,60.132,31.118291316526665
1974,45.27880512091042,83.33846153846162,29.035714285714278,1.364,0.5332646153846152,9592,2.1,9.042120313,65.80219310134316,118.9,81.4678861625539,19.1515704239265,60.513000000000005,30.444873949579915
1975,46.776197249881534,83.71794871794873,28.828571428571422,1.4040000000000001,0.5387256410256409,9842,2.04,5.209075901,66.41896166056176,115.6,81.96194255017701,18.748698757132843,60.88399999999999,29.771456582633164
1976,48.27358937885265,84.09743589743596,28.621428571428567,1.4069999999999998,0.5441866666666666,10506,2.044,9.790410161,67.03573021978013,112.2,82.45599893780002,18.345827090339185,61.243,29.098039215686413
1977,49.77098150782376,84.47692307692307,28.41428571428571,1.443,0.5496476923076923,10731,2.048,4.6063180610000005,67.65249877899873,108.5,82.95005532542314,17.942955423545413,61.595,28.424621848739662
1978,51.26837363679488,84.8564102564103,28.207142857142856,1.53,0.555108717948718,10996,2.052,3.2317095630000003,68.26926733821733,104.6,83.44411171304614,17.540083756751756,61.942,27.75120448179291
1979,52.76576576576599,85.23589743589741,28.0,1.59,0.5605697435897437,11493,2.056,6.766284965,68.88603589743593,100.4,83.93816810066926,17.137212089957984,62.286,27.077787114845933
1980,37,85.61538461538464,27.792857142857144,1.5430000000000001,0.5660307692307693,12211,2.06,9.110960155,69.50280445665453,96.1,84.43222448829238,16.734340423164326,62.63,26.40436974789918
1981,47,85.99487179487187,27.58571428571429,1.3840000000000001,0.571491794871795,11399,2.238,4.985004336595182,70.11957301587313,91.8,84.92628087591538,16.331468756370555,62.976000000000006,24.4
1982,56,86.37435897435898,27.378571428571433,1.355,0.5769528205128207,11195,2.416,0.580245553,70.7363415750915,87.6,85.4203372635385,15.928597089576897,63.326,23.8
1983,60,86.75384615384621,27.171428571428578,1.2819999999999998,0.5824138461538464,10573,2.594,4.749676547465043,71.3531101343101,83.7,85.91439365116162,15.525725422783239,63.68,30.6
1984,68,87.13333333333333,26.964285714285722,1.27,0.5878748717948721,10914,2.772,5.26914315,71.9698786935287,80.2,86.40845003878462,15.122853755989468,64.039,29.9
1985,66,87.51282051282055,26.757142857142867,1.335,0.5933358974358978,11550,2.95,7.945861749,72.5866472527473,76.9,86.90250642640774,14.71998208919581,64.406,25.1
1986,58,87.89230769230767,26.55000000000001,1.435,0.5987969230769234,12226,3.1,7.988295105,73.2034158119659,73.9,87.39656281403086,14.317110422402038,64.782,9.8
1987,58,88.2717948717949,26.342857142857156,1.4680000000000002,0.6042579487179491,12386,3.25,3.5996294669999997,73.8201843711845,71.0,87.89061920165386,13.91423875560838,65.165,18.1
1988,58,88.65128205128212,26.1357142857143,1.453,0.6097189743589748,12115,3.4,4.161357074639682,74.43695293040287,68.3,88.38467558927698,13.511367088814609,65.553,22.4
1989,56,89.03076923076924,25.928571428571445,1.4580000000000002,0.6151800000000005,12278,3.55,3.279458858,75.05372148962147,65.6,88.87873197689999,13.108495422020951,65.947,20.5
1990,66,89,25.72142857142859,1.3980000000000001,0.611,11564,3.7,3.926029285509543,75.67049004884007,62.9,87.475116,12.705623755227293,66.343,20.6
1991,78,89,25.514285714285734,1.442,0.6184,11489,3.8360000000000003,1.511937238,76.28725860805866,60.1,89.68133545,12.302752088433522,66.742,20.7
1992,71,90,25.30714285714282,1.4269999999999998,0.6258,11239,3.972,3.690701496379404,76.90402716727726,57.1,88.803833,11.899880421639864,67.141,20.8
1993,75,90,25.099999999999966,1.4669999999999999,0.6332,11602,4.1080000000000005,4.665168989,77.52079572649586,54.0,89.999927,11.497008754846092,67.539,19.9
1994,74,91,24.89285714285711,1.515,0.6406,12089,4.244,5.334551702,75.5,50.9,91.36769104,11.094137088052435,67.932,16.45
1995,81,91,24.685714285714255,1.591,0.648,12408,4.38,4.4167313539999995,76.4933,47.8,91.728598,10.691265421258777,68.318,13.0
1996,77,92,24.4785714285714,1.725,0.6554,12245,4.512,2.207535528,77.4867,44.8,92.86709499999999,10.288393754465005,68.695,14.2
1997,79,92,24.271428571428544,1.7919999999999998,0.6628,12474,4.644,3.395028637,78.48,42.0,93.354139,9.885522087671347,69.061,14.0
1998,93,93,24.06428571428569,1.834,0.6702,12333,4.776,0.338356179,79.4733,39.4,94.193812,9.482650420877576,69.419,12.7
1999,94,93,23.857142857142833,1.8519999999999999,0.6776,12211,4.908,0.46906658700000003,80.4667,37.0,94.76295999999999,9.079778754083918,69.76899999999999,13.4
2000,98,94,23.649999999999977,1.87,0.685,12564,5.04,4.11256491,81.46,34.6,94.45697021,8.676907087290147,70.116,13.5
2001,98,94,23.44285714285712,1.8969999999999998,0.6889,12559,5.167999999999999,1.389867166,82.4533,32.4,96.01652800000001,8.274035420496489,70.462,13.6
2002,99,94,23.235714285714266,1.8430000000000002,0.6928,12768,5.296,3.053303731,83.4467,30.3,96.652996,7.871163753702831,70.813,12.3
2003,99,95,23.02857142857141,1.761,0.6967,12747,5.4239999999999995,1.141007013,84.44,28.3,96.980098,7.468292086909059,71.17,12.7
2004,99,95,22.5,1.827,0.7006,13314,5.5520000000000005,5.759876004,85.4333,26.4,96.765107,7.0,71.531,11.0
2005,99,95,22.4,1.857,0.7045,13577,5.68,3.202135213,86.4267,24.7,97.093513,6.7,71.896,9.6
2006,99,96,22.7,1.838,0.7084,13955,5.686,3.9619026560000004,87.42,23.2,97.594314,6.4,72.26,7.9
2007,99,96,22.3,1.9,0.7123,14643,5.692,6.069872846,88.4133,21.8,98.125382,6.1,72.618,7.6
2008,99,96,22.8,2.0069999999999997,0.7162,15232,5.6979999999999995,5.09434227,89.4067,20.6,98.526625,5.2,72.96600000000001,6.3
2009,99,97,21.7,1.882,0.7201,15066,5.704,1.6904152887731811,90.4,19.6,98.856938,5.0,73.3,6.2
2010,99,97,21.0,2.131,0.7240000000000001,16052,5.71,7.528223562000001,90.72,18.7,99.1600647,4.6,73.619,5.85
2011,99,97,21.371428571428567,2.21,0.73,16543,5.736470588235306,3.9744254060000004,91.04,17.9,99.328691,4.2,73.921,5.5
2012,95,98,21.16428571428571,2.342,0.7340000000000001,16716,5.82549773755656,1.921150318,91.36,17.3,99.519494,3.7076,74.209,4.6
2013,97,98,20.957142857142856,2.4859999999999998,0.747,17074,5.914524886877842,3.0048653589999996,91.68,16.7,99.575151,3.215266,74.483,4.9
2014,93,98,20.75,2.592,0.754,17021,6.003552036199096,0.503961791,92.0,16.2,99.650247,3.532649033,74.745,3.7
2015,96,98,20.542857142857144,2.537,0.754,16288,6.092579185520378,0.9844319213827362,91.5333,15.7,101.72419805510003,2.54,74.994,4.3
2016,86,99.27692307692314,20.33571428571429,2.347,0.7626276923076922,15629,6.181606334841632,0.866768026817681,91.0667,16.4,102.21825444272315,2.2309604185909393,75.23,2.161344537815239
2017,109.66666666666697,99.65641025641025,20.128571428571433,2.3409066416040076,0.7680887179487179,15678,6.270633484162914,0.7491041322525973,90.6,14.8,102.71231083034615,1.8280887517971678,75.456,1.4879271708684882
2018,111.16405879563808,100.03589743589748,19.921428571428578,2.369659623195922,0.7735497435897436,15739,6.359660633484168,0.6314402376875421,90.1333,14.4,103.20636721796927,1.42521708500351,75.672,0.8145098039217373
2019,112.66145092460874,100.4153846153846,19.714285714285722,2.398412604787829,0.7790107692307693,15948,6.44868778280545,0.5137763431224585,89.6667,13.9,103.70042360559239,1.0223454182097385,76.95661776738757,0.1410924369749864
2020,114.15884305357986,100.79487179487182,19.507142857142867,2.4271655863797434,0.784471794871795,17090.88587570621,6.537714932126704,0.3961124485573748,89.2,-11.664180790960017,104.1944799932154,0.6194737514160806,77.32809824663946,-0.5323249299719919
