year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,9.712312312312406,60.04273504273499,0.013999999999999999,0.033854700854700326,3.898337538479865,289.2282091592615,-4.440258638529258,46.889723181818226,41.281000000000006,99.36493506493491
1961,11.40304590304595,60.336752136752125,0.018000000000000002,0.04055811965811884,3.8525264055526236,285.4468147641828,-4.234540277966175,46.38327181818181,41.592,98.89870129870121
1962,13.093779493779493,60.63076923076926,0.013999999999999999,0.047261538461537356,9.063157935,281.66542036910414,-4.028821917403093,45.87682045454551,41.907,98.4324675324674
1963,14.784513084513037,60.92478632478628,0.017,0.05396495726495587,4.13540742,277.88402597402546,-3.8231035568400102,45.370369090909094,42.225,97.9662337662337
1964,16.47524667524658,61.21880341880342,0.017,0.06066837606837616,6.273037903,239.7,-3.6173851962769845,44.86391772727279,42.54,97.49999999999989
1965,18.165980265980124,61.51282051282044,0.013000000000000001,0.06737179487179468,3.9672256089999998,241.5,-3.411666835713902,44.35746636363638,42.838,97.03376623376607
1966,19.856713856713668,61.806837606837576,0.016,0.07407521367521319,4.612992896000001,243.4,-3.2059484751508194,43.851015000000075,43.105,96.56753246753237
1967,21.547447447447666,62.10085470085471,0.015,0.0807786324786317,13.8215186,245.2,-3.000230114587737,43.34456363636366,43.332,96.10129870129856
1968,23.23818103818121,62.39487179487173,0.015,0.08748205128205022,3.531848475061963,246.7,-2.7945117540246542,42.83811227272736,43.523,95.63506493506486
1969,24.928914628914754,62.68888888888887,0.021,0.09418547008546874,3.486037342134722,247.7,-2.5887933934615717,42.33166090909094,43.685,95.16883116883105
1970,26.619648219648298,62.982905982906004,0.017,0.10088888888888903,21.32567073,248.1,-2.383075032898489,41.82520954545453,43.841,94.70259740259723
1971,28.31038181038184,63.276923076923026,0.02,0.10759230769230754,2.746828711,248.7,-2.1773566723354065,41.318758181818225,44.021,94.23636363636354
1972,30.001115401115385,63.57094017094016,0.02,0.11429572649572606,3.348603943352998,249.1,-1.971638311772324,40.81230681818181,44.246,93.77012987012972
