year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1973,31.69184899184893,63.8649572649573,0.02,0.12099914529914457,6.889050717999999,249.8,-1.7659199512092414,40.30585545454551,44.528,93.30389610389602
1974,33.38258258258247,64.15897435897432,0.025,0.1277025641025631,3.25698167749853,250.1,-1.5602015906462157,39.79940409090909,44.865,92.83766233766221
1975,35.073316173316016,64.45299145299145,0.022000000000000002,0.1344059829059816,0.697920236,250.4,-1.354483230083133,39.29295272727279,45.242,92.37142857142851
1976,36.76404976404956,64.74700854700848,0.024,0.14110940170940012,7.942660976,249.4,-1.1487648695200505,38.786501363636376,45.63,91.9051948051947
1977,38.45478335478356,65.04102564102561,0.026000000000000002,0.1478128205128204,11.46945304,246.4,-0.943046508956968,38.280050000000074,45.998999999999995,91.43896103896088
1978,40.1455169455171,65.33504273504275,0.026000000000000002,0.15451623931623892,3.073737145789579,241.1,-0.7373281483938854,37.77359863636366,46.327,90.97272727272718
1979,41.836250536250645,65.62905982905977,0.027000000000000003,0.16121965811965744,1.66495495,234.0,-0.5316097878308028,37.26714727272736,46.608000000000004,90.50649350649337
1980,43.52698412698419,65.9230769230769,0.036000000000000004,0.16792307692307595,0.991055725,224.9,-0.32589142726772025,36.76069590909094,46.852,90.04025974025967
1981,36.0,66.21709401709404,0.038,0.17462649572649447,12.16327557,214.8,-0.12017306670463768,36.254244545454526,47.083,89.57402597402586
1982,33.0,66.51111111111106,0.037000000000000005,0.18132991452991298,2.890492614080614,204.3,0.08554529385844489,35.747793181818224,47.324,89.10779220779204
1983,44.0,66.8051282051282,0.047,0.18803333333333327,3.7153269910000004,193.9,0.29126365442152746,35.24134181818181,47.581,88.64155844155835
1984,26.0,67.09914529914522,0.048,0.1947367521367518,0.155544005,184.6,0.4969820149845532,34.73489045454551,47.843999999999994,88.17532467532453
1985,36.0,67.39316239316236,0.049,0.2014401709401703,11.78318018,177.8,0.7027003755476358,34.22843909090909,48.08,87.70909090909083
1986,55.0,67.68717948717949,0.048,0.20814358974358882,3.250180458,173.2,0.9084187361107183,33.72198772727279,48.243,87.24285714285702
1987,68.0,67.98119658119651,0.05,0.21484700854700733,5.503096118999999,171.1,1.114137096673801,33.215536363636375,48.301,86.77662337662332
1988,51.0,68.27521367521365,0.045,0.22155042735042585,5.031024368,170.9,1.3198554572368835,32.70908500000007,48.244,86.3103896103895
1989,82.0,68.56923076923078,0.051,0.22825384615384614,1.34950223,172.3,1.525573817799966,32.20263363636366,48.08,85.8441558441557
1990,86.0,69,0.039,0.27,3.49982214,174.3,1.453455091,31.696182272727356,47.82899999999999,85.377922077922
1991,83.0,69,0.043,0.2698,4.996836451,176.3,1.7337155340000001,31.18973090909094,47.522,84.91168831168818
1992,80.0,69,0.039,0.2696,1.009998366,177.7,2.013525009,30.683279545454525,47.211999999999996,81.1
1993,63.0,70,0.04,0.2694,2.3865701518809885,178.1,2.29062891,30.176828181818223,46.953,81.6
1994,48.0,70,0.039,0.2692,2.3407590189537615,177.6,2.562320948,29.670376818181808,46.786,82.1
1995,73.0,70,0.04,0.26899999999999996,2.2949478860265202,175.9,2.8258957860000002,29.163925454545506,46.758,82.6
1996,73.0,71,0.04,0.2688,2.249136753099279,173.3,3.078647375,28.65747409090909,46.905,83.1
1997,74.0,71,0.040999999999999995,0.2686,2.2033256201720377,169.9,3.317869902,28.15102272727279,47.226000000000006,83.6
1998,65.0,71,0.04,0.2684,4.749999992,165.4,3.9,27.644571363636373,47.708,84.1
1999,79.0,72,0.04,0.2682,2.1117033543175694,160.5,3.746005535,27.13812000000007,48.339,83.3
2000,80.0,72,0.042,0.268,2.065892221390328,155.2,3.93611145,36.964529999999996,49.091,82.5
2001,81.0,72,0.032,0.2797,2.055807109,149.6,4.115074635,31.9116,49.93,81.7
2002,81.0,72,0.031,0.2914,4.4465194189999995,143.8,4.286792755,26.8587,50.81,80.9
2003,82.0,73,0.023,0.3031,1.9284588226086044,137.9,4.455165863,21.8058,51.69,80.1
2004,83.0,73,0.027999999999999997,0.3148,4.833657762,131.4,4.624091625,16.7529,52.547,79.3
2005,87.0,73,0.02,0.3265,0.9000000029999999,124.4,4.7974691389999995,11.7,53.369,78.5
2006,92.0,74,0.025,0.3382,5.384657398,117.2,4.979197025,15.74,54.163000000000004,77.7
2007,99.0,74,0.024,0.3499,4.7858319510000005,109.8,5.172233105,19.78,54.943999999999996,77.1286
2008,92.0,74,0.023,0.3616,5.0481187830000005,103.0,4.8,23.82,55.721000000000004,76.5571
2009,94.0,74,0.022000000000000002,0.3733,3.468425425,96.6,5.588053226,27.86,56.488,75.9857
2010,96.0,75,0.024,0.385,3.785902543,90.6,5.3,31.9,57.228,75.4143
2011,96.0,75,0.027000000000000003,0.39299999999999996,4.1916256810000005,85.0,6.0318713189999995,21.060703636363655,57.925,74.8429
2012,96.0,75,0.03,0.39799999999999996,4.01936553,79.8,6.5,20.554252272727354,58.568000000000005,74.2714
2013,96.0,76,0.03,0.40399999999999997,4.594054218,75.2,6.489688396,20.047800909090938,59.148,73.7
2014,95.0,76,0.044000000000000004,0.406,4.660918184,70.9,7.0,19.541349545454523,59.665,74.18831168831161
2015,94.0,76,0.043,0.40399999999999997,1.3787252274817519,67.2,6.874251192439942,19.03489818181822,60.123000000000005,73.7220779220778
2016,94.0,76.50769230769231,0.044000000000000004,0.40924615384615315,1.3329140945545106,64.1,7.079969553003025,18.528446818181806,60.528,73.2558441558441
2017,106.08412698412712,76.80170940170933,0.039919172932330715,0.41594957264957166,1.2871029616272693,61.3,7.2856879135661075,18.021995454545504,60.898,72.78961038961029
2018,107.77486057486067,77.09572649572647,0.04023761991184849,0.4226529914529902,1.241291828700028,58.8,7.49140627412919,17.51554409090909,61.247,72.32337662337648
2019,109.46559416559421,77.3897435897436,0.04055606689136626,0.4293564102564087,1.1954806957727868,56.5,7.697124634692273,17.009092727272787,58.163926358854496,71.85714285714278
2020,111.15632775632776,77.68376068376062,0.04087451387088403,0.436059829059829,1.1496695628455598,62.34454545454537,7.902842995255355,16.50264136363637,58.46866288720048,71.39090909090896
