year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1975,90.59076923076924,96.88205128205128,26.415441176470495,5.074,0.6023119658119658,7571.531050656573,13.832913388297811,24.169895470383267,100.0,68.92536585,3.684210526315809
1976,90.71384615384616,96.93948717948719,25.75647058823529,5.245,0.6079726495726501,7978.233864915557,13.52004222291339,23.72054006968642,100.0,69.04780488,3.6136842105263156
1977,90.83692307692309,96.99692307692308,25.097499999999854,5.399,0.6136333333333326,8384.936679174425,13.207171057528967,23.271184668989576,100.0,69.10463415,3.5431578947368507
1978,90.96000000000001,97.05435897435898,24.438529411764648,5.562,0.6192940170940169,8791.63949343341,12.894299892144545,22.82182926829273,100.0,68.98780488,3.472631578947386
1979,91.08307692307693,97.11179487179487,23.77955882352944,5.59,0.6249547008547012,9198.342307692277,12.581428726760123,20.8,100.0,68.49560976,3.4021052631578925
1980,91.20615384615385,97.16923076923078,23.120588235294008,5.787000000000001,0.6306153846153837,14114.0,12.268557561375701,20.7,100.0,68.80853659,3.3315789473684276
1981,91.32923076923078,97.22666666666667,22.4616176470588,5.6579999999999995,0.636276068376068,14351.0,11.955686395991279,20.6,100.0,68.78634146,3.2610526315789627
1982,91.4523076923077,97.28410256410257,21.802647058823368,5.742999999999999,0.6419367521367523,14577.0,11.642815230606857,20.3,100.0,69.32829268,3.1905263157894694
1983,91.57538461538462,97.34153846153846,21.14367647058816,5.8020000000000005,0.6475974358974366,14768.0,11.329944065222435,19.7,100.0,69.11902439,3.1200000000000045
1984,91.69846153846154,97.39897435897436,20.484705882352955,5.8229999999999995,0.6532581196581191,15084.0,11.017072899838013,18.7,100.0,69.16292683,3.0494736842105397
1985,91.82153846153847,97.45641025641027,19.82573529411752,6.2379999999999995,0.6589188034188034,14663.0,10.70420173445359,17.5,100.0,69.29146341,2.9789473684210463
1986,91.94461538461539,97.51384615384616,19.166764705882315,6.202999999999999,0.6645794871794877,14935.0,10.391330569069169,16.4,100.0,70.62243902,2.9084210526315815
1987,92.06769230769231,97.57128205128205,18.50779411764688,6.403,0.6702401709401702,14752.0,10.078459403684747,15.5,100.0,70.69292683,2.8378947368421166
1988,92.19076923076923,97.62871794871795,17.848823529411675,6.525,0.6759008547008545,15282.0,9.765588238300438,15.2,100.0,70.61536585,2.7673684210526517
1989,92.31384615384616,97.68615384615384,17.18985294117647,6.355,0.6815615384615388,16089.0,9.452717072916016,15.8,100.0,70.15536585,2.6968421052631584
1990,92.43692307692308,98,16.530882352941035,7.4239999999999995,0.703,16238.0,9.139845907531594,17.0,100,69.27317073,2.6263157894736935
1991,92.56,98,15.871911764705828,6.797999999999999,0.7055,14260.0,8.826974742147172,18.4,100,69.03243902,2.5557894736842286
1992,87.0,98,15.212941176470622,5.438,0.708,9817.0,8.51410357676275,19.3,100,68.39609756,2.4852631578947353
1993,80.0,98,14.553970588235188,4.635,0.7105,8871.0,8.201232411378328,19.9,100,66.72268293,2.4147368421052704
1994,97.0,98,13.894999999999982,4.0889999999999995,0.713,9219.0,7.888361245993906,20.0,100,65.66439024,2.3442105263158055
1995,98.0,98,14.0,3.648,0.7155,9295.0,7.575490080609484,19.8,100,66.39121951,2.273684210526312
1996,93.0,98,11.7,3.72,0.718,9622.0,2.359022451,19.0,100,68.77658537,1.6
1997,92.0,98,11.0,3.5380000000000003,0.7205,10591.0,8.974126189,17.9,100,69.34926829,1.7
1998,94.0,98,11.2,3.415,0.723,11388.0,6.521769281,16.6,100,69.01219512,1.8
1999,95.0,98,10.4,3.202,0.7255,11782.0,2.618948396,15.4,100,69.74292683,1.9
2000,96.0,98,9.6,2.965,0.728,12540.0,5.406859477999999,14.2,100,70.31463415,2.0
2001,97.0,98,10.1,3.1710000000000003,0.7362,13523.0,6.461313552000001,13.3,100,70.76097561,2.1
2002,97.0,98,9.3,3.22,0.7444,14653.0,7.103025871,12.6,100,70.96097561,2.2
2003,98.0,98,9.2,3.344,0.7526,16043.0,8.430699701,11.9,100,71.26585366,2.3
2004,99.0,99,8.7,3.383,0.7608,17571.0,8.335544621,11.2,100,72.02682927,2.4
2005,99.0,99,5.5,3.4589999999999996,0.769,19662.0,10.69703379,10.5,100,71.35609756,2.4
2006,96.0,99,5.6,3.725,0.7772,22202.0,11.88938797,9.8,100,70.86585366,1.1
2007,94.0,99,4.1,3.9160000000000004,0.7854,24618.0,9.949391189,9.3,100,71.0195122,0.6
2008,94.0,99,4.4,3.762,0.7936,23995.0,3.5081649306121108,8.8,100,72.4195122,1.2
2009,94.0,99,4.8,3.468,0.8018,20881.0,3.1952937652276887,8.3,100,73.0804878,1.7
2010,92.0,99,3.1,4.026,0.81,20480.0,2.8824225998432667,7.8,100,73.48292683,1.6
2011,92.0,99,2.6924999999998818,3.728,0.812,22188.0,6.381500691,7.3,100,73.57560976,1.0
2012,91.0,99,2.0335294117646754,3.639,0.8140000000000001,23371.0,4.005269307,6.6,100,73.77804878,1.0
2013,94.0,99,1.3745588235292416,3.602,0.8220000000000001,24197.0,2.626556818,6.0,100,73.98292683,0.7
2014,92.0,99,0.7155882352940353,3.5460000000000003,0.828,24879.0,2.1199187790000003,5.5,100,74.12439024,0.5
2015,95.0,99,0.05661764705882888,3.633,0.83,25829.0,2.71212826,5.0,100.0,74.4804878,0.8631578947368439
2016,98.0,99.23692307692308,-0.6023529411766049,3.8,0.8344000000000005,26605.0,1.9503656059999999,4.5,100.0,74.5804878,0.792631578947379
2017,95.76000000000002,99.29435897435897,-1.2613235294118113,4.086880952380952,0.840060683760683,28086.0,0.6923244421523123,4.2,100.0,74.62926829,0.7221052631579141
2018,95.88307692307694,99.35179487179488,-1.9202941176470176,4.076360210872007,0.8457213675213673,29633.0,0.3794532767678902,3.9,100.0,74.78292683,0.6515789473684208
2019,96.00615384615386,99.40923076923077,-2.5792647058824514,4.065839469363063,0.8513820512820516,30776.0,0.06658211138346815,3.6,100.0,72.47709697607246,0.5810526315789559
2020,96.12923076923079,99.46666666666667,-3.2382352941176578,4.055318727854118,0.8570427350427341,25873.157692307606,-0.2462890540009539,3.9489024390244367,100.0,72.54486447760257,0.510526315789491
