year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,75.18769230769226,95.94017094017092,35.237499999999955,11.222999999999999,0.5158444444444434,1362.8431519699516,-19.458051282514816,124.49986428571424,102.09372448979593,95.26585469649234,123.65999999999985,58.36758537,33.488235294117885
1961,75.6061538461538,95.88547008547006,34.72573529411761,11.112,0.5207114529914527,1750.3629455909831,-18.94495726541186,123.83320000000003,100.50463265306144,95.35471380506155,121.04999999999927,58.78158537,32.81617647058829
1962,76.02461538461534,95.8307692307692,34.21397058823527,11.222999999999999,0.5255784615384602,2137.8827392120147,-18.431863248309014,123.1665357142856,98.91554081632648,95.44357291363079,118.4399999999996,59.19956098,32.14411764705892
1963,76.44307692307689,95.77606837606835,33.70220588235293,11.614,0.5304454700854695,2525.40253283293,-17.918769231206056,122.4998714285714,97.32644897959199,95.53243202220003,115.82999999999993,59.61953659,31.47205882352955
1964,76.86153846153843,95.7213675213675,33.190441176470586,11.962,0.5353124786324788,2912.9223264539614,-17.4056752141031,121.83320714285696,95.73735714285704,95.62129113076927,113.21999999999935,60.038000000000004,30.800000000000182
1965,77.27999999999997,95.66666666666664,32.67867647058824,12.335999999999999,0.5401794871794863,3300.442120074993,-16.892581197000254,121.16654285714276,94.14826530612254,95.71015023933847,110.60999999999967,60.45195122,30.127941176470813
1966,77.69846153846152,95.61196581196579,32.16691176470579,12.716,0.5450464957264956,3687.9619136960246,-16.379487179897296,120.49987857142855,92.55917346938804,95.79900934790771,108.0,60.85541463,29.455882352941217
1967,78.11692307692306,95.55726495726493,31.655147058823445,13.025,0.549913504273503,4075.481707317056,-15.866393162794452,119.83321428571412,90.97008163265309,95.88786845647695,105.38999999999942,61.24339024,28.783823529411848
1968,78.5353846153846,95.50256410256408,31.143382352941103,13.151,0.5547805128205123,4463.001500938088,-15.353299145691494,119.16654999999992,89.3809897959186,95.97672756504616,102.77999999999975,61.61287805,28.11176470588248
1969,78.95384615384614,95.44786324786322,30.63161764705876,13.468,0.5596475213675216,4850.521294559119,-14.84020512858865,118.49988571428571,87.79189795918364,96.0655866736154,100.17000000000007,61.95987805,27.43970588235311
1970,79.37230769230769,95.39316239316237,30.11985294117642,13.936,0.5645145299145291,5238.041088180034,-14.327111111485692,117.83322142857128,86.20280612244915,96.15444578218464,97.55999999999949,62.27939024,26.76764705882374
1971,79.79076923076923,95.33846153846152,29.608088235294076,14.552999999999999,0.5693815384615384,5625.560881801066,-13.814017094382848,117.16655714285707,84.9,96.24330489075388,94.94999999999982,62.56690244,26.09558823529437
1972,80.20923076923077,95.28376068376066,29.096323529411734,15.072000000000001,0.5742485470085459,6013.080675422098,-13.30092307727989,116.49989285714287,82.8,96.33216399932309,92.33999999999924,62.82592683,25.423529411764775
1973,80.62769230769231,95.2290598290598,28.58455882352939,15.472000000000001,0.5791155555555552,6400.600469043129,-12.787829060177046,115.83322857142844,80.8,96.42102310789232,89.72999999999956,63.06092683,24.751470588235406
1974,81.04615384615386,95.17435897435895,28.07279411764705,15.835999999999999,0.5839825641025627,6788.120262664161,-12.274735043074088,115.16656428571423,79.1,96.50988221646156,87.11999999999989,63.27992683,24.079411764706038
1975,81.4646153846154,95.1196581196581,27.561029411764707,16.433,0.5888495726495719,7175.640056285192,-11.76164102597113,114.49990000000003,77.5,96.5987413250308,84.50999999999931,63.49187805,23.40735294117667
1976,81.88307692307694,95.06495726495724,27.049264705882365,16.867,0.5937165811965812,7563.159849906107,-11.248547008868286,113.83323571428559,76.2,96.68760043360001,81.89999999999964,63.70926829,22.7352941176473
1977,82.30153846153848,95.01025641025639,26.53749999999991,17.257,0.5985835897435887,7950.679643527139,-10.735452991765328,113.16657142857139,75.1,96.77645954216925,79.28999999999996,63.94009756,22.063235294117703
1978,82.72000000000003,94.95555555555553,26.025735294117567,17.67,0.603450598290598,8338.19943714817,-10.222358974662484,112.49990714285718,73.8,96.86531865073849,76.67999999999938,64.19190244,21.391176470588334
1979,83.13846153846157,94.90085470085468,25.513970588235225,17.637,0.6083176068376055,8725.719230769202,-9.709264957559526,111.83324285714275,72.3,96.95417775930773,74.06999999999971,64.46673171,20.719117647058965
