year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1980,83.55692307692311,94.84615384615383,25.002205882352882,18.137,0.6131846153846148,14475.0,-9.196170940456682,111.16657857142854,70.6,97.04303686787694,71.46000000000004,66.62439024,20.047058823529596
1981,83.97538461538466,94.79145299145297,24.49044117647054,17.598,0.618051623931624,14117.0,-8.683076923353724,110.49991428571434,68.5,97.13189597644617,68.84999999999945,66.70609756,19.375000000000227
1982,84.3938461538462,94.73675213675212,23.978676470588198,17.729,0.6229186324786316,13773.0,-8.16998290625088,109.83324999999991,66.1,97.22075508501541,66.23999999999978,66.78780488,18.70294117647063
1983,84.81230769230763,94.68205128205126,23.466911764705856,17.776,0.6277856410256408,14275.0,-7.656888889147922,109.1665857142857,63.8,97.30961419358462,63.6299999999992,67.66219512,18.030882352941262
1984,85.23076923076917,94.62735042735041,22.955147058823513,17.727,0.6326526495726483,14055.0,-7.143794872045078,108.49992142857127,61.7,97.39847330215386,61.01999999999953,68.53658537,17.358823529411893
1985,85.64923076923071,94.57264957264955,22.44338235294117,18.893,0.6375196581196576,14045.0,-6.63070085494212,107.83325714285706,59.5,97.4873324107231,58.409999999999854,68.53658537,16.686764705882524
1986,86.06769230769225,94.5179487179487,21.93161764705883,18.717,0.6423866666666669,14082.0,-6.117606837839276,107.16659285714286,57.5,97.57619151929234,55.79999999999927,68.91341463,16.014705882353155
1987,86.4861538461538,94.46324786324784,21.419852941176487,19.274,0.6472536752136744,13855.0,-5.604512820736318,106.49992857142843,55.6,97.66505062786155,53.1899999999996,69.29024390000001,15.342647058823559
1988,86.90461538461534,94.40854700854699,20.90808823529403,19.594,0.6521206837606837,14910.0,-5.09141880363336,105.83326428571422,53.9,97.75390973643078,50.57999999999993,68.84878049,14.67058823529419
1989,87.32307692307688,94.35384615384613,20.39632352941169,19.034000000000002,0.6569876923076912,14784.0,-4.578324786530516,105.16660000000002,52.6,97.84276884500002,47.969999999999345,68.29024390000001,13.998529411764821
1990,87.74153846153843,94,19.884558823529346,16.618,0.69,14461.0,-4.065230769427558,104.49993571428558,51.8,97.65453339,45.35999999999967,68.33658537,13.326470588235452
1991,88.15999999999997,94,19.372794117647004,16.017,0.6895,12774.0,-3.5521367523247136,103.83327142857138,51.6,97.81790161,42.75,67.98292683,12.654411764706083
1992,81.0,94,18.86102941176466,14.605,0.6890000000000001,12052.0,-3.0390427352217557,103.16660714285717,51.9,97.9808197,40.13999999999942,67.73170732,11.982352941176714
1993,76.0,94,18.34926470588232,12.845999999999998,0.6885,10984.0,-2.5259487181189115,102.49994285714274,52.5,98.13696289,37.529999999999745,66.72682927,11.310294117647118
1994,76.0,94,17.837499999999977,10.829,0.688,9740.0,-2.0128547010159537,101.83327857142854,52.9,98.28973389,34.92000000000007,65.67317073,10.638235294117749
1995,93.0,94,15.4,10.495,0.6875,9090.0,-1.4997606839131095,101.16661428571433,52.8,99.9,32.30999999999949,64.9195122,9.96617647058838
1996,95.0,94,16.7,9.779,0.687,9222.0,0.500000002,100.4999499999999,51.7,98.5682373,29.7,64.1097561,6.3
1997,97.0,94,16.7,9.383,0.6865,9486.0,1.699999999,99.8332857142857,49.7,98.68875122,27.09,64.46341463,7.14
1998,99.0,94,16.6,9.193999999999999,0.6859999999999999,9430.0,0.0395213673955368,99.16662142857149,47.3,98.79412842,24.48,64.56097561,7.98
1999,98.0,94,15.7,7.642,0.6855,9766.0,2.699999998,98.49995714285706,44.8,97.0,21.87,65.5195122,8.82
2000,97.0,94,15.5,9.283999999999999,0.685,10738.0,9.800000002,97.83329285714285,42.2,98.95990753,19.26,65.51707317,9.66
2001,95.0,94,14.5,8.817,0.6931,12149.0,13.5,97.16662857142865,39.7,99.02487946,16.65,65.76829268,10.5
2002,95.0,94,13.2,9.956,0.7012,13285.0,9.800000002,96.49996428571421,37.3,99.08262634,14.04,65.96829268,6.8
2003,99.0,94,13.3,10.937999999999999,0.7093,14447.0,9.3,95.83330000000001,35.1,99.13703156,11.43,65.86585366,4.5
2004,82.0,94,13.9,11.350999999999999,0.7174,15729.0,9.6,95.16663571428558,33.1,99.19197083,8.82,65.88780488,3.0
2005,98.0,94,12.2,12.015,0.7255,17111.0,9.699999999,94.49997142857137,31.0,99.25119019,6.21,65.9097561,0.2
2006,99.0,93,11.5,13.317,0.7336,18755.0,10.7,93.83330714285717,28.9,99.31782532,3.6,66.16097561,0.6
2007,93.0,93,10.8,13.612,0.7417,20205.0,8.9,93.16664285714273,26.8,99.39377594,0.9899999999997817,66.50487805,0.5
2008,99.0,93,10.7,13.383,0.7498,20634.0,3.3,92.49997857142853,24.7,99.47929382,-1.6200000000008004,67.02195122,0.1
2009,98.0,93,10.3,12.99,0.7579,20617.0,1.199999999,91.83331428571432,22.5,100.0,-4.230000000000473,68.42926829,0.2
2010,99.0,93,8.8,14.445,0.7659999999999999,21835.0,7.3,91.16664999999989,20.4,99.67443848,-6.8400000000001455,68.29536585,0.1
2011,99.0,93,9.137500000000045,13.610999999999999,0.774,23154.0,7.4,90.49998571428569,18.3,99.77879333,-9.450000000000728,68.98,0.1
2012,99.0,93,8.625735294117703,13.773,0.782,23964.0,4.8,89.83332142857148,16.3,99.87578583,-12.0600000000004,69.61,0.1
2013,98.0,93,8.113970588235361,13.787,0.789,25094.0,6.0,89.16665714285705,14.6,99.94984436,-14.670000000000073,70.45,-2.1308823529409437
2014,95.0,93,7.602205882353019,14.014000000000001,0.7929999999999999,25839.0,4.2,88.5,13.0,100.0,-17.280000000000655,71.62,-2.80294117647054
2015,98.0,93,7.090441176470449,12.979000000000001,0.794,25849.0,1.2,87.8333,11.8,100.15310566780002,-19.890000000000327,72.0,-3.474999999999909
2016,82.0,92.87692307692305,6.578676470588107,13.011,0.7883969230769221,25844.0,1.0,87.1667,11.0,100.24196477636926,-22.5,72.3,-4.147058823529278
2017,99.03999999999996,92.8222222222222,6.066911764705765,12.865630325814536,0.7932639316239314,26619.0,9.788307692350827,86.5,10.5,100.33082388493847,-25.110000000000582,72.95,-4.819117647058647
2018,99.4584615384615,92.76752136752134,5.555147058823422,12.827885576008981,0.7981309401709389,27433.0,10.301401709453785,85.8333,10.3,100.4196829935077,-27.720000000000255,73.15,-5.491176470588016
2019,99.87692307692305,92.71282051282049,5.04338235294108,12.790140826203427,0.8029979487179482,28118.0,10.814495726556743,85.1667,10.5,100.50854210207694,-30.330000000000837,70.97001146074808,-6.163235294117612
2020,100.29538461538459,92.65811965811963,4.531617647058738,12.752396076397886,0.8078649572649574,24614.03076923068,11.327589743659473,84.5,6.748214285714312,100.59740121064618,-32.94000000000051,71.14440564185213,-6.835294117646981
