year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,36.495495495495106,74.02393162393162,15.35931372549021,0.135,0.3672256410256409,1741,2.34,8.886876319835068,136.2797202797201,146.4,19.088969126569282,54.701,30.945933760996923
1961,37.8224276908486,74.47042735042737,15.167647058823547,0.147,0.37422666666666693,1776,2.282,5.362146302,135.43146853146845,141.3,20.661388353546045,55.233000000000004,30.269504068914785
1962,39.14935988620164,74.91692307692313,14.975980392156885,0.17300000000000001,0.38122769230769293,1856,2.224,7.554254447999999,134.58321678321659,136.3,22.233807580523262,55.745,29.593074376832647
1963,40.47629208155513,75.36341880341877,14.784313725490222,0.18600000000000003,0.38822871794871894,1946,2.166,7.9998307870000005,133.73496503496494,131.3,23.806226807500025,56.231,28.91664468475051
1964,41.80322427690817,75.80991452991452,14.592647058823559,0.242,0.39522974358974317,2016,2.108,6.830996143999999,132.88671328671307,126.5,25.378646034476787,56.692,28.24021499266837
1965,43.13015647226166,76.25641025641028,14.400980392156896,0.23399999999999999,0.40223076923076917,2112,2.05,8.181661538,132.03846153846143,121.8,26.951065261454005,57.133,27.563785300586233
1966,44.4570886676147,76.70290598290603,14.209313725490176,0.289,0.4092317948717952,2280,2.112,11.12251849,131.19020979020956,117.2,28.523484488430768,57.565,26.887355608504322
1967,45.78402086296819,77.14940170940167,14.017647058823513,0.36,0.4162328205128212,2399,2.174,8.615982333,130.34195804195792,112.5,30.095903715407985,57.998000000000005,26.210925916422184
1968,47.11095305832123,77.59589743589743,13.82598039215685,0.491,0.4232338461538454,2521,2.2359999999999998,8.122270256,129.49370629370628,107.8,31.668322942384748,58.442,25.534496224340046
1969,48.43788525367472,78.04239316239318,13.634313725490188,0.406,0.4302348717948714,2642,2.298,6.550659886,128.6454545454544,103.1,33.24074216936151,58.903999999999996,24.858066532257908
1970,49.76481744902776,78.48888888888894,13.442647058823525,0.41600000000000004,0.4372358974358974,2736,2.36,11.40794907,127.79720279720277,98.5,34.81316139633873,59.385,24.18163684017577
1971,51.09174964438125,78.93538461538458,13.250980392156862,0.507,0.4442369230769234,2785,2.4219999999999997,4.89537376,126.9489510489509,93.9,36.38558062331549,59.887,23.505207148093632
1972,52.41868183973429,79.38188034188033,13.059313725490199,0.5589999999999999,0.4512379487179494,2823,2.484,4.278508039,126.10069930069926,89.5,37.95799985029225,60.403999999999996,22.828777456011494
1973,53.74561403508733,79.82837606837609,12.867647058823536,0.608,0.45823897435897365,3025,2.546,10.23643301,125.25244755244739,85.1,39.53041907726947,60.928999999999995,22.152347763929356
1974,55.07254623044082,80.27487179487184,12.675980392156873,0.5870000000000001,0.46523999999999965,3084,2.608,4.466253386,124.40419580419575,81.0,41.102838304246234,61.458999999999996,21.475918071847218
1975,56.39947842579386,80.72136752136748,12.48431372549021,0.5760000000000001,0.47224102564102566,3163,2.67,4.970405228,123.55594405594388,77.1,42.675257531223,61.985,20.799488379765307
1976,57.72641062114735,81.16786324786324,12.292647058823547,0.6629999999999999,0.47924205128205166,3377,2.76,9.326811082,122.70769230769224,73.4,44.247676758200214,62.495,20.12305868768317
1977,59.05334281650039,81.61435897435899,12.100980392156885,0.723,0.48624307692307767,3632,2.85,9.843463235,121.85944055944037,69.9,45.82009598517698,62.986000000000004,19.44662899560103
1978,60.38027501185388,82.06085470085475,11.909313725490222,0.7709999999999999,0.4932441025641019,3910,2.94,10.29574653,121.01118881118873,66.6,47.39251521215374,63.464,18.770199303518893
1979,61.70720720720692,82.50735042735039,11.717647058823559,0.7909999999999999,0.5002451282051279,4031,3.03,5.371766513,120.16293706293686,63.5,48.96493443913096,63.935,18.093769611436755
1980,49,82.95384615384614,11.525980392156896,0.846,0.5072461538461539,4125,3.12,5.173541006000001,119.31468531468522,60.6,50.53735366610772,64.432,17.417339919354617
1981,52,83.4003418803419,11.334313725490176,0.787,0.5142471794871799,4285,3.198,5.906867762999999,118.46643356643335,57.8,52.10977289308448,64.993,19.6
