year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-17.02780748663099,25.46495726495732,0.017,0.029551470588236484,-0.4010690653175857,298.6935138949202,-11.227798669310914,74.91402082692298,38.02,194.58749999999964
1961,-15.976470588235316,25.946324786324794,0.016,0.03634117647058943,1.397743671,295.7135909683029,-10.874773713168338,74.34528104632864,38.279,191.52499999999964
1962,-14.92513368983964,26.427692307692382,0.026000000000000002,0.04313088235294238,5.360116109,292.7336680416847,-10.521748757025762,73.7765412657343,38.536,188.46249999999964
1963,-13.873796791443965,26.909059829059856,0.027999999999999997,0.04992058823529355,0.017598976952683643,289.75374511506743,-10.168723800883072,73.20780148513995,38.795,185.39999999999964
1964,-12.82245989304829,27.39042735042733,0.031,0.0567102941176465,0.15715499104277342,286.77382218845014,-9.815698844740496,72.63906170454538,39.059,182.33749999999964
1965,-11.77112299465216,27.87179487179492,0.033,0.06349999999999945,0.606227786,283.79389926183285,-9.46267388859792,72.07032192395104,39.344,179.27499999999964
1966,-10.719786096256485,28.353162393162393,0.024,0.0702897058823524,0.43626701922295297,280.81397633521556,-9.10964893245523,71.5015821433567,39.665,176.21249999999964
1967,-9.66844919786081,28.83452991452998,0.035,0.07707941176470534,0.767201382,277.83405340859827,-8.756623976312653,70.93284236276236,40.028,173.14999999999964
1968,-8.617112299465134,29.315897435897455,0.034,0.08386911764705829,0.7153790474031325,274.85413048198006,-8.403599020170077,70.36410258216779,40.435,170.08749999999964
1969,-7.565775401069459,29.79726495726493,0.045,0.09065882352941124,6.881310224,271.8742075553628,-8.0505740640275,69.79536280157345,40.878,167.02499999999964
1970,-6.514438502673784,30.278632478632517,0.033,0.09744852941176418,1.859656479,268.8942846287455,-7.697549107884811,69.2266230209791,41.343999999999994,163.96249999999964
1971,-5.463101604278108,30.75999999999999,0.04,0.10423823529411713,1.1340470896734018,265.9143617021282,-7.344524151742235,68.65788324038454,41.813,160.89999999999964
1972,-4.411764705882433,31.24136752136758,0.031,0.11102794117647008,1.149616095,251.6,-6.991499195599658,68.0891434597902,42.263999999999996,157.83749999999964
1973,-3.360427807486758,31.722735042735053,0.040999999999999995,0.11781764705882303,1.4131591178535814,250.1,-6.6384742394569685,67.52040367919585,42.681000000000004,154.77499999999964
1974,-2.3090909090910827,32.20410256410253,0.038,0.12460735294117598,4.961852583,248.6,-6.285449283314392,66.95166389860151,43.059,151.71249999999964
1975,-1.2577540106949527,32.685470085470115,0.044000000000000004,0.13139705882352892,9.010267306,247.4,-5.932424327171816,66.38292411800694,43.396,148.64999999999964
1976,-0.2064171122992775,33.16683760683759,0.043,0.13818676470588187,2.98076527,246.1,-5.57939937102924,65.8141843374126,43.698,145.58749999999964
1977,0.8449197860963977,33.64820512820518,0.047,0.14497647058823482,2.2346248490000002,244.6,-5.22637441488655,65.24544455681826,43.979,142.52499999999964
1978,1.896256684492073,34.12957264957265,0.044000000000000004,0.15176617647058777,2.1109391883040303,243.1,-4.873349458743974,64.67670477622369,44.251000000000005,139.46249999999964
1979,2.947593582887748,34.61094017094024,0.045,0.1585558823529407,2.25049520239412,241.4,-4.520324502601397,64.10796499562935,44.521,136.39999999999964
1980,3.9989304812834234,35.09230769230771,0.047,0.16534558823529366,2.39005121648421,239.3,-4.1672995464587075,63.539225215035,44.793,133.33749999999964
1981,5.050267379679099,35.57367521367519,0.046,0.1721352941176466,1.0429181029999999,237.2,-3.8142745903161313,62.97048543444066,45.071000000000005,130.27499999999964
1982,6.101604278074774,36.055042735042775,0.045,0.17892499999999956,5.346608999,234.8,-3.461249634173555,62.40174565384609,45.351000000000006,127.21249999999964
1983,1.0,36.53641025641025,0.043,0.1857147058823525,15.67871778,232.2,-3.108224678030979,61.83300587325175,45.63,124.14999999999964
1984,3.0,37.01777777777784,0.044000000000000004,0.19250441176470545,2.0488989109999998,229.5,-2.755199721888289,61.26426609265741,45.903,121.08749999999964
1985,3.0,37.49914529914531,0.035,0.1992941176470584,21.79277353,226.7,-2.4021747657457126,60.695526312063066,46.162,118.02499999999964
1986,10.0,37.980512820512786,0.036000000000000004,0.20608382352941135,3.2273873010247485,223.8,-2.0491498096031364,60.1267865314685,46.397,114.96249999999964
1987,14.0,38.461880341880374,0.037000000000000005,0.2128735294117643,3.3669433151148382,220.9,-1.6961248534604465,59.558046750874155,46.601000000000006,111.89999999999964
1988,14.0,38.94324786324785,0.013000000000000001,0.21966323529411724,15.48235907,218.0,-1.3430998973178703,58.98930697027981,46.772,108.83749999999964
1989,20.0,39.424615384615436,0.017,0.2264529411764702,4.884735103,215.1,-0.990074941175294,58.420567189685244,46.91,105.77499999999964
1990,20.0,40,0.024,0.23324264705882314,3.7856113573851076,212.1,-0.6370499850327178,57.8518274090909,47.019,102.71249999999964
1991,18.0,40,0.011000000000000001,0.24003235294117609,8.535137166,209.2,0.031614437999999995,57.28308762849656,47.108000000000004,99.64999999999964
1992,10.0,41,0.013000000000000001,0.24682205882352903,8.001443346,206.4,0.110866964,56.71434784790222,47.187,96.58749999999964
1993,13.0,41,0.013999999999999999,0.253611764705882,4.204279399655377,203.9,0.301871508,56.14560806730765,47.265,93.52499999999964
1994,18.0,42,0.015,0.26040147058823493,10.13688763,201.4,0.581031799,55.57686828671331,47.345,90.46249999999964
1995,18.0,42,0.016,0.2671911764705879,1.236549317,199.1,1.008564115,55.008128506118965,47.426,87.39999999999964
1996,20.0,43,0.017,0.2739808823529408,2.214473035,196.8,1.42527318,54.439388725524395,47.498000000000005,84.33749999999964
1997,24.0,43,0.019,0.28077058823529377,5.653392328,194.3,2.3,53.87064894493005,47.559,81.27499999999964
1998,35.0,44,0.019,0.2875602941176467,6.951579914,191.5,2.21539855,53.30190916433571,47.61,78.21249999999964
1999,45.0,44,0.02,0.29434999999999967,5.0416154841959155,188.4,2.5845041280000003,52.73316938374137,47.657,75.14999999999964
2000,36.0,45,0.022000000000000002,0.3,5.181171498286005,185.1,2.9385676380000003,52.1644296031468,47.713,72.08749999999964
2001,26.0,45,0.02,0.307,11.65813465,181.7,3.28148818,51.59568982255246,47.788999999999994,69.02499999999964
2002,25.0,46,0.019,0.314,8.491209819,178.4,3.617164135,51.026950041958116,47.9,65.96249999999964
2003,23.0,46,0.040999999999999995,0.321,14.72166701,175.1,3.9494946000000004,50.458210261363774,48.056999999999995,62.9
2004,21.0,47,0.039,0.32799999999999996,33.62937185,171.6,3.5,60.4,48.27,59.8375
2005,25.0,47,0.04,0.335,17.33253374,168.1,4.619713306,55.85,48.549,56.775
2006,40.0,48,0.039,0.342,0.6482620139999999,164.4,4.965398788,51.3,48.907,53.7125
2007,28.0,48,0.043,0.349,3.271499579,160.6,5.322392464,46.75,49.335,50.65
2008,19.0,49,0.046,0.35600000000000004,3.052691532,156.7,5.689885138999999,42.2,49.82,47.5875
2009,24.0,49,0.043,0.363,4.2176955519999995,152.6,6.0661273,37.65,50.346000000000004,44.525
2010,39.0,50,0.044000000000000004,0.37,13.55010086,148.6,6.4,33.1,50.89,41.4625
2011,33.0,50,0.044000000000000004,0.381,0.082869798,144.5,6.8378605839999995,37.6591,51.424,38.4
2012,40.0,51,0.048,0.387,8.882576072,140.7,7.2298517229999995,42.2182,51.928000000000004,35.337499999999636
2013,39.0,51,0.053,0.39,5.700001362999999,136.8,7.623592854,46.7774,52.386,32.274999999999636
2014,37.0,51,0.054000000000000006,0.39399999999999996,6.899985045,133.1,8.017625809,51.3365,52.788999999999994,29.212499999999636
2015,46.0,51,0.052000000000000005,0.396,1.799999521,129.4,8.188573918532597,55.89562025,53.137,26.149999999999636
2016,46.0,52.42153846153849,0.053,0.4097749999999998,7.414067723727442,125.6,8.541598874675174,43.06459311363642,53.438,23.087499999999636
2017,42.898395721925226,52.90290598290596,0.03832706766917293,0.4165647058823527,7.553623737817475,121.5,8.89462383081775,42.49585333304208,53.711999999999996,20.024999999999636
2018,43.9497326203209,53.38427350427355,0.03848353642727509,0.4233544117647057,7.693179751907564,117.7,9.247648786960326,41.92711355244751,53.977,16.962499999999636
2019,45.00106951871658,53.865641025641025,0.038640005185377246,0.4301441176470586,7.832735765997654,113.8,9.600673743103016,41.35837377185317,53.37528813559322,13.899999999999636
2020,46.05240641711225,54.3470085470085,0.038796473943479404,0.43693382352941157,7.972291780087744,119.89813829787272,9.953698699245592,40.789633991258825,53.61905423728814,10.837499999999636
