year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1977,86.77027027027026,90.19282051282056,-2.6450000000000955,1.182,0.592484615384615,8914,4.3580000000000005,8.90447443,33.9,96.3278116085154,15.51432197802194,70.182,23.45313705882336
1978,86.88288288288288,90.40547008547009,-2.2476470588235316,1.2890000000000001,0.5973743589743581,9103,4.4719999999999995,6.267686829,29.6,96.41851506083081,15.141463736263745,70.85300000000001,22.768701960784256
1979,86.9954954954955,90.61811965811967,-1.8502941176470813,1.199,0.6022641025641029,9270,4.586,4.93912395,26.5,96.5092185131462,14.76860549450555,71.501,22.084266862744926
1980,86,90.83076923076925,-1.452941176470631,1.03,0.6071538461538459,9178,4.7,0.751895407,24.4,96.59992196546158,14.395747252747242,72.113,21.399831764705823
1981,85,91.04341880341883,-1.0555882352941808,0.917,0.612043589743589,8750,4.758,4.8813883377558085,23.4,96.69062541777696,14.022889010989047,72.678,35.6
1982,81,91.25606837606841,-0.6582352941177305,0.825,0.616933333333332,7915,4.816,4.849378520378842,22.9,96.78132887009234,13.650030769230739,73.193,30.98
1983,86,91.468717948718,-0.26088235294128026,0.8109999999999999,0.6218230769230768,7906,4.874,2.862992703,22.7,96.87203232240772,13.277172527472544,73.657,26.36
1984,93,91.68136752136752,0.13647058823528369,0.752,0.6267128205128198,8284,4.9319999999999995,6.201703582,22.5,96.9627357747231,12.904314285714236,74.07,21.74
1985,90,91.8940170940171,0.5338235294117339,0.828,0.6316025641025629,8112,4.99,1.041412268,22.0,97.05343922703848,12.531456043956041,74.429,17.12
1986,89,92.10666666666668,0.9311764705881842,0.932,0.6364923076923077,8310,5.016,5.784949499,21.1,97.14414267935389,12.158597802197846,74.738,12.5
1987,94,92.31931623931627,1.3285294117646345,0.961,0.6413820512820507,8467,5.042,6.875439664,20.0,97.23484613166927,11.785739560439538,75.006,12.3333
1988,87,92.53196581196585,1.7258823529410847,0.998,0.6462717948717938,8525,5.0680000000000005,3.819392962,18.8,97.32554958398465,11.412881318681343,75.243,12.1667
1989,86,92.74461538461543,2.1232352941176487,0.9840000000000001,0.6511615384615386,8782,5.093999999999999,5.065672856,17.8,97.41625303630003,11.040023076923035,75.456,12.0
1990,95,93,2.520588235294099,0.953,0.653,8873,5.12,3.904917795,16.9,97.24009705,10.66716483516484,75.654,9.9
1991,90,93,2.917941176470549,1.0490000000000002,0.6585,8869,5.1339999999999995,2.571919975,16.1,97.40356445,10.294306593406645,75.844,11.7
1992,90,93,3.3152941176469994,1.163,0.664,9454,5.148,9.196560573,15.6,97.56658936,9.921448351648337,76.028,9.6
1993,88,94,3.7126470588234497,1.182,0.6695,9850,5.162000000000001,7.087517585,15.3,97.72690582,9.548590109890142,76.211,8.0
1994,88,94,4.1099999999999,1.538,0.675,10001,5.176,4.48726748,15.0,97.88181305,9.175731868131834,76.39399999999999,6.7
1995,85,94,5.3,1.3840000000000001,0.6805,10131,5.19,4.121496228,14.8,98.0286026,8.80287362637364,76.579,6.9
1996,85,94,5.3,1.318,0.6859999999999999,9991,5.218,1.237816293,14.7,98.16456604,8.430015384615444,76.765,8.0
1997,94,94,5.8,1.3519999999999999,0.6915,10288,5.246,5.564945334,14.4,98.28700256,8.057157142857136,76.94800000000001,6.5
1998,85,95,6.0,1.409,0.6970000000000001,10742,5.274,6.96170009,14.1,98.39320374,7.684298901098941,77.124,5.1
1999,86,95,6.4,1.4340000000000002,0.7025,10911,5.3020000000000005,3.943353886,13.6,98.48156738,7.311440659340633,77.293,6.4
2000,88,95,6.4,1.393,0.708,11089,5.33,3.73453301,13.1,98.55488586,6.938582417582438,77.452,6.5
2001,91,95,6.4,1.4409999999999998,0.7124,11263,5.364,3.490469432,12.6,98.24978,6.56572417582413,77.601,6.5
2002,94,96,6.3,1.555,0.7168,11446,5.398,3.291753197,12.1,98.509188,6.192865934065935,77.74,6.3
2003,88,96,7.2,1.604,0.7212,11749,5.432,4.2554762539999995,11.8,98.695902,5.82000769230774,77.87100000000001,6.1
2004,90,96,6.6,1.653,0.7256,12073,5.466,4.336575111,11.5,98.954779,5.7,77.99600000000001,5.6
2005,91,96,7.8,1.615,0.73,12356,5.5,3.870873066,11.3,99.053051,5.2429,78.117,4.4
2006,89,96,8.0,1.645,0.7344,13061,5.496,7.237732806,11.2,99.14752299999999,4.7857,78.23899999999999,4.4
2007,89,97,8.3,1.858,0.7388,13927,5.492000000000001,8.167896116,11.1,99.217998,4.3286,78.362,2.4
2008,90,97,11.3,1.8330000000000002,0.7432,14369,5.4879999999999995,4.649598462,10.9,99.263937,3.8714,78.491,2.7
2009,86,97,11.4,1.76,0.7476,14032,5.484,3.985113451200789,10.7,99.40980400000001,3.4143,78.626,3.3
2010,88,97,11.3,1.663,0.752,14527,5.48,4.951863844,10.5,98.995734,2.9571,78.76899999999999,1.6
2011,85,97,10.864999999999895,1.68,0.758,14953,5.918447058823531,4.30710166,10.2,99.232348,2.5,78.919,1.8
2012,91,98,11.26235294117646,1.6669999999999998,0.762,15468,5.96775384615384,4.796919919,9.9,99.503298,2.262,79.074,1.7
2013,95,98,11.65970588235291,1.6130000000000002,0.768,15619,6.017060633484164,2.2690273999999997,9.6,99.563517,2.024,79.234,1.7
2014,91,98,12.05705882352936,1.629,0.775,15966,6.066367420814487,3.656803633,9.3,99.359291,1.786,79.398,1.6
2015,92,98,12.45441176470581,1.6740000000000002,0.7759999999999999,16343,6.115674208144796,4.723266702,9.0,99.77454279650003,1.548,79.565,1.6
2016,97,98.48615384615385,12.85176470588226,1.682,0.7831846153846147,16833,6.164980995475119,4.328788006,8.9,99.86524624881541,1.31,79.738,-3.2398317647059685
2017,91.27477477477478,98.69880341880344,13.249117647058824,1.846065789473684,0.7880743589743577,17201,6.214287782805428,3.729034912185071,8.8,99.95594970113079,0.5999923076923324,79.914,-3.9242668627452986
2018,91.38738738738738,98.91145299145302,13.646470588235275,1.870657894736837,0.7929641025641025,17459,6.263594570135751,3.6970250948080974,8.7,100.04665315344617,0.22713406593402397,80.095,-4.608701960784401
2019,91.5,99.1241025641026,14.043823529411725,1.8952499999999972,0.7978538461538456,17784,6.31290135746606,3.665015277431138,8.6,100.13735660576158,-0.14572417582417074,83.02524722384567,-5.293137058823731
2020,91.61261261261262,99.33675213675218,14.441176470588175,1.9198421052631574,0.8027435897435886,16020.987005649775,6.362208144796384,3.6330054600541644,-12.468361581921272,100.22806005807696,-0.5185824175823655,83.35422665108126,-5.977572156862834
