year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,74.47384615384624,52.280341880341894,5.024999999999977,2.2119999999999997,0.528777777777778,3049.8970919324574,-8.950442529657721,95.89999999999999,137.11044795783891,99.5990353918,-107.86520542607832,56.12807317,120.22608695652161
1961,74.92307692307702,52.95247863247869,5.132058823529405,2.208,0.5308658119658123,3053.854127579737,-8.686057302814561,95.89999999999999,134.972147562582,99.6000141387,-105.04355485529413,56.56412195,117.96086956521776
1962,75.3723076923078,53.62461538461548,5.239117647058805,2.242,0.5329538461538466,3057.8111632270166,-8.4216720759714,95.89999999999999,132.83384716732508,99.60099288560001,-102.22190428450995,57.00265854,115.695652173913
1963,75.82153846153858,54.296752136752275,5.346176470588233,2.319,0.5350418803418808,3061.768198874296,-8.15728684912824,95.89999999999999,130.69554677206816,99.6019716325,-99.40025371372576,57.44319512,113.43043478260915
1964,76.27076923076925,54.96888888888907,5.453235294117633,2.386,0.5371299145299151,3065.7252345215757,-7.8929016222850805,95.89999999999999,128.55724637681124,99.6029503794,-96.57860314294157,57.8822439,111.1652173913044
1965,76.72000000000003,55.641025641025635,5.560294117647032,2.448,0.5392179487179494,3069.682270168855,-7.62851639544192,95.89999999999999,126.41894598155432,99.6039291263,-93.75695257215739,58.31526829,108.89999999999964
1966,77.16923076923081,56.31316239316243,5.6673529411764605,2.503,0.5413059829059836,3073.6393058161348,-7.36413116859876,95.89999999999999,124.2806455862974,99.6049078732,-90.9353020013732,58.73829268,106.63478260869579
1967,77.61846153846159,56.98529914529922,5.77441176470586,2.536,0.5433940170940179,3077.5963414634143,-7.0997459417556,95.89999999999999,122.14234519104048,99.6058866201,-88.1136514305881,59.14631707,104.36956521739103
1968,78.06769230769237,57.65743589743602,5.881470588235288,2.5340000000000003,0.5454820512820522,3081.553377110694,-6.83536071491244,95.89999999999999,120.00404479578356,99.606865367,-85.29200085980392,59.53585366,102.10434782608718
1969,78.51692307692315,58.32957264957281,5.988529411764688,2.569,0.5475700854700865,3085.5104127579734,-6.57097548806928,95.89999999999999,117.86574440052664,99.6078441139,-82.47035028901973,59.90387805,99.83913043478242
1970,78.96615384615393,59.00170940170938,6.095588235294116,2.633,0.5496581196581198,3089.467448405253,-6.30659026122612,95.89999999999999,115.72744400526972,99.6088228608,-79.64869971823555,60.24490244,97.57391304347857
1971,79.41538461538471,59.67384615384617,6.202647058823516,2.73,0.5517461538461541,3093.4244840525325,-6.04220503438296,95.89999999999999,113.5891436100128,99.6098016077,-76.82704914745136,60.55441463,95.30869565217381
1972,79.86461538461549,60.345982905982964,6.309705882352915,2.8139999999999996,0.5538341880341884,3097.381519699812,-5.7778198075397995,95.89999999999999,111.45084321475588,99.6107803546,-74.00539857666718,60.83541463,93.04347826086996
