year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1976,72.94652406417106,31.808205128205145,0.32899999999999996,0.38176444444444524,2305,2.528,2.153964497,127.3,-7.73635171766,3.6295345263633862,55.802,1.3225274725277814
1977,73.37299465240642,32.63692307692304,0.348,0.3858117948717963,2421,2.6460000000000004,9.453797848999999,123.0,-6.765274846865395,4.692747534090813,56.336999999999996,2.3783516483522362
1978,73.79946524064167,33.465641025640934,0.353,0.38985914529914556,2537,2.764,6.912493547,118.7,-5.794197976070791,5.75596054181824,56.872,3.4341758241762363
1979,74.22593582887703,34.294358974359056,0.321,0.3939064957264966,2530,2.8819999999999997,7.615226042000001,114.5,-4.823121105276186,6.819173549545212,57.393,4.4900000000002365
1980,74.65240641711227,35.12307692307695,0.38,0.39795384615384766,2567,3.0,5.591976207,110.6,-3.852044234481582,7.882386557272639,57.881,5.545824175824691
1981,75.07887700534752,35.951794871794846,0.386,0.40200119658119693,2524,3.112,3.773544197,107.1,-2.8809673636869775,8.945599565000066,58.316,6.6016483516486915
1982,75.50534759358288,36.78051282051274,0.267,0.406048547008548,2575,3.2239999999999998,1.5064782540000001,103.8,-1.909890492892373,10.008812572727038,58.676,7.657472527472692
1983,75.93181818181813,37.60923076923086,0.255,0.410095897435899,2494,3.3360000000000003,1.309050242,101.1,-0.9388136220977685,11.072025580454465,58.94,8.713296703297146
1984,58.0,38.43794871794876,0.228,0.4141432478632483,2444,3.448,1.755216977,98.8,0.032263248696835944,12.135238588181892,59.093,9.769120879121147
1985,70.0,39.26666666666665,0.192,0.41819059829059935,2457,3.56,4.30056182,97.2,1.0033401194914404,13.198451595908864,59.12,10.824945054945601
1986,72.0,40.095384615384546,0.204,0.4222379487179504,2541,3.662,7.177555391,96.3,1.974416990286045,14.26166460363629,59.01,11.880769230769602
1987,77.0,40.92410256410267,0.245,0.42628529914529967,2601,3.764,5.937107446000001,96.3,2.9454938610806494,15.324877611363718,58.773,12.936593406593602
1988,82.0,41.75282051282056,0.21899999999999997,0.4303326495726507,2667,3.866,6.20318382,97.2,3.916570731875254,16.38809061909069,58.422,13.992417582418057
1989,83.0,42.58153846153846,0.22899999999999998,0.43438000000000176,2700,3.968,4.690348768,99.0,4.887647602669858,17.451303626818117,57.967,15.048241758242057
1990,84.0,43,0.249,0.473,2729,4.07,4.192050974,101.5,5.607751846,18.514516634545544,57.406000000000006,16.10406593406651
1991,86.0,44,0.2,0.4704,2677,4.128,1.4383467909999998,104.3,6.650734901,19.577729642272516,56.736000000000004,17.15989010989051
1992,87.0,45,0.222,0.4678,2552,4.186,4.602134888063489,107.2,7.693267345,20.640942649999943,55.973,23.1
1993,89.0,46,0.24600000000000002,0.4652,2471,4.244,0.353197256,109.4,10.9,21.70415565772737,55.151,20.95
1994,92.0,47,0.247,0.4626,2472,4.302,2.632784519,110.8,9.767507553,22.76736866545434,54.31,18.8
1995,94.0,47,0.276,0.46,2514,4.36,4.406216526000001,111.0,10.79380512,23.83058167318177,53.486000000000004,19.7
1996,87.0,48,0.331,0.4574,2554,4.396,4.146839267,110.1,11.80927944,24.893794680909195,52.708999999999996,20.6
1997,79.0,49,0.285,0.4548,2504,4.4319999999999995,0.47490192,108.2,12.81122398,25.957007688636168,52.013999999999996,21.5
1998,81.0,50,0.337,0.4522,2519,4.468,3.290213723,105.5,14.5,27.020220696363594,51.448,23.0125
1999,82.0,51,0.332,0.4496,2515,4.504,2.305388596,102.3,14.76480484,6.7,51.059,24.525
2000,82.0,52,0.331,0.447,2464,4.54,0.599695392,98.5,15.71763325,37.7,50.92100000000001,26.0375
2001,80.0,53,0.29,0.4553,2495,4.592,3.779906496,94.2,16.65931892,37.3377,51.101000000000006,27.55
2002,84.0,54,0.24,0.4636,2438,4.644,0.54685953,89.9,17.59375954,36.9753,51.606,29.0625
2003,73.0,54,0.198,0.4719,2440,4.696000000000001,2.932475546,85.5,16.0,36.613,52.41,30.575
2004,73.0,55,0.217,0.4802,2480,4.748,5.104299776,81.1,19.45650291,36.2506,53.475,32.0875
2005,76.0,56,0.237,0.4885,2544,4.8,5.906666082,76.5,20.39260292,35.8883,54.732,33.6
2006,80.0,57,0.258,0.4968,2614,4.784,6.472494299,72.3,21.33705521,35.5259,56.093,32.99725274725324
2007,81.0,58,0.258,0.5051,2711,4.768,6.850729771,68.3,22.29281235,35.1636,57.463,34.05307692307724
2008,88.0,59,0.261,0.5134,2638,4.752,0.232282746,63.9,23.25907135,34.8012,58.76,35.1089010989017
2009,88.0,59,0.307,0.5217,2645,4.736000000000001,3.306939815,60.3,23.0,34.43888617,59.931999999999995,36.1647252747257
2010,90.0,60,0.294,0.53,2787,4.72,8.402277064,57.9,19.2,39.7787767890909,60.958999999999996,37.2205494505497
2011,96.0,61,0.317,0.536,2880,5.375992156862736,6.11161346,56.0,26.20334053,40.841989796818325,61.851000000000006,38.27637362637415
2012,94.0,62,0.287,0.541,2937,5.454307088989424,4.563200169,54.6,27.19409752,41.9052028045453,62.659,39.33219780219815
2013,87.0,62,0.297,0.546,3037,5.53262202111614,5.8797638679999995,52.8,28.18660355,42.968415812272724,63.419,40.38802197802215
2014,92.0,63,0.31,0.55,3131,5.6109369532428275,5.351839858,51.3,36.0,44.031628819999696,64.135,41.44384615384661
2015,89.0,63,0.303,0.555,3244,5.689251885369515,5.713382918,49.6,30.135646243329802,45.09484182772712,64.798,42.49967032967061
2016,89.0,64.95692307692298,0.301,0.5436584615384623,3371,5.767566817496231,5.848665359,47.8,31.106723114124634,46.15805483545455,65.393,43.55549450549506
2017,90.43181818181813,65.7856410256411,0.2689630325814538,0.5477058119658134,3474,5.845881749622919,3.630693234562983,46.4,32.07779998491924,47.22126784318152,65.90899999999999,44.61131868131906
2018,90.85828877005349,66.61435897435899,0.2684166882724053,0.5517531623931626,3621,5.924196681749606,3.591835568422951,44.6,33.04887685571384,48.28448085090895,66.342,45.66714285714306
2019,91.28475935828874,67.44307692307689,0.26787034396335674,0.5558005128205137,3777,6.002511613876322,3.552977902282933,43.2,34.01995372650845,49.347693858636376,61.52575686732905,46.72296703296752
2020,91.71122994652399,68.27179487179478,0.2673239996543084,0.5598478632478647,3165.445762711861,6.08082654600301,3.514120236142915,40.018305084746316,34.99103059730305,50.41090686636335,61.716083226183514,47.77879120879152
