year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,66.12299465240642,18.548717948717922,0.3,0.3170068376068391,1772,1.44,5.845580204544149,198.1,-23.2735816503739,-13.381873597272715,46.76,-15.570659340658949
1961,66.54946524064167,19.377435897435817,0.287,0.3210541880341893,1677,1.472,5.806722538404131,190.0,-22.302504779579294,-12.318660589545743,47.417,-14.514835164834949
1962,66.97593582887703,20.20615384615394,0.304,0.32510153846153944,1713,1.504,9.457358742,182.8,-21.33142790878469,-11.255447581818316,48.058,-13.459010989010494
1963,67.40240641711227,21.034871794871833,0.32,0.3291488888888896,1743,1.536,8.778340216,176.7,-20.360351037990085,-10.19223457409089,48.674,-12.403186813186494
1964,67.82887700534752,21.863589743589728,0.307,0.33319623931624065,1853,1.568,4.964467288,171.5,-19.38927416719548,-9.129021566363917,49.261,-11.347362637362039
1965,68.25534759358288,22.692307692307622,0.26,0.3372435897435908,1814,1.6,2.009094171,167.4,-18.418197296400876,-8.06580855863649,49.821000000000005,-10.291538461538039
1966,68.68181818181813,23.521025641025744,0.273,0.34129094017094097,1982,1.686,14.728566399999998,163.9,-17.447120425606272,-7.002595550909064,50.364,-9.235714285714039
1967,69.10828877005349,24.34974358974364,0.266,0.345338290598292,2018,1.7719999999999998,3.3612320319999998,160.7,-16.476043554811667,-5.9393825431820915,50.902,-8.179890109889584
1968,69.53475935828874,25.178461538461534,0.26899999999999996,0.3493856410256422,2094,1.858,7.98268997,157.4,-15.504966684017063,-4.876169535454665,51.446000000000005,-7.124065934065584
1969,69.96122994652399,26.007179487179428,0.28800000000000003,0.35343299145299234,2152,1.944,7.959224456,154.1,-14.533889813222459,-3.8129565277272377,51.998000000000005,-6.068241758241584
1970,70.38770053475935,26.83589743589755,0.27399999999999997,0.3574803418803434,2235,2.03,5.457003543143941,150.8,-13.562812942427854,-2.7497435200002656,52.556999999999995,-5.012417582417129
1971,70.8141711229946,27.664615384615445,0.316,0.36152769230769355,2298,2.106,22.17389193,147.3,-12.59173607163325,-1.6865305122728387,53.118,-3.9565934065931287
1972,71.24064171122996,28.49333333333334,0.32,0.3655750427350437,2334,2.182,17.08242935,143.7,-11.620659200838418,-0.6233175045454118,53.674,-2.900769230768674
1973,71.6671122994652,29.322051282051234,0.313,0.36962239316239387,2369,2.258,5.896580215,139.9,-10.649582330043813,0.43989550318156034,54.218,-1.8449450549446738
1974,72.09358288770045,30.15076923076913,0.381,0.3736697435897449,2397,2.334,4.065617347,135.9,-9.678505459249209,1.5031085109089872,54.748999999999995,-0.7891208791206736
1975,72.52005347593581,30.97948717948725,0.369,0.3777170940170951,2301,2.41,0.8822031779999999,131.7,-8.707428588454604,2.566321518636414,55.273,0.26670329670378123
