year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,77.38769230769242,74.34695652173912,6.637499999999989,1.329,0.4571623931623936,-694.2865853658877,-17.56064663033544,0.21105787690567013,104.623572938689,94.17089030656925,65.972,59.57843137254895
1961,77.69615384615395,74.82173913043471,6.544852941176458,1.324,0.4623581196581199,-535.210975609778,-17.085599945061517,1.665471767363215,102.90276250880879,94.28550262174616,66.403,58.45686274509808
1962,78.00461538461548,75.29652173913041,6.452205882352928,1.344,0.4675538461538462,-376.1353658536682,-16.610553259787707,3.119885657820305,101.18195207892859,94.4001149369231,66.83800000000001,57.33529411764721
1963,78.313076923077,75.771304347826,6.359558823529397,1.396,0.4727495726495725,-217.05975609755842,-16.135506574513897,4.57429954827785,99.46114164904839,94.51472725210002,67.277,56.21372549019634
1964,78.62153846153853,76.24608695652171,6.266911764705867,1.436,0.4779452991452988,-57.98414634144865,-15.660459889239974,6.0287134387353944,97.74033121916818,94.62933956727693,67.71600000000001,55.09215686274547
1965,78.93000000000006,76.7208695652173,6.174264705882337,1.479,0.4831410256410251,101.09146341460291,-15.185413203966164,7.4831273291924845,96.01952078928798,94.74395188245387,68.153,53.970588235294144
1966,79.23846153846159,77.195652173913,6.081617647058806,1.516,0.48833675213675143,260.1670731707127,-14.710366518692354,8.93754121965003,94.29871035940778,94.85856419763078,68.58800000000001,52.849019607843275
1967,79.54692307692312,77.6704347826086,5.988970588235276,1.5430000000000001,0.49353247863247773,419.24268292682245,-14.23531983341843,10.39195511010712,92.57789992952758,94.9731765128077,69.016,51.727450980392405
1968,79.85538461538465,78.1452173913043,5.896323529411745,1.545,0.49872820512820404,578.3182926829322,-13.76027314814462,11.846369000564664,90.85708949964737,95.08778882798464,69.42699999999999,50.605882352941535
1969,80.16384615384618,78.62,5.803676470588215,1.567,0.5039239316239321,737.393902439042,-13.28522646287081,13.300782891022209,89.13627906976717,95.20240114316155,69.809,49.48431372549021
1970,80.47230769230782,79.0947826086956,5.7110294117646845,1.608,0.5091196581196584,896.4695121950936,-12.810179777596886,14.755196781479299,87.41546863988697,95.31701345833847,70.14399999999999,48.36274509803934
1971,80.78076923076935,79.5695652173913,5.618382352941154,1.666,0.5143153846153847,1055.5451219512033,-12.335133092323076,16.209610671936844,85.69465821000676,95.4316257735154,70.41199999999999,47.24117647058847
1972,81.08923076923088,80.04434782608689,5.525735294117624,1.713,0.519511111111111,1214.620731707313,-11.860086407049266,17.664024562393934,83.97384778012656,95.54623808869232,70.605,46.1196078431376
1973,81.39769230769241,80.5191304347826,5.433088235294093,1.744,0.5247068376068373,1373.6963414634229,-11.385039721775456,19.11843845285148,82.25303735024636,95.66085040386923,70.723,44.998039215686276
1974,81.70615384615394,80.99391304347819,5.340441176470563,1.77,0.5299025641025636,1532.7719512195326,-10.909993036501533,20.572852343309023,80.53222692036616,95.77546271904617,70.775,43.87647058823541
1975,82.01461538461547,81.46869565217389,5.247794117647032,1.8219999999999998,0.53509829059829,1691.8475609755842,-10.434946351227723,22.027266233766113,78.81141649048595,95.89007503422309,70.783,42.75490196078454
1976,82.323076923077,81.94347826086948,5.155147058823502,1.855,0.5402940170940163,1850.923170731694,-9.959899665953913,23.481680124223658,86.2,96.0046873494,70.783,41.63333333333367
1977,82.63153846153853,82.41826086956519,5.062499999999972,1.885,0.5454897435897426,2009.9987804878037,-9.484852980679989,24.936094014680748,82.7,96.11929966457694,70.798,40.51176470588234
1978,82.94000000000005,82.89304347826078,4.969852941176441,1.915,0.5506854700854706,2169.0743902439135,-9.009806295406179,26.390507905138293,79.3,96.23391197975386,70.83800000000001,39.39019607843147
1979,83.24846153846158,83.36782608695648,4.877205882352911,1.896,0.555881196581197,2328.149999999965,-8.534759610132369,27.844921795595837,76.2,96.34852429493077,70.89699999999999,38.2686274509806
