year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1971,12.145860145860297,56.67384615384617,0.33,0.41080307692307727,2406,2.6839999999999997,7.023997197000001,86.22712062937063,160.5,26.8386309932539,20.296197818181895,53.14,103.08453589572218
1972,13.965808665808709,57.38871794871784,0.358,0.4172830769230771,2617,2.738,7.0376432079999995,86.38166958041955,155.2,28.61340243752329,19.916819090909144,53.72,100.86720080213945
1973,15.78575718575712,58.10358974358974,0.395,0.4237630769230769,2937,2.792,8.103975535,86.53621853146853,150.1,30.388173881792227,19.537440363636392,54.288000000000004,98.64986570855672
1974,17.60570570570553,58.818461538461406,0.402,0.4302430769230785,3015,2.846,7.6346729060000005,86.69076748251746,145.2,32.16294532606162,19.15806163636364,54.843,96.43253061497398
1975,19.425654225653943,59.5333333333333,0.41200000000000003,0.4367230769230783,2950,2.9,4.977300867,86.84531643356644,140.5,33.93771677033101,18.778682909091003,55.386,94.21519552139034
1976,21.24560274560281,60.24820512820497,0.461,0.44320307692307814,3136,2.968,6.886564974,86.99986538461536,136.2,35.712488214599944,18.399304181818252,55.92,91.99786042780761
1977,23.06555126555122,60.96307692307687,0.6,0.44968307692307796,3302,3.036,8.761325601,87.15441433566434,132.0,37.487259658869334,18.0199254545455,56.448,89.78052533422488
1978,24.885499785499633,61.67794871794854,0.667,0.4561630769230778,3373,3.1039999999999996,6.767069857999999,87.30896328671327,128.1,39.262031103138725,17.64054672727275,56.971000000000004,87.56319024064214
1979,26.705448305448044,62.392820512820435,0.66,0.4626430769230776,3474,3.1719999999999997,7.324309486000001,87.46351223776225,124.3,41.03680254740766,17.261167999999998,57.488,85.34585514705941
1980,28.52539682539691,63.10769230769233,0.642,0.4691230769230774,3686,3.24,9.880077522,87.61806118881117,120.6,42.81157399167705,16.88178927272736,57.995,83.12852005347668
1981,1.0,63.822564102564,0.6629999999999999,0.47560307692307724,3856,3.214,7.927156824,87.77261013986015,116.9,44.58634543594644,16.50241054545461,58.489,80.91118495989303
1982,1.0,64.5374358974359,0.682,0.48208307692307706,3636,3.188,2.24644534,87.92715909090907,113.3,46.36111688021538,16.123031818181857,58.966,78.6938498663103
1983,6.0,65.25230769230757,0.664,0.4885630769230769,3702,3.162,4.192967368,88.08170804195805,109.6,48.13588832448477,15.743653090909106,59.423,76.47651477272757
1984,13.0,65.96717948717946,0.6940000000000001,0.4950430769230785,3874,3.136,6.975527809,88.23625699300698,106.0,49.91065976875416,15.364274363636468,59.863,70.3
1985,27.0,66.68205128205113,0.7340000000000001,0.5015230769230783,3886,3.11,2.4621435640000002,88.39080594405596,102.4,51.685431213023094,14.984895636363717,60.287,70.2333
1986,47.0,67.39692307692303,0.722,0.5080030769230781,4042,3.12,5.875045104,88.54535489510488,98.8,53.460202657292484,14.605516909090966,60.7,70.1667
1987,50.0,68.1117948717947,0.718,0.5144830769230779,4166,3.13,4.925927365,88.69990384615386,95.2,55.234974101561875,14.226138181818214,61.107,70.1
1988,54.0,68.8266666666666,0.755,0.5209630769230778,4327,3.14,5.780498487999999,88.85445279720278,91.5,57.00974554583081,13.846759454545463,61.512,65.8333
1989,57.0,69.5415384615385,0.7340000000000001,0.5274430769230776,4633,3.15,7.456586925,89.00900174825176,87.7,58.7845169901002,13.467380727272825,61.915,61.5667
1990,60.0,70,0.8240000000000001,0.528,4956,3.16,7.242131639,89.16355069930069,84.0,60.34327316,13.088002000000074,62.32,57.3
1991,62.0,70,0.973,0.5356,5306,3.27,6.911982836,89.31809965034967,80.2,48.9,12.708623272727323,62.727,57.2333
1992,64.0,71,1.078,0.5432,5557,3.38,6.497506517000001,89.47264860139859,76.5,64.02869415,12.329244545454571,63.131,57.1667
1993,66.0,72,1.1440000000000001,0.5508,5900,3.49,6.49640812,89.62719755244757,72.9,55.43,11.94986581818182,63.528999999999996,57.1
1994,68.0,73,1.141,0.5584,6240,3.6,7.539971096,89.78174650349649,69.5,62.8,11.570487090909182,63.919,53.3667
1995,69.0,74,1.141,0.5660000000000001,6640,3.71,8.220007399,89.93629545454547,66.2,66.86,11.191108363636431,64.291,49.6333
1996,72.0,75,1.266,0.5736,7039,3.826,7.818187077,90.0908444055944,63.1,72.39,10.81172963636368,64.637,45.9
1997,73.0,75,1.3730000000000002,0.5812,7251,3.9419999999999997,4.699878854,90.24539335664338,60.1,80.3,10.432350909090928,64.954,55.6
1998,74.0,76,1.04,0.5888,6202,4.058,5.242417193300651,90.3999423076923,57.3,80.94,10.052972181818177,65.244,65.3
1999,75.0,77,1.159,0.5964,6154,4.1739999999999995,0.791126082,90.55449125874128,54.7,83.73,9.67359345454554,65.513,40.0
2000,75.0,78,1.244,0.604,6359,4.29,4.920067747,90.7090402097902,52.2,86.3,8.934132,65.77199999999999,39.8
2001,76.0,79,1.374,0.6098,6497,4.3919999999999995,3.6434664469999998,90.86358916083918,49.9,86.26,8.6748,66.03699999999999,36.0
2002,70.0,79,1.409,0.6156,6694,4.494,4.499475391,91.0181381118881,47.6,87.6,8.4154,66.321,23.4
2003,71.0,80,1.435,0.6214,6918,4.596,4.780369122,91.17268706293709,45.5,87.94,8.1561,66.631,23.3
2004,71.0,81,1.5090000000000001,0.6272,7168,4.698,5.030873945,91.32723601398601,49.6,89.01,7.8967,66.969,24.4
2005,72.0,81,1.507,0.633,7482,4.8,5.692571303999999,91.48178496503499,41.7,87.12741852,7.6374,67.334,21.6
2006,72.0,82,1.5,0.6388,7793,4.902,5.500951785,91.63633391608391,40.0,90.62,7.377999999999999,67.717,28.0
2007,73.0,83,1.611,0.6446,8185,5.004,6.345022227,91.7908828671329,38.3,91.1,7.1187,68.105,22.8
2008,77.0,83,1.7619999999999998,0.6504,8689,5.106,6.0137035999999995,91.94543181818182,36.8,92.73,6.8593,68.485,21.6
2009,78.0,84,1.864,0.6562,8993,5.207999999999999,4.628871183,92.1,35.3,93.55,6.6,68.85300000000001,18.4
2010,81.0,85,1.766,0.662,9460,5.31,6.223854181,92.2545,33.9,94.15,3.7,69.205,15.9
2011,81.0,85,2.455,0.669,9936,5.337999999999999,6.169784207999999,92.4091,32.6,94.83,5.1210487272727505,69.542,13.6
2012,83.0,86,2.5580000000000003,0.677,10426,5.3660000000000005,6.030050652999999,92.5636,31.3,96.0,4.741669999999999,69.866,11.8
2013,85.0,86,1.944,0.682,10895,5.394,5.557263689,92.7182,30.1,96.46425831,4.3622912727273615,70.179,9.8
2014,78.0,87,1.818,0.6859999999999999,11330,5.422000000000001,5.006668426,92.8727,28.9,97.01,3.98291254545461,70.48100000000001,8.3
2015,78.0,87,1.8159999999999998,0.6890000000000001,11772,5.45,4.876254582,93.0273,27.8,104.92857454110026,3.603533818181859,70.768,7.5
2016,79.0,88.84307692307675,1.9180000000000001,0.702403076923078,12253,5.476,5.015558400000001,93.1818,26.7,106.7033459853692,3.2241550909091075,71.035,6.8
2017,95.86349206349223,89.55794871794865,1.9851334586466152,0.7088830769230778,12762,5.502000000000001,5.202778041330521,93.3364,25.7,108.47811742963859,2.844776363636356,71.282,1.0871215909091916
2018,97.68344058344064,90.27282051282032,2.0204719989629325,0.7153630769230777,13309,5.528,5.200691770174198,93.4909,24.8,110.25288887390798,2.4653976363637184,71.509,-1.1302135026735414
2019,99.50338910338905,90.98769230769221,2.0558105392792356,0.7218430769230775,13855,5.553999999999999,5.198605499017876,93.6455,23.9,112.02766031817691,2.086018909090967,73.51721858562246,-3.3475485962562743
2020,101.32333762333747,91.70256410256411,2.0911490795955388,0.7283230769230773,11259.345762711833,5.58,5.196519227861553,93.8,-5.1897740112990505,113.8024317624463,1.7066401818182158,73.93916598480428,-5.564883689839007
