year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-7.873573573573594,48.81025641025644,0.244,0.3395230769230775,1994,1.52,5.321695497240911,84.52708216783219,223.1,7.316145106292424,24.46936381818182,46.663999999999994,127.47522192513406
1961,-6.053625053625183,49.52512820512811,0.28800000000000003,0.3460030769230773,2089,1.626,5.7406458229999995,84.68163111888111,217.2,9.090916550561815,24.08998509090918,47.276,125.25788683155133
1962,-4.233676533676771,50.24000000000001,0.248,0.3524830769230771,2044,1.732,1.8419777019999999,84.8361800699301,211.6,10.86568799483075,23.71060636363643,47.876999999999995,123.0405517379686
1963,-2.413728013727905,50.95487179487168,0.239,0.35896307692307694,1926,1.838,5.315436683771942,84.99072902097902,206.1,12.640459439100141,23.33122763636368,48.468,120.82321664438496
1964,-0.5937794937794934,51.669743589743575,0.22899999999999998,0.36544307692307854,1957,1.944,3.52969815,85.14527797202794,200.5,14.415230883369532,22.951848909090927,49.051,118.60588155080222
1965,1.2261690261689182,52.384615384615245,0.24600000000000002,0.37192307692307836,1937,2.05,1.0815894659999998,85.29982692307692,194.8,16.190002327638467,22.57247018181829,49.629,116.38854645721949
1966,3.0461175461173298,53.09948717948714,0.22699999999999998,0.3784030769230782,1898,2.166,2.791346825,85.45437587412584,189.1,17.964773771907858,22.193091454545538,50.208,114.17121136363676
1967,4.866066066066196,53.81435897435881,0.23199999999999998,0.384883076923078,1817,2.282,1.380402806,85.60892482517482,183.3,19.739545216177248,21.813712727272787,50.788999999999994,111.95387627005402
1968,6.686014586014608,54.52923076923071,0.253,0.3913630769230778,1954,2.398,10.91517857,85.76347377622375,177.5,21.514316660446184,21.434334000000035,51.373999999999995,109.73654117647129
1969,8.50596310596302,55.24410256410238,0.298,0.39784307692307763,2150,2.5140000000000002,6.822298249,85.91802272727273,171.7,23.289088104715574,21.054955272727284,51.963,107.51920608288765
1970,10.32591162591143,55.958974358974274,0.312,0.40432307692307745,2328,2.63,7.554634514,86.07257167832165,166.0,25.06385954898451,20.675576545454646,52.553000000000004,105.30187098930492
