year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1984,100.45553359683797,100.0,3.609047619047601,11.694,0.6977603418803415,9317.428571428638,5.790594100957549,49.778021978022025,19.0,100.0,70.75097561,0.30157894736842106
1985,100.36758893280634,100.0,3.532619047619022,11.470999999999998,0.7025581196581197,14468.0,5.705717832351894,50.932600732600804,18.2,100.0,70.73463415,0.3017543859649123
1986,100.27964426877472,100.0,3.456190476190443,11.491,0.7073558974358978,14992.0,5.6208415637462394,52.08717948717958,17.4,100.0,71.02121951,0.30192982456140355
1987,100.19169960474309,100.0,3.3797619047618923,11.345,0.7121536752136759,15275.0,5.535965295140585,53.24175824175836,16.7,100.0,71.08878049,0.30210526315789477
1988,100.10375494071147,100.0,3.3033333333333132,11.114,0.716951452991454,15503.0,5.45108902653493,54.39633699633714,16.0,100.0,71.20780488,0.302280701754386
1989,100.01581027667987,100.0,3.226904761904734,10.703,0.7217492307692321,15595.0,5.366212757929276,55.55091575091592,15.3,100.0,71.02634146,0.3024561403508772
1990,99.92786561264825,100,3.150476190476155,11.712,0.738,15154.0,5.281336489323621,56.7054945054947,14.7,100,70.93268293,0.3026315789473684
1991,99.83992094861662,100,3.0740476190476045,10.086,0.7405,12931.0,5.196460220717967,57.86007326007348,14.1,100,70.88292683,0.3028070175438597
1992,99.751976284585,100,2.9976190476190254,9.21,0.743,12100.0,5.111583952112312,59.014652014652256,13.5,100,71.79512195,0.3029824561403509
1993,99.66403162055337,100,2.9211904761904464,8.709,0.7455,12919.0,1.901327059,60.169230769231035,13.0,100,72.44878049,0.3031578947368421
1994,99.0,100,2.8447619047618673,8.156,0.748,13666.0,6.205530477000001,52.0,12.5,100,72.3,0.30333333333333334
1995,99.0,100,2.4,8.33,0.7505,14699.0,5.843495347999999,55.88,11.9,100,72.25365854,0.30350877192982456
1996,99.0,100,2.5,8.372,0.753,15659.0,6.757147223,59.76,11.5,100,72.65365854,0.5
1997,99.0,100,2.6,8.373,0.7555,16579.0,6.06754301,63.64,11.0,100,72.70487805,0.45
1998,99.0,100,2.4,8.177999999999999,0.758,17221.0,4.011813704,67.52,10.6,100,72.55121951,0.4
1999,99.0,100,2.6,8.017999999999999,0.7605,17168.0,4.517450071872759,71.4,10.1,100,72.90243902,0.35
2000,99.0,100,2.6,7.644,0.763,17399.0,1.210173376,72.2286,9.8,100,73.05121951,0.3
2001,99.0,100,2.4,8.068999999999999,0.7696,18009.0,3.316468195,73.0571,9.4,100,73.40243902,0.25
2002,99.0,100,2.6,7.729,0.7762,18831.0,4.522792238,73.8857,9.1,100,73.60487805,0.2
2003,99.0,100,2.7,7.815,0.7828,19864.0,5.418715934,74.7143,8.8,100,73.60487805,0.15
2004,99.0,100,2.3,7.914,0.7894,20913.0,5.258836403,75.5429,8.5,100,73.95853659,0.1
2005,99.0,100,2.0,7.917999999999999,0.7959999999999999,22323.0,6.750960834,76.3714,8.2,100,73.90487805,0.2
2006,99.0,100,1.6,7.871,0.8026,24208.0,8.452887748,77.2,7.9,100,74.20487805,0.2
2007,99.0,100,1.6,7.5729999999999995,0.8092,26815.0,10.79957705,78.0286,7.7,100,74.20731707,0.3
2008,99.0,100,1.7,7.665,0.8158,28300.0,5.629779025,78.8571,7.4,100,74.70487805,0.2
2009,99.0,100,1.5,6.96,0.8224,26730.0,3.6686873858162414,79.6857,7.2,100,74.9097561,0.3
2010,99.0,100,1.6219047619047444,7.131,0.8290000000000001,28051.0,5.041716665,80.5143,7.0,100,75.11219512,0.4
2011,99.0,100,1.5454761904761654,6.989,0.835,28805.0,2.8190995180000002,81.3429,6.8,100,75.95853659,0.3
2012,99.0,100,1.4690476190475863,6.646,0.838,29233.0,1.6571486869999998,82.1714,6.6,100,76.1097561,0.2
2013,98.0,100,1.3926190476190357,6.551,0.841,29637.0,1.4906464380000002,83.0,6.5,100,76.41219512,0.2
2014,97.0,100,1.3161904761904566,6.155,0.8420000000000001,30422.0,2.570852593,83.8286,6.4,100,76.81219512,0.8
2015,96.0,100,1.2397619047618775,6.218,0.845,31662.0,3.83108478,84.6571,6.2,100.0,76.56341463,0.30701754385964913
2016,96.0,100.0,1.1633333333332985,6.281000000000001,0.8512892307692308,32610.0,3.2851497160000003,85.4857,6.1,100.0,77.16585366,0.3071929824561404
2017,97.5533596837945,100.0,1.0869047619047478,7.334988095238089,0.8560870085470089,33597.0,2.989677236971005,86.3143,6.0,100.0,77.16585366,0.3073684210526316
2018,97.46541501976287,100.0,1.0104761904761688,7.267120776078116,0.860884786324787,34924.0,2.9048009683653504,87.1429,5.9,100.0,77.26585366,0.30754385964912284
2019,97.37747035573125,100.0,0.9340476190475897,7.199253456918143,0.8656825641025652,36306.0,2.8199246997597243,87.9714,5.8,100.0,75.92691005149618,0.30771929824561406
2020,97.28952569169962,100.0,0.8576190476190106,7.13138613775817,0.8704803418803415,34257.885714285774,2.7350484311540697,88.8,3.1597840755736115,100.0,76.0487113387212,0.3078947368421053
