year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-34.849999999999454,9.850649350648837,-0.6840333333333319,0.07597058823529323,8.070621046161762,325.1917647058817,-36.75566977792596,-76.45000000000027,33.729,35.666771428571394
1961,-32.714285714285325,10.999999999999545,-0.6650476190476198,0.08618897058823549,8.034739778604404,320.0381512605036,-35.23527980395056,-74.40000000000009,34.229,35.83343571428571
1962,-30.578571428571195,12.149350649350254,-0.6460619047619076,0.0964073529411742,7.998858511047061,314.88453781512544,-33.714889829975164,-72.34999999999991,34.73,36.000099999999975
1963,-28.442857142857065,13.298701298700962,-0.6270761904761883,0.10662573529411645,7.9629772434897035,309.7309243697473,-32.194499855999766,-70.30000000000018,35.232,36.16676428571424
1964,-26.307142857142026,14.44805194805167,-0.6080904761904762,0.11684411764705871,7.927095975932346,304.57731092436916,-30.674109882024368,-68.25,35.734,36.333428571428556
1965,-24.171428571427896,15.597402597402379,-0.589104761904764,0.1270624999999974,7.891214708375003,299.423697478991,-29.15371990804897,-66.20000000000027,36.273,36.50009285714282
1966,-22.035714285713766,16.746753246753087,-0.5701190476190447,0.13728088235293967,7.855333440817645,294.2700840336129,-27.633329934073572,-64.15000000000009,36.895,36.666757142857136
1967,-19.899999999999636,17.896103896103796,-0.5511333333333326,0.14749926470588193,7.819452173260288,289.11647058823473,-26.11293996009863,-62.09999999999991,37.597,36.8334214285714
1968,-17.764285714285506,19.04545454545405,-0.5321476190476204,0.15771764705882063,7.783570905702945,283.9628571428566,-24.59254998612323,-60.05000000000018,38.336,37.00008571428566
1969,-15.628571428571377,20.194805194804758,-0.5131619047619083,0.1679360294117629,7.747689638145587,278.80924369747845,-23.072160012147833,-58.0,39.042,37.16674999999998
1970,-13.492857142856337,21.344155844155466,-0.494176190476189,0.17815441176470515,7.71180837058823,273.6556302521003,-21.551770038172435,-55.95000000000027,39.529,37.33341428571424
1971,-11.357142857142208,22.493506493506175,-0.47519047619047683,0.1883727941176474,7.675927103030887,268.50201680672217,-20.031380064197037,-53.90000000000009,39.574,37.50007857142856
1972,-9.221428571428078,23.642857142856883,-0.45620476190476467,0.1985911764705861,7.640045835473529,263.348403361344,-18.51099009022164,-51.84999999999991,39.085,37.66674285714282
1973,-7.085714285713948,24.79220779220759,-0.4372190476190454,0.20880955882352836,7.604164567916172,258.1947899159659,-16.99060011624624,-49.80000000000018,38.077,37.83340714285714
1974,-4.949999999999818,25.9415584415583,-0.41823333333333323,0.21902794117647062,7.568283300358829,253.04117647058774,-15.470210142270844,-47.75,36.66,38.0000714285714
1975,-2.8142857142856883,27.09090909090901,-0.39924761904762107,0.22924632352940932,7.532402032801471,247.8875630252096,-13.949820168295446,-45.70000000000027,35.092,38.166735714285664
1976,-0.678571428570649,28.240259740259262,-0.3802619047619018,0.23946470588235158,7.496520765244114,242.73394957983146,-12.429430194320048,-43.65000000000009,33.714,38.33339999999998
1977,1.4571428571434808,29.38961038960997,-0.36127619047618964,0.24968308823529384,7.460639497686756,237.58033613445332,-10.90904022034465,-41.600000000000364,32.827,38.500064285714245
1978,3.5928571428576106,30.53896103896068,-0.3422904761904775,0.25990147058823254,7.424758230129413,232.42672268907518,-9.388650246369252,-39.55000000000018,32.629,38.666728571428564
1979,5.72857142857174,31.688311688311387,-0.3233047619047653,0.2701198529411748,7.388876962572056,227.27310924369704,-7.868260272393854,-37.5,33.178000000000004,38.833392857142826
1980,7.86428571428587,32.837662337662096,-0.30431904761904605,0.28033823529411706,7.352995695014698,222.1194957983189,-6.3478702984184565,-35.45000000000027,34.419000000000004,39.00005714285709
1981,10.00000000000091,33.987012987012804,-0.2853333333333339,0.29055661764705576,7.317114427457355,216.96588235294075,-4.827480324443059,-33.40000000000009,36.185,39.16672142857141
1982,12.13571428571504,35.13636363636351,-0.2663476190476217,0.300774999999998,7.2812331598999975,211.8122689075626,-3.3070903504676608,-31.350000000000364,38.175,39.33338571428567
1983,14.271428571429169,36.285714285713766,-0.24736190476190245,0.3109933823529403,7.24535189234264,206.65865546218447,-1.7867003764922629,-29.300000000000182,40.132,39.50004999999999
1984,16.4071428571433,37.435064935064474,-0.2283761904761903,0.32121176470588253,7.209470624785297,201.50504201680633,-0.266310402516865,-27.25,41.931999999999995,39.66671428571425
1985,18.54285714285743,38.58441558441518,-0.20939047619047813,0.33143014705882123,7.1735893572279394,221.1,1.2540795714585329,-25.200000000000273,43.482,39.83337857142857
1986,20.67857142857156,39.73376623376589,-0.19040476190475886,0.3416485294117635,7.137708089670582,210.8,2.7744695454339308,-23.15000000000009,44.755,40.00004285714283
1987,22.814285714286598,40.8831168831166,-0.1714190476190467,0.35186691176470575,7.101826822113239,201.1,4.294859519409329,-21.100000000000364,45.831,40.16670714285709
1988,24.950000000000728,42.03246753246731,-0.15243333333333453,0.36208529411764445,7.065945554555881,191.8,5.8152494933847265,-19.050000000000182,46.791000000000004,40.33337142857141
1989,27.085714285714857,43.18181818181802,-0.13344761904762237,0.3723036764705867,7.030064286998524,183.0,7.335639467360124,-17.0,47.661,40.50003571428567
