year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,51.756756756756886,-12.774358974359075,0.122,0.14432136752136593,595,1.09,4.855524817417532,399.82851370851495,-7.132568651778456,25.470635256410276,36.672,44.38373626373618
1961,52.57112375533438,-10.896410256410036,0.1,0.1503622222222205,611,1.122,7.639597855,393.7260317460332,-6.822221129232275,25.71265375291381,36.934,44.974175824175745
1962,53.38549075391188,-9.018461538461452,0.095,0.1564030769230751,594,1.1540000000000001,0.6683647429999999,387.6235497835514,-6.511873606686208,25.954672249417285,37.183,45.56461538461531
1963,54.19985775248938,-7.140512820512868,0.09,0.16244393162392967,569,1.186,4.798422368149893,381.52106782106785,-6.201526084140028,26.196690745920762,37.421,46.15505494505487
1964,55.01422475106688,-5.2625641025642835,0.083,0.16848478632478603,542,1.218,2.661103268,375.4185858585861,-5.891178561593847,26.438709242424295,37.655,46.745494505494435
1965,55.828591749644374,-3.3846153846152447,0.086,0.1745256410256406,600,1.25,13.61649342,353.0,-5.580831039047666,26.68072773892777,37.899,47.335934065934
1966,56.64295874822187,-1.5066666666666606,0.10300000000000001,0.1805664957264952,644,1.3019999999999998,13.24903632,351.2,-5.270483516501599,26.922746235431248,38.174,47.92637362637356
1967,57.45732574679937,0.3712820512819235,0.087,0.18660735042734977,688,1.354,7.281549943,349.4,-4.960135993955419,27.16476473193478,38.494,48.516813186813124
1968,58.271692745377095,2.2492307692309623,0.08900000000000001,0.19264820512820435,661,1.406,4.703251619370505,347.5,-4.649788471409238,27.406783228438258,38.866,49.10725274725269
1969,59.08605974395459,4.127179487179546,0.085,0.19868905982905893,684,1.4580000000000002,5.882359892999999,344.7,-4.339440948863057,27.648801724941734,39.289,49.69769230769225
1970,59.90042674253209,6.0051282051281305,0.098,0.20472991452991351,676,1.51,0.47929797799999996,341.3,-4.0290934263168765,27.890820221445267,39.756,50.28813186813181
1971,60.71479374110959,7.883076923077169,0.106,0.2107707692307681,753,1.5659999999999998,16.21856363,336.4,-3.7187459037708095,28.132838717948744,40.254,50.87857142857138
1972,61.529160739687086,9.761025641025753,0.113,0.21681162393162268,807,1.6219999999999999,6.231349008,329.9,-3.408398381224629,28.37485721445222,40.762,51.46901098901094
