year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,99.0,91.24444444444447,6.724999999999994,4.533,0.5457794871794857,10872,7.03,1.9193440627476945,74.71476586303939,53.9,100.0,68.00317073,-0.02993719211822743
1961,99.0,91.41606837606838,6.616029411764686,4.879,0.5512389743589736,11370,7.06,1.919302465986156,74.77770374296433,51.4,100.0,68.93609756,-0.024832922824302273
1962,99.0,91.5876923076923,6.507058823529405,5.021,0.5566984615384598,11804,7.09,1.9192608692246176,74.8406416228893,49.4,100.0,67.86585366,-0.019728653530378892
1963,99.0,91.75931623931626,6.398088235294097,5.57,0.5621579487179478,12417,7.12,1.919219272463079,74.90357950281424,47.6,100.0,68.87414634,-0.014624384236453736
1964,99.0,91.93094017094018,6.289117647058816,6.153,0.567617435897434,13073,7.15,1.9191776757015404,74.9665173827392,45.9,100.0,69.38097561,-0.00952011494252858
1965,99.0,92.10256410256409,6.180147058823508,6.022,0.5730769230769219,13137,7.18,1.919136078940002,75.02945526266414,44.5,100.0,69.07121951,-0.004415845648605199
1966,99.0,92.27418803418806,6.071176470588227,6.042000000000001,0.5785364102564081,13842,7.226,1.9190944821784635,75.0923931425891,43.2,100.0,69.82243902,0.0006884236453199577
1967,99.0,92.44581196581197,5.962205882352919,5.735,0.5839958974358961,14581,7.272,1.9190528854169249,75.15533102251406,42.0,100.0,69.40707317,0.005792692939243338
1968,99.0,92.61743589743588,5.853235294117638,5.938,0.5894553846153823,14700,7.318,1.9190112886553865,75.21826890243901,40.9,100.0,69.2302439,0.010896962233168495
1969,99.0,92.78905982905985,5.74426470588233,6.037999999999999,0.5949148717948702,15082,7.364,1.918969691893848,75.28120678236397,39.8,100.0,69.31463415,0.01600123152709365
1970,99.0,92.96068376068376,5.6352941176470495,6.747999999999999,0.6003743589743582,14980,7.41,1.9189280951323093,75.34414466228891,38.7,100.0,69.16463415,0.02110550082101703
1971,99.0,93.13230769230768,5.526323529411741,6.657,0.6058338461538444,15606,7.442,1.918886498370771,75.40708254221387,38.0,100.0,69.05243902,0.026209770114942188
1972,99.0,93.30393162393165,5.4173529411764605,6.653,0.6112933333333324,15897,7.474,1.9188449016092324,75.47002042213882,38.0,100.0,69.66463415,0.031314039408867345
1973,99.0,93.47555555555556,5.308382352941152,6.984,0.6167528205128185,16671,7.506,1.9188033048476938,75.53295830206378,38.5,100.0,69.51804878,0.036418308702790725
1974,99.0,93.64717948717947,5.1994117647058715,7.06,0.6222123076923065,17029,7.537999999999999,1.9187617080861554,75.59589618198873,38.2,100.0,69.24804878,0.04152257799671588
1975,99.0,93.81880341880344,5.090441176470563,7.156000000000001,0.6276717948717927,17294,7.57,1.9187201113246168,75.65883406191368,35.8,100.0,69.29,0.04662684729063926
1976,99.0,93.99042735042735,4.9814705882352825,7.558,0.6331312820512807,17252,7.598,1.9186785145630783,75.72177194183864,32.2,100.0,69.57317073,0.05173111658456442
1977,99.0,94.16205128205127,4.872499999999974,7.816,0.6385907692307669,18252,7.626,1.9186369178015397,75.78470982176358,29.0,100.0,69.84804878,0.056835385878489575
