year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1982,58,92.42051282051284,12.758095238095166,3.5639999999999996,0.6732895726495727,13842,5.827999999999999,2.6900519456351653,76.9462,36.5,87.97655789990768,34.55563948888903,70.033,0.6091
1983,61,92.6307692307692,12.464523809523826,3.569,0.6783420512820513,14111,5.872000000000001,3.875123424,76.8923,34.1,88.3632015953923,33.57129288888905,70.262,0.6636
1984,62,92.84102564102562,12.170952380952372,3.557,0.6833945299145299,14186,5.916,2.211773504,76.8385,32.1,88.74984529087692,32.58694628888907,70.46600000000001,0.7182
1985,66,93.05128205128204,11.877380952380918,3.307,0.6884470085470085,13057,5.96,2.6468211121826712,76.7846,30.6,89.13648898636154,31.60259968888886,70.65,0.7727
1986,67,93.26153846153846,11.583809523809464,3.375,0.6934994871794871,13800,5.997999999999999,7.87577983,76.7308,29.6,89.52313268184616,30.618253088888878,70.825,0.8273
1987,75,93.47179487179488,11.29023809523801,3.6660000000000004,0.6985519658119657,13941,6.0360000000000005,2.9099931310000002,76.6769,29.1,89.90977637733079,29.633906488888897,71.001,0.8818
1988,80,93.6820512820513,10.99666666666667,3.8169999999999997,0.7036044444444443,13476,6.074,2.6035902787301772,76.6231,28.9,90.29642007281541,28.649559888888916,71.186,0.9364
1989,80,93.89230769230767,10.703095238095216,3.6260000000000003,0.7086569230769229,12455,6.112,2.5891800009126804,76.5692,28.9,90.68306376830003,27.665213288888935,71.384,0.9909
1990,87,94,10.409523809523762,3.424,0.705,12289,6.15,2.57476972309518,76.5154,28.6,90.75908661,26.680866688888955,71.594,1.0455
1991,80,94,10.115952380952308,3.525,0.7116,13389,6.186,12.66971009,76.4615,28.1,91.22473145,25.696520088888974,71.813,1.1
1992,81,94,9.822380952380968,3.603,0.7182,14567,6.222,11.94077473,76.4077,27.3,91.68991852,24.712173488888993,72.032,2.0
1993,81,95,9.528809523809514,3.4539999999999997,0.7248,15279,6.257999999999999,5.906919492,76.3538,26.3,92.15240479,23.727826888889012,72.24600000000001,2.4
1994,82,95,9.23523809523806,3.5389999999999997,0.7314,15966,6.294,5.8362007039999995,76.3,25.2,92.60948181,22.74348028888903,72.453,2.3
1995,85,95,7.8,3.654,0.738,15324,6.33,2.502718334007689,77.36,24.1,93.05843353,21.75913368888905,72.65100000000001,4.1
1996,83,95,8.5,3.8080000000000003,0.7446,15985,6.36,5.526689827,78.42,23.1,93.49656677,20.774787088888843,72.843,4.6
1997,88,96,9.1,3.8480000000000003,0.7512,17081,6.39,8.111046771,79.48,22.1,93.92117309999999,19.790440488888862,73.029,4.1
1998,84,96,7.2,3.855,0.7578,17537,6.42,3.850178852,80.54,21.2,94.32954407,18.80609388888888,73.21300000000001,4.6
1999,86,96,7.3,4.007,0.7644,16757,6.45,2.4450772227376945,81.6,20.4,94.72006989,17.8217472888889,73.396,4.8
2000,83,96,7.2,3.832,0.7709999999999999,16442,6.48,2.4306669449201976,82.2,19.6,95.09555817,16.83740068888892,73.57600000000001,5.7
2001,83,97,8.2,3.5660000000000003,0.7755,15549,6.522,2.416256667102701,82.8,19.0,95.51106347,15.853054088888939,73.755,9.4
2002,93,97,9.2,3.2889999999999997,0.78,13712,6.564,2.4018463892852004,83.4,18.3,95.81700897,14.868707488888958,73.932,14.0
2003,96,97,7.6,3.523,0.7845,14786,6.606,8.837040796,84.0,17.7,96.17076111,13.884360888888978,74.107,9.8
2004,98,97,5.9,4.066,0.789,15931,6.648,9.029573301000001,84.6,17.1,96.52507019,12.9,74.28,7.1
2005,98,97,5.5,4.138,0.7935,17156,6.69,8.85165992,85.2,16.5,96.88382721,11.9157,74.45100000000001,5.4
2006,91,98,5.3,4.431,0.7979999999999999,18352,6.676,8.0471515,85.8,16.1,97.25093842,10.9313,74.62,4.1
2007,91,98,5.3,4.379,0.8025,19820,6.662000000000001,9.007650875,86.4,15.7,97.62935638,9.947000000000001,74.78699999999999,3.5
2008,93,98,5.8,4.678999999999999,0.807,20422,6.648,4.057233103,87.0,15.3,98.02481842,8.9626,74.952,3.0
2009,94,98,3.4,4.407,0.8115,19020,6.6339999999999995,2.300974444562712,87.6,14.9,98.42118835,7.9783,75.116,3.0
2010,94,98,4.538095238095252,4.555,0.816,20736,6.62,10.12539816,87.36,14.4,98.82,6.9939,75.278,2.0
2011,91,98,4.244523809523798,4.5969999999999995,0.8220000000000001,21753,6.906776470588241,6.003951692999999,87.12,13.9,99.22019196,6.0096,75.439,1.5
2012,91,99,3.9509523809523444,4.566,0.823,21313,6.9459285067873395,2.257743611110218,86.88,13.3,99.57305908,5.025251,75.598,1.6
2013,94,99,3.6573809523808904,4.459,0.825,21611,6.985080542986424,2.405323781,86.64,12.7,99.83154297,4.040894888888943,75.756,1.8
2014,94,99,3.3638095238094365,4.743,0.826,20861,7.024232579185522,2.228923055475221,86.4,12.1,100.0,3.056548288888962,75.913,1.7
2015,94,99,3.0702380952380963,4.791,0.8270000000000001,21225,7.063384615384621,2.647271415,86.2833,11.5,100.73579985089998,2.072201688888981,76.068,5.31193529411766
2016,92,99.56923076923078,2.7766666666666424,4.763999999999999,0.845073846153845,20589,7.102536651583719,2.2001024998402237,86.1667,10.9,101.1224435463846,1.0878550888890004,76.221,5.4291063025210065
2017,102.96396396396403,99.77948717948715,2.4830952380951885,4.589130325814537,0.8501263247863236,20944,7.141688687782803,2.185692222022727,86.05,10.3,101.50908724186922,0.10350848888901965,76.372,5.546277310924381
2018,104.04599336178262,99.98974358974357,2.1895238095237346,4.6208093509636186,0.8551788034188021,20234,7.180840723981902,2.1712819442052265,85.9333,9.8,101.89573093735385,-0.8808381111109611,76.52,5.663448319327728
2019,105.12802275960166,100.19999999999999,1.8959523809523944,4.6524883761127,0.8602312820512807,19896,7.219992760181,2.1568716663877296,85.8167,9.3,102.28237463283847,-1.8651847111111692,77.3753611922852,5.780619327731102
2020,106.21005215742025,100.41025641025641,1.6023809523809405,4.684167401261774,0.8652837606837593,20406.255932203436,7.259144796380099,2.142461388570233,85.7,-0.6799999999998363,102.66901832832309,-2.84953131111115,77.58681560490942,5.897790336134449
