year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,6.82217741935483,37.3470085470085,0.259,0.18358290598290594,2799,1.95,1.317201692209096,295.8,-30.933556944553857,-8.531509280000137,38.223,111.03976012987005
1961,8.403225806451701,38.098119658119685,0.24600000000000002,0.18897914529914495,2858,1.946,2.993448255,295.5,-29.24357850016895,-8.009793329091053,38.38,109.51666493506491
1962,9.984274193548117,38.84923076923087,0.239,0.19437538461538395,2882,1.942,1.4303109534788803,295.8,-27.5536000557845,-7.48807737818197,38.461999999999996,107.99356974025977
1963,11.565322580644988,39.60034188034183,0.247,0.19977162393162295,2920,1.9380000000000002,1.8644785680000002,296.5,-25.86362161140005,-6.966361427272886,38.477,106.47047454545464
1964,13.14637096774186,40.351452991453016,0.257,0.20516786324786196,2906,1.9340000000000002,3.8839271039999996,297.2,-24.173643167015143,-6.444645476363803,38.449,104.9473793506495
1965,14.72741935483873,41.1025641025642,0.45899999999999996,0.21056410256410274,2927,1.93,1.33218949,297.3,-22.483664722630692,-5.92292952545472,38.407,103.4242841558439
1966,16.3084677419356,41.85367521367516,0.45399999999999996,0.21596034188034174,2922,1.95,2.876760975,296.7,-20.793686278245787,-5.401213574545636,38.385999999999996,101.90118896103877
1967,17.889516129032017,42.604786324786346,0.18,0.22135658119658075,2808,1.97,1.7130841066533549,295.7,-19.103707833861336,-4.879497623636553,38.424,100.37809376623363
1968,19.47056451612889,43.35589743589753,0.1495,0.22675282051281975,2905,1.99,6.290773532999999,294.1,-17.413729389476885,-4.357781672727469,38.558,98.8549985714285
1969,21.05161290322576,44.10700854700849,0.11900000000000001,0.23214905982905876,2639,2.01,1.826193367923139,291.5,-15.723750945091979,-3.836065721818386,38.816,97.33190337662336
1970,22.63266129032263,44.858119658119676,0.308,0.23754529914529776,2781,2.03,8.562045511,287.9,-14.033772500707528,-3.3143497709093026,39.227,95.80880818181822
1971,24.2137096774195,45.60923076923086,0.308,0.24294153846153854,2694,2.048,1.9393026291929232,283.0,-12.343794056323077,-2.792633820000219,39.814,94.28571298701308
1972,25.794758064515918,46.36034188034182,0.32,0.24833777777777755,2782,2.066,6.383208916,277.1,-10.653815611938171,-2.270917869091136,40.562,92.76261779220795
1973,27.37580645161279,47.11145299145301,0.332,0.25373401709401655,2549,2.084,2.0524118904627215,269.8,-8.96383716755372,-1.7492019181820524,41.445,91.23952259740236
1974,28.95685483870966,47.86256410256419,0.385,0.25913025641025556,2576,2.102,4.200775526,261.4,-7.273858723169269,-1.2274859672727416,42.442,89.71642740259722
1975,30.53790322580653,48.61367521367515,0.523,0.26452649572649456,2705,2.12,7.535662599,251.8,-5.583880278784363,-0.7057700163636582,43.521,88.19333220779208
1976,32.11895161290295,49.36478632478634,0.349,0.26992273504273534,2882,2.11,8.920503704,241.5,-3.8939018343999123,-0.1840540654545748,44.641000000000005,86.67023701298695
1977,33.69999999999982,50.11589743589752,0.43200000000000005,0.27531897435897434,2719,2.1,2.27863041300229,231.1,-2.2039233900154613,0.3376618854545086,45.766999999999996,85.14714181818181
1978,35.28104838709669,50.86700854700848,0.495,0.28071521367521335,2531,2.09,2.335185043637182,221.0,-0.5139449456305556,0.859377836363592,46.869,83.62404662337667
1979,36.86209677419356,51.61811965811967,0.532,0.28611145299145235,2624,2.08,7.001685615,212.0,1.1760334987538954,1.3810937872726754,47.927,82.10095142857153
1980,38.44314516129043,52.36923076923085,0.599,0.29150769230769136,2458,2.07,2.4482943049069803,204.3,2.866011943138801,1.9028097381817588,48.943999999999996,80.5778562337664
1981,40.02419354838685,53.12034188034181,0.5720000000000001,0.29690393162393036,2362,2.046,5.069516461,197.7,4.555990387523252,2.424525689090842,49.94,79.0547610389608
1982,41.60524193548372,53.871452991453,0.515,0.30230017094017114,2635,2.022,7.8430646070000005,191.7,6.245968831907703,2.9462416399999256,50.938,77.53166584415567
1983,43.18629032258059,54.62256410256418,0.431,0.30769641025641015,2617,1.9980000000000002,2.6179581968116565,185.6,7.935947276292609,3.467957590909009,51.945,76.00857064935053
1984,44.76733870967746,55.37367521367514,0.525,0.31309264957264915,2419,1.974,3.745764356,178.9,9.62592572067706,3.9896735418180924,52.946000000000005,74.4854754545454
1985,46.34838709677433,56.12478632478633,0.41200000000000003,0.31848888888888816,2432,1.95,3.283470706,171.1,11.31590416506151,4.511389492727176,53.913999999999994,72.96238025974026
1986,54.0,56.875897435897514,0.39799999999999996,0.32388512820512716,2470,1.926,3.1133397169999997,162.8,13.005882609446417,5.033105443636259,54.813,71.43928506493512
1987,57.0,57.62700854700847,0.355,0.32928136752136616,2490,1.902,6.094374587999999,154.8,14.695861053830868,5.554821394545343,55.61,69.91618987012998
1988,59.0,58.37811965811966,0.385,0.33467760683760694,2535,1.8780000000000001,2.900731349986131,147.9,16.38583949821532,6.076537345454426,56.283,68.39309467532485
1989,47.0,59.129230769230844,0.504,0.34007384615384595,2406,1.854,3.977856086,142.4,18.075817942600224,6.598253296363509,56.818000000000005,66.86999948051925
1990,51.0,60,0.42100000000000004,0.36700000000000005,2430,1.83,3.0138406112559153,138.6,19.54820251,7.119969247272593,57.202,65.34690428571412
1991,51.0,61,0.439,0.3684,2424,1.804,2.555825428,136.6,21.30643463,7.641685198181676,57.43,68.4
1992,59.0,61,0.433,0.3698,2389,1.778,1.242647235,136.0,23.06421471,8.16340114909076,57.528999999999996,64.7667
1993,58.0,62,0.434,0.3712,2359,1.7519999999999998,1.30078041,136.5,26.0,8.685117099999843,57.535,61.1333
1994,57.0,63,0.45799999999999996,0.3726,2299,1.726,3.2400591337954836,137.5,26.56895065,9.206833050908926,57.48,57.5
1995,80.0,64,0.39899999999999997,0.374,2361,1.7,5.363472885,138.5,28.31049538,9.72854900181801,57.403999999999996,56.3286
1996,70.0,64,0.41700000000000004,0.3754,2348,1.656,2.0121250880000003,139.1,30.041217800000002,10.250264952727093,57.342,55.1571
1997,59.0,65,0.354,0.3768,2362,1.6119999999999999,3.1240333189999996,138.8,32.2,10.771980903636177,57.323,53.9857
1998,59.0,66,0.364,0.3782,2439,1.568,5.898672516,137.3,33.45936966,11.29369685454526,57.376000000000005,52.8143
1999,60.0,67,0.384,0.3796,2533,1.524,6.359843002000001,134.2,36.2,11.815412805454343,57.523,51.6429
2000,52.0,67,0.39899999999999997,0.381,2554,1.48,3.186639102,129.1,36.81056595,12.337128756363427,57.787,50.4714
2001,52.0,68,0.42700000000000005,0.3884,2603,1.432,4.580916418999999,122.6,38.46749878,12.85884470727251,58.177,49.3
2002,60.0,69,0.434,0.3958,2553,1.3840000000000001,0.654803692,115.0,36.8,13.380560658181594,58.675,46.575
2003,73.0,70,0.466,0.4032,2653,1.3359999999999999,6.683228134,107.0,41.76353073,13.902276609090677,59.25899999999999,43.85
2004,87.0,70,0.47700000000000004,0.4106,2734,1.288,5.870772214,99.1,36.8,14.423992559999988,59.912,41.125
2005,84.0,71,0.516,0.418,2811,1.24,5.622606857,91.8,47.1,18.5,60.62,38.4
2006,89.0,72,0.409,0.4254,2805,1.4580000000000002,2.461570253,85.3,49.9,17.6,61.365,38.3333
2007,94.0,73,0.436,0.4328,2866,1.676,4.938485083,79.5,48.39247894,16.7,62.126000000000005,38.2667
2008,88.0,73,0.41700000000000004,0.4402,2905,1.8940000000000001,3.682524403,74.5,50.07398605,15.8,62.88,38.2
2009,86.0,74,0.365,0.4476,2889,2.112,2.423175917,70.2,53.5,14.9,63.607,38.1333
2010,89.0,75,0.599,0.455,2916,2.33,4.179363063,66.3,53.46149445,14.0,64.28399999999999,38.0667
2011,92.0,76,0.629,0.46299999999999997,2883,1.5952470588235315,1.7611180480000002,63.0,56.5,13.1,64.898,38.0
2012,91.0,76,0.5770000000000001,0.474,2955,1.5852678733031667,4.411180285,60.0,56.87000275,16.1097,65.44800000000001,31.838810000000194
2013,92.0,77,0.596,0.483,2962,1.5752886877828054,3.485217346,57.4,57.0,19.1194,65.939,30.315714805194602
2014,89.0,78,0.608,0.491,3081,1.5653095022624441,4.311051022,55.0,61.0,22.1292,66.37,28.792619610389465
2015,89.0,79,0.5920000000000001,0.494,3197,1.5553303167420829,6.485194754,52.8,62.01525749660004,25.13887092,66.747,27.26952441558433
2016,93.0,79.40923076923082,0.584,0.48577230769230617,3315,1.5453511312217216,6.649527991,50.6,63.705235940984494,20.68458397090899,67.078,25.74642922077919
2017,96.94193548387102,80.16034188034178,0.5516409774436077,0.49116854700854695,3469,1.5353719457013568,4.540815638398058,48.8,65.3952143853694,21.206299921818072,67.38,24.223334025974054
2018,98.52298387096744,80.91145299145296,0.5561903033445681,0.49656478632478596,3596,1.5253927601809956,4.59737026903295,47.0,67.08519282975385,21.728015872727156,67.665,22.700238831168917
2019,100.10403225806431,81.66256410256415,0.5607396292455267,0.501961025641025,3757,1.5154135746606343,4.653924899667842,45.3,68.77517127413876,22.24973182363624,69.72911922852131,21.17714363636378
2020,101.68508064516118,82.4136752136751,0.565288955146487,0.507357264957264,2902.7649717514123,1.505434389140273,4.7104795303027345,20.267853107345218,70.46514971852321,22.771447774545322,70.28884184687308,19.654048441558643
