year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,97.38738738738739,100.0,3.2866666666666617,6.415,0.7185401709401704,17332,5.67,4.838176371442216,103.77834708624715,20.8,100.0,73.39268293,0.4311111111111092
1961,97.37292555713609,100.0,3.240952380952365,6.5329999999999995,0.722419316239316,17154,5.69,0.295546673,103.5721694638695,20.3,100.0,73.65268293,0.4244444444444433
1962,97.35846372688479,100.0,3.195238095238082,7.077999999999999,0.7262984615384616,18070,5.71,6.843507321000001,103.3659918414919,19.7,100.0,73.32390244,0.41777777777777736
1963,97.34400189663349,100.0,3.1495238095237994,7.641,0.7301776068376062,18473,5.73,3.62462153,103.15981421911425,19.2,100.0,73.33707317,0.41111111111110965
1964,97.32954006638218,100.0,3.1038095238095167,8.006,0.7340567521367518,19739,5.75,8.274903931,102.95363659673666,18.8,100.0,73.70414634,0.4044444444444437
1965,97.31507823613087,100.0,3.058095238095234,8.199,0.7379358974358974,20493,5.77,8.643094936,102.747458974359,18.3,100.0,73.56878049,0.397777777777776
1966,97.30061640587957,100.0,3.012380952380937,8.35,0.7418150427350421,20782,5.78,2.741104335,102.54128135198141,17.9,100.0,73.51292683,0.3911111111111101
1967,97.28615457562827,100.0,2.9666666666666544,8.497,0.7456941880341876,21629,5.79,5.280014747,102.33510372960376,17.4,100.0,73.80414634,0.38444444444444237
1968,97.27169274537697,100.0,2.9209523809523716,8.929,0.7495733333333332,22786,5.8,6.41613404,102.12892610722616,16.9,100.0,73.61268293,0.37777777777777644
1969,97.25723091512566,100.0,2.875238095238089,9.01,0.7534524786324779,23974,5.81,6.429449077999999,101.92274848484851,16.4,100.0,73.5395122,0.3711111111111105
1970,97.24276908487435,100.0,2.829523809523792,10.908,0.7573316239316235,25029,5.82,5.694795536,101.71657086247092,15.8,100.0,73.58560976,0.3644444444444428
1971,97.22830725462305,100.0,2.7838095238095093,10.706,0.761210769230769,25767,5.822,4.3169803280000005,101.51039324009326,15.3,100.0,73.8095122,0.35777777777777686
1972,97.21384542437175,100.0,2.7380952380952266,11.862,0.7650899145299137,26348,5.824,3.533874519,101.30421561771567,14.7,100.0,73.72707317,0.35111111111110915
1973,97.19938359412045,100.0,2.692380952380944,12.323,0.7689690598290593,27360,5.8260000000000005,5.444223134,101.09803799533802,14.1,100.0,74.14390244,0.3444444444444432
1974,97.18492176386914,100.0,2.646666666666661,11.82,0.7728482051282048,28231,5.827999999999999,3.438717871,100.89186037296042,13.6,100.0,74.53682927,0.3377777777777773
1975,97.17045993361783,100.0,2.6009523809523643,11.174000000000001,0.7767273504273504,27972,5.83,0.002028683,100.68568275058277,13.1,100.0,74.49878049,0.3311111111111096
1976,97.15599810336653,100.0,2.5552380952380815,12.292,0.7806064957264951,29041,5.832000000000001,4.456309603,100.47950512820518,12.6,100.0,74.64707317,0.32444444444444365
1977,97.14153627311524,100.0,2.509523809523799,11.815,0.7844856410256407,29652,5.834,2.520440469,100.27332750582752,12.1,100.0,75.22146341,0.31777777777777594
1978,97.12707444286391,100.0,2.463809523809516,12.186,0.7883647863247862,30169,5.836,2.6962467560000003,100.06714988344993,11.6,100.0,75.14512195,0.31111111111111
1979,97.11261261261262,100.0,2.4180952380952334,13.339,0.7922439316239309,30636,5.837999999999999,2.014166189,99.86097226107228,11.2,100.0,75.60609756,0.3044444444444441
1980,96,100.0,2.3723809523809365,12.536,0.7961230769230765,30756,5.84,1.3419141909999999,99.65479463869468,10.9,100.0,75.74317073,0.29777777777777636
1981,96,100.0,2.326666666666654,11.588,0.8000022222222221,30380,5.834,3.362733901892682,99.44861701631703,10.6,100.0,75.93439024,0.29111111111111043
1982,97,100.0,2.280952380952371,9.388,0.8038813675213667,29892,5.827999999999999,3.2924747366760414,99.24243939393943,10.4,100.0,75.98853659,0.2844444444444427
1983,97,100.0,2.2352380952380884,9.616,0.8077605128205123,30293,5.822,2.069958072,99.03626177156184,10.2,100.0,76.16414634,0.2777777777777768
1984,97,100.0,2.1895238095238057,10.039,0.8116396581196579,31164,5.816,3.0616790139999996,98.83008414918419,9.9,100.0,76.23317073,0.2711111111111091
1985,97,100.0,2.1438095238095087,10.185,0.8155188034188026,31965,5.81,2.580179809,98.62390652680659,9.7,100.0,76.28463415,0.26444444444444315
1986,97,100.0,2.098095238095226,9.933,0.8193979487179481,32664,5.818,2.786975869,98.41772890442894,9.5,100.0,76.2704878,0.2577777777777772
1987,97,100.0,2.0523809523809433,10.382,0.8232770940170937,32915,5.8260000000000005,1.93124853,98.21155128205135,9.2,100.0,76.70512195,0.2511111111111095
1988,97,100.0,2.0066666666666606,9.936,0.8271562393162393,33556,5.834,3.441218877,98.0053736596737,8.9,100.0,76.8902439,0.24444444444444358
