year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
2007,97,96,2.1287878787878824,6.936,0.7593,22567,5.457999999999999,9.427665099,99.19813869463883,8.1,98.46072388,73.931,0.5
2008,97,97,2.108857808857813,7.519,0.7642,23258,5.492000000000001,3.3195942560000002,98.32727575757576,8.1,98.73890686,74.118,0.4
2009,97,97,2.088927738927744,7.1979999999999995,0.7691,22527,5.526,5.359691844209607,94.8,8.1,99.3,74.305,0.3
2010,96,97,2.0689976689976675,7.765,0.774,23831,5.56,6.980956773,95.04,8.1,99.31588745,74.493,-0.1816919999999982
2011,96,98,2.049067599067598,7.691,0.7759999999999999,24696,5.944674509803889,5.293791102,95.28,8.0,99.58900452,74.683,-0.2776292991453033
2012,97,98,2.029137529137529,7.4910000000000005,0.779,25645,6.00959034690797,5.474385463,95.52,8.0,99.8,74.877,-0.37356659829060845
2013,97,98,2.0092074592074596,7.955,0.7829999999999999,26442,6.074506184012051,4.692919186,95.76,8.0,99.93569183,75.072,-0.46950389743588516
2014,97,98,1.9892773892773903,8.026,0.787,27616,6.1394220211161326,6.01216652,96.0,8.0,100.0,75.268,-0.5654411965811903
2015,99,98,1.969347319347321,8.111,0.789,28603,6.204337858220185,4.968785216000001,94.2667,8.1,100.68543624890003,75.461,-0.6613784957264954
2016,98,99.11076923076917,1.9494172494172517,8.492,0.8082030769230766,29391,6.269253695324267,4.238951459,92.5333,8.2,100.9625139630923,75.649,-0.7573157948718006
2017,107.64864864864876,99.43521367521362,1.9294871794871824,8.161252506265669,0.8140599999999996,30696,6.334169532428348,4.987271535817527,90.8,8.3,101.2395916772847,75.828,-0.8532530940171057
2018,108.69416785206249,99.75965811965807,1.909557109557113,8.312021043989262,0.8199169230769225,31714,6.399085369532401,4.940718997268519,89.0667,8.4,101.51666939147697,75.997,-0.9491903931623824
2019,109.73968705547668,100.08410256410252,1.8896270396270438,8.462789581712912,0.8257738461538455,32811,6.464001206636482,4.894166458719511,87.3333,8.6,101.79374710566924,77.39694681472815,-1.0451276923076875
2020,110.78520625889041,100.40854700854698,1.8696969696969745,8.613558119436505,0.8316307692307703,28832.84463276842,6.528917043740563,4.847613920170502,85.6,-9.41836158192109,102.07082481986163,77.6564732904734,-1.1410649914529927
