year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1980,95,100.0,4.686363636363666,13.698,0.7904923076923076,28419,5.56,4.444054087,14.6,100.0,73.20707317,-0.15090909090909221
1981,95,100.0,4.587272727272762,12.542,0.7937789743589745,28048,5.558,3.1579486202612657,13.9,100.0,73.62170732,-0.14000000000000057
1982,95,100.0,4.488181818181829,11.877,0.7970656410256405,28433,5.556,0.594986925,13.3,100.0,73.88804878,-0.12909090909090892
1983,95,100.0,4.389090909090925,10.26,0.8003523076923074,28431,5.553999999999999,0.311842774,12.7,100.0,73.86902439,-0.11818181818181728
1984,95,100.0,4.2900000000000205,10.634,0.8036389743589742,29136,5.5520000000000005,2.466382641,12.2,100.0,74.40487805,-0.10727272727272918
1985,95,100.0,4.190909090909116,10.527000000000001,0.8069256410256411,29420,5.55,1.6517928519999998,11.7,100.0,74.5202439,-0.09636363636363754
1986,95,100.0,4.091818181818212,10.353,0.8102123076923071,29849,5.56,1.8227621230000002,11.4,100.0,74.73170732,-0.0854545454545459
1987,95,100.0,3.9927272727273078,10.363,0.813498974358974,30527,5.57,2.306659409,11.0,100.0,75.36585366,-0.07454545454545425
1988,80,100.0,3.893636363636375,10.068,0.8167856410256409,31924,5.58,4.7232089010000005,10.7,100.0,75.56585366,-0.06363636363636616
1989,94,100.0,3.794545454545471,10.758,0.8200723076923078,32890,5.59,3.46916682,10.3,100.0,75.63268293,-0.05272727272727451
1990,93,100,3.6954545454545666,12.009,0.805,33780,5.6,3.1374024560000002,10.0,100,76.05195122,-0.041818181818182865
1991,92,100,3.5963636363636624,11.925,0.8118,34272,5.61,1.8330743059999999,9.7,100,76.19219512,-0.03090909090909122
1992,95,100,3.497272727272758,11.821,0.8186,34656,5.62,1.5306547869999998,9.3,100,76.35121951,-0.019999999999999574
1993,97,100,3.398181818181854,11.667,0.8254,34189,5.63,2.33561702432894,8.8,100,76.34536585,-0.009090909090911481
1994,96,100,3.2990909090909213,12.270999999999999,0.8322,35183,5.64,3.2269714780000003,8.2,100,76.69170732,0.0018181818181801646
1995,94,100,3.200000000000017,12.345999999999998,0.8390000000000001,35947,5.65,2.384757216,7.6,100,76.84073171,0.01272727272727181
1996,95,100,3.100909090909113,12.663,0.8458,36449,5.664,1.593571255,7.1,100,77.18731707,0.023636363636363455
1997,87,100,3.0018181818182086,12.104000000000001,0.8526,37710,5.678,3.71019693,6.7,100,77.37073171,0.0345454545454551
1998,79,100,2.9027272727273044,12.696,0.8594,38372,5.692,1.9755116030000002,6.3,100,77.47317073,0.045454545454543194
1999,87,100,2.8036363636363717,12.13,0.8662,39649,5.706,3.563093603,6.0,100,77.6195122,0.05636363636363484
2000,95,100,2.1,12.305,0.873,40990,5.72,3.633841364,5.8,100,77.72195122,0.06727272727272648
2001,95,100,2.8,12.196,0.8741,41181,5.707999999999999,0.811644083,5.6,100,77.97317073,0.07818181818181813
2002,95,100,3.1,12.174000000000001,0.8752,41726,5.696000000000001,1.780253197,5.4,100,78.07560976,0.08909090909090978
2003,95,100,2.2,12.253,0.8763,41874,5.684,0.774498227,5.2,100,78.12926829,0.09999999999999787
2004,95,100,2.6,12.286,0.8774,43209,5.672000000000001,3.6347766810000004,5.1,100,78.87804878,0.1
2005,97,100,2.1,11.887,0.8785,43871,5.66,2.094484986,4.9,100,78.9804878,0.2
2006,98,100,2.1,11.655,0.8796,44675,5.664,2.499134928,4.8,100,79.3804878,0.2
2007,98,100,2.0,11.25,0.8807,45878,5.667999999999999,3.3974932260000004,4.7,100,79.78292683,0.1
2008,99,100,1.9,11.171,0.8818,45873,5.672000000000001,0.747284182,4.6,100,79.68048780000001,0.1
2009,98,100,1.7,9.889,0.8829,44481,5.676,1.239174896419172,4.6,100,80.03414634,0.1
2010,98,100,1.7,10.362,0.884,45183,5.68,2.6951446110000004,4.5,100,80.18292683,0.1
2011,98,100,1.614545454545464,9.437000000000001,0.8859999999999999,45504,5.686,1.796629974,4.4,100,80.58536585,0.2
2012,99,100,1.5154545454545598,9.128,0.889,45329,5.692,0.137051659,4.3,100,80.38536585,0.2
2013,99,100,1.4163636363636556,9.124,0.89,45206,5.6979999999999995,0.96506436444173,4.2,100,80.58780488,0.3
2014,99,100,1.3172727272727514,8.605,0.895,45571,5.704,1.646183423,4.1,100,81.28780488,0.21999999999999886
2015,99,100,1.2181818181818471,8.881,0.8959999999999999,46085,5.71,1.476058965,3.9,100.0,80.99268293,0.2309090909090905
2016,98,100.0,1.1190909090909429,8.922,0.9088123076923074,46535,5.72,1.19297884,3.8,100.0,81.43902439,0.24181818181818215
2017,97.85585585585585,100.0,1.0200000000000102,10.633221177944861,0.9120989743589742,47141,5.73,0.6909538324642881,3.7,100.0,81.49268293,0.25272727272727025
2018,98.02181128496915,100.0,0.920909090909106,10.60077205945899,0.9153856410256402,47510,5.74,0.6224261994699134,3.5,100.0,81.59512195,0.2636363636363619
2019,98.1877667140825,100.0,0.8218181818182018,10.568322940973133,0.9186723076923071,47804,5.75,0.5538985664755671,3.4,100.0,81.9944935922735,0.27454545454545354
2020,98.3537221431958,100.0,0.7227272727272975,10.535873822487261,0.921958974358974,51115.10225988715,5.76,0.4853709334811924,-2.0517514124294394,100.0,82.21070359641146,0.2854545454545452
