year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,81.81955691367455,100.0,2.0,3.654,0.7502239316239319,18587,6.85,5.037359144024691,95.87639751552794,22.6,100.0,73.5497561,1.1955555555555577
1961,82.07058823529411,100.0,1.9724999999999966,3.694,0.7540458119658116,19596,6.852,6.27333551,95.86273291925465,22.1,100.0,73.5504878,1.1738888888888894
1962,82.32161955691367,100.0,1.9450000000000003,3.866,0.7578676923076921,19986,6.854,2.8139451380000002,95.84906832298137,21.6,100.0,73.44804878,1.1522222222222283
1963,82.57265087853324,100.0,1.9174999999999969,4.082,0.7616895726495727,20594,6.856,3.785043084,95.83540372670808,21.0,100.0,73.07756098,1.13055555555556
1964,82.8236822001528,100.0,1.8900000000000006,4.378,0.7655114529914533,21457,6.858,5.009650987,95.82173913043478,20.4,100.0,73.59585366,1.1088888888888917
1965,83.07471352177237,100.0,1.8624999999999972,4.4030000000000005,0.769333333333333,22421,6.86,5.285608801,95.80807453416149,19.7,100.0,73.72317073,1.0872222222222234
1966,83.32574484339187,100.0,1.8350000000000009,5.207000000000001,0.7731552136752136,23081,6.877999999999999,3.786513255,95.79440993788819,19.0,100.0,73.99536585,1.0655555555555551
1967,83.57677616501144,100.0,1.8074999999999974,5.102,0.7769770940170941,24313,6.896,6.256079006,95.7807453416149,18.2,100.0,74.06658537,1.043888888888894
1968,83.827807486631,100.0,1.7800000000000011,5.535,0.7807989743589747,24644,6.914,2.2598755280000002,95.76708074534162,17.5,100.0,73.94195122,1.0222222222222257
1969,84.07883880825057,100.0,1.7524999999999977,5.772,0.7846208547008544,25542,6.932,4.504611456,95.75341614906833,16.9,100.0,73.66341463,1.0005555555555574
1970,84.32987012987013,100.0,1.7249999999999943,7.221,0.788442735042735,25872,6.95,2.001392313,95.73975155279503,16.2,100.0,74.08804878,0.9788888888888891
