year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,86.56756756756758,100.0,3.452205882352935,3.091,0.6608170940170943,8347,8.073421484224667,42.0,100.0,69.74799857098003,0.1385039682539677
1961,86.73328591749643,100.0,3.4308823529411754,3.247,0.665310085470086,8943,11.20388562,39.6,100.0,72.00658537,0.1450665445665429
1962,86.89900426742534,100.0,3.4095588235294088,3.5069999999999997,0.6698030769230758,9427,10.15611716,37.3,100.0,72.11219512,0.15162912087911984
1963,87.06472261735419,100.0,3.388235294117642,3.4810000000000003,0.6742960683760675,10011,10.69571298,35.3,100.0,72.1555,0.1581916971916968
1964,87.23044096728304,100.0,3.3669117647058755,3.741,0.6787890598290591,10590,7.937191975,33.6,100.0,72.1989,0.16475427350427196
1965,87.39615931721195,100.0,3.345588235294116,5.126,0.6832820512820508,11227,9.093965599,32.2,100.0,72.2423,0.17131684981684892
1966,87.5618776671408,100.0,3.3242647058823493,5.244,0.6877750427350424,11080,7.490561734677357,31.1,100.0,72.28560976,0.1778794261294241
1967,87.72759601706971,100.0,3.3029411764705827,5.1,0.6922680341880341,11136,2.995020166,30.3,100.0,71.5097561,0.18444200244200104
1968,87.89331436699857,100.0,3.281617647058816,5.09,0.6967610256410257,12589,16.24195681,29.6,100.0,71.05658537,0.191004578754578
1969,88.05903271692748,100.0,3.2602941176470566,5.337000000000001,0.7012540170940174,13823,13.56570351,29.1,100.0,70.9704878,0.19756715506715317
1970,88.22475106685633,100.0,3.23897058823529,5.811,0.705747008547009,14500,7.307329667,28.6,100.0,71.21341463,0.20412973137973012
1971,88.39046941678518,100.0,3.2176470588235233,5.53,0.7102399999999989,15592,11.22428379,28.1,100.0,71.71902439,0.21069230769230707
1972,88.55618776671409,100.0,3.1963235294117567,5.577000000000001,0.7147329914529905,16965,13.66083901,27.7,100.0,71.07804878,0.21725488400488224
1973,88.72190611664294,100.0,3.174999999999997,6.149,0.7192259829059822,17264,3.342543095,27.2,100.0,71.69341463,0.2238174603174592
1974,88.88762446657185,100.0,3.1536764705882305,5.997999999999999,0.7237189743589738,17944,6.840258331,26.4,100.0,71.66170732,0.23038003663003614
1975,89.0533428165007,100.0,3.132352941176464,5.882999999999999,0.7282119658119655,18164,3.3183433460000002,25.3,100.0,72.04512195,0.23694261294261132
1976,89.21906116642961,100.0,3.1110294117647044,5.718,0.7327049572649571,18027,1.315853917,23.7,100.0,72.95609756,0.24350518925518827
1977,89.38477951635846,100.0,3.0897058823529377,5.6579999999999995,0.7371979487179487,17654,6.421985527173973,21.9,100.0,72.95853659,0.25006776556776344
1978,89.55049786628732,100.0,3.068382352941171,5.8870000000000005,0.7416909401709404,18123,4.8215142360000005,20.4,100.0,73.20731707,0.2566303418803404
1979,89.71621621621622,100.0,3.0470588235294045,5.72,0.746183931623932,18821,6.284798671,19.1,100.0,73.50731707,0.26319291819291735
1980,84,100.0,3.025735294117645,5.643,0.7506769230769219,19661,6.871292679,18.1,100.0,73.87560976,0.2697554945054925
1981,91,100.0,3.0044117647058783,5.557,0.7551699145299136,20329,5.14785828,17.3,100.0,74.26097561,0.27631807081806947
1982,92,100.0,2.9830882352941117,6.195,0.7596629059829052,20388,1.808836488,16.6,100.0,74.1097561,0.2828806471306464
1983,89,100.0,2.961764705882345,6.056,0.7641558974358968,20737,3.51082091,15.9,100.0,74.45853659,0.2894432234432216
1984,87,100.0,2.9404411764705856,5.906000000000001,0.7686488888888885,20555,0.903754788,15.2,100.0,74.80731707,0.29600579975579855
1985,85,100.0,2.919117647058819,6.087000000000001,0.7731418803418801,20893,3.447822555,14.4,100.0,75.20731707,0.3025683760683755
1986,92,100.0,2.8977941176470523,6.4110000000000005,0.7776348717948718,21516,4.791433162,13.7,100.0,74.95609756,0.3
1987,92,100.0,2.876470588235293,6.489,0.7821278632478634,22678,7.187687242000001,13.0,100.0,75.25853659,0.3091
1988,92,100.0,2.855147058823526,6.997000000000001,0.7866208547008551,22747,2.0241411609999997,12.5,100.0,74.43658537,0.3182
1989,92,100.0,2.8338235294117595,7.237,0.791113846153845,22560,0.8691380879999999,12.1,100.0,76.30731707,0.3273
1990,93,100,2.812499999999993,8.059,0.785,23389,6.83546983,11.6,100,76.60731707,0.3364
1991,94,100,2.7911764705882334,7.9079999999999995,0.7915,23562,7.699379027000001,11.1,100,76.75853659,0.3455
1992,95,100,2.7698529411764667,8.892000000000001,0.7979999999999999,24337,5.627795094,10.5,100,76.50487805,0.3545
1993,96,100,2.7485294117647,9.03,0.8045,24365,5.556872156,9.9,100,77.15365854,0.3636
1994,95,100,2.7272058823529335,9.361,0.8109999999999999,25177,6.931825872,9.2,100,77.40243902,0.3727
1995,96,100,2.1,9.573,0.8175,26686,6.600000015,8.6,100,77.45121951,0.3818
1996,94,100,2.1,9.666,0.8240000000000001,27209,6.15749605,8.2,100,78.10487805,0.3909
1997,95,100,2.8,9.916,0.8305,27585,4.082162978,7.8,100,78.0,0.4
1998,92,100,2.5,9.896,0.8370000000000001,28001,4.251809193,7.5,100,78.14878049,0.375
1999,91,100,2.3,9.445,0.8435,28250,3.7370875760000004,7.2,100,78.65853659,0.35
2000,93,100,2.4,10.012,0.85,29976,8.942023065,6.9,100,78.95365854,0.325
2001,92,100,3.6,10.366,0.8533,29360,0.241579641,6.6,100,79.40731707,0.3
2002,90,100,3.6,9.578,0.8566,28767,3.9934032373935793,6.4,100,79.45121951,0.4
2003,93,100,3.2,9.897,0.8599,28535,1.177134254,6.1,100,79.64878049,0.5
2004,95,100,2.7,9.116,0.8632,29385,5.114051712,5.8,100,80.14634146,0.6
2005,93,100,2.5,8.619,0.8665,30035,4.389914718,5.6,100,80.15121951,0.7
2006,95,100,2.8,9.24,0.8698,31191,5.801808374,5.3,100,80.55365854,0.5
2007,95,100,1.9,9.103,0.8731,32475,6.13507899,5.1,100,80.50487805,0.3
2008,94,100,2.3,9.611,0.8764,32910,3.059407048,4.9,100,80.95121951,0.3
2009,96,100,2.1,8.863999999999999,0.8797,32747,1.268661902,4.7,100,81.40487805,0.3
2010,95,100,2.1,9.267000000000001,0.883,33923,5.517022937999999,4.6,100,81.60243902,0.3
2011,94,100,2.1,9.126,0.889,35010,5.0621788510000005,4.4,100,81.65609756,0.5
2012,94,100,2.3433823529411697,9.802,0.8909999999999999,35128,2.381800262,4.3,100,81.70487805,0.7
2013,96,100,2.32205882352941,8.568,0.895,35976,4.376328279,4.1,100,82.05609756,0.48632051282051236
2014,95,100,2.3007352941176435,8.128,0.898,36749,3.163047034,4.0,100,82.15365854,0.49288308913308754
2015,95,100,2.279411764705877,8.341000000000001,0.899,37099,2.507836062,3.9,100.0,82.05121951,0.4994456654456645
2016,94,100.0,2.2580882352941103,7.776,0.9124246153846158,37995,4.040922211,3.8,100.0,82.40731707,0.5060082417582397
2017,96.01351351351352,100.0,2.2367647058823508,10.409270050125343,0.9169176068376057,38716,2.536253863525303,3.8,100.0,82.55121951,0.5125708180708166
2018,96.17923186344237,100.0,2.215441176470584,10.51979357877454,0.9214105982905973,39392,2.439110571934094,3.7,100.0,82.80243902,0.5191333943833936
2019,96.34495021337128,100.0,2.1941176470588175,10.630317107423764,0.925903589743589,40031,2.3419672803428853,3.7,100.0,83.05216518005443,0.5256959706959687
2020,96.51066856330013,100.0,2.172794117647051,10.74084063607296,0.9303965811965806,39086.137853107415,2.2448239887516763,-3.1680225988700386,100.0,83.27765952936079,0.5322585470085457
