year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,54.47747747747758,87.82905982905976,7.410606060606057,1.702,0.5708649572649573,8627,4.03,0.9218291614571399,61.42933823529415,63.5,91.31862421767687,67.783,1.072644444444446
1961,55.33973447131348,88.05299145299142,7.384731934731931,1.6019999999999999,0.5750509401709394,8759,4.07,2.493037918,61.90794117647067,62.2,91.47484229128457,68.007,1.0608619047619072
1962,56.201991465149376,88.27692307692303,7.358857808857806,1.54,0.5792369230769232,8449,4.11,1.0210521491330837,62.38654411764708,60.7,91.63106036489228,68.19800000000001,1.0490793650793648
1963,57.0642484589855,88.50085470085463,7.332983682983681,1.639,0.5834229059829052,8382,4.15,0.170458855,62.865147058823595,59.3,91.78727843849998,68.347,1.037296825396826
1964,57.9265054528214,88.7247863247863,7.3071095571095555,1.7069999999999999,0.5876088888888891,8449,4.19,2.44052078,63.343750000000114,58.3,91.94349651210763,68.455,1.0255142857142872
1965,58.7887624466573,88.9487179487179,7.28123543123543,2.049,0.5917948717948711,8452,4.23,1.045604053,63.82235294117652,57.7,92.09971458571533,68.521,1.0137317460317483
1966,59.6510194404932,89.1726495726495,7.255361305361305,1.983,0.5959808547008549,8651,4.282,3.062855935,64.30095588235304,57.4,92.25593265932304,68.554,1.0019492063492095
1967,60.5132764343291,89.39658119658117,7.22948717948718,1.774,0.600166837606837,8210,4.334,1.2691096183229291,64.77955882352944,57.0,92.41215073293074,68.567,0.9901666666666671
1968,61.375533428165,89.62051282051277,7.203613053613054,1.7590000000000001,0.604352820512819,8256,4.386,1.888911744,65.25816176470596,56.3,92.56836880653844,68.575,0.9783841269841282
1969,62.237790422001126,89.84444444444438,7.177738927738929,2.0,0.6085388034188028,8680,4.438,5.864740632999999,65.73676470588236,55.1,92.72458688014609,68.58800000000001,0.9666015873015894
