year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-19.846846846846802,43.20170940170942,7.756666666666661,0.268,0.18305641025641073,1114,1.02,2.7866118354577907,54.74857142857138,241.4,3.0177211499235455,12.076923076923094,41.422,70.24370157635485
1961,-17.855144618302347,44.14085470085479,7.664523809523814,0.284,0.1909835897435901,1132,1.038,3.722742533,55.24909090909091,238.1,4.427460553315541,11.94230769230768,42.027,69.45906285714295
1962,-15.863442389757893,45.07999999999993,7.572380952380968,0.306,0.19891076923076945,1134,1.056,2.9311277369999997,55.74961038961044,234.9,5.837199956707991,11.80769230769232,42.637,68.67442413793106
1963,-13.871740161213438,46.01914529914529,7.480238095238093,0.322,0.2068379487179488,1157,1.074,5.9943532610000005,56.250129870129854,231.7,7.246939360100441,11.673076923076906,43.251999999999995,67.88978541871938
1964,-11.880037932669438,46.95829059829066,7.3880952380952465,0.309,0.21476512820512816,1212,1.092,7.452950122000001,56.75064935064938,228.8,8.656678763492437,11.538461538461547,43.873000000000005,67.10514669950749
1965,-9.888335704124984,47.897435897436026,7.295952380952372,0.33299999999999996,0.22269230769230752,1171,1.11,3.23556123939062,57.2511688311688,226.1,10.066418166884887,11.403846153846132,44.5,66.32050798029559
1966,-7.896633475580529,48.836581196581164,7.203809523809525,0.33799999999999997,0.23061948717948688,1143,1.16,3.325351120177203,57.751688311688326,223.5,11.476157570277337,11.269230769230774,45.136,65.53586926108392
1967,-5.904931247036075,49.77572649572653,7.111666666666679,0.332,0.23854666666666624,1190,1.21,7.82596303,58.25220779220774,221.1,12.885896973669333,11.134615384615358,45.778999999999996,64.75123054187202
1968,-3.913229018492075,50.7148717948719,7.019523809523804,0.353,0.2464738461538456,1208,1.26,3.387929176,58.75272727272727,218.4,14.295636377061783,11.0,46.428000000000004,63.96659182266012
1969,-1.9215267899476203,51.654017094017036,6.9273809523809575,0.35200000000000004,0.25440102564102673,1250,1.31,6.539700296,59.2532467532468,215.8,15.705375780454233,10.865384615384585,47.081,63.18195310344845
1970,0.07017543859683428,52.5931623931624,6.835238095238111,0.35200000000000004,0.2623282051282061,1289,1.36,5.157229736000001,59.753766233766214,213.0,17.115115183846683,10.730769230769226,47.736999999999995,62.39731438423655
1971,2.061877667140834,53.53230769230777,6.743095238095236,0.363,0.27025538461538545,1284,1.3940000000000001,1.642930384,60.25428571428574,209.9,18.52485458723868,10.596153846153868,48.398,61.61267566502465
