year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,31.22436974789889,57.569230769230785,3.273193473193473,0.295,0.21836752136752047,2263,0.29,6.56725198932034,238.3,-10.946020548814886,48.458,11.033399209486163
1961,32.63473389355704,58.08615384615382,3.2357808857808834,0.297,0.22623760683760707,2285,0.314,6.507673476778109,233.4,-9.011304085176562,48.88,10.883003952569197
1962,34.045098039215645,58.60307692307697,3.198368298368308,0.235,0.2341076923076919,2307,0.33799999999999997,6.448094964235878,228.3,-7.076587621538238,49.306999999999995,10.732608695652175
1963,35.455462184873795,59.120000000000005,3.1609557109557187,0.294,0.2419777777777785,2329,0.36200000000000004,6.388516451693633,223.2,-5.141871157899914,49.738,10.58221343873521
1964,36.865826330531945,59.63692307692304,3.1235431235431292,0.319,0.24984786324786334,2351,0.386,6.328937939151402,218.0,-3.207154694261135,50.168,10.431818181818187
1965,38.276190476190095,60.15384615384619,3.08613053613054,0.299,0.2577179487179482,2374,0.41,6.269359426609171,212.6,-1.2724382306228108,50.593,10.281422924901165
1966,39.6865546218487,60.670769230769224,3.0487179487179503,0.374,0.2655880341880348,2446,0.44799999999999995,6.20978091406694,207.2,0.6622782330155133,51.00899999999999,10.131027667984199
1967,41.09691876750685,61.18769230769226,3.011305361305361,0.36200000000000004,0.2734581196581196,2520,0.486,10.02884136,201.9,2.596994696654292,51.413000000000004,9.980632411067177
1968,42.507282913165,61.70461538461541,2.9738927738927714,0.36700000000000005,0.28132820512820444,2596,0.524,9.891739306,196.8,4.531711160292616,51.808,9.830237154150211
1969,43.91764705882315,62.221538461538444,2.936480186480196,0.37200000000000005,0.28919829059829105,2674,0.562,8.362165357,191.9,6.46642762393094,52.195,9.679841897233189
1970,45.328011204481754,62.73846153846159,2.8990675990676067,0.456,0.2970683760683759,2753,0.6,4.7134603760000005,187.5,8.401144087569719,52.571999999999996,9.529446640316223
1971,46.738375350139904,63.25538461538463,2.8616550116550172,0.502,0.3049384615384607,2835,0.65,5.596893659,183.1,10.335860551208043,52.94,9.3790513833992
1972,48.148739495798054,63.77230769230766,2.8242424242424278,0.48200000000000004,0.3128085470085473,2843,0.7,2.437237347,178.9,12.270577014846367,53.305,9.228656126482235
1973,49.559103641456204,64.28923076923081,2.7868298368298383,0.565,0.32067863247863215,2886,0.75,3.559310832,174.6,14.205293478484691,53.676,9.078260869565213
