year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1974,50.96946778711481,64.80615384615385,2.749417249417249,0.639,0.328548717948717,2982,0.8,5.596049945,170.0,16.14000994212347,54.066,8.927865612648247
1975,52.37983193277296,65.32307692307688,2.7120046620046594,0.623,0.3364188034188036,3119,0.85,7.558221561,164.7,18.074726405761794,54.492,8.777470355731225
1976,53.79019607843111,65.84000000000003,2.674592074592084,0.634,0.3442888888888884,3394,0.902,10.81278134,158.9,20.009442869400118,54.976000000000006,8.62707509881426
1977,55.20056022408926,66.35692307692307,2.6371794871794947,0.6809999999999999,0.35215897435897503,3491,0.9540000000000001,6.059167679,152.6,21.944159333038897,55.525,8.476679841897237
1978,56.61092436974786,66.87384615384622,2.5997668997669052,0.685,0.36002905982905986,3524,1.006,2.232663388,145.9,23.87887579667722,56.141999999999996,8.326284584980215
1979,58.02128851540601,67.39076923076925,2.5623543123543158,0.816,0.3678991452991447,3614,1.058,4.793787205,139.1,25.813592260315545,56.823,8.17588932806325
1980,59.43165266106416,67.90769230769229,2.5249417249417263,0.7959999999999999,0.3757692307692313,3870,1.11,3.642164813,132.3,27.748308723954324,57.56,8.025494071146227
1981,60.84201680672231,68.42461538461532,2.487529137529137,0.772,0.38363931623931613,3695,1.17,5.316103225933446,125.8,29.683025187592648,58.339,7.875098814229261
1982,32.0,68.94153846153847,2.4501165501165474,0.8109999999999999,0.39150940170940096,3980,1.23,8.957372023,119.4,31.617741651230972,59.138999999999996,7.724703557312239
1983,41.0,69.45846153846162,2.412703962703972,0.826,0.39937948717948757,3852,1.29,1.386569577,113.2,33.552458114869296,59.93600000000001,7.574308300395273
1984,45.0,69.97538461538454,2.3752913752913827,0.8079999999999999,0.4072495726495724,3907,1.35,6.418386321,107.3,35.487174578508075,60.717,11.1
1985,51.0,70.49230769230769,2.337878787878793,0.792,0.41511965811965723,4043,1.41,6.007652072000001,101.7,37.4218910421464,61.468999999999994,9.7333
1986,63.0,71.00923076923084,2.3004662004662038,0.82,0.42298974358974384,4249,1.48,9.271105769,96.5,39.35660750578472,62.188,8.3667
1987,85.0,71.52615384615376,2.2630536130536143,0.855,0.43085982905982867,4050,1.55,4.958632150680046,91.6,41.2913239694235,62.876999999999995,7.0
1988,82.0,72.04307692307691,2.225641025641025,0.883,0.4387299145299135,4357,1.62,11.87523598,87.1,43.226040433061826,63.535,5.6333
1989,80.0,72.56000000000006,2.1882284382284354,0.938,0.4466000000000001,4351,1.69,2.8462025810000005,83.0,45.16075689670015,64.157,4.2667
1990,81.0,73,2.15081585081586,0.945,0.45799999999999996,4413,1.76,3.4118122260000003,79.1,46.87924957,64.732,2.9
1991,81.0,73,2.1134032634032707,0.985,0.4652,4647,1.824,7.216088161,75.5,48.88241959,65.251,3.475
1992,87.0,74,2.075990675990681,1.0090000000000001,0.4724,4472,1.8880000000000001,4.660739587968891,72.1,49.2,65.715,4.05
1993,86.0,75,2.0385780885780918,1.074,0.4796,4363,1.952,4.601161075426646,68.8,52.88515091,66.128,4.625
1994,87.0,75,2.0011655011655023,1.111,0.4868,4744,2.016,10.5880004,65.6,54.87975311,66.501,5.2
1995,90.0,76,1.9637529137529128,1.121,0.494,4415,2.08,4.482004050342184,62.5,56.5,66.846,5.775
1996,95.0,76,1.9263403263403234,1.135,0.5012,4883,2.13,12.37287628,59.6,58.84189987,67.175,6.35
1997,94.0,77,1.8889277389277481,1.1440000000000001,0.5084,4735,2.18,4.362847025257722,56.8,60.80403137,67.508,6.925
1998,93.0,77,1.8515151515151587,1.136,0.5156,5005,2.23,7.23855269,54.2,62.74992752,67.86,7.5
1999,91.0,78,1.9,1.162,0.5228,4989,2.28,1.081332562,51.7,64.67798615,68.245,6.9
2000,95.0,78,1.6,1.1740000000000002,0.53,5018,2.33,1.912872981,49.4,66.59100342,68.684,6.3
2001,96.0,79,1.9,1.291,0.5382,5316,2.39,7.3199674539999995,47.2,68.49287415,69.193,5.7667
2002,94.0,79,1.6,1.295,0.5464,5413,2.45,3.1214496560000002,45.2,70.38750458,69.76899999999999,5.2333
2003,91.0,80,1.7,1.258,0.5546,5665,2.51,5.961162155,43.2,72.27878571,70.399,4.7
2004,97.0,80,1.6,1.4340000000000002,0.5628,5866,2.57,4.797018362,41.4,78.2,71.067,4.1667
2005,98.0,81,1.5,1.4980000000000002,0.5710000000000001,5988,2.63,3.2916396839999997,39.6,76.06690216,71.74600000000001,3.6333
2006,97.0,81,1.6,1.535,0.5792,6368,2.7119999999999997,7.574631645,37.9,77.97154236,72.403,3.1
2007,95.0,82,1.7,1.609,0.5874,6518,2.7939999999999996,3.531594152,36.3,79.88748932,73.009,3.9648221343873615
2008,99.0,83,1.4,1.673,0.5956,6827,2.8760000000000003,5.9232776860000005,34.7,81.81393433,73.546,3.814426877470339
2009,99.0,83,1.4,1.639,0.6038,7039,2.958,4.243757321,33.2,83.74913025,74.003,3.6640316205533736
2010,99.0,84,1.4,1.725,0.612,7228,3.04,3.8157179169999997,31.8,85.69132233,74.382,3.5136363636363512
2011,99.0,84,1.365151515151524,1.754,0.623,7526,2.95803921568627,5.2456972969999995,30.4,87.63876343,74.696,3.3632411067193857
2012,99.0,85,1.3277389277389346,1.88,0.634,7671,3.014577677224736,3.009961262,29.0,89.58970642,74.97,3.2128458498023633
2013,99.0,85,1.2903263403263452,1.745,0.64,7935,3.0711161387632018,4.5354242,27.7,91.54239655,75.227,3.062450592885398
2014,99.0,85,1.2529137529137557,1.743,0.645,8064,3.1276546003016534,2.5511096109999998,26.5,91.6,75.477,2.9120553359683754
2015,99.0,85,1.2155011655011663,1.7209999999999999,0.647,8346,3.1841930618401193,4.508409692,25.3,95.46338495130021,75.726,2.76166007905141
2016,99.0,86.51692307692304,1.1780885780885768,1.6909999999999998,0.6590923076923083,8356,3.240731523378585,1.1000000090000002,24.2,97.39810141493854,75.97399999999999,2.6112648221343875
2017,111.6151260504198,87.03384615384618,1.1406759906760016,1.7917850877193047,0.6669623931623931,8613,3.297269984917037,3.1712767744130588,23.1,99.33281787857732,76.218,2.460869565217422
2018,113.02549019607841,87.55076923076933,1.103263403263412,1.8202465214761077,0.674832478632478,8791,3.3538084464555027,3.1116982618708278,22.2,101.26753434221564,76.453,2.3104743083003996
2019,114.43585434173656,88.06769230769225,1.0658508158508226,1.8487079552329106,0.6827025641025646,9024,3.4103469079939686,3.0521197493285968,21.4,103.20225080585396,78.70518644067795,2.160079051383434
2020,115.84621848739471,88.5846153846154,1.0284382284382332,1.8771693889897207,0.6905726495726494,8045.06271186439,3.4668853695324344,2.9925412367863657,-15.36197740112948,105.13696726949274,79.22874576271181,2.0096837944664117
