year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1973,36.68705547652917,55.38666666666654,176.13088235294163,0.498,0.4383400000000002,2.5860000000000003,4.861673506,140.0,55.15877193580013,24.60031698863645,55.793,36.76192511192494
1974,38.34281650071125,56.32923076923066,172.72573529411784,0.486,0.444473846153846,2.648,5.336001101,136.0,56.173606556400046,24.140869118181854,55.948,35.92920227920217
1975,39.998577524893335,57.27179487179478,169.32058823529405,0.509,0.4506076923076936,2.71,2.9235318880000003,131.8,57.18844117699996,23.681421247727258,56.052,35.09647944647918
1976,41.65433854907542,58.2143589743589,165.91544117647118,0.521,0.4567415384615394,2.764,5.049260177,127.3,58.2032757976001,23.221973377272775,56.11,34.263756613756414
1977,43.3100995732575,59.15692307692302,162.5102941176474,0.529,0.46287538461538524,2.818,6.78006173,122.4,59.21811041820001,22.76252550681818,56.141999999999996,33.43103378103365
1978,44.96586059743959,60.099487179486914,159.1051470588236,0.541,0.46900923076923107,2.872,5.3227658369999995,117.5,60.232945038799926,22.303077636363696,56.178000000000004,32.59831094831088
1979,46.62162162162167,61.042051282051034,155.70000000000073,0.531,0.4751430769230769,2.926,2.5774130032964138,112.4,61.24777965940007,21.8436297659091,56.248000000000005,31.76558811558789
1980,44,61.984615384615154,152.29485294117694,0.465,0.4812769230769227,2.98,2.5603340242700767,107.0,62.26261427999998,21.384181895454617,56.394,30.932865282865123
1981,42,62.927179487179274,148.88970588235316,0.39299999999999996,0.4874107692307703,3.0980000000000003,2.5432550452437397,101.5,63.27744890060012,20.92473402500002,56.658,30.100142450142357
1982,42,63.86974358974339,145.48455882352937,0.375,0.49354461538461614,3.216,2.5261760662174098,95.9,64.29228352120003,20.465286154545538,57.058,29.267419617419364
1983,21,64.81230769230751,142.0794117647065,0.396,0.49967846153846196,3.3339999999999996,1.535013739,90.4,65.30711814179995,20.00583828409094,57.601000000000006,28.434696784696598
1984,31,65.75487179487163,138.6742647058827,0.32899999999999996,0.5058123076923078,3.452,1.3369557440000002,85.0,66.32195276240009,19.54639041363646,58.283,27.601973951973832
1985,55,66.69743589743575,135.26911764705892,0.40399999999999997,0.5119461538461536,3.57,0.616595467,79.8,67.336787383,19.086942543181863,59.097,26.769251119251066
1986,50,67.63999999999987,131.86397058823604,0.39899999999999997,0.5180800000000012,3.674,0.189394984,75.1,68.35162200360014,18.627494672727266,60.025,25.936528286528073
1987,53,68.58256410256399,128.45882352941226,0.485,0.524213846153847,3.778,2.513588521,70.7,69.36645662420005,18.168046802272784,61.023999999999994,25.103805453805307
1988,63,69.52512820512811,125.05367647058847,0.483,0.5303476923076929,3.8819999999999997,1.877456711,66.7,70.38129124479997,17.708598931818187,62.044,24.27108262108254
1989,64,70.46769230769223,121.64852941176468,0.499,0.5364815384615387,3.986,0.962191826,63.0,71.39612586540011,17.249151061363705,63.05,19.0
1990,80,70,118.24338235294181,0.478,0.529,4.09,4.831560385,59.6,72.16699982,16.78970319090911,64.0,19.8
1991,61,71,114.83823529411802,0.595,0.5376,4.188,3.5764127560000003,56.3,69.60788000000001,16.330255320454626,64.858,20.6
1992,60,72,111.43308823529424,0.615,0.5462,4.2860000000000005,7.543337489,53.2,74.33824921,15.87080745000003,65.617,20.425
1993,79,74,108.02794117647045,0.6920000000000001,0.5548,4.3839999999999995,7.369523346,50.2,75.42094421,15.411359579545547,66.273,20.25
1994,90,75,104.62279411764757,0.828,0.5634,4.482,6.050367481,47.3,76.49822998,14.95191170909095,66.824,20.075
1995,99,76,139.1,0.895,0.5720000000000001,4.58,6.396570978,44.5,76.995504,14.492463838636354,67.277,19.9
1996,96,77,117.3,0.8059999999999999,0.5806,4.774,1.705589084,41.8,77.883,14.033015968181871,67.65100000000001,22.0
1997,97,79,112.6,0.955,0.5892,4.968,4.2463425,39.3,79.67055511,13.573568097727275,67.97800000000001,21.0
1998,99,80,95.0,1.005,0.5978,5.162000000000001,3.7487261610000004,36.9,81.63798299999999,13.114120227272792,68.28399999999999,20.0
1999,94,81,65.0,0.977,0.6064,5.356,3.449098435,34.7,79.129592,12.654672356818196,68.581,16.3
2000,99,82,59.8,0.978,0.615,5.55,2.152652497,32.8,84.519249,12.195224486363713,68.875,11.8
2001,92,83,60.2,1.006,0.6201,5.71,1.708936396,31.0,87.063829,11.735776615909117,69.16199999999999,12.7
2002,81,83,47.3,1.015,0.6252,5.87,2.340822748,29.3,87.54906,11.276328745454634,69.432,13.1
2003,94,84,55.9,1.097,0.6303,6.03,2.30003827,27.7,86.961151,12.66093175,69.68,15.8
2004,90,85,64.6,1.06,0.6354,6.19,1.850535583,26.2,87.357045,11.2707,69.908,9.9
2005,89,86,62.4,1.07,0.6405,6.35,3.562814501,24.8,87.525839,9.8805,70.124,9.6
2006,96,87,64.7,1.129,0.6456,6.346,3.911948645,23.5,89.20146700000001,8.4902,70.333,6.4
2007,99,88,57.3,1.146,0.6507,6.3420000000000005,3.839765177,22.3,91.10955799999999,7.1,70.542,4.5
2008,98,89,51.9,1.07,0.6558,6.337999999999999,1.27389861,21.2,91.000227,7.25,70.756,6.9
2009,91,89,70.6,1.0490000000000002,0.6609,6.334,2.0650436325063666,20.2,91.08402,7.4,70.97800000000001,6.4
2010,89,90,64.7,1.046,0.6659999999999999,6.33,1.365346664,19.2,91.580238,7.4212,71.21,7.2
2011,89,91,69.2,1.072,0.67,6.458768627451008,2.216720545,18.3,92.574686,7.4424660000000005,71.449,4.5
2012,92,92,43.33014705882397,1.071,0.675,6.559746907993997,1.881061224,17.4,93.680571,7.0,71.692,4.2
2013,92,92,39.92500000000018,0.997,0.6759999999999999,6.660725188536986,1.8466480180000002,16.7,95.04310500000001,7.800059,71.935,3.3
2014,94,93,36.519852941176396,1.0,0.6779999999999999,6.761703469079947,1.42547573,15.9,95.125416,5.762954300000047,72.175,3.0
2015,91,94,33.11470588235352,1.034,0.68,6.862681749622936,2.29877052,15.3,97.7818260009999,5.30350642954545,72.41199999999999,1.9
2016,93,95.91692307692279,29.709558823529733,1.043,0.7020953846153848,6.963660030165926,2.3664586819999998,14.7,98.79666062160004,4.844058559090968,72.64399999999999,0.9548433048430525
2017,109.54054054054086,96.8594871794869,26.304411764705947,1.158824561403506,0.7082292307692306,7.064638310708915,1.9284118002956845,14.2,99.81149524219995,4.384610688636371,72.872,0.12212047212028665
2018,111.19630156472249,97.80205128205102,22.89926470588307,1.1758118572292773,0.7143630769230764,7.165616591251904,1.9113328212693546,13.7,100.8263298628001,3.9251628181818887,73.096,-0.7106023606024792
2019,112.85206258890457,98.74461538461514,19.494117647059284,1.1927991530550486,0.720496923076924,7.266594871794894,1.8942538422430175,13.3,101.84116448340001,3.4657149477272924,75.4063611922852,-1.543325193325245
2020,114.50782361308666,99.68717948717926,16.088970588235497,1.2097864488808199,0.7266307692307699,7.367573152337883,1.8771748632166805,-18.635988700564667,102.85599910400015,3.0062670772728097,75.83448170660438,-2.376048026048238
