year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1976,57.44381223328594,70.68444444444447,4.04,0.5211203418803425,43289,1.534,17.17510373,7.224341025641024,85.7,93.7584793666,30.815850757575618,61.291000000000004,0.10007857142858256
1977,57.93100995732573,71.10564102564103,3.505,0.5247594871794874,43021,1.6280000000000001,1.8999593940000001,8.708665501165797,81.9,93.89022444397688,30.18883121212116,61.238,0.16674285714287862
1978,58.41820768136563,71.5268376068376,3.2880000000000003,0.5283986324786332,49066,1.722,17.05696466,10.192989976690114,78.4,94.02196952135381,29.5618116666667,60.933,0.23340714285717468
1979,58.90540540540542,71.94803418803417,3.9939999999999998,0.532037777777778,58220,1.8159999999999998,20.86925543,11.677314452214432,75.2,94.15371459873074,28.934792121212013,60.435,0.3000714285714423
1980,14,72.36923076923074,3.3339999999999996,0.5356769230769238,54961,1.91,24.75372685,13.161638927739205,72.2,94.28545967610768,28.307772575757554,59.882,0.36673571428573837
1981,13,72.79042735042742,2.285,0.5393160683760687,43444,2.042,7.85434483229912,14.645963403263522,69.5,94.41720475348461,27.680753030302867,59.448,0.433400000000006
1982,18,73.21162393162399,2.119,0.5429552136752136,41651,2.174,3.433978031,16.13028787878784,67.0,94.54894983086155,27.053733484848408,59.275,0.5000642857143021
1983,16,73.63282051282056,2.612,0.5465943589743594,36787,2.306,7.849920675681881,17.614612354312612,64.8,94.68069490823842,26.42671393939395,59.45399999999999,0.5667285714285981
1984,67,74.05401709401713,2.642,0.5502335042735043,35641,2.438,7.847708597373262,19.09893682983693,62.7,94.81243998561536,25.799694393939262,60.001999999999995,0.6333928571428658
1985,86,74.4752136752137,2.866,0.55387264957265,33889,2.57,1.453896263,20.583261305361248,60.7,94.94418506299229,25.172674848484803,60.876999999999995,0.7000571428571618
1986,91,74.89641025641026,2.9939999999999998,0.5575117948717949,32394,2.69,4.647590574,22.06758578088602,59.0,95.07593014036922,24.545655303030117,61.979,0.7667214285714579
1987,94,75.31760683760683,3.2439999999999998,0.5611509401709407,32721,2.81,9.305281391,23.551910256410338,57.4,95.20767521774616,23.918635757575657,63.147,0.8333857142857255
1988,87,75.7388034188034,4.0760000000000005,0.5647900854700856,25058,2.93,7.838860284138785,25.036234731934655,55.9,95.33942029512303,23.2916162121212,64.24600000000001,0.9000500000000216
1989,87,76.15999999999997,4.295,0.5684292307692314,22153,3.05,7.836648205830166,26.520559207459428,54.6,95.47116537249997,22.66459666666651,65.212,0.9667142857143176
1990,83,78,2.728,0.5720000000000001,21187,3.17,57.81782835,28.004883682983746,53.5,95.33419037,22.037577121212053,66.01100000000001,1.0333785714285852
1991,78,78,2.542,0.5755,7653,3.25,7.832224049212927,29.489208158508063,52.4,95.53903961,21.410557575757593,66.653,1.1000428571428813
1992,74,78,3.2,0.579,9611,3.33,32.592211199999994,30.973532634032836,51.4,95.74343872,20.783538030302907,67.191,1.166707142857149
1993,70,78,3.33,0.5825,9331,3.41,30.28982949,32.45785710955715,50.4,95.94512939,20.156518484848448,67.668,1.233371428571445
1994,72,78,3.637,0.586,8602,3.49,3.8545324489999997,33.94218158508147,49.5,96.14141083,19.52949893939376,68.089,1.300035714285741
1995,74,78,3.676,0.5895,7590,3.57,2.1200214980000003,35.42650606060624,48.6,96.32957458,18.902479393939302,68.446,1.3667000000000087
1996,76,79,3.3310000000000004,0.593,8283,3.6519999999999997,11.02078564,36.91083053613056,47.7,96.50691223,18.275459848484843,68.73100000000001,1.4333642857143047
1997,78,79,3.173,0.5965,7718,3.734,21.23793613,38.39515501165488,46.8,96.67072296,17.648440303030156,68.936,1.5000285714286008
1998,76,79,3.259,0.6,8602,3.8160000000000003,34.85709513,39.87947948717965,45.8,96.81829834,17.021420757575697,69.06,1.5666928571428684
1999,81,80,3.157,0.6035,9053,3.898,17.58226601,41.36380396270397,44.9,96.94802856,16.394401212121238,69.108,1.6333571428571645
2000,80,80,3.072,0.607,9755,3.98,1.406474812,42.84812843822829,44.0,97.06272888,13.650089999999999,69.082,1.7000214285714605
2001,78,81,3.516,0.6112,10333,4.004,2.305316984,44.33245291375306,43.1,97.16627502,13.8251,68.983,1.7666857142857282
2002,77,81,3.4960000000000004,0.6154,10751,4.0280000000000005,7.807891187818116,45.81677738927738,42.2,97.26258087,14.0001,68.827,1.8333500000000242
2003,75,82,3.552,0.6196,8181,4.052,7.805679109509497,47.30110186480215,41.4,97.35554504,14.175,68.63600000000001,1.9000142857142919
2004,74,82,4.331,0.6238,12220,4.0760000000000005,54.15777462,48.78542634032647,40.5,97.44905853,14.35,68.437,1.966678571428588
2005,65,83,4.2,0.628,12107,4.1,4.4006171919999995,50.269750815850784,39.6,97.54701996,14.525,68.266,2.033342857142884
2006,59,83,3.563,0.6322,12471,4.16,10.15819958,51.75407529137556,38.7,97.65333557,14.7,68.157,2.1
2007,57,84,2.187,0.6364,12397,4.22,1.3775981480000001,53.238399766899875,37.8,98.1,13.04,68.13,2.1667
2008,69,84,3.197,0.6406,13084,4.28,8.228107104,54.72272424242419,36.8,97.899086,11.38,68.19,2.2333
2009,78,85,3.4939999999999998,0.6448,13172,4.34,3.379299094,52.2,35.7,98.03595734,9.72,68.34,2.3
2010,74,85,3.6439999999999997,0.649,13620,4.4,6.402564845,55.36,34.6,98.17983246,8.06,68.567,2.3667
2011,79,86,4.232,0.6559999999999999,14203,4.812368627450979,7.5464712,58.52,33.6,98.0,6.4,68.848,2.4333
2012,69,86,4.656000000000001,0.659,15664,4.902150527903473,13.93643017,61.68,32.5,98.48157501,8.243147121212132,69.148,2.5
2013,68,87,4.881,0.6579999999999999,16308,4.991932428355966,6.572160297999999,64.84,31.5,98.63594055,7.616127575757446,69.437,2.566657142857167
2014,64,87,4.808,0.649,15901,5.081714328808459,0.7,68.0,30.5,98.79060364,6.989108030302987,69.7,2.633321428571435
2015,58,87,4.619,0.649,15804,5.171496229260924,4.8,68.1833,29.5,98.89653738429996,6.3620884848485275,69.929,2.699985714285731
2016,63,87.53230769230765,4.529,0.6666861538461539,17423,5.261278129713418,11.0,68.3667,28.6,99.0282824616769,5.735068939393841,70.122,2.766650000000027
2017,77.41891891891896,87.95350427350434,4.3612525062656715,0.6703252991452997,16647,5.351060030165911,7.7747100131888285,68.55,27.7,99.16002753905383,5.108049393939382,70.294,2.8333142857142946
2018,77.90611664295875,88.3747008547009,4.4042606084176015,0.6739644444444446,16291,5.440841930618404,7.772497934880209,68.7333,26.8,99.29177261643076,4.481029848484695,70.454,2.8999785714285906
2019,78.39331436699865,88.79589743589747,4.447268710569531,0.6776035897435904,16303,5.530623831070898,7.77028585657159,68.9167,25.9,99.4235176938077,3.854010303030236,73.39108240794849,2.9666428571428867
2020,78.88051209103844,89.21709401709404,4.490276812721461,0.6812427350427352,9265.413559322013,5.620405731523391,7.768073778262971,69.1,2.558700564971332,99.55526277118457,3.226990757575777,73.72560549386321,3.0333071428571543
