year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,49.648648648648646,63.945299145299145,1.133,0.46289401709401723,23570,0.36,7.900798476780123,-16.524850582750332,192.0,91.65055812856923,40.84816348484833,48.022,-0.9665499999999838
1961,50.13584637268855,64.36649572649571,1.165,0.466533162393163,25519,0.41,7.898586398471504,-15.040526107226015,181.0,91.78230320594616,40.22114393939387,49.222,-0.8998857142856878
1962,50.623044096728336,64.78769230769228,1.175,0.4701723076923079,25997,0.46,7.896374320162884,-13.556201631701697,171.0,91.91404828332304,39.59412439393941,50.409,-0.8332214285714201
1963,51.110241820768124,65.20888888888885,1.19,0.47381145299145366,24748,0.51,7.894162241854265,-12.071877156176924,161.7,92.04579336069997,38.96710484848472,51.58,-0.7665571428571241
1964,51.597439544808026,65.63008547008553,1.117,0.47745059829059855,26849,0.56,7.891950163545646,-10.587552680652607,153.0,92.17753843807691,38.340085303030264,52.73,-0.699892857142828
1965,52.084637268847814,66.0512820512821,2.3040000000000003,0.4810897435897443,28334,0.61,7.889738085237027,-9.10322820512829,145.2,92.30928351545384,37.71306575757558,53.839,-0.6332285714285604
1966,52.5718349928876,66.47247863247867,3.2,0.4847288888888892,28857,0.7020000000000001,7.887526006928407,-7.618903729603517,137.9,92.44102859283078,37.08604621212112,54.885,-0.5665642857142643
1967,53.059032716927504,66.89367521367524,2.0540000000000003,0.488368034188035,27265,0.794,7.885313928619788,-6.134579254079199,131.1,92.57277367020765,36.45902666666666,55.85,-0.49989999999996826
1968,53.54623044096729,67.3148717948718,2.127,0.49200717948717987,31057,0.8859999999999999,7.883101850311169,-4.650254778554881,124.8,92.70451874758459,35.83200712121197,56.723,-0.4332357142857006
1969,54.033428165007194,67.73606837606837,2.359,0.49564632478632475,31060,0.978,3.24418646,-3.165930303030109,118.9,92.83626382496152,35.204987575757514,57.5,-0.36657142857140457
1970,54.52062588904698,68.15726495726494,2.4090000000000003,0.49928547008547053,29928,1.07,4.544357064,-1.6816058275057912,113.4,92.96800890233845,34.577968030303055,58.201,-0.29990714285713693
1971,55.00782361308677,68.57846153846151,2.812,0.5029246153846154,30738,1.1440000000000001,5.374552532999999,-0.19728135198147356,108.2,93.09975397971539,33.95094848484837,58.856,-0.23324285714284088
1972,55.49502133712667,68.99965811965819,2.786,0.5065637606837612,28634,1.218,3.735303787,1.2870431235432989,103.3,93.23149905709226,33.32392893939391,59.483999999999995,-0.16657857142854482
1973,55.98221906116646,69.42085470085476,2.7960000000000003,0.5102029059829061,32346,1.2919999999999998,4.418755565,2.7713675990676165,98.6,93.3632441344692,32.69690939393922,60.086000000000006,-0.09991428571427718
1974,56.46941678520625,69.84205128205133,2.733,0.5138420512820518,32963,1.3659999999999999,16.11336735,4.255692074592389,94.1,93.49498921184613,32.06988984848476,60.644,-0.03324999999998113
1975,56.95661450924615,70.2632478632479,2.835,0.5174811965811967,37189,1.44,12.49066467,5.740016550116707,89.8,93.62673428922307,31.442870303030304,61.078,0.03341428571431493
