year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1988,74,88.51418803418804,95.06647058823546,1.589,0.58505641025641,8324,3.73,4.059821002,80.34799548277806,37.5,89.9514539184155,-0.6518170000000509,69.436,17.735796652173917
1989,78,88.62461538461537,92.24205882352908,1.5819999999999999,0.5904000000000007,8425,3.76,3.4174266560000004,80.69449463579895,36.2,90.26764240210002,-0.3602519090909482,69.59100000000001,17.345180739130456
1990,88,88,89.4176470588236,1.672,0.5920000000000001,8602,3.79,6.042038477999999,81.04099378881983,35.1,89.9,-0.06868681818184541,69.75,16.95456482608688
1991,84,89,86.59323529411813,1.6340000000000001,0.5981,8627,3.81,2.277231497,81.38749294184072,33.9,90.71046448,0.22287827272725735,69.936,16.56394891304342
1992,78,89,83.76882352941175,1.744,0.6042,8826,3.83,5.032677497,81.7339920948616,32.8,91.09864807,0.5144433636363601,70.161,8.1
1993,88,89,80.94441176470627,1.767,0.6103,9156,3.85,2.365650574,82.08049124788249,31.8,91.48412323,0.8060084545454629,70.433,9.975
1994,85,89,78.11999999999989,1.834,0.6164,9456,3.87,5.835811494,82.42699040090338,30.7,91.86418915,1.0975735454545656,70.752,11.85
1995,85,89,69.7,1.591,0.6225,9781,3.89,5.202437593,82.77348955392426,29.6,91.2,1.3891386363635547,71.112,13.725
1996,85,89,71.8,1.59,0.6286,9822,3.94,2.055854712,83.11998870694515,28.6,92.59725952,1.6807037272726575,71.497,15.6
1997,84,90,67.2,1.6780000000000002,0.6347,10028,3.99,3.430293678,83.46648785996604,27.6,92.94485474,1.9722688181817603,71.887,16.8333
1998,73,90,60.1,1.68,0.6408,9931,4.04,0.56978409,83.81298701298692,26.6,93.27621459999999,2.263833909090863,72.264,18.0667
1999,74,90,62.3,1.4180000000000001,0.6469,9393,4.09,3.8495393096802815,84.3,25.7,93.58973694,2.555398999999966,72.619,19.3
2000,79,90,66.7,1.433,0.653,9525,4.14,4.419993,84.56,24.9,95.2,2.8469640909090685,72.945,16.2
2001,80,90,68.9,1.3719999999999999,0.6577,9562,4.188,1.677898308,84.82,24.1,94.17554474,3.1385291818181713,73.241,20.8
2002,81,90,70.2,1.338,0.6624,9679,4.236000000000001,2.503980465,85.08,23.4,94.45563507,3.430094272727274,73.517,14.7
2003,92,90,56.4,1.361,0.6671,9934,4.284,3.9182719039999996,85.34,22.7,94.73238373,3.721659363636377,73.777,12.8
2004,89,90,47.7,1.288,0.6718,10335,4.332,5.333022067,85.6,22.1,95.0096817,4.01322445454548,74.02600000000001,11.8
2005,93,91,42.1,1.4069999999999998,0.6765,10690,4.38,4.706555934,85.86,21.5,96.8,4.0,74.265,10.4
2006,93,91,40.0,1.435,0.6812,11279,4.46,6.697515257999999,86.12,20.8,95.58152771,3.95,74.5,10.5
2007,93,91,38.8,1.406,0.6859,11908,4.54,6.900627655,86.38,20.2,95.88293457,3.9,74.732,10.6
2008,92,91,35.9,1.515,0.6906,12151,4.62,3.5468048860000003,86.64,19.6,96.806763,5.17,74.962,10.7
2009,92,91,34.6,1.599,0.6953,12153,4.7,1.651549245,86.9,19.0,96.057229,6.44,75.193,9.3
2010,88,91,33.4,1.6580000000000001,0.7,12534,4.78,3.971800705,87.82,18.4,96.788995,6.6933,75.42399999999999,8.1
2011,85,91,30.105000000000473,1.6480000000000001,0.7070000000000001,13300,4.66541176470588,6.589511516,88.74,17.8,96.6936,6.9467,75.655,6.6
2012,91,91,27.28058823529409,1.704,0.7120000000000001,13660,4.707610859728504,4.043943806000001,89.66,17.2,97.032176,7.2,75.882,7.1
2013,91,91,24.456176470588616,1.892,0.72,14120,4.749809954751129,4.874065579,90.58,16.7,97.779418,6.9096,76.105,6.1
2014,90,91,21.631764705882233,1.758,0.7240000000000001,14620,4.792009049773753,4.39360834,91.5,16.1,97.790938,6.619165,76.322,5.7
2015,91,91,18.80735294117676,1.7830000000000001,0.727,14883,4.834208144796378,3.052016573,91.15,15.6,98.48854297790001,5.56,76.531,5.5
2016,91,91.60615384615383,15.982941176470376,1.739,0.7346769230769237,15024,4.876407239819002,1.960049844,90.8,15.1,98.80473146158465,7.512005545454485,76.732,6.798551086956536
2017,104.8063063063064,91.71658119658119,13.158529411764903,1.7264880952380963,0.7400205128205126,15059,4.918606334841627,3.2029361398668783,90.45,14.7,99.12091994526929,7.803570636363588,76.925,6.407935173913074
2018,106.31247036510194,91.82700854700855,10.33411764705852,1.7345418287097054,0.7453641025641033,15291,4.960805429864251,3.1670137415439115,90.1,14.2,99.43710842895393,8.095135727272691,77.109,6.017319260869499
2019,107.81863442389749,91.9374358974359,7.509705882353046,1.7425955621813145,0.7507076923076923,15622,5.003004524886876,3.1310913432209446,89.75,13.8,99.75329691263858,8.386700818181794,78.89971770894215,5.626703347826037
2020,109.32479848269304,92.04786324786323,4.685294117647572,1.7506492956529236,0.756051282051283,14382.951412429335,5.0452036199095005,3.095168944897978,89.4,-9.010169491525176,100.0694853963231,8.678265909090896,79.23515236703679,5.236087434782576
