year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1975,89.28805120910384,100.0,1.816176470588232,7.1160000000000005,0.732499145299145,23919,4.22,3.670426751689263,23.0,100.0,71.11463415,-0.259999999999998
1976,89.22617354196302,100.0,1.7780882352941063,7.638999999999999,0.7366670085470082,25058,4.172,4.578445396,21.1,100.0,71.56585366,-0.24272727272727224
1977,89.1642958748222,100.0,1.7399999999999949,7.355,0.7408348717948714,26220,4.124,5.079980839,19.4,100.0,71.91463415,-0.22545454545454646
1978,89.10241820768137,100.0,1.7019117647058835,7.53,0.7450027350427346,26146,4.0760000000000005,3.466117169913076,18.1,100.0,72.01219512,-0.2081818181818207
1979,89.04054054054055,100.0,1.6638235294117578,8.078,0.7491705982905978,27619,4.0280000000000005,5.356699873,17.1,100.0,72.31219512,-0.19090909090909491
1980,90,100.0,1.6257352941176464,6.867999999999999,0.7533384615384611,28258,3.98,1.731485369,16.3,100.0,72.46341463,-0.17363636363636203
1981,90,100.0,1.5876470588235208,7.375,0.7575063247863243,28174,3.94,3.2618075881368895,15.5,100.0,72.81219512,-0.15636363636363626
1982,90,100.0,1.5495588235294093,7.08,0.7616741880341875,28673,3.9,2.011254376,14.8,100.0,72.96097561,-0.1390909090909105
1983,90,100.0,1.5114705882352837,6.831,0.7658420512820507,29562,3.86,2.973088013,14.0,100.0,73.01219512,-0.12181818181818471
1984,90,100.0,1.4733823529411723,7.165,0.770009914529914,29655,3.82,0.051275253,13.3,100.0,73.61219512,-0.10454545454545894
1985,90,100.0,1.4352941176470466,7.178,0.7741777777777772,30298,3.78,2.498678494,12.6,100.0,73.81463415,-0.08727272727272606
1986,90,100.0,1.3972058823529352,7.087000000000001,0.7783456410256404,30973,3.782,2.301392755,11.9,100.0,74.31707317,-0.07000000000000028
1987,90,100.0,1.3591176470588238,7.553,0.7825135042735036,31449,3.784,1.357167997,11.1,100.0,74.76829268,-0.05272727272727451
1988,90,100.0,1.3210294117646981,6.959,0.7866813675213669,32356,3.786,3.2958802560000002,10.5,100.0,75.21707317,-0.035454545454548736
1989,90,100.0,1.2829411764705867,7.034,0.7908492307692301,33600,3.7880000000000003,3.887074761,10.0,100.0,75.26585366,-0.018181818181815856
1990,90,100,1.244852941176461,8.065,0.794,34698,3.79,4.345641565,9.5,100,75.56829268,-0.0009090909090900823
1991,90,100,1.2067647058823496,8.478,0.7983,35535,3.7939999999999996,3.441627387,9.1,100,75.61707317,0.016363636363635692
1992,90,100,1.168676470588224,7.7170000000000005,0.8026,35882,3.798,2.093524719,8.6,100,75.81707317,0.033636363636361466
1993,90,100,1.1305882352941126,7.702999999999999,0.8069,35775,3.802,0.526809483,8.0,100,76.06829268,0.05090909090908724
1994,90,100,1.0925000000000011,7.7,0.8112,36494,3.806,2.402118754,7.4,100,76.4195122,0.06818181818182012
1995,90,100,1.0,8.036,0.8155,37410,3.81,2.667983671,6.8,100,76.66829268,0.0854545454545459
1996,90,100,1.2,8.44,0.8198,38237,3.8139999999999996,2.398314295,6.3,100,76.87073171,0.10272727272727167
1997,90,100,0.8,8.397,0.8241,38994,3.818,2.20501964,6.0,100,77.31951219999999,0.11999999999999744
1998,82,100,1.0,8.338,0.8284,40346,3.822,3.559966919,5.7,100,77.67073171,0.13727272727272322
1999,74,100,0.8,8.16,0.8327,41699,3.826,3.5899877510000002,5.6,100,77.87560976,0.1545454545454561
2000,81,100,1.0,8.222999999999999,0.8370000000000001,43004,3.83,3.368407715,5.5,100,78.12682927,0.17181818181818187
2001,84,100,0.9,8.701,0.8413,43382,3.8339999999999996,1.35051608,5.4,100,78.57560976,0.18909090909090764
2002,83,100,0.8,8.876,0.8456,43882,3.838,1.655854943,5.3,100,78.67804878,0.20636363636363342
2003,84,100,0.6,9.523,0.8499,44080,3.842,0.756156576,5.2,100,78.63170732,0.2236363636363663
2004,83,100,0.7,9.512,0.8542,45006,3.846,2.705743088,5.1,100,79.18048780000001,0.1
2005,86,100,0.7,9.616,0.8585,45703,3.85,2.140682596,4.9,100,79.33170732,0.1
2006,83,100,0.7,9.256,0.8628,47048,3.8539999999999996,3.350831358,4.8,100,79.8804878,0.1
2007,85,100,0.5,8.907,0.8671,48644,3.858,3.621510423,4.6,100,80.18048780000001,0.4
2008,83,100,0.5,8.852,0.8714,49200,3.862,1.547263839,4.5,100,80.43170732,0.5
2009,83,100,0.5,8.082,0.8757,47224,3.866,1.3549181582258996,4.4,100,80.33170732,0.7
2010,86,100,0.6,8.627,0.88,47976,3.87,1.9286730559999998,4.3,100,80.5804878,0.5
2011,89,100,0.4449999999999932,8.309,0.884,49212,3.872,2.807999932,4.2,100,80.98292683,0.4
2012,92,100,0.40691176470588175,7.9510000000000005,0.887,49322,3.8739999999999997,0.7457560999999999,4.1,100,80.93658537,0.3
2013,95,100,0.3688235294117561,7.922999999999999,0.892,49047,3.8760000000000003,0.124223545,3.9,100,81.13658537,0.3
2014,98,100,0.3307352941176447,7.436,0.892,48987,3.878,0.644844832,3.8,100,81.4902439,0.2
2015,93,100,0.29264705882351905,7.688,0.893,48992,3.88,0.963058399,3.7,100.0,81.1902439,0.4309090909090898
2016,87,100.0,0.2545588235294076,7.747000000000001,0.9033815384615389,49454,3.88,1.480730721,3.6,100.0,81.64146341,0.44818181818181557
2017,86.6891891891892,100.0,0.2164705882352962,9.213683583959906,0.9075494017094021,50364,3.88,0.8100926068227352,3.6,100.0,81.64390244,0.46545454545454135
2018,86.62731152204837,100.0,0.17838235294117055,9.275337524846606,0.9117172649572653,51273,3.88,0.7419894128973397,3.5,100.0,81.69268293,0.4827272727272742
2019,86.56543385490754,100.0,0.14029411764705912,9.336991465733306,0.9158851282051286,51540,3.88,0.6738862189719441,3.5,100.0,82.56733959582698,0.5
2020,86.50355618776672,100.0,0.10220588235293349,9.398645406620005,0.9200529914529918,54806.53163841809,3.88,0.605783025046577,-4.298418079095882,100.0,82.81300990699299,0.5172727272727258
