year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,100.02702702702703,100.0,1.0499999999999998,6.5729999999999995,0.7168341880341877,17074,5.27,3.507522741374025,93.556832945591,19.6,100.0,73.00560976,1.4518181818181901
1961,99.9914651493599,100.0,1.0492647058823528,6.482,0.7205494017094018,17939,5.29,5.681537344,93.5794111444653,19.2,100.0,73.47439024,1.430909090909097
1962,99.95590327169276,100.0,1.0485294117647057,6.767,0.724264615384616,18647,5.31,4.258772994,93.60198934333958,18.6,100.0,73.3504878,1.4100000000000037
1963,99.92034139402561,100.0,1.0477941176470587,7.25,0.7279798290598292,19461,5.33,5.327897811000001,93.62456754221388,17.9,100.0,73.55536585,1.3890909090909176
1964,99.88477951635848,100.0,1.0470588235294116,7.855,0.7316950427350433,20620,5.35,6.821456714,93.64714574108817,17.1,100.0,73.73317073,1.3681818181818244
1965,99.84921763869133,100.0,1.0463235294117645,8.079,0.7354102564102565,21450,5.37,3.8214531480000002,93.66972393996247,16.3,100.0,73.86170732,1.3472727272727312
1966,99.8136557610242,100.0,1.0455882352941175,9.288,0.7391254700854706,21898,5.392,2.090836479,93.69230213883677,15.5,100.0,74.07853659,1.326363636363645
1967,99.77809388335706,100.0,1.0448529411764704,8.755,0.7428406837606838,22572,5.414,3.365497939,93.71488033771107,14.9,100.0,74.12243902,1.3054545454545519
1968,99.74253200568991,100.0,1.0441176470588234,9.773,0.7465558974358979,23374,5.436,3.6382523339999997,93.73745853658536,14.4,100.0,73.97292683,1.2845454545454587
1969,99.70697012802277,100.0,1.0433823529411763,10.796,0.7502711111111111,24353,5.457999999999999,5.009649556,93.76003673545966,13.9,100.0,74.08487805,1.2636363636363726
1970,99.67140825035563,100.0,1.0426470588235293,11.459000000000001,0.7539863247863252,25268,5.48,6.042008752,93.78261493433396,13.4,100.0,74.64926829,1.2427272727272793
1971,99.63584637268849,100.0,1.0419117647058822,10.44,0.7577015384615384,25687,5.496,0.944646242,93.80519313320825,12.9,100.0,74.62390244,1.2218181818181861
1972,99.60028449502134,100.0,1.0411764705882351,10.423,0.7614167521367525,26282,5.5120000000000005,2.288738796,93.82777133208255,12.3,100.0,74.71804878,1.2009090909091
1973,99.5647226173542,100.0,1.040441176470588,10.708,0.7651319658119657,27223,5.528,3.967981131,93.85034953095685,11.6,100.0,74.86731707,1.1800000000000068
1974,99.52916073968707,100.0,1.039705882352941,9.765,0.7688471794871798,28130,5.544,3.19819563,93.87292772983113,10.9,100.0,74.9804878,1.1590909090909136
1975,99.49359886201992,100.0,1.038970588235294,9.852,0.7725623931623931,28305,5.56,2.5528626759999997,93.89550592870543,10.3,100.0,74.98463415,1.1381818181818204
1976,99.45803698435279,100.0,1.038235294117647,10.731,0.7762776068376072,28791,5.582000000000001,1.05810486,93.91808412757973,9.8,100.0,74.96926829,1.1172727272727343
1977,99.42247510668564,100.0,1.0374999999999999,10.390999999999998,0.7799928205128204,28276,5.604,2.953532682331371,93.94066232645403,9.4,100.0,75.3797561,1.096363636363641
1978,99.3869132290185,100.0,1.0367647058823528,9.601,0.7837080341880345,28156,5.626,1.751548043,93.96324052532833,9.0,100.0,75.46902439,1.0754545454545479
1979,99.35135135135137,100.0,1.0360294117647058,10.224,0.7874232478632477,28993,5.648,3.840003515,93.98581872420263,8.7,100.0,75.52414634,1.0545454545454618
1980,99,100.0,1.0352941176470587,8.622,0.7911384615384618,29162,5.67,1.6999714190000002,94.00839692307692,8.4,100.0,75.74097561,1.0336363636363686
1981,99,100.0,1.0345588235294116,8.332,0.794853675213675,28954,5.678,0.454830446,94.2,8.2,100.0,76.02609756,1.0127272727272754
1982,99,100.0,1.0338235294117646,7.472,0.7985688888888891,29278,5.686,1.248664676,94.1833,8.0,100.0,76.32731707,0.9918181818181893
1983,99,100.0,1.0330882352941175,6.9910000000000005,0.8022841025641023,29785,5.694,1.90063869,94.1667,7.8,100.0,76.55170732,0.970909090909096
1984,99,100.0,1.0323529411764705,6.869,0.8059993162393164,30692,5.702000000000001,4.229535244,94.15,7.7,100.0,76.81585366,0.9500000000000028
1985,99,100.0,1.0316176470588234,7.459,0.8097145299145296,31168,5.71,2.160373742,94.1333,7.6,100.0,76.66780488,0.9290909090909167
1986,99,100.0,1.0308823529411764,7.393,0.8134297435897437,31931,5.716,2.691323192,94.1167,7.5,100.0,76.93121951,0.9081818181818235
1987,99,100.0,1.030147058823529,7.086,0.817144957264957,32830,5.722,3.353842968,94.1,7.4,100.0,77.09219512,0.8872727272727303
1988,99,100.0,1.029411764705882,6.781000000000001,0.820860170940171,33593,5.728,2.559038704,94.0833,7.3,100.0,76.97926829,0.8663636363636442
1989,99,100.0,1.028676470588235,6.517,0.8245753846153843,34393,5.734,2.654806911,94.0667,7.2,100.0,77.72682927,0.845454545454551
1990,99,100,1.027941176470588,6.7170000000000005,0.815,34531,5.74,0.7546747509999999,94.05,7.0,100,77.53682927,0.8245454545454578
1991,99,100,1.0272058823529409,6.696000000000001,0.8212,33904,5.747999999999999,2.4973055748844786,94.0333,6.6,100,77.66682927,0.8036363636363717
1992,99,100,1.0264705882352938,6.617000000000001,0.8274,33315,5.756,2.4647179243525557,94.0167,6.2,100,77.99878049,0.7827272727272785
1993,99,100,1.0257352941176467,6.565,0.8336,32438,5.763999999999999,2.4321302738206327,94.0,5.7,100,78.0604878,0.7618181818181853
1994,99,100,1.0249999999999997,6.803999999999999,0.8398,33525,5.772,4.087601987,93.9833,5.2,100,78.6502439,0.7409090909090992
1995,99,100,0.9,6.71,0.846,34690,5.78,4.0243065410000005,93.9667,4.8,100,78.7404878,0.720000000000006
1996,99,100,1.1,7.136,0.8522,35161,5.787999999999999,1.5178612390000001,93.95,4.5,100,78.95902439,0.6990909090909128
1997,99,100,1.0,6.556,0.8584,36164,5.796,2.900482859,93.9333,4.3,100,79.19756098,0.6781818181818267
1998,99,100,1.1,6.619,0.8646,37677,5.803999999999999,4.226791693,93.9167,4.2,100,79.33902439,0.6572727272727334
1999,99,100,1.1,6.294,0.8708,39337,5.812,4.530152752,93.9,4.1,100,79.44146341,0.6363636363636402
2000,99,100,1.0,6.162000000000001,0.877,41138,5.82,4.735287133,94.12,4.1,100,79.64390244,0.6154545454545541
2001,99,100,0.9,6.2589999999999995,0.8794,41673,5.827999999999999,1.563410279,94.34,4.1,100,79.79512195,0.5945454545454609
2002,99,100,1.1,6.349,0.8818,42399,5.836,2.073577213,94.56,4.0,100,79.84634146,0.5736363636363677
2003,99,100,0.9,6.392,0.8842,43239,5.843999999999999,2.3857402359999997,94.78,3.9,100,80.09512195,0.5527272727272745
2004,99,100,1.2,6.277,0.8866,44926,5.852,4.32052981,95.0,3.7,100,80.49756098,0.4
2005,98,100,0.9,5.968999999999999,0.889,46007,5.86,2.818329618,95.22,3.6,100,80.54634146,1.0
2006,98,100,1.0,5.912999999999999,0.8914,47899,5.856,4.688127152,95.44,3.5,100,80.74878049,0.3
2007,98,100,1.2,5.774,0.8938,49165,5.852,3.404948895,95.66,3.3,100,80.9,0.4
2008,98,100,0.9,5.502000000000001,0.8962,48512,5.848,1.9433155158418316,95.88,3.2,100,81.1,0.4
2009,98,100,1.0,5.072,0.8986,45601,5.843999999999999,1.9107278653099087,96.1,3.1,100,81.35121951,0.3
2010,98,100,1.0,5.646,0.9009999999999999,47923,5.84,5.988926547,95.8,3.1,100,81.45121951,0.3
2011,98,100,1.0124999999999997,5.187,0.903,48837,5.834,2.664407951,95.5,3.0,100,81.80243902,0.4
2012,98,100,1.0117647058823527,4.876,0.904,48332,5.827999999999999,1.81296491371414,95.2,3.0,100,81.70487805,0.4
2013,98,100,1.0110294117647056,4.668,0.9059999999999999,48518,5.822,1.2412049170000001,94.9,2.9,100,81.95609756,0.5
2014,98,100,1.0102941176470586,4.4639999999999995,0.909,49289,5.816,2.604326565,94.6,2.9,100,82.25365854,0.3
2015,98,100,1.0095588235294115,4.44,0.9129999999999999,50944,5.81,4.084960074,94.4667,2.9,100.0,82.20487805,0.30181818181818443
2016,98,100.0,1.0088235294117645,4.581,0.9248861538461535,51658,5.808,3.177734937,94.3333,2.8,100.0,82.30731707,0.2809090909090983
2017,98.00000000000001,100.0,1.0080882352941174,4.887305764411053,0.9286013675213676,52039,5.806,1.6500266610545395,94.2,2.7,100.0,82.4097561,0.2600000000000051
2018,97.96443812233287,100.0,1.0073529411764703,4.802367729669015,0.9323165811965808,52711,5.803999999999999,1.6174390105226166,94.0667,2.7,100.0,82.55853659,0.2390909090909119
2019,97.92887624466573,100.0,1.0066176470588233,4.717429694926977,0.9360317948717949,53145,5.8020000000000005,1.5848513599906937,93.9333,2.6,100.0,82.83618579923433,0.2181818181818258
2020,97.8933143669986,100.0,1.0058823529411762,4.632491660184968,0.939747008547009,52854.64858757076,5.8,1.552263709458785,93.8,-0.33333333333325754,100.0,83.00811033346866,0.1972727272727326
