year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,80.3063063063064,100.0,3.5615384615384613,5.909,0.6547846153846137,13329,3.65,5.349142734781793,86.9817038461538,28.5,100.0,69.86829268,0.09999999999999999
1961,80.68302513039362,100.0,3.515384615384619,6.046,0.65935846153846,13907,3.678,5.506272437000001,87.04534230769227,27.0,100.0,70.11707317,0.09999999999999999
1962,81.05974395448084,100.0,3.4692307692307622,6.334,0.6639323076923063,14535,3.7060000000000004,6.672174626,87.10898076923073,25.7,100.0,70.31463415,0.09999999999999999
1963,81.43646277856806,100.0,3.42307692307692,6.985,0.6685061538461525,15068,3.734,5.347173767,87.17261923076919,24.5,100.0,70.51463415,0.09999999999999999
1964,81.81318160265539,100.0,3.3769230769230774,7.127999999999999,0.6730799999999988,15890,3.762,6.518338302999999,87.23625769230765,23.4,100.0,70.66341463,0.09999999999999999
1965,82.18990042674261,100.0,3.330769230769235,7.182,0.677653846153845,16514,3.79,4.778035177,87.2998961538461,22.3,100.0,70.81219512,0.09999999999999999
1966,82.56661925082983,100.0,3.2846153846153783,7.022,0.6822276923076913,17196,3.826,5.214008052,87.36353461538458,21.4,100.0,70.96097561,0.09999999999999999
1967,82.94333807491705,100.0,3.238461538461536,7.465,0.6868015384615376,17851,3.862,4.688158821,87.42717307692304,20.6,100.0,71.16097561,0.09999999999999999
1968,83.32005689900427,100.0,3.1923076923076934,7.667000000000001,0.6913753846153838,18499,3.898,4.25902469,87.4908115384615,19.9,100.0,71.3097561,0.09999999999999999
1969,83.6967757230916,100.0,3.146153846153851,8.182,0.6959492307692301,19613,3.9339999999999997,6.9905305339999995,87.55444999999996,19.1,100.0,71.45853659,0.09999999999999999
