year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1970,84.07349454717883,100.0,3.0999999999999943,8.627,0.7005230769230764,20558,3.97,5.727118376,87.61808846153842,18.2,100.0,71.65853659,0.09999999999999999
1971,84.45021337126605,100.0,3.053846153846152,9.012,0.7050969230769226,21342,3.986,5.34571156,87.68172692307688,17.4,100.0,71.90731707,0.09999999999999999
1972,84.82693219535327,100.0,3.0076923076923094,9.283999999999999,0.7096707692307689,22096,4.002,4.541578928,87.74536538461534,16.6,100.0,72.10731707,0.09999999999999999
1973,85.2036510194406,100.0,2.961538461538467,9.886000000000001,0.7142446153846151,23107,4.018,6.310450659,87.80900384615381,16.0,100.0,72.35609756,0.09999999999999999
1974,85.58036984352782,100.0,2.9153846153846104,9.472000000000001,0.7188184615384614,23626,4.034,4.291351832,87.87264230769227,15.4,100.0,72.60487805,0.09999999999999999
1975,85.95708866761504,100.0,2.869230769230768,8.424,0.7233923076923077,23346,4.05,4.003028348853405,87.93628076923073,14.9,100.0,72.85365854,0.09999999999999999
1976,86.33380749170226,100.0,2.8230769230769255,9.479,0.7279661538461522,24271,4.056,4.314246107,87.9999192307692,14.5,100.0,73.10243902,0.09999999999999999
1977,86.71052631578948,100.0,2.776923076923083,8.978,0.7325399999999984,25011,4.062,3.451368946,88.06355769230765,13.9,100.0,73.35121951,0.09999999999999999
1978,87.08724513987681,100.0,2.7307692307692264,9.413,0.7371138461538447,25899,4.0680000000000005,3.9788058530000003,88.12719615384611,13.4,100.0,73.60243902,0.09999999999999999
1979,87.46396396396403,100.0,2.684615384615384,9.814,0.7416876923076909,26704,4.074,3.559112323,88.19083461538457,12.8,100.0,73.85121951,0.09999999999999999
1980,79,100.0,2.6384615384615415,9.339,0.7462615384615372,26991,4.08,1.5881889880000002,88.25447307692305,12.4,100.0,74.05121951,0.09999999999999999
1981,79,100.0,2.592307692307699,8.367,0.7508353846153835,27137,4.106,1.077744601,88.31811153846151,11.9,100.0,74.3,0.09999999999999999
1982,85,100.0,2.5461538461538424,8.003,0.7554092307692297,27668,4.132,2.508531254,88.38174999999997,11.5,100.0,74.5,0.09999999999999999
1983,90,100.0,2.5,7.702999999999999,0.759983076923076,27896,4.158,1.256296474,88.44538846153843,11.1,100.0,74.8,0.09999999999999999
1984,94,100.0,2.4538461538461576,7.35,0.7645569230769222,28158,4.184,1.524469431,88.50902692307689,10.7,100.0,75.0,0.09999999999999999
1985,95,100.0,2.407692307692301,7.23,0.7691307692307685,28492,4.21,1.623244589,88.57266538461535,10.4,100.0,75.3,0.09999999999999999
1986,96,100.0,2.3615384615384585,6.917000000000001,0.7737046153846148,29037,4.242,2.351242289,88.63630384615381,10.1,100.0,75.6,0.09999999999999999
1987,88,100.0,2.315384615384616,6.732,0.778278461538461,29643,4.274,2.577322066,88.69994230769228,9.8,100.0,75.8,0.09999999999999999
1988,79,100.0,2.2692307692307736,6.6,0.7828523076923073,30904,4.306,4.733954269,88.76358076923074,9.6,100.0,76.1,0.09999999999999999
1989,95,100.0,2.223076923076917,6.888999999999999,0.7874261538461536,31931,4.338,4.353231141,88.8272192307692,9.3,100.0,76.34878049,0.09999999999999999
1990,94,100,2.1769230769230745,7.016,0.779,32669,4.37,2.9140097010000003,88.89085769230766,9.0,100,76.6,0.09999999999999999
1991,94,100,2.130769230769232,7.4110000000000005,0.7859999999999999,32816,4.422,1.039105331,88.95449615384612,8.6,100,76.84878049,0.09999999999999999
1992,94,100,2.0846153846153896,7.196000000000001,0.7929999999999999,33178,4.474,1.599671214,89.01813461538458,8.1,100,77.1,0.09999999999999999
1993,94,100,2.038461538461533,6.803999999999999,0.8,32830,4.526,2.3876910857393057,89.08177307692304,7.5,100,77.3,0.09999999999999999
1994,96,100,1.9923076923076906,6.7589999999999995,0.807,33483,4.578,2.345385593,89.14541153846152,7.0,100,77.64878049,0.09999999999999999
1995,96,100,1.9461538461538481,6.831,0.8140000000000001,34068,4.63,2.0850845369999997,89.20904999999998,6.5,100,77.75121951,0.09999999999999999
1996,97,100,2.0,7.037000000000001,0.821,34430,4.664,1.3880040280000001,89.27268846153844,6.1,100,77.95365854,0.09999999999999999
1997,97,100,1.7,6.8870000000000005,0.828,35113,4.698,2.3373334040000002,89.3363269230769,5.8,100,78.30487805,0.09999999999999999
1998,96,100,1.6,7.211,0.835,36242,4.732,3.5562012519999997,89.39996538461536,5.6,100,78.60487805,0.09999999999999999
1999,97,100,1.6,7.024,0.8420000000000001,37293,4.766,3.4070991489999995,89.46360384615382,5.5,100,78.75609756,0.09999999999999999
2000,97,100,1.8,6.957000000000001,0.8490000000000001,38494,4.8,3.8751622589999997,89.52724230769228,5.4,100,79.05609756,0.09999999999999999
2001,97,100,1.8,6.936,0.8523,38976,4.8180000000000005,1.954449425,89.59088076923074,5.2,100,79.15853659,0.09999999999999999
2002,97,100,1.9,6.837000000000001,0.8556,39136,4.836,1.118456892,89.65451923076921,5.1,100,79.26097561,0.09999999999999999
2003,97,100,1.6,6.916,0.8589,39182,4.854,0.81953167,89.71815769230767,4.9,100,79.11463415,0.09999999999999999
2004,98,100,1.6,6.914,0.8622,39998,4.872,2.786424111,89.78179615384613,4.7,100,80.16341463,0.1
2005,98,100,1.6,6.928999999999999,0.8655,40361,4.89,1.607713814,89.84543461538459,4.6,100,80.16341463,0.1
2006,99,100,1.4,6.696000000000001,0.8688,41065,4.896,2.3749469,89.90907307692305,4.5,100,80.81219512,0.1
2007,98,100,1.3,6.505,0.8721,41804,4.902,2.361498873,89.97271153846151,4.4,100,81.11219512,0.1
2008,98,100,1.4,6.359,0.8754,41681,4.908,0.195294766,90.03634999999997,4.3,100,81.21463415,0.1
2009,98,100,1.1,6.035,0.8787,40279,4.914,0.9518357407490328,90.1,4.3,100,81.41463415,0.1
2010,99,100,1.2538461538461547,6.157,0.882,40865,4.92,1.965657375,90.1636,4.3,100,81.66341463,0.1
2011,99,100,1.2076923076923123,5.72,0.885,41563,4.922,2.079229175,90.2273,4.2,100,82.11463415,0.09999999999999999
2012,99,100,1.1615384615384556,5.694,0.887,41495,4.9239999999999995,0.18269303399999998,90.2909,4.2,100,81.96829268,0.09999999999999999
2013,99,100,1.1153846153846132,5.662000000000001,0.89,41452,4.926,0.5762415470000001,90.3545,4.1,100,82.2195122,0.09999999999999999
2014,98,100,1.0692307692307708,5.167999999999999,0.894,41578,4.928,0.9475864709999999,90.4182,4.1,100,82.7195122,0.09999999999999999
2015,98,100,1.0230769230769283,5.223,0.897,41891,4.93,1.0674616479999999,90.4818,4.1,100.0,82.32195122,0.09999999999999999
2016,97,100.0,0.9769230769230717,5.1339999999999995,0.9109199999999991,42272,4.9319999999999995,1.187650382,90.5455,4.2,100.0,82.57317073,0.09999999999999999
2017,101.77927927927931,100.0,0.9307692307692292,6.065142857142845,0.9154938461538453,43093,4.934,0.2339080682538679,90.6091,4.3,100.0,82.57560976,0.09999999999999999
2018,102.15599810336653,100.0,0.8846153846153868,6.024160487425448,0.9200676923076916,43560,4.936,0.14416710919198295,90.6727,4.4,100.0,82.72439024,0.09999999999999999
2019,102.53271692745386,100.0,0.8384615384615444,5.983178117708064,0.9246415384615378,43998,4.938,0.054426150130097994,90.7364,4.5,100.0,83.49997291617763,0.09999999999999999
2020,102.90943575154108,100.0,0.7923076923076877,5.942195747990667,0.9292153846153841,46911.63559322024,4.94,-0.03531480893181538,90.8,-0.5339548022599274,100.0,83.73777137950788,0.09999999999999999
