year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,94.07207207207207,98.22564102564101,7.941212121212118,15.460999999999999,0.7855880341880344,18001,5.49,4.532138501814941,94.60029600375233,30.1,100.0,69.77073171,0.3916806722689081
1961,94.08511142721669,98.24205128205128,7.871515151515155,15.175999999999998,0.7880601709401711,18159,5.522,2.3,94.5355664727955,29.5,100.0,70.27073171,0.40298319327731136
1962,94.09815078236132,98.25846153846152,7.8018181818181915,15.513,0.7905323076923079,18978,5.553999999999999,6.1,94.47083694183864,28.9,100.0,70.1195122,0.4142857142857146
1963,94.11119013750593,98.27487179487179,7.732121212121228,15.982000000000001,0.7930044444444446,19521,5.586,4.4,94.40610741088179,28.3,100.0,69.91707317,0.4255882352941178
1964,94.12422949265056,98.29128205128204,7.662424242424237,16.473,0.7954765811965814,20361,5.617999999999999,5.8,94.34137787992495,27.7,100.0,70.16585366,0.43689075630252105
1965,94.13726884779517,98.30769230769229,7.592727272727274,16.956,0.7979487179487181,21415,5.65,6.4,94.2766483489681,27.1,100.0,70.21463415,0.4481932773109243
1966,94.15030820293978,98.32410256410256,7.5230303030303105,17.621,0.8004208547008549,22565,5.676,6.5,94.21191881801126,26.4,100.0,70.21219512,0.4594957983193275
1967,94.16334755808441,98.3405128205128,7.453333333333347,18.102999999999998,0.8028929914529916,22933,5.702000000000001,2.5,94.1471892870544,25.7,100.0,70.56097561,0.47079831932773075
1968,94.17638691322902,98.35692307692307,7.383636363636356,18.594,0.8053651282051284,23821,5.728,4.8,94.08245975609755,24.9,100.0,69.95121951,0.482100840336134
1969,94.18942626837364,98.37333333333332,7.313939393939393,19.359,0.8078372649572652,24327,5.754,3.1,94.01773022514071,24.1,100.0,70.50731707,0.4934033613445372
1970,94.20246562351826,98.38974358974357,7.2442424242424295,20.636999999999997,0.8103094017094019,24090,5.78,3.206807257,93.95300069418386,23.2,100.0,70.80731707,0.5047058823529404
1971,94.21550497866288,98.40615384615384,7.174545454545466,20.586,0.8127815384615387,24570,5.794,3.295476728,93.88827116322702,22.4,100.0,71.10731707,0.5160084033613437
1972,94.22854433380749,98.42256410256408,7.104848484848503,21.379,0.8152536752136754,25587,5.808,5.263262776,93.82354163227016,21.5,100.0,71.15609756,0.5273109243697469
1973,94.24158368895212,98.43897435897435,7.035151515151512,22.141,0.8177258119658122,26775,5.822,5.643124847999999,93.75881210131331,20.6,100.0,71.35609756,0.5386134453781501
1974,94.25462304409673,98.4553846153846,6.9654545454545485,21.153000000000002,0.8201979487179489,26388,5.836,3.8309236769058543,93.69408257035647,19.7,100.0,71.95609756,0.5499159663865534
1975,94.26766239924135,98.47179487179486,6.895757575757585,20.085,0.8226700854700848,26075,5.85,3.7808369036980594,93.62935303939962,18.8,100.0,72.60487805,0.5612184873949566
1976,94.28070175438597,98.48820512820512,6.826060606060622,20.834,0.8251422222222216,27220,5.8660000000000005,5.386090051,93.56462350844276,17.9,100.0,72.85609756,0.5725210084033598
1977,94.29374110953059,98.50461538461536,6.756363636363631,21.218000000000004,0.8276143589743583,28194,5.882000000000001,4.6085974069999995,93.49989397748593,17.1,100.0,73.25609756,0.5838235294117631
1978,94.3067804646752,98.52102564102563,6.686666666666667,21.676,0.8300864957264951,29441,5.898,5.561684929,93.43516444652909,16.3,100.0,73.35609756,0.5951260504201663
1979,94.31981981981983,98.53743589743588,6.616969696969704,21.519000000000002,0.8325586324786318,30040,5.914,3.17569075,93.37043491557222,15.6,100.0,73.80487805,0.7
