year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1991,59,74,13.842857142857156,1.575,0.6457,8362,4.6419999999999995,4.291342398,112.55000000000018,51.0,89.29840088,25.339747791375203,69.347,19.7143
1992,87,75,14.074999999999989,2.079,0.6484,8563,4.6339999999999995,2.114310675,111.70000000000005,48.3,89.78209686,24.38897315850818,69.777,18.8429
1993,85,76,14.307142857142878,2.209,0.6511,8572,4.626,1.973218079,110.85000000000014,45.6,90.26308441,23.438198525640928,70.189,17.9714
1994,84,76,14.539285714285711,1.218,0.6538,8727,4.618,4.258250468,110.00000000000023,42.9,90.73866272,22.487423892773904,70.587,17.1
1995,83,77,14.7714285714286,1.995,0.6565,8723,4.61,2.252548774,109.15000000000009,40.2,89.830167,21.536649259906653,70.972,16.75
1996,82,77,15.003571428571433,2.069,0.6592,8673,4.61,1.731747514,108.30000000000018,37.6,91.66275787,20.58587462703963,71.348,16.4
1997,81,78,15.235714285714323,1.5390000000000001,0.6619,8845,4.61,4.327864764,107.45000000000005,35.1,92.10586548,19.63509999417238,71.71600000000001,16.05
1998,85,79,15.467857142857156,1.845,0.6646,8938,4.61,3.266529404,106.60000000000014,32.8,92.726642,18.684325361305355,72.075,15.7
1999,79,79,15.699999999999989,1.732,0.6673,8363,4.61,3.445224360998324,105.75000000000023,30.7,93.071434,17.73355072843833,72.425,21.8
2000,87,80,15.932142857142878,1.639,0.67,8334,4.61,1.091801564,104.90000000000009,28.9,93.33576202,16.78277609557108,72.76100000000001,28.1
2001,89,80,16.16428571428571,1.797,0.674,8543,4.676,4.0156298999999995,104.05000000000018,27.3,93.71861267,15.832001462704056,73.078,24.3667
2002,88,81,16.3964285714286,1.9069999999999998,0.6779999999999999,8755,4.742,4.096776659,103.20000000000005,25.9,94.09421539,14.881226829836805,73.37100000000001,20.6333
2003,87,81,16.628571428571433,2.028,0.682,8824,4.808,2.722877337,102.35000000000014,24.8,94.97304399999999,13.930452196969782,73.641,16.9
2004,88,82,18.1,2.148,0.6859999999999999,9338,4.874,8.211020917,101.50000000000023,23.7,94.83927917,12.0,73.887,15.2
2005,92,82,15.8,2.202,0.69,9621,4.94,5.291308267,100.65000000000009,22.7,95.83265,13.15,74.112,13.6
2006,96,83,17.5,2.065,0.6940000000000001,9861,5.006,4.403526434,99.80000000000018,21.8,96.315259,14.3,74.319,9.3
2007,96,83,16.4,2.2430000000000003,0.698,9921,5.072,2.190063972,98.95000000000005,20.9,96.812618,11.6333,74.514,10.1
2008,96,84,18.5,2.342,0.7020000000000001,10391,5.138,6.3571306,98.10000000000014,20.0,97.206576,8.9667,74.705,9.0
2009,94,84,18.4,2.4530000000000003,0.706,10293,5.204,0.566491592,97.25000000000023,19.1,96.470862,6.3,74.895,8.9
2010,91,85,18.2,2.439,0.71,10499,5.27,3.5252986689999997,96.40000000000009,18.3,97.462142,4.75,75.089,7.1
2011,88,85,18.485714285714266,2.542,0.7170000000000001,11161,5.3164705882352905,7.868140919,95.55000000000018,17.5,96.872699,3.2,75.289,5.9
2012,87,86,18.717857142857156,2.472,0.725,11624,5.355927601809952,5.641962067000001,94.70000000000005,16.7,97.194929,3.7905,75.495,5.9
2013,87,86,18.94999999999999,2.615,0.737,12028,5.395384615384614,4.946511267,93.85000000000014,16.1,98.034674,4.381,75.707,4.4
2014,83,87,19.18214285714288,2.759,0.7390000000000001,12312,5.434841628959276,3.992708509,93.0,15.5,98.976067,4.9715,75.923,3.8
2015,78,87,19.41428571428571,2.641,0.7390000000000001,12158,5.474298642533938,0.157743724,92.15,15.1,99.37355577080007,5.562005,76.143,4.8
2016,83,87.98461538461527,19.6464285714286,2.464,0.7370092307692317,11851,5.5137556561086,2.687130451114669,91.3,14.8,99.78557466015388,1.5703819696968822,76.365,5.116502216748586
2017,105.81081081081084,88.5162393162392,19.878571428571433,2.7537631578947384,0.7408945299145309,11975,5.553212669683262,2.6425366917097506,90.45,14.5,100.1975935495077,0.6196073368298585,76.584,4.455533399014712
2018,107.54196301564707,89.04786324786312,20.110714285714266,2.7937858439201477,0.74477982905983,11949,5.592669683257924,2.597942932304818,89.6,14.3,100.60961243886152,-0.3311672960373926,76.8,3.7945645812806106
2019,109.27311522048376,89.57948717948705,20.342857142857156,2.833808529945557,0.7486651282051291,11745,5.632126696832586,2.5533491728998996,88.75,14.0,101.02163132821545,-1.2819419289044163,79.76280479251909,3.1335957635467366
2020,111.00426742532,90.11111111111097,20.57499999999999,2.8738312159709665,0.7525504273504282,11879.51016949155,5.671583710407248,2.508755413494981,87.9,-17.0563841807907,101.43365021756927,-2.2327165617716673,80.19013500876679,2.4726269458126353
