year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,8.378378378378784,56.45982905982896,-3.9181372549019216,0.318,0.29076410256410234,4142,1.23,5.010178220833765,20.981703846153778,221.0,24.433360817415632,49.11181436000015,46.702,70.71945812807917
1961,9.974395448080031,57.142222222222244,-2.979411764705901,0.325,0.2970958974358986,4185,1.244,4.298518348,22.145342307692317,215.7,25.63231978367685,48.45341486821985,47.218999999999994,69.44470443349792
1962,11.570412517781278,57.8246153846153,-2.0406862745098806,0.309,0.30342769230769306,4199,1.258,3.536501264,23.308980769230857,210.6,26.83127874993852,47.79501537643955,47.75,68.16995073891667
1963,13.166429587482526,58.50700854700858,-1.1019607843138601,0.331,0.30975948717948754,4458,1.272,9.541043929,24.472619230769396,205.6,28.03023771620019,47.13661588465948,48.295,66.89519704433542
1964,14.762446657183773,59.189401709401636,-0.16323529411761228,0.374,0.316091282051282,4520,1.286,4.632992432,25.63625769230748,200.6,29.22919668246186,46.478216392879176,48.856,65.62044334975417
1965,16.35846372688502,59.87179487179492,0.7754901960784082,0.405,0.3224230769230765,4621,1.3,4.361769315,26.79989615384602,195.6,30.428155648723077,45.819816901098875,49.434,64.34568965517292
1966,17.954480796586267,60.55418803418797,1.7142156862744287,0.34700000000000003,0.3287548717948727,4779,1.3359999999999999,5.512103989,27.96353461538456,190.5,31.627114614984748,45.1614174093188,50.032,63.07093596059167
1967,19.550497866287515,61.236581196581255,2.652941176470449,0.384,0.3350866666666672,4875,1.3719999999999999,4.112175617,29.1271730769231,185.5,32.82607358124642,44.5030179175385,50.646,61.79618226601042
1968,21.146514935988762,61.91897435897431,3.591666666666697,0.40299999999999997,0.34141846153846167,5195,1.4080000000000001,8.766035054,30.29081153846164,180.5,34.025032547507635,43.8446184257582,51.266999999999996,60.52142857142917
1969,22.74253200569001,62.60136752136759,4.5303921568627175,0.41700000000000004,0.34775025641025614,5328,1.444,4.736909015,31.45445000000018,175.5,35.223991513769306,43.186218933978125,51.888999999999996,59.246674876847464
1970,24.338549075391256,63.28376068376065,5.469117647058738,0.409,0.3540820512820524,5513,1.48,5.707883599,32.618088461538264,170.3,36.42295048003098,42.527819442197824,52.501000000000005,57.971921182266215
1971,25.934566145092504,63.96615384615393,6.407843137254758,0.42200000000000004,0.36041384615384686,5689,1.526,5.58375455,33.7817269230768,165.3,37.62190944629265,41.86941995041752,53.091,56.697167487684965
1972,27.530583214794206,64.64854700854698,7.346568627451006,0.456,0.36674564102564133,5968,1.5719999999999998,7.333051621,34.94536538461534,160.2,38.820868412553864,41.21102045863745,53.652,55.422413793103715
1973,29.126600284495453,65.33094017094027,8.285294117647027,0.48,0.3730774358974358,6227,1.618,6.782834332,36.10900384615388,155.1,40.019827378815535,40.55262096685715,54.181000000000004,54.147660098522465
1974,30.7226173541967,66.01333333333332,9.224019607843047,0.49,0.3794092307692303,6471,1.6640000000000001,6.375029904,37.27264230769242,150.1,41.218786345077206,39.894221475077075,54.676,52.872906403941215
1975,32.31863442389795,66.6957264957266,10.162745098039068,0.547,0.3857410256410265,6444,1.71,1.9499908259999998,38.43628076923096,145.2,42.41774531133842,39.23582198329677,55.14,51.598152709359965
1976,33.914651493599195,67.37811965811966,11.101470588235316,0.502,0.392072820512821,6759,1.8319999999999999,7.387265622999999,39.599919230769046,140.4,43.61670427760009,38.57742249151647,55.577,50.323399014778715
1977,35.51066856330044,68.06051282051294,12.040196078431336,0.563,0.39840461538461547,7115,1.954,7.809220685,40.763557692307586,135.6,44.81566324386176,37.9190229997364,56.0,49.048645320197465
1978,37.10668563300169,68.742905982906,12.978921568627356,0.596,0.40473641025640994,7295,2.076,4.996689821,41.927196153846126,130.9,46.01462221012298,37.2606235079561,56.418,47.773891625616216
1979,38.702702702702936,69.42529914529905,13.917647058823377,0.66,0.4110682051282062,7463,2.198,4.713456087,43.090834615384665,126.3,47.21358117638465,36.602224016175796,56.84,46.499137931034966
1980,43,70.10769230769233,14.856372549019625,0.619,0.41740000000000066,7564,2.32,3.7599781639999996,44.254473076923205,121.7,48.41254014264632,35.94382452439572,57.272,45.224384236453716
1981,42,70.79008547008539,15.795098039215645,0.53,0.42373179487179513,7413,2.37,0.646858611,45.418111538461744,117.2,49.61149910890799,35.28542503261542,57.718999999999994,43.949630541872466
1982,45,71.47247863247867,16.733823529411666,0.473,0.4300635897435896,6994,2.42,4.145537280092412,46.58174999999983,112.7,50.81045807516921,34.62702554083512,58.183,42.674876847291216
1983,44,72.15487179487172,17.672549019607686,0.405,0.4363953846153841,6619,2.47,4.106235419149627,47.74538846153837,108.4,52.00941704143088,33.96862604905505,58.661,41.40012315270951
1984,48,72.837264957265,18.611274509803934,0.425,0.4427271794871803,6480,2.52,0.49669774899999997,48.90902692307691,104.1,53.20837600769255,33.310226557274746,59.153999999999996,40.12536945812826
1985,21,73.51965811965806,19.549999999999955,0.42700000000000005,0.4490589743589748,6270,2.57,4.027631697264042,50.07266538461545,99.8,54.407334973953766,32.651827065494444,59.661,38.85061576354701
1986,37,74.20205128205134,20.488725490195975,0.43799999999999994,0.45539076923076927,6086,2.62,0.143049598,51.23630384615399,95.6,55.60629394021544,31.99342757371437,60.176,50.9
1987,16,74.8844444444444,21.427450980391995,0.462,0.46172256410256374,6040,2.67,3.543983305,52.39994230769253,91.5,56.80525290647711,31.33502808193407,60.693999999999996,46.6
1988,47,75.56683760683768,22.366176470588243,0.466,0.46805435897436,6027,2.72,3.89238706,53.56358076923061,87.6,58.00421187273878,30.676628590153996,61.214,42.3
1989,50,76.24923076923073,23.304901960784264,0.46799999999999997,0.47438615384615446,6096,2.77,3.9425895189999998,54.72721923076915,83.8,59.203170838999995,30.018229098373695,61.735,38.0
1990,66,77,24.243627450980284,0.5479999999999999,0.478,6119,2.82,3.10256318,55.89085769230769,80.1,60.15873337,29.359829606593394,62.261,35.2667
1991,63,77,25.182352941176305,0.5329999999999999,0.4848,6134,2.858,3.658248747,57.05449615384623,76.6,61.42889404,28.70143011481332,62.799,32.5333
1992,66,78,26.121078431372553,0.619,0.4916,6310,2.8960000000000004,4.8383388080000005,58.21813461538477,73.2,62.69860077,28.04303062303302,63.352,29.8
1993,75,79,27.059803921568573,0.568,0.4984,6418,2.9339999999999997,3.927131992,59.381773076922855,70.0,63.96559906,27.384631131252718,63.92100000000001,27.0667
1994,71,80,27.998529411764594,0.6709999999999999,0.5052,6469,2.972,4.0337414769999995,60.545411538461394,66.9,65.22718811,26.726231639472644,64.502,24.3333
1995,77,80,32.5,0.688,0.512,6586,3.01,4.948547507,61.709049999999934,64.0,60.8,26.067832147692343,65.09,21.6
1996,66,81,35.3,0.625,0.5188,6612,3.052,2.9577798989999997,62.87268846153847,61.3,67.72331238,25.409432655912042,65.678,18.8667
1997,73,82,38.1,0.6970000000000001,0.5256,6733,3.094,4.364089932,64.03632692307701,58.8,68.95243073,24.751033164131968,66.257,16.1333
1998,78,82,30.9,0.7859999999999999,0.5324,6904,3.136,4.993527823,65.19996538461555,56.4,70.16531372,24.092633672351667,66.817,13.4
1999,77,83,24.2,0.7829999999999999,0.5392,7031,3.178,3.847062161,66.36360384615364,54.1,70.9,23.434234180571366,67.351,11.75
2000,81,84,25.8,0.851,0.546,7089,3.22,3.608868745,67.52724230769218,51.9,73.318205,22.775834688791292,67.84899999999999,10.1
2001,77,85,28.1,0.8909999999999999,0.5523,7131,3.2460000000000004,2.33257416,68.69088076923072,49.9,73.70922852,22.11743519701099,68.304,10.3333
2002,82,85,30.8,0.9079999999999999,0.5586,7263,3.272,3.866626553,69.85451923076926,47.9,78.667838,21.459035705230917,68.717,10.5667
2003,84,86,35.0,0.866,0.5649,7308,3.298,2.5307899480000002,71.0181576923078,46.0,78.512204,21.1,69.092,10.8
2004,87,87,36.3,0.907,0.5712,7403,3.324,3.152081835,72.18179615384634,44.3,77.18793488,16.8,69.437,11.0333
2005,87,87,42.0,0.9590000000000001,0.5775,7492,3.35,3.260111043,73.34543461538442,42.5,78.35121155,17.5,69.762,11.2667
2006,89,88,45.1,0.943,0.5838,7723,3.47,5.379776768999999,74.50907307692296,40.9,83.730998,18.2,70.082,11.5
2007,85,89,43.3,0.9209999999999999,0.5901,8033,3.59,6.304056515,75.6727115384615,39.3,80.7057724,18.3667,70.40899999999999,11.5
2008,95,89,46.0,0.815,0.5964,8122,3.71,3.281152283,76.83635000000004,37.7,81.89920044,18.5333,70.75,11.5
2009,92,90,46.3,0.8270000000000001,0.6027,7996,3.83,0.52567459,78.0,36.2,83.10138702,18.7,71.108,11.5
2010,94,91,41.4,0.797,0.609,8059,3.95,2.869902893,79.1636,34.7,84.31056213,18.8667,71.48100000000001,11.5
2011,88,91,38.5,0.7909999999999999,0.616,8228,3.8661647058823547,4.161945918,80.3273,33.3,84.026414,19.0333,71.861,11.5
2012,96,92,44.8955882352941,0.7829999999999999,0.611,8307,3.921017194570126,2.970025412,81.4909,31.9,86.74292755,19.2,72.236,10.8333
2013,85,93,45.83431372549012,0.873,0.614,8450,3.975869683257912,3.697177338,82.6545,30.6,87.96260834,14.9035,72.596,10.1667
2014,73,93,46.77303921568614,1.15,0.637,8638,4.030722171945698,4.174400627,83.8182,29.4,85.494371,10.60697,72.935,9.5
2015,74,93,47.71176470588239,1.167,0.64,8832,4.085574660633483,4.140044358,84.9818,28.3,90.37610396180025,7.242640416,73.25,0.608004926108606
2016,80,94.67384615384617,48.65049019607841,1.1640000000000001,0.6453446153846158,8943,4.140427149321255,3.0667191789999997,86.1455,27.2,91.57506292806147,12.241442820307839,73.541,-0.6667487684726439
2017,99.3513513513517,95.35623931623923,49.58921568627443,0.986914786967418,0.6516764102564103,9029,4.1952796380090405,2.769972147094805,87.3091,26.2,92.77402189432314,11.583043328527538,73.81,-1.9415024630538937
2018,100.94736842105294,96.03863247863251,50.52794117647045,0.9994206205168084,0.6580082051282048,9149,4.250132126696826,2.7306702861520193,88.4727,25.4,93.97298086058481,10.924643836747236,74.063,-3.2162561576351436
2019,102.54338549075419,96.72102564102556,51.4666666666667,1.0119264540661987,0.664340000000001,9309,4.304984615384612,2.691368425209234,89.6364,24.5,95.17193982684603,10.266244344967163,76.11766861484512,-4.4910098522163935
2020,104.13940256045544,97.40341880341884,52.40539215686272,1.0244322876155891,0.6706717948717955,8808.925423728826,4.3598371040723976,2.652066564266434,90.8,-6.07717514124397,96.3708987931077,9.607844853186862,76.60184739918179,-5.765763546797643
