year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,-25.09489489489488,32.947008547008636,0.152,0.22009401709401732,2039,0.81,0.3289479818110408,280.89993966817474,-18.86475339713752,55.843569320547545,41.098,186.94999999999982
1961,-23.324753324753146,33.30119658119668,0.151,0.22356239316239357,1779,0.8420000000000001,0.3681393886710538,277.65161387631997,-18.22958669362447,55.34608717690469,41.312,184.83750000000055
1962,-21.554611754611415,33.65538461538472,0.135,0.22703076923076893,2093,0.8740000000000001,21.20069751,274.4032880844643,-17.59441999011142,54.84860503326183,41.528999999999996,182.72500000000036
1963,-19.784470184470138,34.00957264957276,0.139,0.23049914529914517,2136,0.9059999999999999,5.213990133999999,271.1549622926095,-16.95925328659837,54.35112288961898,41.755,180.61250000000018
1964,-18.014328614328406,34.36376068376069,0.11699999999999999,0.2339675213675214,2038,0.938,0.48571360925109275,267.90663650075385,-16.324086583085318,53.85364074597612,41.995,178.5
1965,-16.244187044186674,34.71794871794873,0.142,0.23743589743589766,2012,0.97,0.9973487940000001,264.6583107088991,-15.688919879572268,53.35615860233327,42.257,176.38749999999982
1966,-14.474045474045397,35.07213675213677,0.134,0.2409042735042739,2094,1.008,6.775485302000001,261.4099849170434,-15.053753176059217,52.85867645869041,42.549,174.27500000000055
1967,-12.703903903903665,35.42632478632481,0.125,0.24437264957264926,2012,1.046,0.6032878298311317,258.16165912518863,-14.418586472546394,52.361194315047555,42.868,172.16250000000036
1968,-10.933762333762388,35.780512820512854,0.17800000000000002,0.2478410256410255,2034,1.084,4.332698464,254.91333333333296,-13.783419769033344,51.8637121714047,43.208,170.05000000000018
1969,-9.163620763620656,36.134700854700895,0.188,0.25130940170940175,2160,1.122,9.328837438999999,250.7,-13.148253065520294,51.366230027761844,43.563,167.9375
1970,-7.393479193478925,36.48888888888894,0.135,0.254777777777778,2095,1.16,0.7208620504111707,247.7,-12.513086362007243,50.86874788411899,43.915,165.82499999999982
1971,-5.6233376233376475,36.84307692307698,0.14400000000000002,0.25824615384615424,2169,1.21,6.005018067000001,244.4,-11.877919658494193,50.37126574047613,44.247,163.71250000000055
1972,-3.8531960531959157,37.19726495726502,0.14300000000000002,0.2617145299145296,2113,1.26,0.151135514,241.1,-11.242752954981142,49.87378359683328,44.545,161.60000000000036
1973,-2.083054483054184,37.55145299145306,0.147,0.26518290598290584,2232,1.31,8.137275887000001,237.4,-10.607586251468092,49.37630145319042,44.803999999999995,159.48750000000018
1974,-0.3129129129129069,37.9056410256411,0.151,0.2686512820512821,2245,1.36,3.130585879,233.8,-9.972419547955042,48.878819309547566,45.026,157.375
1975,1.4572286572288249,38.259829059829144,0.141,0.2721196581196583,2074,1.41,0.9168190847112356,229.9,-9.337252844441991,48.38133716590471,45.222,155.26249999999982
1976,3.2273702273705567,38.614017094017186,0.145,0.27558803418803457,1901,1.48,0.9560104915712486,226.1,-8.702086140928941,47.883855022261855,45.41,153.15000000000055
1977,4.997511797511834,38.96820512820523,0.14400000000000002,0.2790564102564099,1858,1.55,0.760793602,222.5,-8.06691943741589,47.386372878619,45.608999999999995,151.03750000000036
1978,6.7676533676535655,39.32239316239327,0.142,0.28252478632478617,1699,1.62,1.0343933052912888,218.9,-7.43175273390284,46.888890734976144,45.833,148.92500000000018
1979,8.537794937795297,39.67658119658131,0.146,0.2859931623931624,1644,1.69,0.43008826200000005,215.4,-6.79658603038979,46.39140859133329,46.086000000000006,146.8125
1980,10.307936507936574,40.03076923076924,0.133,0.28946153846153866,1631,1.76,2.194912924,211.8,-6.161419326876739,45.89392644769043,46.363,144.69999999999982
1981,18.0,40.38495726495728,0.139,0.2929299145299149,1625,1.8419999999999999,2.350524075,208.3,-5.526252623363689,45.39644430404758,46.651,142.58750000000055
1982,17.0,40.73914529914532,0.111,0.29639829059829026,1573,1.9240000000000002,1.1911589327313408,205.2,-4.891085919850639,44.89896216040472,46.937,140.47500000000036
1983,16.0,41.09333333333336,0.142,0.2998666666666665,1554,2.006,1.411703688,202.2,-4.255919216337588,44.401480016761866,47.208,138.36250000000018
1984,27.0,41.447521367521404,0.136,0.30333504273504275,1596,2.088,5.541074022,199.5,-3.620752512824538,43.90399787311901,47.461000000000006,136.25
1985,37.0,41.801709401709445,0.122,0.306803418803419,1555,2.17,0.467850951,197.0,-2.9855858093114875,43.406515729476155,47.705,134.13749999999982
1986,32.0,42.15589743589749,0.11,0.31027179487179524,1579,2.222,4.717209653,194.5,-2.350419105798437,42.9090335858333,47.955,132.02500000000055
1987,38.0,42.51008547008553,0.122,0.3137401709401706,1571,2.274,2.675642451,192.1,-1.7152524022853868,42.411551442190444,48.221000000000004,129.91250000000036
1988,41.0,42.86427350427357,0.124,0.31720854700854684,1530,2.326,0.470381337,189.9,-1.0800856987723364,41.91406929854759,48.501999999999995,127.80000000000018
1989,38.0,43.21846153846161,0.131,0.3206769230769231,1473,2.378,1.4654987807514317,187.7,-0.444918995259286,41.41658715490473,48.787,125.6875
1990,35.0,44,0.11800000000000001,0.35600000000000004,1391,2.43,1.5046901876114447,185.4,0.19024770825376436,40.91910501126188,49.043,123.57499999999982
1991,16.0,44,0.08199999999999999,0.3535,1231,2.458,1.5438815944714577,183.2,0.592188418,40.42162286761902,49.225,121.46250000000055
1992,23.0,44,0.075,0.35100000000000003,1067,2.4859999999999998,1.5830730013314707,181.1,1.3027879,39.924140723976166,49.31100000000001,119.35000000000036
1993,29.0,44,0.067,0.3485,892,2.5140000000000002,1.6222644081914837,179.1,2.010681629,39.42665858033331,49.302,117.23750000000018
1994,26.0,45,0.040999999999999995,0.34600000000000003,809,2.542,1.6614558150514966,177.2,2.713163853,38.929176436690454,49.22,115.125
1995,23.0,45,0.051,0.3435,798,2.57,0.69999883,175.1,3.4075286389999997,38.4316942930476,49.111000000000004,113.01249999999982
1996,18.0,46,0.054000000000000006,0.341,766,2.5660000000000003,1.7398386287715226,172.8,4.091070175,37.93421214940474,49.04,110.90000000000055
1997,18.0,46,0.043,0.3385,697,2.562,1.7790300356315356,170.2,4.7610826489999996,37.43673000576189,49.066,108.78750000000036
1998,18.0,46,0.037000000000000005,0.336,656,2.5580000000000003,1.8182214424915628,167.1,5.414860249,36.93924786211903,49.233000000000004,106.67500000000018
1999,25.0,47,0.03,0.3335,612,2.5540000000000003,1.8574128493515758,163.5,6.050798416,36.44176571847618,49.556999999999995,104.5625
2000,40.0,47,0.017,0.331,545,2.55,1.8966042562115888,159.5,6.7,39.8,50.041000000000004,102.44999999999982
2001,30.0,48,0.017,0.3377,518,2.5639999999999996,1.9357956630716018,155.2,7.281446934,38.4714,50.667,100.33750000000055
2002,38.0,48,0.019,0.3444,518,2.5780000000000003,2.9477651839999996,150.7,7.883955479,37.1429,51.385,98.22500000000036
2003,41.0,48,0.019,0.3511,531,2.592,5.577822311,146.1,8.483118057,35.8143,52.144,96.11250000000018
2004,54.0,49,0.023,0.3578,551,2.6060000000000003,6.738373932999999,141.3,9.082834243999999,34.4857,52.917,94.0
2005,60.0,49,0.027000000000000003,0.3645,568,2.62,6.135151155,136.7,6.0,33.1571,53.675,91.8875
2006,62.0,49,0.027999999999999997,0.3712,581,2.636,5.320981058,132.0,10.29951954,31.8286,54.401,89.775
2007,70.0,50,0.03,0.3779,600,2.6519999999999997,6.259469847,127.5,15.2,30.5,55.091,87.6625
2008,65.0,50,0.031,0.3846,619,2.668,6.225900286,123.1,11.55767059,27.1667,55.743,85.55
