year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,59.80923076923068,88.8854700854701,86.16428571428605,7.425,0.6011504273504276,10300.0,3.01,-15.233774629264758,-1.430248392348858,40.55465546218488,100.0,66.05529268,9.638768489852055
1961,60.56538461538457,89.03658119658121,84.62857142857138,7.56,0.6046998290598289,10888.0,3.048,-14.864872897011423,-0.0665630443631926,39.96820168067234,100.0,66.59702439,9.440110079119393
1962,61.321538461538466,89.18769230769232,83.09285714285716,7.841,0.6082492307692311,11546.0,3.0860000000000003,-14.495971164758089,1.297122303622018,39.38174789915956,100.0,67.02141463,9.241451668386674
1963,62.07769230769236,89.33880341880342,81.55714285714294,8.318,0.6117986324786324,11872.0,3.1239999999999997,-14.12706943250464,2.6608076516072288,38.79529411764702,100.0,67.33990244,9.042793257653955
1964,62.833846153846025,89.48991452991453,80.02142857142871,8.76,0.6153480341880346,12519.0,3.162,-13.758167700251306,4.024492999592894,38.20884033613447,100.0,67.56651219999999,8.844134846921236
1965,63.58999999999992,89.64102564102564,78.4857142857145,9.214,0.618897435897436,13101.0,3.2,-13.389265967997972,5.388178347578105,37.622386554621926,100.0,67.71885366,8.645476436188517
1966,64.34615384615381,89.79213675213674,76.95000000000027,9.66,0.6224468376068373,13935.0,3.238,-13.020364235744637,6.751863695563316,37.03593277310915,100.0,67.8125122,8.446818025455798
1967,65.1023076923077,89.94324786324785,75.41428571428605,10.041,0.6259962393162395,14724.0,3.2760000000000002,-12.651462503491302,8.115549043548526,36.44947899159661,100.0,67.86014634,8.248159614723079
1968,65.8584615384616,90.09435897435895,73.87857142857138,10.269,0.6295456410256408,15552.0,3.3139999999999996,-12.282560771237854,9.479234391534192,35.86302521008406,100.0,67.87434146,8.04950120399036
1969,66.61461538461526,90.24547008547006,72.34285714285716,10.642000000000001,0.633095042735043,15871.0,3.352,-11.91365903898452,10.842919739519402,35.276571428571515,100.0,67.86712195,7.850842793257641
1970,67.37076923076916,90.39658119658122,70.80714285714294,11.138,0.6366444444444443,17115.0,3.39,-11.544757306731185,12.206605087504613,38.2,100.0,68.13365854,7.652184382524922
1971,68.12692307692305,90.54769230769233,69.27142857142871,11.759,0.6401938461538466,17735.0,3.4139999999999997,-11.17585557447785,13.570290435490278,36.5,100.0,68.37658537,7.453525971792203
1972,68.88307692307694,90.69880341880344,67.7357142857145,12.308,0.6437432478632479,18139.0,3.438,-10.806953842224516,14.93397578347549,35.0,100.0,68.30853659,7.254867561059541
1973,69.63923076923083,90.84991452991454,66.20000000000027,12.759,0.6472926495726492,19447.0,3.4619999999999997,-10.438052109971068,16.2976611314607,33.5,100.0,68.29463415,7.056209150326822
1974,70.3953846153845,91.00102564102565,64.66428571428605,13.172,0.6508420512820514,20019.0,3.486,-10.069150377717733,17.661346479446365,32.1,100.0,68.32024390000001,6.857550739594103
1975,71.1515384615384,91.15213675213676,63.12857142857138,13.767999999999999,0.6543914529914527,20693.0,3.51,-9.700248645464399,19.025031827431576,31.0,100.0,67.72390244,6.658892328861384
1976,71.90769230769229,91.30324786324786,61.592857142857156,14.214,0.657940854700855,21178.0,3.6319999999999997,-9.331346913211064,20.388717175416787,30.1,100.0,67.48756098,6.460233918128665
1977,72.66384615384618,91.45435897435897,60.057142857142935,14.61,0.6614902564102563,21672.0,3.7539999999999996,-8.96244518095773,21.752402523402452,29.4,100.0,67.37634146,6.261575507395946
1978,73.41999999999985,91.60547008547007,58.521428571428714,15.017000000000001,0.6650396581196585,21925.0,3.8760000000000003,-8.593543448704281,23.116087871387663,28.7,100.0,67.39097561,6.062917096663227
1979,74.17615384615374,91.75658119658118,56.985714285714494,15.045,0.6685890598290598,21997.0,3.998,-8.224641716450947,24.479773219372873,28.1,100.0,67.11439024,5.864258685930508
1980,74.93230769230763,91.90769230769229,55.45000000000027,15.534,0.6721384615384611,22620.0,4.12,-7.855739984197612,25.843458567358084,27.6,100.0,67.03390244,5.665600275197789
1981,75.68846153846152,92.0588034188034,53.91428571428605,15.137,0.6756878632478633,22751.0,4.2139999999999995,-7.4868382519442775,27.20714391534375,27.1,100.0,67.26390244,5.4669418644650705
1982,76.44461538461542,92.20991452991456,52.37857142857138,15.317,0.6792372649572647,22738.0,4.308,-7.117936519690943,28.57082926332896,26.6,100.0,67.80609756,5.2682834537323515
1983,77.20076923076908,92.36102564102566,50.842857142857156,15.427999999999999,0.6827866666666669,23022.0,4.402,-6.749034787437495,29.93451461131417,26.1,100.0,67.65268293,5.069625042999633
1984,77.95692307692298,92.51213675213677,49.307142857142935,15.457,0.6863360683760682,22944.0,4.496,-6.38013305518416,31.298199959299836,25.6,100.0,67.20268293,4.8709666322669705
