year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,96.6953846153846,100.0,4.924999999999983,2.748,0.6176820512820527,10904.407879924984,13.02587488997574,54.175663466967876,22.73724696356271,100.0,68.97804878,0.10000000000000002
1961,96.66230769230768,100.0,4.838529411764711,2.862,0.6227841025641041,11303.18236397754,12.79803990319266,54.69291360813111,22.347085020242957,100.0,68.97804878,0.10000000000000002
1962,96.62923076923074,100.0,4.75205882352941,2.9210000000000003,0.6278861538461538,11701.956848030095,12.570204916409523,55.210163749294225,21.95692307692309,100.0,68.97804878,0.10000000000000002
1963,96.59615384615383,100.0,4.665588235294109,3.234,0.6329882051282052,12100.73133208265,12.342369929626386,55.727413890457456,21.566761133603222,100.0,68.62195122,0.10000000000000002
1964,96.5630769230769,100.0,4.579117647058808,3.6439999999999997,0.6380902564102566,12499.50581613509,12.114534942843306,56.24466403162057,21.176599190283355,100.0,68.66341463,0.10000000000000002
1965,96.52999999999997,100.0,4.492647058823536,3.7310000000000003,0.6431923076923081,12898.280300187645,11.88669995606017,56.761914172783804,20.7864372469636,100.0,68.36585366,0.10000000000000002
1966,96.49692307692305,100.0,4.406176470588235,3.6839999999999997,0.6482943589743595,13297.054784240201,11.65886496927709,57.279164313947035,20.396275303643733,100.0,69.01219512,0.10000000000000002
1967,96.46384615384613,100.0,4.319705882352935,3.705,0.6533964102564109,13695.829268292757,11.431029982493953,57.79641445511015,20.006113360323866,100.0,69.36585366,0.10000000000000002
1968,96.43076923076922,100.0,4.233235294117634,3.943,0.6584984615384624,14094.603752345312,11.203194995710817,58.313664596273384,19.615951417004,100.0,68.91707317,0.10000000000000002
1969,96.39769230769228,100.0,4.146764705882333,4.067,0.6636005128205138,14493.378236397752,10.975360008927737,58.8309147374365,19.225789473684245,100.0,68.36097561,0.10000000000000002
1970,96.36461538461536,100.0,4.060294117647061,5.289,0.6687025641025652,14892.152720450307,10.7475250221446,59.34816487859973,18.835627530364377,100.0,68.6097561,0.10000000000000002
1971,96.33153846153844,100.0,3.97382352941176,5.656000000000001,0.6738046153846167,15290.927204502863,10.519690035361464,59.86541501976296,18.44546558704451,100.0,68.83414634,0.10000000000000002
1972,96.29846153846152,100.0,3.8873529411764594,5.263,0.6789066666666681,15689.701688555419,10.291855048578384,60.38266516092608,18.055303643724642,100.0,69.05853659,0.10000000000000002
1973,96.26538461538459,100.0,3.8008823529411586,6.228,0.6840087179487178,16088.476172607974,10.064020061795247,60.89991530208931,17.665141700404888,100.0,69.40487805,0.10000000000000002
1974,96.23230769230767,100.0,3.7144117647058863,6.199,0.6891107692307692,16487.250656660413,9.83618507501211,61.41716544325243,17.27497975708502,100.0,70.16097561,0.10000000000000002
1975,96.19923076923075,100.0,3.6279411764705856,6.404,0.6942128205128206,16886.02514071297,9.608350088229031,61.93441558441566,16.884817813765153,100.0,70.35853659,0.10000000000000002
1976,96.16615384615382,100.0,3.541470588235285,6.546,0.6993148717948721,17284.799624765525,9.380515101445894,62.45166572557889,16.4946558704454,100.0,70.30731707,0.10000000000000002
1977,96.1330769230769,100.0,3.454999999999984,6.3020000000000005,0.7044169230769235,17683.57410881808,9.152680114662758,62.96891586674201,16.10449392712553,100.0,70.55609756,0.10000000000000002
1978,96.09999999999998,100.0,3.3685294117647118,6.972,0.7095189743589749,18082.348592870636,8.924845127879678,63.48616600790524,15.714331983805664,100.0,70.70243902,0.10000000000000002
1979,96.06692307692306,100.0,3.282058823529411,7.504,0.7146210256410264,18481.12307692319,8.697010141096541,64.00341614906836,15.324170040485797,100.0,70.85365854,0.10000000000000002
