year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,50.2702702702702,74.32307692307688,14.246503496503465,0.317,0.4642991452991465,2851,2.25,4.204448454646103,95.17865239977417,103.4,28.589582531230917,30.70774545454549,61.105,45.069354838709614
1961,50.95945945945937,74.64307692307682,14.085664335664319,0.321,0.4683034188034201,2920,2.296,5.6165793189999995,95.09037843026542,100.1,29.710750287553765,30.282103181818115,61.50899999999999,44.3872177419355
1962,51.64864864864853,74.96307692307687,13.924825174825173,0.368,0.47230769230769365,2968,2.342,4.773121848,95.00210446075664,97.4,30.831918043877067,29.856460909090856,61.86,43.70508064516116
1963,52.3378378378377,75.28307692307692,13.76398601398597,0.396,0.47631196581196633,3081,2.388,7.060487423,94.9138304912479,95.1,31.953085800199915,29.430818636363597,62.16,43.02294354838705
1964,53.02702702702686,75.60307692307686,13.603146853146825,0.428,0.4803162393162399,3090,2.434,3.446982145,94.82555652173914,93.0,33.07425355652322,29.005176363636338,62.411,42.340806451612934
1965,53.716216216216026,75.9230769230769,13.44230769230768,0.452,0.48432051282051347,3154,2.48,5.265810463999999,94.7372825522304,91.1,34.195421312846065,28.57953409090908,62.618,41.658669354838594
1966,54.40540540540519,76.24307692307684,13.281468531468533,0.506,0.48832478632478704,3194,2.6,4.4259941739999995,94.64900858272165,89.3,35.31658906916937,28.15389181818182,62.784,40.97653225806448
1967,55.094594594594355,76.56307692307689,13.12062937062933,0.555,0.4923290598290606,3264,2.72,5.324150188,94.5607346132129,87.6,36.437756825492215,27.72824954545456,62.915,40.29439516129037
1968,55.78378378378352,76.88307692307683,12.959790209790185,0.6579999999999999,0.4963333333333342,3325,2.84,4.94541808,94.47246064370415,86.1,37.55892458181552,27.3026072727273,63.016999999999996,39.61225806451603
1969,56.47297297297291,77.20307692307688,12.79895104895104,0.657,0.5003376068376078,3379,2.96,4.656358578,94.38418667419538,84.8,38.680092338138365,26.876964999999927,63.097,38.930120967741914
1970,57.162162162162076,77.52307692307681,12.638111888111894,0.6920000000000001,0.5043418803418813,3407,3.08,3.764604859,94.29591270468663,83.8,39.80126009446167,26.451322727272668,63.155,38.2479838709678
1971,57.85135135135124,77.84307692307686,12.477272727272691,0.748,0.5083461538461549,3491,3.196,5.428631369,94.20763873517788,83.1,40.922427850784516,26.02568045454541,63.19,37.56584677419346
1972,58.540540540540405,78.16307692307691,12.316433566433545,0.6970000000000001,0.5123504273504285,3579,3.312,5.446791104,94.11936476566913,82.7,42.04359560710782,25.60003818181815,63.202,36.88370967741935
1973,59.22972972972957,78.48307692307685,12.1555944055944,0.8079999999999999,0.516354700854702,3792,3.428,8.920646822,94.03109079616038,82.4,43.164763363430666,25.17439590909089,63.196999999999996,36.201572580645006
1974,59.918918918918735,78.8030769230769,11.994755244755254,0.76,0.5203589743589756,3821,3.5439999999999996,3.55811508,93.94281682665164,82.3,44.28593111975397,24.74875363636363,63.185,35.51943548387089
1975,60.6081081081079,79.12307692307684,11.833916083916051,0.787,0.5243632478632492,3926,3.66,5.564773624,93.85454285714289,82.3,45.407098876076816,24.32311136363637,63.183,34.83729838709678
1976,61.297297297297064,79.44307692307689,11.673076923076906,0.8270000000000001,0.5283675213675219,4156,3.742,8.806630567000001,93.76626888763411,82.1,46.52826663240012,23.897469090909112,63.206,34.15516129032244
1977,61.98648648648623,79.76307692307682,11.51223776223776,0.841,0.5323717948717954,4269,3.824,5.602055577000001,93.67799491812536,81.7,47.649434388722966,23.471826818181853,63.263000000000005,33.473024193548326
1978,62.67567567567539,80.08307692307687,11.351398601398614,0.835,0.536376068376069,4367,3.906,5.172103287,93.58972094861662,81.1,48.77060214504627,23.04618454545448,63.361999999999995,32.79088709677421
1979,63.364864864864785,80.40307692307681,11.190559440559412,0.826,0.5403803418803426,4486,3.988,5.639675746,93.50144697910787,80.4,49.891769901369116,22.62054227272722,63.503,32.10874999999987
1980,47,80.72307692307686,11.029720279720266,0.78,0.5443846153846161,4587,4.07,5.1489112939999995,93.41317300959912,79.5,51.01293765769242,22.19489999999996,63.677,31.42661290322576
1981,54,81.04307692307691,10.86888111888112,0.711,0.5483888888888897,4627,4.128,3.423269177,93.32489904009037,78.5,52.134105414015266,21.769257727272702,63.87,30.744475806451646
1982,54,81.36307692307685,10.708041958041917,0.698,0.5523931623931633,4674,4.186,3.619327606,93.23662507058162,77.4,53.25527317033857,21.343615454545443,64.067,30.062338709677306
1983,55,81.6830769230769,10.547202797202772,0.688,0.5563974358974368,4648,4.244,1.8746164680000001,93.14835110107285,76.1,54.37644092666142,20.917973181818184,64.26,29.380201612903193
1984,57,82.00307692307683,10.386363636363626,0.586,0.5604017094017104,4203,4.302,4.269716191425324,93.0600771315641,74.5,55.49760868298472,20.492330909090924,64.45100000000001,28.69806451612908
1985,59,82.32307692307688,10.22552447552448,0.516,0.564405982905984,3798,4.36,4.272435680457792,92.97180316205535,72.6,56.61877643930757,20.066688636363665,64.655,28.1
1986,66,82.64307692307682,10.064685314685278,0.523,0.5684102564102576,3829,4.42,3.416782806,92.8835291925466,70.1,57.73994419563087,19.641046363636292,64.895,27.1
1987,72,82.96307692307687,9.903846153846132,0.57,0.5724145299145311,3898,4.48,4.31163482,92.79525522303786,67.1,58.86111195195372,19.215404090909033,65.186,26.1
1988,79,83.2830769230768,9.743006993006986,0.6409999999999999,0.5764188034188047,4065,4.54,6.752544481,92.70698125352911,63.7,59.98227970827702,18.789761818181773,65.53399999999999,25.1
1989,86,83.60307692307686,9.58216783216784,0.648,0.5804230769230774,4218,4.6,6.205311117000001,92.61870728402036,60.1,61.10344746459987,18.364119545454514,65.933,25.6
1990,88,84,9.421328671328638,0.674,0.586,4243,4.66,3.036966294,92.53043331451158,56.6,61.98480988,17.938477272727255,66.366,26.1
1991,90,84,9.260489510489492,0.691,0.5896,4126,4.704,4.288752614652598,92.44215934500284,53.3,63.17651367,17.512834999999995,66.811,26.6
1992,80,85,9.099650349650346,0.7490000000000001,0.5932,4056,4.748,0.33760303,92.35388537549409,50.4,64.36776733,17.087192727272736,67.23899999999999,26.0667
1993,76,85,8.9388111888112,0.742,0.5968,4057,4.792,2.116307179,92.26561140598534,47.8,65.4,16.661550454545477,67.628,25.5333
1994,73,85,8.777972027971998,0.802,0.6004,4145,4.836,4.387623341,92.17733743647659,45.6,66.73944855,16.235908181818104,67.962,25.0
1995,70,86,8.617132867132852,0.8690000000000001,0.604,4241,4.88,4.678692218999999,92.08906346696784,43.7,67.91446686,15.810265909090845,68.23100000000001,22.5667
1996,75,86,8.456293706293707,0.8690000000000001,0.6076,4385,4.914,5.845873472,92.0007894974591,42.0,69.07866669,15.384623636363585,68.431,20.1333
1997,81,86,8.295454545454504,0.973,0.6112,4509,4.948,5.185362276,91.91251552795032,40.6,70.22933197,14.958981363636326,68.574,17.7
1998,81,86,8.0,0.9259999999999999,0.6148,4388,4.982,4.30778903787987,91.82424155844157,39.4,71.3,14.533339090909067,68.675,16.6333
1999,80,87,7.5,0.905,0.6184,4429,5.016,3.081926764,92.4,38.5,72.48035431,14.107696818181807,68.744,15.5667
2000,78,87,7.4,0.9390000000000001,0.622,4525,5.05,4.411212506,92.2,37.7,73.58190155,13.682054545454548,68.793,14.5
2001,79,87,7.4,0.8909999999999999,0.6267,4553,5.1,2.893992411,92.0,36.9,74.67230988,13.25641,68.835,14.0333
2002,79,88,8.1,0.8759999999999999,0.6314,4619,5.15,3.6458981410000004,91.8,36.3,75.75547028,12.8308,68.88,13.5667
2003,84,88,7.8,0.86,0.6361,4750,5.2,4.970363731,91.6,35.6,76.6,12.4051,68.937,13.1
2004,88,88,7.6,0.8740000000000001,0.6408,4963,5.25,6.697636425,91.4,34.9,77.91565704,11.9795,69.013,13.6333
2005,89,89,7.5,0.867,0.6455,5096,5.3,4.777663462,91.2,34.2,79.00048065,11.5538,69.112,14.1667
2006,88,89,7.1,0.77,0.6502,5259,5.3420000000000005,5.242953041,91.0,33.6,80.09365082,11.1282,69.233,14.7
2007,87,89,6.7,0.8079999999999999,0.6549,5499,5.3839999999999995,6.616668505,90.8,33.1,81.19813538,10.7026,69.37,13.3667
2008,91,90,6.5,0.868,0.6596,5621,5.426,4.152757145,90.6,32.6,83.3,10.2769,69.515,12.0333
2009,87,90,5.4,0.84,0.6643,5588,5.468,1.148330408,90.4,32.1,83.43683624,9.8513,69.667,10.7
2010,79,90,6.204545454545439,0.905,0.669,5915,5.51,7.632263916,90.2,31.7,84.56756592,9.4256,69.82300000000001,11.1667
2011,87,91,6.043706293706293,0.897,0.6659999999999999,6031,5.8708862745098145,3.6597551389999996,90.0,31.3,85.70354462,9.0,69.984,11.6333
2012,88,91,5.882867132867148,0.941,0.6709999999999999,6333,5.937579487179477,6.683810237,89.8,31.0,86.84302521,8.57434727272721,70.149,12.1
2013,89,91,5.722027972027945,0.996,0.6759999999999999,6672,6.004272699849167,7.064032939,89.6,30.6,87.5,8.14870499999995,70.315,10.8333
2014,67,92,5.561188811188799,1.055,0.679,6967,6.070965912518858,6.145298786000001,89.4,30.2,89.12577057,7.723062727272691,70.48100000000001,9.5667
2015,60,92,5.4003496503496535,1.1340000000000001,0.682,7271,6.137659125188549,6.066548902999999,89.7333,29.8,90.25380912899982,7.297420454545431,70.64399999999999,8.3
2016,86,92.24307692307684,5.239510489510451,1.242,0.688538461538462,7648,6.204352337858211,6.923897923999999,90.0667,29.3,91.37497688532312,6.871778181818172,70.80199999999999,6.86967741935473
2017,89.55405405405395,92.56307692307689,5.078671328671305,1.0209617794486192,0.6925427350427356,8031,6.2710455505279015,4.359459329496754,90.4,28.7,92.49614464164597,6.446135909090913,70.952,6.187540322580617
2018,90.24324324324311,92.88307692307683,4.9178321678321595,1.0302732261688696,0.6965470085470091,8397,6.337738763197592,4.362178818529221,90.7333,28.0,93.61731239796927,6.020493636363653,71.095,5.5054032258065035
2019,90.93243243243228,93.20307692307688,4.756993006993014,1.0395846728891165,0.7005512820512827,8775,6.404431975867283,4.364898307561688,91.0667,27.3,94.73848015429212,5.59485136363628,71.52706779661014,4.823266129032163
2020,91.62162162162144,93.52307692307681,4.596153846153811,1.048896119609367,0.7045555555555563,6734.570621468942,6.471125188536945,4.367617796594156,91.4,17.49598870056525,95.85964791061542,5.169209090909021,71.70412203389827,4.14112903225805
