year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,75.8868092691622,100.0,1.8875000000000028,1.604,0.6114615384615387,6588,3.9,6.7288657103610205,82.0102564102564,22.129115016959645,100.0,69.10926829,-0.75
1961,76.31160873440285,100.0,1.870294117647056,1.74,0.6165846153846157,7370,3.928,11.83867419,82.13675213675214,21.75434474252245,100.0,69.4804878,-0.7181818181818116
1962,76.7364081996435,100.0,1.8530882352941163,1.926,0.6217076923076927,8149,3.9560000000000004,9.953438103,82.26324786324787,21.37957446808514,100.0,69.51902439,-0.6863636363636303
1963,77.16120766488416,100.0,1.8358823529411765,1.864,0.6268307692307697,8904,3.984,9.596498874,82.3897435897436,21.004804193647942,100.0,69.68121951,-0.654545454545449
1964,77.58600713012481,100.0,1.8186764705882368,2.0180000000000002,0.6319538461538468,9684,4.012,5.308510246,82.51623931623934,20.630033919210632,100.0,70.3997561,-0.6227272727272677
1965,78.01080659536547,100.0,1.801470588235297,2.204,0.6370769230769238,10214,4.04,6.253134899,82.64273504273504,20.255263644773436,100.0,70.80926829,-0.5909090909090864
1966,78.435606060606,100.0,1.7842647058823502,2.383,0.6422000000000008,10852,4.096,7.24606031,82.76923076923077,19.880493370336126,100.0,71.05512195,-0.5590909090909051
1967,78.86040552584666,100.0,1.7670588235294105,2.6260000000000003,0.6473230769230778,11441,4.152,4.340338417,82.8957264957265,19.50572309589893,100.0,71.25292683,-0.5272727272727238
1968,79.28520499108731,100.0,1.7498529411764707,2.918,0.6524461538461548,11985,4.208,6.5970201379999995,83.02222222222224,19.13095282146162,100.0,71.53780488,-0.4954545454545425
1969,79.71000445632797,100.0,1.732647058823531,2.88,0.6575692307692318,12937,4.263999999999999,8.907015555,83.14871794871794,18.756182547024423,100.0,71.05756098,-0.4636363636363612
1970,80.13480392156862,100.0,1.7154411764705912,3.438,0.6626923076923088,13553,4.32,4.2909329210000005,83.27521367521368,18.381412272587113,100.0,72.02731707,-0.4318181818181799
1971,80.55960338680927,100.0,1.6982352941176444,3.742,0.6678153846153858,14195,4.362,4.6494735,83.40170940170941,18.006641998149917,100.0,71.6302439,-0.3999999999999986
1972,80.98440285204993,100.0,1.6810294117647047,4.169,0.6729384615384628,15226,4.404,8.149745867,83.52820512820514,17.631871723712607,100.0,72.81804878,-0.3681818181818173
1973,81.40920231729058,100.0,1.663823529411765,4.415,0.6780615384615398,16432,4.446000000000001,7.788465252999999,83.65470085470085,17.25710144927541,100.0,72.61073171,-0.336363636363636
1974,81.83400178253123,100.0,1.6466176470588252,4.864,0.6831846153846168,17479,4.488,5.618785769,83.78119658119658,23.6,100.0,72.9697561,-0.30454545454544757
1975,82.25880124777177,100.0,1.6294117647058854,5.045,0.6883076923076938,17901,4.53,0.542203325,83.90769230769232,21.8,100.0,73.31878049,-0.27272727272726627
1976,82.68360071301242,100.0,1.6122058823529386,5.4510000000000005,0.6934307692307691,18444,4.582,3.3037915289999997,84.03418803418805,20.2,100.0,73.64268293,-0.24090909090908497
1977,83.10840017825308,100.0,1.5949999999999989,5.318,0.6985538461538461,18945,4.6339999999999995,2.838574285,84.16068376068378,18.7,100.0,74.13195122,-0.20909090909090366
