year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,share-of-peopleNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,47.29909909909907,74.77922077922074,-0.30000000000001137,0.495,0.5323487179487181,1822,3.52,11.449786456480524,71.89542124542118,112.2,100.0,55.41553659,0.3
1961,48.310810810810835,75.2467532467532,-0.24181818181818926,0.5539999999999999,0.539332820512822,1852,3.67,6.88240249,72.22069597069594,106.6,100.0,56.01497561,0.3
1962,49.322522522522604,75.71428571428567,-0.18363636363636715,0.643,0.5463169230769243,1850,3.82,3.838921281,72.5459706959706,101.7,100.0,56.51231707,0.3
1963,50.334234234234145,76.18181818181813,-0.12545454545455925,0.7659999999999999,0.5533010256410265,1955,3.97,9.190386938,72.87124542124536,96.8,100.0,56.97060976,0.3
1964,51.345945945945914,76.6493506493506,-0.06727272727273714,0.787,0.5602851282051287,2065,4.12,9.459345519,73.19652014652002,92.0,100.0,57.44092683,0.3
1965,52.35765765765768,77.11688311688306,-0.009090909090915034,0.8640000000000001,0.5672692307692309,2134,4.27,7.183699073,73.52179487179478,87.0,100.0,57.96829268,0.3
1966,53.36936936936945,77.58441558441552,0.049090909090907076,1.014,0.5742533333333348,2332,4.3580000000000005,11.98352983,73.84706959706955,81.8,100.0,58.57517073,0.3
1967,54.38108108108099,78.05194805194799,0.10727272727271497,1.161,0.581237435897437,2444,4.446000000000001,9.116893328,74.1723443223442,76.5,100.0,59.24146341,0.3
1968,55.39279279279276,78.51948051948045,0.16545454545453708,1.204,0.5882215384615392,2692,4.534,13.18862888,74.49761904761897,71.1,100.0,59.94460976,0.3
1969,56.40450450450453,78.98701298701292,0.2236363636363592,1.3459999999999999,0.5952056410256414,3031,4.622,14.54123499,74.82289377289374,66.0,100.0,60.67502439,0.3
1970,57.4162162162163,79.45454545454538,0.2818181818181671,1.6680000000000001,0.6021897435897436,3220,4.71,9.997406565,75.14816849816839,61.2,100.0,62.16341463,0.3
1971,58.42792792792784,79.92207792207785,0.3399999999999892,1.7819999999999998,0.6091738461538476,3465,4.792,10.45469327,75.47344322344316,57.0,100.0,62.61219512,0.3
1972,59.43963963963961,80.38961038961031,0.3981818181818113,1.7990000000000002,0.6161579487179498,3650,4.874,7.150714777,75.79871794871792,53.3,100.0,63.0097561,0.3
1973,60.45135135135138,80.85714285714278,0.4563636363636334,2.138,0.623142051282052,4196,4.956,14.82755434,76.12399267399257,50.4,100.0,63.40731707,0.3
1974,61.463063063063146,81.32467532467524,0.5145454545454413,2.174,0.6301261538461542,4480,5.038,9.460873462,76.44926739926734,47.9,100.0,63.80487805,0.3
1975,62.47477477477469,81.7922077922077,0.5727272727272634,2.31,0.6371102564102564,4698,5.12,7.863511656,76.774542124542,45.7,100.0,64.15365854,0.3
1976,63.486486486486456,82.25974025974017,0.6309090909090855,2.593,0.6440943589743604,5165,5.17,13.11515884,77.09981684981676,43.8,100.0,64.50243902,0.3
1977,64.49819819819822,82.72727272727263,0.6890909090909076,2.895,0.6510784615384626,5608,5.22,12.27766122,77.42509157509153,41.9,100.0,64.9,0.3
1978,65.50990990991,83.1948051948051,0.7472727272727155,3.063,0.6580625641025648,6038,5.27,10.77449137,77.75036630036618,40.0,100.0,65.19756098,0.3
1979,66.52162162162153,83.66233766233756,0.8054545454545377,3.548,0.665046666666667,6380,5.32,8.625632389,78.07564102564095,38.0,100.0,65.54634146,0.3
1980,67.5333333333333,84.12987012987003,0.8636363636363598,3.542,0.6720307692307692,6113,5.37,8.68047950916332,78.40091575091571,35.8,100.0,66.04634146,0.3
1981,61.0,84.59740259740249,0.9218181818181677,3.617,0.6790148717948732,6392,5.396,7.180510839,78.72619047619037,33.5,100.0,66.54634146,0.3
1982,61.0,85.06493506493496,0.9799999999999898,3.6189999999999998,0.6859989743589754,6771,5.422000000000001,8.265021265,79.05146520146513,31.1,100.0,67.09512195,0.3
1983,69.0,85.53246753246742,1.0381818181818119,3.793,0.6929830769230776,7439,5.4479999999999995,13.24206343,79.3767399267399,28.8,100.0,67.54634146,0.3
1984,76.0,85.99999999999989,1.096363636363634,4.064,0.6999671794871798,7985,5.474,10.44291111,79.70201465201455,26.5,100.0,68.19512195,0.3
1985,76.0,86.46753246753235,1.1545454545454419,4.3660000000000005,0.706951282051282,8425,5.5,7.749645999,80.02728937728932,24.2,100.0,68.79512195,0.3
1986,76.0,86.93506493506482,1.212727272727264,4.417,0.713935384615386,9305,5.537999999999999,11.22408642,80.35256410256397,22.1,100.0,69.44634146,0.3
1987,57.0,87.40259740259728,1.270909090909086,4.617,0.7209194871794882,10276,5.5760000000000005,12.46726605,80.67783882783874,20.1,100.0,69.99756098,0.3
1988,58.0,87.87012987012974,1.329090909090894,5.269,0.7279035897435904,11323,5.614,11.90471861,81.00311355311351,18.3,100.0,70.54878049,0.3
1989,89.0,88.33766233766221,1.387272727272716,5.545,0.7348876923076926,11927,5.652,7.029710016,81.32838827838816,16.8,100.0,71.04878049,0.3
1990,74.0,88.80519480519467,1.4454545454545382,5.747999999999999,0.731,12933,5.69,9.811229684,81.65366300366293,15.4,100.0,71.59756098,0.3
1991,79.0,90.0,1.5036363636363603,6.023,0.7399,14131,5.716,10.35395136,81.9789377289377,14.2,100.0,72.04634146,0.3
1992,84.0,90.0,1.5618181818181682,6.477,0.7488,14849,5.742000000000001,6.175505687,82.30421245421235,13.1,100.0,72.49756098,0.3
1993,88.0,90.0,1.6199999999999903,7.255,0.7577,15705,5.768,6.846743917,82.62948717948711,12.1,100.0,72.99756098,0.3
1994,93.0,90.0,1.6781818181818124,7.669,0.7666,16979,5.794,9.206141515,75.2,11.2,100.0,73.39756098,0.3
1995,99.0,91.0,1.7363636363636346,8.266,0.7755,18418,5.82,9.570604132,77.92,10.4,100.0,73.7,0.3
1996,90.0,91.0,1.7945454545454425,8.817,0.7844,19629,5.827999999999999,7.594509089,80.64,9.7,100.0,74.15121951,0.3
1997,80.0,92.0,1.8527272727272646,9.3,0.7933,20597,5.836,5.922185464,83.36,9.0,100.0,74.60243902,0.3
1998,74.0,92.0,1.9109090909090867,7.818,0.8022,19330,5.843999999999999,6.188103256577904,86.08,8.4,100.0,75.00487805,0.3
1999,86.0,93.0,1.9690909090908946,8.497,0.8111,21364,5.852,11.30862149,88.8,8.0,100.0,75.4097561,0.3
2000,97.0,93.0,2.0,9.437000000000001,0.82,23077,5.86,8.924426034,88.66,7.5,100.0,75.9097561,0.3
2001,97.0,94.0,2.3,9.427999999999999,0.8264,23937,5.867999999999999,4.525306764,88.52,7.1,100.0,76.41219512,0.3
2002,97.0,95.0,2.1,9.692,0.8328,25567,5.876,7.432433614,88.38,6.8,100.0,76.76585366,0.3
2003,97.0,95.0,2.1,9.652000000000001,0.8392,26182,5.8839999999999995,2.933217902,88.24,6.4,100.0,77.21463415,0.3
2004,88.0,96.0,2.3,9.936,0.8456,27355,5.892,4.89984045,88.1,6.0,100.0,77.66585366,0.3
2005,96.0,96.0,2.3,9.496,0.852,28369,5.9,3.923677392,87.96,5.6,100.0,78.16829268,0.3
2006,98.0,97.0,2.3,9.618,0.8584,29681,5.9079999999999995,5.176153818,87.82,5.2,100.0,78.66829268,0.3
2007,91.0,97.0,2.3,10.095,0.8648,31144,5.916,5.463396392999999,87.68,4.8,100.0,79.1195122,0.3
2008,94.0,98.0,2.3,10.304,0.8712,31783,5.9239999999999995,2.829223173,87.54,4.5,100.0,79.51707317,0.3
2009,94.0,98.0,2.9,10.297,0.8776,31844,5.932,0.707509946,87.4,4.3,100.0,79.96829268,0.3
2010,94.0,98.0,2.6,11.427,0.884,33745,5.94,6.496793586,87.92,4.1,100.0,80.11707317,0.3
2011,99.0,98.0,2.6672727272727172,11.839,0.889,34719,6.377811764705882,3.681688569,88.44,4.0,100.0,80.56829268,0.3
2012,99.0,98.0,2.7254545454545394,11.681,0.8909999999999999,35328,6.419809049773747,2.292397846,88.96,3.8,100.0,80.81951219999999,0.3
2013,99.0,99.55844155844147,2.7836363636363615,11.8,0.8959999999999999,36186,6.461806334841626,2.896204935,89.48,3.7,100.0,81.27073171,0.3
