year,dtp3-diphtheriaNotFilledFilled,population-usinNotFilledFilled,homicide-rate-pNotFilledFilled,co2-emissions-pNotFilledFilled,human-developmeNotFilledFilled,gdp-per-capita-NotFilledFilled,mean-years-of-pNotFilledFilled,gdp-annual-growNotFilledFilled,mortality-rate-NotFilledFilled,access-to-electNotFilledFilled,economically-acNotFilledFilled,life-expectancyNotFilledFilled,poverty-headcouNotFilledFilled
1960,31.70270270270271,83.91623931623934,-60.399999999999636,6.999,0.43457948717948724,18842,1.87,6.009657066400962,79.2,96.08934201307693,24.35305381818182,59.831,-14.456587658119588
1961,32.60597439544813,84.09196581196585,-58.14676470588256,6.132000000000001,0.4408328205128207,17584,1.868,3.192519439,76.6,96.14482948938462,23.95515636363632,60.376999999999995,-13.797550598290627
1962,33.50924608819355,84.26769230769236,-55.893529411764575,6.15,0.44708615384615236,17694,1.8659999999999999,8.532933762999999,74.4,96.20031696569231,23.557258909090933,60.907,-13.138513538461439
1963,34.41251778093874,84.44341880341881,-53.64029411764659,6.151,0.4533394871794858,17843,1.864,3.900951164,72.5,96.255804442,23.159361454545433,61.422,-12.479476478632478
1964,35.31578947368416,84.61914529914532,-51.387058823529514,5.968999999999999,0.45959282051281924,18679,1.8619999999999999,11.12934529,70.8,96.3112919183077,22.761463999999933,61.923,-11.82043941880329
1965,36.21906116642958,84.79487179487182,-49.13382352941153,6.182,0.4658461538461527,19224,1.86,4.162866665,69.4,96.36677939461539,22.363566545454546,62.416000000000004,-11.161402358974328
1966,37.122332859175,84.97059829059833,-46.880588235293544,5.6,0.47209948717948613,18904,1.9580000000000002,1.510250111,68.0,96.42226687092308,21.965669090909046,62.91,-10.502365299145367
1967,38.02560455192042,85.14632478632478,-44.62735294117647,6.246,0.4783528205128196,19381,2.056,2.8338690310000003,66.7,96.47775434723077,21.56777163636366,63.409,-9.843328239316179
1968,38.92887624466562,85.32205128205129,-42.37411764705848,6.026,0.484606153846153,20021,2.154,7.337232658,65.3,96.53324182353846,21.16987418181816,63.916000000000004,-9.184291179487218
1969,39.83214793741104,85.4977777777778,-40.12088235294141,6.136,0.49085948717948646,20047,2.252,0.7060367959999999,63.8,96.58872929984616,20.77197672727266,64.42699999999999,-8.52525411965803
1970,40.73541963015646,85.6735042735043,-37.86764705882342,6.428999999999999,0.4971128205128199,20846,2.35,7.711914381000001,62.2,96.64421677615385,20.374079272727272,64.935,-7.866217059829069
1971,41.63869132290188,85.84923076923081,-35.61441176470544,5.236000000000001,0.5033661538461534,20406,2.4659999999999997,1.47929121,60.4,96.69970425246154,19.97618181818177,65.428,-7.20717999999988
1972,42.5419630156473,86.02495726495727,-33.36117647058836,5.0889999999999995,0.5096194871794868,20013,2.582,1.2828050359999998,58.6,96.75519172876923,19.578284363636385,65.896,-6.548142940170919
1973,43.44523470839249,86.20068376068377,-31.107941176470376,5.257999999999999,0.5158728205128202,20755,2.698,7.109957895,56.8,96.81067920507692,19.180386909090885,66.331,-5.889105880341958
1974,44.34850640113791,86.37641025641028,-28.85470588235239,5.777,0.5221261538461537,20525,2.8139999999999996,2.0693332019999997,55.1,96.86616668138463,18.782489454545384,66.729,-5.23006882051277
1975,45.25177809388333,86.55213675213679,-26.601470588235316,4.772,0.5283794871794871,20455,2.93,2.89625778,53.4,96.92165415769232,18.384591999999998,67.092,-4.571031760683809
1976,46.15504978662875,86.7278632478633,-24.34823529411733,4.171,0.5346328205128206,21349,3.05,7.7277398470000005,51.6,96.977141634,17.986694545454498,67.42,-3.9119947008546205
1977,47.05832147937417,86.90358974358975,-22.095000000000255,4.507,0.540886153846154,21978,3.17,6.270783513,49.7,97.0326291103077,17.58879709090911,67.723,-3.2529576410256595
1978,47.961593172119365,87.07931623931626,-19.84176470588227,4.725,0.5471394871794857,21808,3.29,2.346896372,47.8,97.08811658661539,17.19089963636361,68.009,-2.593920581196471
1979,48.864864864864785,87.25504273504276,-17.588529411764284,5.124,0.5533928205128191,21330,3.41,0.764355145,45.8,97.14360406292309,16.79300218181811,68.281,-1.9348835213675102
1980,56,87.43076923076927,-15.335294117647209,5.912999999999999,0.5596461538461526,19806,3.53,3.0445288864268605,43.9,97.19909153923078,16.395104727272724,68.542,-1.2758464615383218
1981,54,87.60649572649572,-13.082058823529223,5.83,0.565899487179486,19224,3.54,2.8962724774281696,42.0,97.25457901553847,15.997207272727223,68.795,1.3
1982,53,87.78222222222223,-10.828823529411238,5.766,0.5721528205128195,18276,3.55,2.748016068429422,40.3,97.31006649184616,15.599309818181837,69.038,1.2167
1983,58,87.95794871794874,-8.575588235294163,5.598,0.5784061538461529,17083,3.56,2.599759659430731,38.8,97.36555396815385,15.201412363636337,69.27199999999999,1.1333
1984,33,88.13367521367525,-6.322352941176177,5.46,0.5846594871794863,16844,3.57,1.4421646330000002,37.4,97.42104144446155,14.803514909090836,69.497,1.05
1985,49,88.30940170940175,-4.069117647059102,5.78,0.5909128205128198,16646,3.58,0.19330016100000003,36.1,97.47652892076924,14.40561745454545,69.715,0.9667
1986,58,88.4851282051282,-1.8158823529411166,6.091,0.5971661538461532,17042,3.5860000000000003,6.510345028,34.8,97.53201639707693,14.00771999999995,69.923,0.8833
1987,57,88.66085470085471,0.4373529411768686,6.013999999999999,0.6034194871794867,17200,3.592,3.581649938,33.5,97.58750387338462,13.609822545454563,70.123,0.8
1988,56,88.83658119658122,2.6905882352939443,6.1339999999999995,0.6096728205128201,17737,3.5980000000000003,5.82136842,32.1,97.64299134969231,13.211925090909062,70.312,4.3
1989,57,89.01230769230773,4.9438235294119295,5.61,0.6159261538461536,15811,3.6039999999999996,1.710221205438529,30.8,97.698478826,12.814027636363562,70.491,7.8
1990,63,89,7.197058823529915,6.145,0.634,16238,3.61,6.467940852999999,29.5,97.48551178,12.416130181818176,70.658,6.6333
1991,64,89,9.45029411764699,5.672999999999999,0.6378,17422,3.748,9.729887977,28.5,97.61393738,12.018232727272675,70.811,5.4667
1992,67,89,11.703529411764976,5.091,0.6416,18076,3.886,6.060473262,27.8,97.820203,11.620335272727289,70.95100000000001,4.3
