Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1
Algeria,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Angola,,,,2.1,2,2.05,2.1,2.3,,
Argentina,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5
Armenia,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
Australia,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2
Austria,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4
Azerbaijan,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1
Bahrain,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2
Bangladesh,0.1,0.1,0.1,0.01,0.1,0.1,0.1,0.1,0.1,0.1
Barbados,1.5,1.2,1.2,1.2,1.4,1.4,0.9,0.9,0.9,0.9
Belgium,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
Belize,,,,,2.3,,,,,
Benin,1.8,1.2,1.2,1.2,1.2,1.2,1.2,1.15,1.1,1.1
Bhutan,,,,,,,0.3,0.2,0.1,0.1
Bolivia,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
"Bosnia and Herzegovina",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Botswana,24.1,23.9,23.9,23.9,24.8,24.8,23.4,23,21.9,25.2
Brazil,0.5,0.6,0.6,0.6,0.61,0.6,0.3,0.45,0.6,0.6
Brunei,,0.1,0.1,0.01,0.014,0.014,0.014,,,
Bulgaria,0.1,0.1,0.1,0.024349286,0.1,0.1,0.1,0.1,0.1,0.1
"Burkina Faso",2,1.6,1.6,1.6,1.2,1.2,1.1,1,,
Burundi,3.3,2,2,2,3.3,3.3,1.3,1.3,1,1.1
"Cape Verde",,,,0.8,0.8,0.8,1,0.2,0.5,1.1
Cambodia,1.6,0.8,0.8,0.8,0.5,0.5,0.6,0.8,0.7,0.6
Cameroon,5.4,5.1,5.1,5.1,5.3,5.3,4.6,4.5,4.3,4.8
Canada,0.3,0.4,0.4,0.4,0.2,0.2,0.3,0.3,0.3,0.3
Chad,3.5,3.5,3.5,3.5,3.4,3.4,3.1,2.7,2.5,2.5
Chile,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.4,0.3,0.3
China,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Colombia,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4
"Congo (Kinshasa)",,,,,,,,,,1
"Costa Rica",0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3
"Ivory Coast",,3.9,3.9,3.9,3.4,3.4,3,3.2,2.7,3.5
Croatia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cyprus,,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1
"Czech Republic",0.1,0.1,0.1,0.02,0.1,0.1,0.1,0.1,0.1,0.1
Denmark,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"Dominican Republic",1.1,1.1,1.1,1.1,0.9,0.9,0.7,0.7,0.7,1
Ecuador,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3
Egypt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"El Salvador",0.9,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.5,0.5
Estonia,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3
Ethiopia,1,2.1,2.1,2.1,2.1,2.1,1.4,1.3,1.2,1.2
Finland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
France,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Gabon,,,,,,5.2,5,4,3.9,3.9
Gambia,2.4,0.9,0.9,0.9,2,2,1.5,1.3,1.2,1.8
Georgia,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3
Germany,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2
Ghana,,1.9,1.9,1.9,1.8,1.8,1.5,1.4,1.3,1.5
Greece,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2
Guatemala,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.6,0.5
Guinea,,,,,,1.3,1.4,1.7,1.7,
Guyana,2.4,2.5,2.5,2.5,1.2,1.2,1.1,1.3,1.4,
Haiti,,,,,1.9,1.9,1.8,2.1,2,
Honduras,1.5,0.7,0.7,0.7,0.8,0.8,0.8,0.5,0.5,0.4
"Hong Kong",0.1,0.1,0.1,0.0092,0.1,0.000147146,0.000147146,0.1,0.096565724,0.096565724
Hungary,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Iceland,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.181506697,0.181506697
India,0.9,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Indonesia,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5
Iran,,,,0.2,0.2,0.2,0.2,0.2,0.1,0.1
Ireland,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
Israel,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Italy,0.5,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.3,0.3
Jamaica,1.5,1.6,1.6,1.6,1.7,1.7,1.8,1.7,1.8,1.6
Japan,0.1,0.1,0.1,0.014,0.1,0.1,0.1,0.1,0.1,0.1
Jordan,0.1,0.1,0.2,0.13,0.2,0.022031304,0.022031304,0.2,0.2,0.2
Kazakhstan,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.168,0.2
Kenya,6.1,6.1,6.1,7.1,6.3,6.3,6.2,6.1,6,5.3
"South Korea",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kuwait,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kyrgyzstan,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.3,0.2,0.3
Laos,,,,,,,0.3,0.3,0.2,0.3
Latvia,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7
Lebanon,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lesotho,23.2,23.2,23.2,23.2,23.6,23.6,23.3,23.1,22.9,23.4
Liberia,,,,,,1.5,1,1.05,1.1,1.2
Libya,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,,
Lithuania,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
