Country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Norway,,,0.518682546,1.961161294,4.525522925,8.744668052,14.63820851,21.43740966,26.65536372,30.86719564,33.01483505,34.49873843,35.23341983,36.1198393,37.20005006,37.89103037,38.82872172,39.71267249,40.37083807
Nepal,,,,,,,,,0.003756723,0.042223471,0.04571531,0.064336171,0.224156165,0.348559143,0.83939301,1.120451414,0.891164315,1.064340033,0.779583579
Nauru,,,,,,,,,,,,,9.476309227,,,,,,
"New Zealand",,,0.120735131,0.441971047,1.097947797,2.064314078,4.699472307,7.764656878,11.2353107,20.15293189,21.3866578,23.64906206,24.99922164,26.68827707,28.52112581,29.20705293,30.97982598,31.56603565,32.39907664
Oman,,,,,0.004202028,0.00569247,0.027110379,0.524912531,0.785352097,0.785177016,1.251078167,1.544406329,2.089220371,2.585879143,3.419552378,4.247553438,4.509445072,5.609576065,6.190953212
Pakistan,,,,,,,,0.009242178,0.016538248,0.027544354,0.100643033,0.230242691,0.455957357,0.662045266,0.846622047,0.89386286,1.084995545,0.953099019,0.859311935
Panama,,,,0.249357514,0.384936054,0.46405137,0.506942227,0.521906434,3.28825154,4.304827739,5.521066673,6.482051503,7.0223766,7.56207687,7.751636452,7.951668793,7.897698864,7.928250347,9.548675545
Peru,,0.000292837,0.004146141,0.072,0.139921913,0.346865296,0.830576877,1.271934588,1.729886188,2.012883886,2.534662296,2.86049054,3.186646678,4.091749531,4.81123657,5.309563731,5.74296395,6.416508727,6.721873355
Philippines,,,,0.012610697,0.025940769,0.066582183,0.105661398,0.143321207,0.303354007,0.558253661,1.157133017,1.874496117,1.8793,1.884203303,2.219699958,2.614804906,2.897204314,4.783941598,5.457909609
Palau,,,,,,,0.373643019,0.502335862,0.484709174,0.5167,0.548744315,0.697994495,1.167562286,2.513830923,4.326876747,8.62893202,5.261411575,5.748907989,
"Papua New Guinea",,,,,,,,,,,0.045596948,0.066414818,0.08893496,0.106944597,0.128365943,0.154344975,0.176562457,0.196545542,0.21827333
Poland,,,,0.031319536,0.317874246,0.511764235,2.291313472,2.473827836,7.621981401,10.92981784,11.6855642,14.65167284,15.33688245,18.24945259,18.02541074,18.39789139,18.92661232,19.00901334,19.22085468
"Puerto Rico",,,,0.063879213,0.599041618,1.435565849,2.287294929,3.144469647,4.006466542,4.873130063,11.43372551,12.91522669,14.8670866,15.08226812,15.51673593,16.31014462,16.56894979,17.99640114,18.67599019
Portugal,,0.002893741,0.244066868,0.959513693,2.506736003,4.809162843,8.001157078,11.08784758,13.51169593,14.46631467,15.47252046,18.0690491,20.08244355,21.16545125,22.54641825,24.16401116,25.66846341,29.61530494,31.82308278
Paraguay,,,0.002803606,0.005493881,0.008974452,0.008799176,0.052646751,0.094848217,0.099754255,0.14040163,0.205259617,1.219951593,1.385400391,1.827160013,2.035960075,2.301811374,2.67615303,3.140335865,3.350441407
"West Bank and Gaza",,,,,,,0.000515797,0.209643311,0.74672374,1.493875561,2.0681,2.6424,3.2166,3.790871565,4.417874305,4.924883763,5.30027538,6.034538666,6.872838969
"French Polynesia",,,,0.010361578,0.013059519,0.380628963,1.807307862,4.315688705,7.074818318,9.064337593,10.52621568,11.31448465,12.02954507,13.2903121,14.68149912,16.2192818,17.77476013,18.35735808,19.35945827
Qatar,,,,,0.036205131,0.453018457,1.515166238,3.118640848,4.833908983,7.60747237,7.812221786,9.255269225,8.332052171,8.613785532,9.028321679,9.936352783,9.904820108,10.11567936,10.76591884
Romania,,,,0.026893659,0.071012627,0.883297018,0.470548935,1.705266124,4.939858581,8.867212874,11.46098045,12.83512108,13.72551423,15.05415373,16.27847466,17.46782106,18.55741138,19.75111127,20.67787954
Russia,,,,,0.007559056,0.236748235,0.467673856,1.103986143,2.017882292,3.411012127,6.458930705,8.977676423,10.93178398,12.29436224,14.6143373,16.62447156,17.51313356,18.9175332,19.46634479
Rwanda,,,,,,,0.012404938,0.012513976,0.017638024,0.025614055,0.01095573,0.021026304,0.03637628,0.077573184,0.047984775,0.023614782,0.02410734,0.169979011,0.170231342
"Saudi Arabia",,,,0.067012598,0.159366113,0.201213592,0.288180437,0.274596258,0.85991073,2.404402842,3.975133767,5.365345126,6.279160979,7.029306677,8.979652222,10.12769838,10.32446733,11.92389753,10.80958193
Sudan,,,,,,,0.002114461,0.0033038,0.00524528,0.105266717,0.107750422,0.0694,0.03099747,0.04784397,0.066645429,0.067713604,0.053664935,0.069883241,0.064123281
Senegal,,,,,0.011549511,0.022326249,0.069887873,0.159952784,0.249729667,0.320303093,0.386949986,0.466519481,0.607286293,0.695482928,0.696203219,0.755189171,0.710481063,0.672198851,0.639073483
Singapore,0.267699129,0.78480102,1.761017654,3.753152897,6.527669218,9.803124308,12.46053801,14.5966989,17.07514233,19.56862385,22.092629,24.84735045,26.35180486,27.12154021,27.01732367,27.59557606,26.71692494,26.45017696,25.44654773
"Solomon Islands",,,,,,,0.043684623,0.095886266,0.135206814,0.20319091,0.297890341,0.388376663,0.47906057,0.451675381,0.387919898,0.335690651,0.233039198,0.242950168,0.213395607
"El Salvador",,,,,,0.325092224,0.484620838,0.696809143,1.008481321,1.465975889,2.00704642,2.416210667,2.818727943,3.292711503,3.844447402,4.485924825,4.995729784,5.493322287,6.007802944
"San Marino",,,,,,2.090592334,3.67360874,4.097397145,4.912047793,5.26385094,16.0398049,17.74056942,19.41609151,21.05771708,31.68944219,32.53307047,36.98201473,36.60461606,37.56809217
Somalia,,,,,,,,,,,,,,,0.392344034,0.571669054,0.647809188,0.737230339,0.803762026
Serbia,,,,,,,,0.407249048,1.49260027,4.026393004,5.695465551,7.411935683,10.86650128,12.4134366,13.71315027,15.23280802,15.56662123,17.37876703,18.94738964
"South Sudan",,,,,,,,,,,,,0.0000193,0.0000385,0.000156862,0.000885256,0.000851882,0.001234332,0.001197048
"Saint Thomas and Principe",,,,,,,,,0.078712391,0.188506029,0.204454007,0.255714616,0.328231254,0.402343089,0.41361418,0.506754131,0.555886842,0.647989703,0.686151772
Suriname,,,,,0.019579295,0.044365299,0.085124667,0.221611417,0.525746953,0.823810373,1.116863159,1.743458426,2.884600731,4.371782747,5.47535175,6.878666953,8.530587857,9.607151713,12.88137494
Slovakia,,,,,0.075780734,0.416914079,1.46174943,3.367121773,5.643740055,10.11269918,11.16601181,14.28663067,16.13993132,17.51936904,19.19824921,20.34889215,21.84052742,23.33891363,24.47242172
Slovenia,,,,0.276419136,2.850876091,2.912168921,5.769090003,9.830784528,13.92777432,17.06190017,20.9249829,21.96553451,22.90525121,23.97592184,24.63277131,25.31958299,26.77862509,27.36905899,28.2503192
Sweden,,,2.806492669,6.604080534,9.426386431,12.24591954,15.69931776,27.928621,27.38271118,30.35539851,31.43444502,31.63264966,31.97017745,32.04011233,32.31072303,32.88664162,34.07038808,36.06645552,36.2831678
Swaziland,,,,,,,,,,,0.066901863,0.128144176,0.306583928,0.661959363,0.278557415,0.336130688,0.402302115,0.466737559,0.537284885
Seychelles,,,,,,,0.406992338,1.088479115,2.805804331,3.918818857,3.800805321,5.027766431,7.447811595,10.252835,11.45453167,13.36844826,12.67549782,14.31405593,14.90104897
Syria,,,,,,,0.003394431,0.014861812,0.027748066,0.035564799,0.054334855,0.164785794,0.324237889,0.55631068,1.106247226,1.580715297,2.279541439,3.143948465,4.011871871
Chad,,,,,,,,,,,,0.002611833,0.002824044,0.130786023,0.156279937,0.114531309,0.076685247,0.08332583,0.074738122
Togo,,,,,,,,,,0.020583375,0.031916541,0.067800946,0.431730726,0.525917818,0.624619144,0.10143785,0.180316889,0.880069538,0.607036414
Thailand,,,,0.002557514,0.0103,0.018004806,0.253159598,0.84731444,1.356245111,1.957326193,3.131809854,3.959540618,4.897195152,5.850427446,6.76648938,7.748039255,8.092471722,9.241737473,10.6883505
Tajikistan,,,,,,0.000153149,0.0129,0.0257,0.0385,0.051258433,0.050280045,0.059081053,0.061620547,0.064236678,0.067424232,0.070664197,0.072541782,0.069683303,0.068094997
Turkmenistan,,,,,,,,,,,0.001525152,0.009339296,0.014339562,0.021540464,0.02706396,0.034350673,0.04333759,0.055829669,0.073547434
"Timor Leste",,,,,,0.000964249,0.001344382,0.002209681,0.002848687,0.004827625,0.006760334,0.044258972,0.046319885,0.05016907,0.05385484,0.061789476,0.089202118,0.087663345,0.086122542
Tonga,,,,,0.011101804,0.022068191,0.332937928,0.638866878,0.622927266,0.762545337,0.70036038,0.965651767,1.056696574,1.243376628,1.429374601,1.614082394,1.701612751,2.310606417,2.800126939
"Trinidad and Tobago",,,,,0.013774504,0.068854431,0.328043156,0.832965157,1.581384573,2.709153919,6.490718592,9.834043847,12.26192403,12.92628661,15.05937841,15.84445003,18.35542149,19.97219865,18.94118546
Tunisia,,,,,0.000266677,0.002630156,0.02854021,0.174832202,0.431534954,0.93358609,2.187642545,3.54751939,4.535475078,5.201843231,4.848847094,4.728625387,4.486233076,5.108716781,5.648053663
Turkey,,,,0.017028002,0.032611889,0.302288815,0.864575525,2.346761702,4.041720892,6.840281325,8.181747781,9.054167904,9.839762223,10.39078637,10.63415326,11.86851402,11.69133624,12.39344232,13.55059996
Tuvalu,,,,,,,0.518349575,1.547348876,2.568845047,2.765260139,2.962811606,1.019575856,2.442250941,4.571312475,5.578093306,7.087889834,9.096422074,10.08471158,10.05833836
Tanzania,,,,,,,,0.00666849,0.007505818,0.008253953,0.015162752,0.015918972,0.016796621,0.060982072,0.086484539,0.114561256,0.16667501,0.202712539,0.254405311
Uganda,,,,,,,,0.002959108,0.004072511,0.006052964,0.015098116,0.018256877,0.041191962,0.101041127,0.105651648,0.110434383,0.142099458,0.201099806,0.261064853
Ukraine,,,,,,,,0.27579809,1.109420241,1.714781176,3.443722578,4.123207433,6.418779324,6.921824579,8.005667655,8.834340341,9.293523561,11.80934808,11.98652729
Uruguay,,,,,,,0.812317868,1.4597515,3.200452103,4.94305029,7.301834813,9.447716677,11.37458622,13.9759999,17.10237794,21.63382997,24.57842088,26.2662912,26.78952985
"United States",0.253871909,0.978713139,2.484192986,4.449168654,6.849325177,9.47284105,12.6409914,17.15701483,20.01632123,23.60339927,25.15186724,25.84623436,27.06894497,28.04499973,29.13778444,30.00493209,30.32087809,31.43196373,32.36960518
Uzbekistan,,,,,,0.010788948,0.021385026,0.031757306,0.032797159,0.071918842,0.244086563,0.323935676,0.424930148,0.524869754,0.772824116,1.058612429,2.797791094,6.017469175,9.128153275
"Saint Vincent and Grenadines",,,,0.07500764,1.004160888,1.057654149,1.215895065,3.353594056,5.158482389,7.310743271,8.578390956,10.53281952,11.43656921,12.11536527,12.44914193,13.35247273,13.45512064,15.50642749,19.98829864
Venezuela,,,0.018326294,0.1473074,0.308487274,0.45352563,0.800450823,1.332782207,1.97723634,3.101728211,3.96553566,4.903425248,5.760629747,6.154574691,6.799278326,7.345554332,7.779508983,8.244989519,8.23271469
"British Virgin Islands",,,,,,,,,,,,28.97294853,25.26907394,26.32888568,26.47037881,21.81292121,22.38288635,23.125,
"Virgin Islands (U.S.)",,,,,,,1.373641631,2.753136367,4.146,5.538855073,6.944600517,8.448324416,8.554078698,8.5475,8.541,8.534423739,8.521237546,8.418610742,
Vietnam,,,,,0.001303489,0.011013454,0.062636473,0.247238741,0.602429513,1.495162495,2.345166179,3.644194002,4.120638136,4.268754452,5.259460934,5.620190888,6.483694578,8.199909345,9.910908178
Vanuatu,,,,,,0.007539507,0.011267054,0.028179104,0.04425727,0.05909064,0.088731932,0.216606811,0.211596325,0.139384063,0.125373086,0.122644533,1.768866555,1.628342327,1.625440123
Samoa,,,,,,,0.017897692,0.036125561,0.054121818,0.071334504,0.087220078,0.108281358,0.107510119,0.3407,0.573882015,0.650305717,1.053531494,1.078518641,1.229491344
Yemen,,,,,,,,0.00743806,0.013459677,0.051930488,0.119795954,0.242919078,0.369019771,0.467726727,0.70139666,1.052140744,1.361715326,1.546891207,1.64860435
"South Africa",,,,,0.005778583,0.043339922,0.126174938,0.342674412,0.685029417,0.762054093,0.847466259,0.945184357,1.444054491,1.745941759,2.113545014,3.060493447,3.211005186,2.634720283,2.841486292
Zambia,,,0.000207901,0.000299166,0.000451747,0.000835282,0.002237207,0.002179595,0.019852971,0.03303159,0.045783227,0.083446192,0.077680348,0.120399337,0.106564082,0.092491457,0.136615387,0.150712608,0.198230198
Zimbabwe,,,,0.006125483,0.022522091,0.050390185,0.070644976,0.08013004,0.08016153,0.119386256,0.14080055,0.365662967,0.252351881,0.25451506,0.523924068,0.734406962,1.042746839,1.089896905,1.103375138
