Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Pakistan,1403900,1383800,1480700,1477300,1571100,1618700,1743000,1768100,1753100,1755989,1968339,2021479,1857103,2044618,1863029,1875680,1854402,1900465,2091634,2120310,2226142,2274263,2232031,2251971,2373189,2513274,2576283,2626202,2606291,2668538,2840996,2841039,2808716,2656792,3001111,3152014,2962783,2925597,2985925,2930606,3119023,2796021,2991618,3194418,3104820,3076598,3055901,2821387,3107065,2690250,2835509,2879667,5553814
Paraguay,35000,50000,63000,48600,56700,62800,38200,37200,60000,46250,33200,57200,81100,93200,100000,109900,200200,284900,312500,258300,244076,246100,262600,294000,385900,384600,284400,402600,438300,508500,414691,437322,235454,381186,332280,306632,110697,202000,166204,194760,297865,169671,186405,320000,225000,245000,110000,66256,30000,13727,24845,50000,45000
Peru,244601,254547,260420,249610,241535,206510,183755,168870,171620,147925,142040,133110,139770,151140,136670,100990,112437,118298,137419,149378,158079,133532,86566,100509,159420,167473,121547,135362,172630,138520,117800,86407,66748,97489,123879,137286,91478,73743,78966,89453,68866,72128,67922,89033,93380,91927,89578,70667,40796,28123,45974,50875,31335
Philippines,190500,190930,219820,207820,206990,206980,194740,177470,180030,180860,162830,151780,169590,176100,185269,249961,256850,251390,246490,257230,249680,221500,187940,186136,182129,139639,150717,138641,130329,122906,129645,146621,132269,118391,121384,133839,126063,117596,121712,115306,116072,131753,129071,136532,148025,145022,143967,144766,142310,142204,147240,146108,145807
Poland,128260,151000,132000,143000,136100,126800,142500,132000,115100,112300,114600,109600,88400,87200,90946,97631,72417,92102,103092,86056,62788,45765,50085,46164,44794,38658,30630,33916,36411,30282,9746,5543,4157,8547,14087,6009,3944,2443,3179,4170,5270,5170,2997,3526,6042,2669,2136,2532,2001,649,950,742,768
Portugal,393,425,383,437,402,413,373,386,372,224,177,197,201,178,60,53,30,20,13,25,48,55,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Korea",56900,61486,33931,31124,28723,28855,27678,24398,25191,23020,19105,17456,17639,14049,9587,7859,7136,7242,8853,9514,5728,4702,4276,3350,2664,1667,1431,1693,1411,1255,855,700,250,180,200,200,237,157,167,147,136,126,19,21,58,17,17,28,24,28,28,28,30
Reunion,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,32,34,34,35,35,37,37,39,41,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,45,45,46,50
Romania,58900,53637,53800,51100,43985,52800,60500,63110,63690,58862,65877,71100,76900,88500,96400,103800,99500,101300,101600,107300,111300,106000,109500,119200,128700,114500,112800,113100,123200,38400,25200,21600,5550,3525,3430,5625,3503,3404,1565,900,900,1400,1601,1401,2320,2304,1625,1848,2507,3603,3689,3367,3215
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379500,309530,169119,209098,186772,144980,134262,97700,130720,153000,110154,111180,126972,115724,82244,87221,85830,81587,60549,65061,67544,63379
Rwanda,300,300,300,600,719,365,416,298,337,280,333,260,400,200,350,392,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Kitts and Nevis",320,260,180,195,185,230,95,55,50,30,30,50,90,85,100,102,127,83,29,30,50,30,50,50,50,40,40,40,40,40,25,12,12,12,14,13,13,9,11,6,6,6,6,6,6,6,6,6,6,6,5,5,5
"Saint Vincent and Grenadines",240,450,120,185,240,240,185,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,500,804,2023,100,400,1000,3000,6400,9808,13600,18318,20359,28630,38588,37483,43845,47109,48299,30908,29913,31997,42018,33353,46337,38849,25482,28878,38558,24183,43341,44164,44772,43747,33946,35015,50308,53841,48258,21427,22265,31501,35478,46161,43557,38254,43770,43157,32515,22743,27586,26643,33694,32260
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,204,940,847,679,502,343,253,73,50,50,50,50,99,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1193,1111,1035,931,322,189,117,475,535,435,171,287,67,40,79,118,161,158,152,146
Somalia,15000,16500,10000,10000,10000,10000,10000,12000,12000,12000,15000,9000,5000,4000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,15700,12000,8000,8000,8000,11000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,16500,16500,16500,16500,17000,17000,17000,17000,17000
"South Africa",21000,26000,38300,57500,47500,76000,78300,81200,91500,91500,35000,92100,92100,98100,56600,35600,70700,88700,107700,129200,124700,116700,114700,108700,117200,137200,171200,193200,183700,131097,98500,55200,42200,74252,61200,97200,89677,96499,105200,57376,63080,44556,28477,41402,27700,23800,16700,15121,12719,11931,18902,15050,13200
Spain,332687,363325,276007,203439,200310,236554,145101,137007,150461,91150,78445,122631,92760,102521,62224,56453,78089,43739,46744,62763,72609,49652,39709,60496,64269,81963,81773,135629,67911,84005,78642,76517,32913,43688,40519,118647,159150,201820,248062,110467,92918,87018,95432,89832,86827,62538,65248,52651,58659,63226,67120,69677,63549
"Sri Lanka",3034,236,1631,573,1133,952,2017,1138,1206,1400,1838,872,1306,1016,1721,1977,2099,3250,3410,1135,1080,849,540,114,3,15,15,5,11,1,,,,,,,,,,,,,,,,,,,,,,,
Sudan,380525,475791,447777,440849,448466,440997,486604,482662,469646,527729,508122,512256,479261,511237,490653,412000,422500,470400,424700,411200,391500,408318,423020,427641,418400,335223,347826,330183,332283,294896,183995,191136,149549,122663,183995,247427,289855,176854,134005,171393,169712,144480,158000,164220,199920,174167,181250,97479,129167,38640,42000,,
Swaziland,6515,6809,10364,11149,12950,16187,17401,16187,12997,14108,10245,12130,12653,11000,20000,16000,13000,20000,18689,22800,20000,13000,15000,16000,16000,18000,13000,27000,36152,27433,27000,20000,16000,13000,10000,15000,31000,33000,34500,28300,9600,10700,3500,2800,5000,900,1800,1800,1800,2950,2950,2500,2500
Sweden,2700,2733,2604,2710,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,249603,302835,292201,286915,288154,255597,239700,279813,299456,250090,250840,238651,200786,205980,208577,182085,186822,169218,154803,140945,143433,158779,175700,178500,170200,144300,128703,171026,158000,156400,170439,212000,196475,189411,204300,219500,250600,274585,243836,270290,257063,199772,205360,234181,237768,215640,192790,176400,163712,172414,175147,168145,169094
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285300,275000,283000,270000,228000,218646,247347,247800,238608,257371,269197,284367,293601,288655,257600,252300,237130,168916,162428,204110,199254,190925
Thailand,290217,204729,270904,334628,502234,634448,493567,403295,488944,466345,534783,540936,504525,500708,359214,217046,375102,394161,384443,368277,388440,365046,363042,262732,354110,298425,252459,243188,227121,244147,238510,210313,183635,177626,171025,162447,141077,99121,84522,93178,125594,63787,56372,59111,62911,48060,42577,41164,41568,40540,38117,37179,28371
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,11,6,6,6,3.5,1,2.5,4,4,4,4,4,4,3,3,3,3,3,3,3
Togo,51000,43325,55590,61000,57305,57305,61574,54000,49000,29000,29000,26000,25000,28000,28000,35000,18958,16740,25509,26306,29444,23480,26000,30000,43562,68824,61408,67705,81289,80000,78100,80000,75000,95000,96355,108000,181168,202473,153700,141341,150000,160000,185000,200000,130000,75000,75000,50000,42539,60314,99758,122020,113570
Tunisia,650,570,490,254,200,150,50,100,350,100,350,342.8235,335.6471,328.4706,321.2941,314.1176,306.9412,299.7647,292.5882,285.4118,278.2353,271.0588,263.8824,256.7059,249.5294,242.3529,235.1765,228,270,700,872,800,900,2000,2661,2980,2000,1838,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1947,2271,2800,2800
Turkey,656100,666000,634785,686000,691700,718700,722300,719135,644020,533235,693715,765847,682761,843796,674700,589165,782909,658700,619300,681000,661600,601500,610500,765900,662900,588000,589200,743400,729200,643753,601716,640848,570877,583991,743007,746225,723323,757366,719830,655060,685365,721737,637979,640420,546945,589765,529908,494921,419880,480459,542043,488574,450982
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567000,579000,559000,607000,519000,580000,580000,548000,574500,515000,510000,480000,525000,600000,600000,642700,570400,607000,550000,550000,525000,550000
Uganda,841100,732400,815900,865800,908333,880909,871219,828300,844300,881600,1042400,1124000,1112000,503900,571100,497438,405000,677500,417000,312400,121300,150300,169600,199400,160000,180000,140000,98900,106000,69000,134000,174000,121000,114000,117000,120000,130000,175000,250000,250000,250000,180000,220000,180000,110000,91003,100003,125003,70002,80002,160002,74002,52002
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164679,133000,83000,97800,55000,34000,28000,23000,22800,25600,26600,28600,34200,25600,12300,13500,7800,3800,3043,2900,3731,3080
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,2188,17700,11000,17000,19000,16700,15000,18000,17017,18002,15176,14360,13541,12000,11912,11826,11376,10935,10315,9350,10000
Tanzania,450000,500000,529000,574620,655956,684534,644416,612999,693047,690369,611478,606010,572482,588944,393867,489600,500089,571626,498875,519890,471413,471255,548024,537820,529003,538112,567282,471868,412490,447790,563290,475000,516214,378879,419000,489000,489409,240000,237390,255880,466080,438118,387093,529257,586299,239649,491882,619039,573124,481115,282603,380820,482295
"United States",6327000,6300462,5751000,5688000,5508787,3865503,3236226,4111549,4472159,4514205,4642084,5254365,4844020,5077358,3559565,4416475,5372248,5018030,5192408,5347800,5601300,3939100,2973460,4200000,4139600,3427000,4059000,4835000,3860600,4748000,5245000,4510000,5173000,5391400,6478000,5125550,5425000,4323550,5432900,5282000,5596000,5025000,4857660,5284040,5585770,5152640,4244830,3062980,3046790,4329660,3828730,3772440,3053140
Uruguay,658,1088,1817,2798,2055,920,1122,1173,615,983,982,1600,3000,1200,858,806,693,903,615,87,16,11,9,33,131,440,170,185,200,161,100,350,328.1875,306.375,284.5625,262.75,240.9375,219.125,197.3125,175.5,153.6875,131.875,110.0625,88.25,66.4375,44.625,22.8125,1,1,1,1,1,1
"Soviet Union",4185000,4309000,4170000,4305000,4212000,4134000,4069000,4025000,4088000,4257000,4226000,4197000,4175000,4268000,4310000,4325000,4355000,4409000,4303000,4443600,4241000,4320000,4389000,4540700,4465000,4572000,4618000,4380000,4322850,4011907,3671600,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671480,1700300,1541700,1494100,1489300,1515400,1533600,1519400,1446500,1454000,1423000,1394700,1458250,1429330,1450220,1450700,1427000,1348938,1344291,1330937,1310119,1310650
Venezuela,55881,57385,52006,59200,65949,54889,60664,56898,59071,53403,60700,66785,70353,75368,89200,63531,54292,52003,43385,41075,25540,19096,27765,31723,50653,54011,55281,62095,70543,79103,62712,59751,41325,54648,52663,44762,59146,48369,40289,24604,19254,16334,13731,23687,33882,18691,17568,14095,13863,13561,25789,13099,10470
Vietnam,31100,33300,36000,36800,38600,35200,32600,31000,30000,29900,27100,27500,29500,29800,28800,32370,38680,38470,36200,38252,39240,44820,54100,50100,51160,55900,62075,46840,39300,31073,36000,41800,35800,30700,35400,32100,37900,40300,36200,33400,45200,56200,46600,45400,43900,39500,37600,20900,22192,24599,26072,20219,15589
Yemen,19176,19773,27857,23303,38706,17687,14400,10289,23234,16574,21000,27019,32140,32950,24000,27000,18300,20700,17600,12000,21300,23400,23400,21600,8000,21600,21600,9642,15778,10363,9445,14103,16640,12273,12860,15731,20242,23259,24065,26501,27278,27887,28287,17246,17609,17845,18504,19096,19664,19964,18815,17757,15024
Yugoslavia,62100,64030,60780,60550,60530,57790,53050,32480,30577,33713,29691,23484,20836,19545,15790,13617,10836,8913,6204,4527,5006,5198,6409,6283,6587,7537,4674,1603,2785,1410,1059,,,,,,,,,,,,,,,,,,,,,,
Zambia,,,546,1295,2469,2711,2388,5746,8500,7000,13000,12000,8000,3961,4100,6012,10509,21440,24146,30300,36460,23870,33140,51990,45839,52000,38157,77935,89251,64036,74020,59614,76492,50661,35200,66217,44741,44560,105623,54937,60000,66000,81000,100000,129667,100000,74347,83658,97144,85073,121857,314490,172160
Zimbabwe,2730,2100,4470,7000,15761,19638,25113,51421,89833,80541,87239,102673,112396,167358,147993,100503,118485,136644,98485,91421,126554,110514,134476,181655,218158,188143,245112,273737,249621,230351,263680,231251,220888,219481,222000,267120,276028,298081,333584,373085,387769,405107,198299,334948,297150,269284,352217,428696,328955,202941,250676,255610,223278
