Country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Croatia,,,,,,,,,,,,,,,,,,,69.4,69.981,70.5619,71.1429,71.7238,72.3048,72.8857,73.4667,74.0476,74.6286,75.2095,75.7905,76.3714,76.9524,77.5333,78.1143,78.6952,79.2762,79.8571,80.4381,81.019,81.6
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,85.94,84.88,83.82,82.76,81.7,81.7333,81.7667,81.8,81.8333,81.8667,81.9
"Czech Republic",,,,,,,,,,,,,,72.6,74.62,76.64,78.66,80.68,82.7,82.9762,83.2524,83.5286,83.8048,84.081,84.3571,84.6333,84.9095,85.1857,85.4619,85.7381,86.0143,86.2905,86.5667,86.8429,87.119,87.3952,87.6714,87.9476,88.2238,88.5
"Dominican Republic",,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,92.15,91.3,90.45,89.6,88.75,87.9
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1,71.68,60.26,48.84,37.42,26,33.6,41.2,48.8,56.4,64,71.6
"El Salvador",,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,63.7,64.5667,65.4333,66.3,67.1667,68.0333,68.9,69.7667,70.6333,71.5,72.3667,73.2333,74.1,74.9667,75.8333,76.7,77.9833,79.2667,80.55,81.8333,83.1167,84.4
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,65.5909,67.7818,69.9727,72.1636,74.3545,76.5455,78.7364,80.9273,83.1182,85.3091,87.5
Finland,93.1,92.9944,92.8889,92.7833,92.6778,92.5722,92.4667,92.3611,92.2556,92.15,92.0444,91.9389,91.8333,91.7278,91.6222,91.5167,91.4111,91.3056,91.2,91.28,91.36,91.44,91.52,91.6,91.68,91.76,91.84,91.92,92,91.7182,91.4364,91.1545,90.8727,90.5909,90.3091,90.0273,89.7455,89.4636,89.1818,88.9
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,90.1636,90.2273,90.2909,90.3545,90.4182,90.4818,90.5455,90.6091,90.6727,90.7364,90.8
Georgia,,,,,,,,,,,,,,,,,,,65.2,65.29,65.38,65.47,65.56,65.65,65.74,65.83,65.92,66.01,66.1,66.8,67.5,68.2,68.9,69.6,71.1333,72.6667,74.2,75.7333,77.2667,78.8
Germany,,,,,,,,,,,,,,,,,,,80.5,80.57,80.64,80.71,80.78,80.85,80.92,80.99,81.06,81.13,81.2,81.76,82.32,82.88,83.44,84,84.4667,84.9333,85.4,85.8667,86.3333,86.8
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,78.96,79.42,79.88,80.34,80.8,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,79.1636,80.3273,81.4909,82.6545,83.8182,84.9818,86.1455,87.3091,88.4727,89.6364,90.8
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,,,,
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6,84.7,85.8,86.9,88,89.1,87.6833,86.2667,84.85,83.4333,82.0167,80.6
Hungary,76.5,76.5444,76.5889,76.6333,76.6778,76.7222,76.7667,76.8111,76.8556,76.9,76.9444,76.9889,77.0333,77.0778,77.1222,77.1667,77.2111,77.2556,77.3,77.13,76.96,76.79,76.62,76.45,76.28,76.11,75.94,75.77,75.6,76.1182,76.6364,77.1545,77.6727,78.1909,78.7091,79.2273,79.7455,80.2636,80.7818,81.3
India,,,,,,,,,,,,,,72,72.78,73.56,74.34,75.12,75.9,75.84,75.78,75.72,75.66,75.6,75.54,75.48,75.42,75.36,75.3,77.72,80.14,82.56,84.98,87.4,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,92.2545,92.4091,92.5636,92.7182,92.8727,93.0273,93.1818,93.3364,93.4909,93.6455,93.8
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,78.5,77.6,76.7,75.8,74.9,74,73.1,72.2,71.3,70.4,69.5
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,55.36,58.52,61.68,64.84,68,68.1833,68.3667,68.55,68.7333,68.9167,69.1
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,88.7545,88.1091,87.4636,86.8182,86.1727,85.5273,84.8818,84.2364,83.5909,82.9455,82.3
Japan,76.9,76.9615,77.0231,77.0846,77.1462,77.2077,77.2692,77.3308,77.3923,77.4538,77.5154,77.5769,77.6385,77.7,79.96,82.22,84.48,86.74,89,88.83,88.66,88.49,88.32,88.15,87.98,87.81,87.64,87.47,87.3,87.14,86.98,86.82,86.66,86.5,86.8,87.1,87.4,87.7,88,88.3
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9,86.68,86.46,86.24,86.02,85.8,85.9167,86.0333,86.15,86.2667,86.3833,86.5
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,87.8333,87.1667,86.5,85.8333,85.1667,84.5
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,95.9,95.9,95.9,95.9,95.9,95.9
Latvia,,,,,,,,,,,,,,,,,,,68.8,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,79.6,80.9,82.2,83.5,84.8,86.1
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,54.7,55.6048,56.5095,57.4143,58.319,59.2238,60.1286,61.0333,61.9381,62.8429,63.7476,64.6524,65.5571,66.4619,67.3667,68.2714,69.1762,70.081,70.9857,71.8905,72.7952,73.7
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,62.3,63.4667,64.6333,65.8,66.9667,68.1333,69.3,70.4667,71.6333,72.8,73.9667,75.1333,76.3,77.4667,78.6333,79.8,80.9667,82.1333,83.3,84.4667,85.6333,86.8
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,95.04,95.28,95.52,95.76,96,94.2667,92.5333,90.8,89.0667,87.3333,85.6
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,,,,,,,,,,,
Mexico,79.2,78.3077,77.4154,76.5231,75.6308,74.7385,73.8462,72.9538,72.0615,71.1692,70.2769,69.3846,68.4923,67.6,68,68.4,68.8,69.2,69.6,71.71,73.82,75.93,78.04,80.15,82.26,84.37,86.48,88.59,90.7,91.42,92.14,92.86,93.58,94.3,93.9167,93.5333,93.15,92.7667,92.3833,92
Moldova,,,,,,,,,,,,,,,,,,,43.4,44.08,44.76,45.44,46.12,46.8,47.48,48.16,48.84,49.52,50.2,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,69.2,68.5,67.8,67.1,66.4,65.7,65,64.3,63.6,62.9,62.2,64.8727,67.5455,70.2182,72.8909,75.5636,78.2364,80.9091,83.5818,86.2545,88.9273,91.6
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8,80.3,79.8,79.3,78.8,78.3,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,93.6,93.3,93,92.7,92.4,92.2667,92.1333,92,91.8667,91.7333,91.6
"New Zealand",,,,,,,,,,,,,,,,,,,94.3,94.52,94.74,94.96,95.18,95.4,95.62,95.84,96.06,96.28,96.5,95.68,94.86,94.04,93.22,92.4,91.9333,91.4667,91,90.5333,90.0667,89.6
Nigeria,,,,,,,,,,,,,,65.5,69.26,73.02,76.78,80.54,84.3,84.3267,84.3533,84.38,84.4067,84.4333,84.46,84.4867,84.5133,84.54,84.5667,84.5933,84.62,84.6467,84.6733,84.7,82.65,80.6,78.55,76.5,74.45,72.4
Norway,,,,,,,,,,,,,,,,,,,94.3,94.5,94.7,94.9,95.1,95.3,95.5,95.7,95.9,96.1,96.3,96.1,95.9,95.7,95.5,95.3,95.1,94.9,94.7,94.5,94.3,94.1
Pakistan,,,,,,,,,,,,,,,,,,,79.1,79.4733,79.8467,80.22,80.5933,80.9667,81.34,81.7133,82.0867,82.46,82.8333,83.2067,83.58,83.9533,84.3267,84.7,85.45,86.2,86.95,87.7,88.45,89.2
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,,,,,,
Peru,,,,,,,,,,,,,,,,,,,62.9,63.35,63.8,64.25,64.7,65.15,65.6,66.05,66.5,66.95,67.4,69.12,70.84,72.56,74.28,76,76.8,77.6,78.4,79.2,80,80.8
Philippines,,,,,,,,,,,,,,,,,,,92.4,92.2,92,91.8,91.6,91.4,91.2,91,90.8,90.6,90.4,90.2,90,89.8,89.6,89.4,89.7333,90.0667,90.4,90.7333,91.0667,91.4
Poland,,,,,,,,,,,,,,87.6,87.14,86.68,86.22,85.76,85.3,85.54,85.78,86.02,86.26,86.5,86.74,86.98,87.22,87.46,87.7,88.68,89.66,90.64,91.62,92.6,92.3167,92.0333,91.75,91.4667,91.1833,90.9
"Puerto Rico",,,,,,,,,,,,,,,,,,,90.8,90.7857,90.7714,90.7571,90.7429,90.7286,90.7143,90.7,90.6857,90.6714,90.6571,90.6429,90.6286,90.6143,90.6,90.5857,90.5714,90.5571,90.5429,90.5286,90.5143,90.5
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,
Romania,,,,,,,,,,,,,,,,,,,56.1,56.02,55.94,55.86,55.78,55.7,55.62,55.54,55.46,55.38,55.3,58.04,60.78,63.52,66.26,69,70.4833,71.9667,73.45,74.9333,76.4167,77.9
Russia,,,,,,,,,,,,,,47.2,47.8,48.4,49,49.6,50.2,51.75,53.3,54.85,56.4,57.95,59.5,61.05,62.6,64.15,65.7,67.22,68.74,70.26,71.78,73.3,74.3167,75.3333,76.35,77.3667,78.3833,79.4
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4,86.4,87.4,88.4,89.4,90.4,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,69.9,69.13,68.36,67.59,66.82,66.05,65.28,64.51,63.74,62.97,62.2,63.7909,65.3818,66.9727,68.5636,70.1545,71.7455,73.3364,74.9273,76.5182,78.1091,79.7
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,
Slovakia,,,,,,,,,,,,,,52,55.88,59.76,63.64,67.52,71.4,72.2286,73.0571,73.8857,74.7143,75.5429,76.3714,77.2,78.0286,78.8571,79.6857,80.5143,81.3429,82.1714,83,83.8286,84.6571,85.4857,86.3143,87.1429,87.9714,88.8
Slovenia,,,,,,,,,,,,,,,,,,,73.8,74.4,75,75.6,76.2,76.8,77.4,78,78.6,79.2,79.8,80.5,81.2,81.9,82.6,83.3,83.35,83.4,83.45,83.5,83.55,83.6
"South Africa",80.4,79.3154,78.2308,77.1462,76.0615,74.9769,73.8923,72.8077,71.7231,70.6385,69.5538,68.4692,67.3846,66.3,67.52,68.74,69.96,71.18,72.4,72.94,73.48,74.02,74.56,75.1,75.64,76.18,76.72,77.26,77.8,77.52,77.24,76.96,76.68,76.4,,,,,,
"South Korea",,,,,,,,,,,,,,75.2,77.92,80.64,83.36,86.08,88.8,88.66,88.52,88.38,88.24,88.1,87.96,87.82,87.68,87.54,87.4,87.92,88.44,88.96,89.48,90,89.85,89.7,89.55,89.4,89.25,89.1
Spain,,,,,,,,,,,,,,83.6,84.16,84.72,85.28,85.84,86.4,86.96,87.52,88.08,88.64,89.2,89.76,90.32,90.88,91.44,92,90.88,89.76,88.64,87.52,86.4,86.8,87.2,87.6,88,88.4,88.8
Sweden,94.2,94.1833,94.1667,94.15,94.1333,94.1167,94.1,94.0833,94.0667,94.05,94.0333,94.0167,94,93.9833,93.9667,93.95,93.9333,93.9167,93.9,94.12,94.34,94.56,94.78,95,95.22,95.44,95.66,95.88,96.1,95.8,95.5,95.2,94.9,94.6,94.4667,94.3333,94.2,94.0667,93.9333,93.8
Switzerland,,,,,,,,,,,,,,93.4,93.4067,93.4133,93.42,93.4267,93.4333,93.44,93.4467,93.4533,93.46,93.4667,93.4733,93.48,93.4867,93.4933,93.5,93.4545,93.4091,93.3636,93.3182,93.2727,93.2273,93.1818,93.1364,93.0909,93.0455,93
Taiwan,,,,,,,,,,,,,,,,,,,90.6,90.05,89.5,88.95,88.4,87.85,87.3,86.75,86.2,85.65,85.1,86.06,87.02,87.98,88.94,89.9,90.0333,90.1667,90.3,90.4333,90.5667,90.7
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,92.52,92.64,92.76,92.88,93,91.4,89.8,88.2,86.6,85,83.4
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,87.04,87.28,87.52,87.76,88,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,78.85,78.4,77.95,77.5,77.05,76.6
Turkey,,,,,,,,,,,,,,81,81.34,81.68,82.02,82.36,82.7,83.04,83.38,83.72,84.06,84.4,84.74,85.08,85.42,85.76,86.1,85.64,85.18,84.72,84.26,83.8,84,84.2,84.4,84.6,84.8,85
Ukraine,,,,,,,,,,,,,,,,,,,45.8,48.68,51.56,54.44,57.32,60.2,63.08,65.96,68.84,71.72,74.6,73.3,72,70.7,69.4,68.1,,,,,,
"United Kingdom",,,,,,,,,,,,,,,,,,,90.6,90.88,91.16,91.44,91.72,92,92.28,92.56,92.84,93.12,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4
"United States",91.1,91.25,91.4,91.55,91.7,91.85,92,92.15,92.3,92.45,92.6,92.75,92.9,93.05,93.2,93.35,93.5,93.65,93.8,93.74,93.68,93.62,93.56,93.5,93.44,93.38,93.32,93.26,93.2,92.48,91.76,91.04,90.32,89.6,89.3667,89.1333,88.9,88.6667,88.4333,88.2
Uruguay,,,,,,,,,,,,,,,,,,,79.4,80.05,80.7,81.35,82,82.65,83.3,83.95,84.6,85.25,85.9,85.92,85.94,85.96,85.98,86,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,92.6,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,92.0273,92.5545,93.0818,93.6091,94.1364,94.6636,95.1909,95.7182,96.2455,96.7727,97.3
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,74.4,69.9,65.4,60.9,56.4,51.9
