Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bolivia,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2
"Bosnia and Herzegovina",34,34,34,34,34,34,34,36,36,36,36,36,36,36
Botswana,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8
Brazil,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,20.7,20.7,20.7,20.7
Brunei,,,,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6
Bulgaria,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8
"Burkina Faso",87.6,87.6,87.6,87.6,85.6,85.6,83,81.7,81.7,81.7,81.7,81.7,81.7,81.7
Burundi,41.1,41.1,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6
"Cape Verde",,,21.8,21.8,21.8,21.8,21.8,21.8,19.8,19.8,19.8,19.8,19.8,19.8
Cambodia,102.7,102.7,102.7,102.7,102.7,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4
Cameroon,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6
Canada,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3
"Central African Republic",82,82,82,82,82,82,82,82,82,82,82,82,82,82
Chad,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7
Chile,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6
China,11.1,11.1,11.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,16.2,16.2,16.2,16.2
Colombia,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,45.8,45.8,45.8
Comoros,,,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4
"Congo (Kinshasa)",151.8,151.8,151.8,151.8,151.8,151.8,151.8,151.8,151.8,147.6,80.6,80.6,80.6,80.6
"Congo (Brazzaville)",53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2
"Costa Rica",24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3
"Ivory Coast",41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7
Croatia,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,16.7,16.7,16.7,16.7,16.7
Cyprus,,,,,,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4
"Czech Republic",33.5,33.5,33,33,33,33,33,33,33,33,33,33,33,33
Denmark,24.6,24.6,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3
Djibouti,,,34,34,34,34,34,34,34,34,34,34,34,34
Dominica,,,36,36,36,36,36,36,36,36,36,36,36,36
"Dominican Republic",40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9,40.9
Ecuador,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2
Egypt,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2
"El Salvador",19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2
"Equatorial Guinea",,,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,19.5,19.5,19.5,19.5
Eritrea,,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6
Estonia,16.9,16.9,16.9,16.9,16.9,16.9,22.3,22.3,22.3,22.3,21.9,21.9,21.9,21.9
Ethiopia,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2
Fiji,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9
Finland,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,16.2,16.2,16.2,16.2,16.2,16.2
France,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4
Gabon,,,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3
Gambia,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
Georgia,41.2,41.2,41.2,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9
Germany,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
Ghana,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Greece,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
Grenada,,,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6
Guatemala,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5
Guinea,45,45,45,45,45,45,45,45,45,45,45,45,45,45
"Guinea Bissau",,,25,25,25,25,25,25,25,25,25,25,25,25
Guyana,,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
Haiti,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
Honduras,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2
"Hong Kong",21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2
Hungary,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Iceland,,7.7,7.7,7.7,7.7,7.8,7.8,9,9,9,9,9,9,9
India,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6
Indonesia,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,139.4,115.7,115.7,115.7,115.7
Iran,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Iraq,,32.5,32.5,32.5,32.5,32.5,27.3,28.1,28.1,28.1,28.1,28.1,28.1,28.1
Ireland,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9
Israel,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3
Italy,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,23.1,23.1,23.1,23.1
Jamaica,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6
Japan,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,23.4,23.4,23.4,23.4
Jordan,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2
Kazakhstan,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Kenya,28.8,28.8,28.8,28.8,28.8,28.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8
Kiribati,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8
"South Korea",12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
Kosovo,,,,,,,33,33,33,33,33,33,34.4,34.4
Kuwait,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,18.6,18.6,18.6
Kyrgyzstan,37,37,37,37,37,37,37,37,47,47,47,47,47,47
Laos,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6
Latvia,16.7,16.7,16,16,16,16,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1
Lebanon,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8
Lesotho,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
Liberia,,,,35,35,35,35,35,35,35,35,35,35,35
Libya,,,,,,,,,,27,27,27,27,27
Lithuania,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6
Luxembourg,,,,8.8,8.8,8.8,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
"Macedonia (F.Y.R.O.M.)",33.1,33.1,33.1,33.1,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8
Madagascar,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,33.6,33.6,33.6
Malawi,142.4,142.4,142.4,142.4,142.4,142.4,142.4,94.1,94.1,94.1,69.1,69.1,69.1,69.1
Malaysia,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,37.3,37.3,37.3,37.3
Maldives,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
Mali,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Malta,,,,,,,,,35.9,35.9,35.9,35.9,35.9,35.9
"Marshall Islands",32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1
Mauritania,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2
Mauritius,,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,25,25,25,25
Mexico,32,32,32,32,32,32,32,32,32,33.5,33,33,33,33
Micronesia,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Moldova,16.6,16.6,16.6,16.6,16.6,16.6,20.9,20.9,28.6,28.6,28.6,28.6,28.6,28.6
Mongolia,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6
Montenegro,,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
Morocco,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
Mozambique,142.5,142.5,142.5,142.5,142.5,119,119,119,119,119,119,119,119,119
"Burma (Myanmar)",,,,,,,,,,51.5,51.5,51.5,51.5,51.5
Namibia,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8,35.8
Nepal,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
Netherlands,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,23.9,23.9,23.9,23.9,23.9,23.9
"New Zealand",22,22,22,22,22,22,22.4,22.4,22.4,27.2,27.2,27.2,27.2,27.2
Nicaragua,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
Niger,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,52.6,52.6,52.6,52.6
Nigeria,92,92,92,92,92,92,92,92,92,92,57.7,57.7,57.7,57.7
Norway,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
Oman,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
Pakistan,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,20.5,20.5,20.5,20.5
Palau,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3,35.3
Panama,50,50,50,50,50,50,50,38,38,38,38,38,38,38
"Papua New Guinea",110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3
Paraguay,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Peru,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7
Philippines,24.8,24.8,24.8,26,26,26,26,26,26,26,31,31,31,31
Poland,19,19,19,19,19,19,19,19,19,19,19.4,19.4,19.4,19.4
Portugal,14.2,14.2,14.2,14.2,14.2,14.2,13,13,13,13,13,13.8,13.8,13.8
"Puerto Rico",25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
Qatar,,,,,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
Romania,19.9,19.9,19.9,19.9,19.9,19.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
Russia,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,15,15,16.5,16.5,16.5,16.5
Rwanda,85,85,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,82.7,82.7,82.7
"Saint Thomas and Principe",,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5
Samoa,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4
"San Marino",,,,,,,,,,13.9,13.9,13.9,13.9,13.9
"Saudi Arabia",27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
Senegal,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,36.4,36.4,36.4,36.4
Serbia,33.4,33.4,28.4,28.4,28.4,28.9,28.9,28.9,31.3,31.3,34,34,34,40.8
Seychelles,,,14.3,14.3,14.3,14.3,14.3,15.4,15.4,15.4,15.4,15.4,15.4,15.4
"Sierra Leone",149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,149.5,39.5,39.5,39.5,39.5
Singapore,17.8,17.8,17.8,17.8,17.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8
Slovakia,25.7,25.7,25.7,25.7,25.7,25.7,30,30,30,30,30,30,30,30
Slovenia,19.7,19.7,18.6,18.6,18.6,18.6,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
"Solomon Islands",78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9
Somalia,,,,,,,,,,,,,21.4,21.4
"South Africa",33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2
"South Sudan",,,,,,,,,,30,30,30,30,30
Spain,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,18.5,18.5,18.5,18.5
"Sri Lanka",22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8
"Saint Kitts and Nevis",,,22.3,22.3,22.3,22.3,22.3,22.3,22.3,26.6,26.6,26.6,26.6,26.6
"Saint Lucia",,,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3
"Saint Vincent and Grenadines",,,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3
Sudan,,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8
Suriname,,,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1
Swaziland,,,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1,56.1
Sweden,31.3,31.3,31.3,31.3,31.3,31.3,31.2,31.2,31.2,31.2,31.2,31.2,30.4,30.4
Switzerland,21.2,21.2,21.2,21.2,21.2,24,24,24,24,24,24,24,24,24
Syria,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3
Taiwan,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
Tajikistan,,,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
Tanzania,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3
Thailand,15,15,15,15,15,15,15,15,15,15,15,19.5,19.5,19.5
"Timor Leste",,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2,163.2
Togo,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5
Tonga,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5
"Trinidad and Tobago",,,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5
Tunisia,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8
Turkey,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.9,27.9,24.9,24.9,24.9,24.9,24.9
Uganda,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,31.3,31.3,31.3,31.3
Ukraine,41.5,41.5,41.5,43.8,43.8,43.8,43.8,43.8,43.8,43.8,46.3,46.3,46.3,46.3
"United Arab Emirates",19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,20.1
"United Kingdom",30,34,38,40,40.5,40.5,40.5,40.5,39.9,39.9,39.9,39.9,43.9,43.9
"United States",14.4,14.4,14.4,14.4,18.4,18.4,18.4,18.4,18.4,18.4,30.5,30.5,30.5,30.5
Uruguay,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2
Uzbekistan,22.2,22.2,22.2,22.2,22.2,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5
Vanuatu,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Venezuela,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7
Vietnam,31,31,31,31,31,31,28.5,28.5,28.5,29,29,29,29,29
"West Bank and Gaza",,27,27,27,27,27,27,27,27,27,27,27,27,27
Yemen,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,30,30,30
Zambia,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7
Zimbabwe,32,32,32,32,32,32,32,113.1,113.1,113.1,83.1,83.1,83.1,83.1
