"Data Item",1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"United States",46.5,46.44,46.38,46.32,46.26,46.2,46.14,46.08,46.02,45.96,45.9,45.87,45.84,45.81,45.78,45.75,45.72,45.69,45.66,45.63,45.6,45.82,46.04,46.26,46.48,46.7,46.92,47.14,47.36,47.58,47.8,47.38,46.96,46.54,46.12,45.7,45.28,44.86,44.44,44.02,43.6,44.74,45.88,47.02,48.16,49.3,50.44,51.58,52.72,53.86,55,55.69,56.38,57.07,57.76,58.45,59.14,59.83,60.52,61.21,61.9,62,62.1,62.2,62.3,62.4,62.5,62.6,62.7,62.8,62.9,63.05,63.2,63.35,63.5,63.65,63.8,63.95,64.1,64.25,64.4,64.38,64.36,64.34,64.32,64.3,64.28,64.26,64.24,64.22,64.2,64.4,64.6,64.8,65,65.2,65.4,65.6,65.8,66,66.2,66.29,66.38,66.47,66.56,66.65,66.74,66.83,66.92,67.01,67.1,66.7778,66.4556,66.1333,65.8111,65.4889,65.1667,64.8444,64.5222,64.2
