Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.30367944,55.65980203,53.65206015,52.37090475,51.848105,51.21794822,51.40156502,52.57816096,52.95841566,52.78163733,52.9424643,53.79540053,53.79086132,54.45963821,55.0343395,54.70382837,54.28868677,54.26892792,54.83576284,55.23570577,56.32080046,56.9504313,58.6851178,59.94136564,61.08885146,61.83475826
Ireland,,57.5696021,57.3987,57.2277,57.0568,56.8859,56.71493635,56.3985,56.0821,55.7657,55.4492,55.13279873,54.7245,54.3163,53.908,53.49973726,53.0574,52.61505747,53.0173,53.4196385,53.1859,52.95220634,53.3588,53.76542073,53.19313227,53.68073162,52.24966035,53.59871331,53.19101524,52.50767656,53.24067946,52.22049689,53.33733185,53.85428113,53.07791102,53.71035661,54.44594207,54.88921861,59.63446436,61.49096138,62.36087601,62.40949573,62.41192002,62.56548667,63.03744505,64.61070637,65.69219844,66.67714761,66.11563316,64.65375958,63.03151492,62.27112374,61.80875268,62.28077425,61.62344453,61.9445497,62.56226226,61.79469634
Italy,,,,,,,,,,,47.33144518,47.09249,46.07922197,46.04172772,46.10135759,46.12383722,46.18343601,50.05559416,49.77893845,50,50.11424219,50.07114273,49.56245202,49.53676582,49.6065035,49.64254278,49.87671641,49.9324923,49.75522735,49.63195542,49.69953902,49.54248366,49.90331208,48.39157602,47.83408597,47.55942849,47.58896392,47.65175422,48.02071772,48.26185935,48.48977032,48.69340349,48.94525058,49.23879141,49.47154177,49.05347479,49.07689921,48.7525034,49.1015866,48.47735558,48.20510258,48.14336075,49.08341919,48.79320719,49.05857398,48.96850305,49.50181374,49.8147665
Japan,,,,,,,,,65.93277749,65.52743158,65.33925174,65.02506266,64.46096654,64.72444768,63.67449664,63.05815468,62.97423888,63.16765149,63.37382535,63.42624065,63.24154914,63.28748891,63.41597192,63.7959051,63.44960411,62.99112801,62.79724656,62.60547438,62.61169781,62.83709273,63.39214909,63.79411765,63.98910824,63.80906461,63.60938248,63.41927505,63.48755795,63.67389061,63.32867133,62.84654613,62.43425302,62.03380489,61.23364144,60.78109317,60.41117075,60.40701372,60.40286725,60.41289388,60.17010496,59.85520362,59.64515253,59.31576952,59.06633021,59.34343434,59.4658004,59.56851417,60.030697,60.49149338
"South Korea",,,,,,,,,,,,,,,,,,,,,59.00580492,58.51394422,58.6349454,57.67587365,55.83144102,56.59480256,57.09983703,58.27462357,58.46169437,59.5473319,60.02331002,60.60250515,60.8925114,60.88854727,61.5868789,61.93475548,62.10578522,62.4964132,60.62011995,60.59572088,61.20373341,61.49284327,62.09059771,61.59426629,62.3313225,62.2210737,62.18649465,62.15310518,61.72317129,60.99465427,61.1313327,61.34496015,61.59262024,61.71525989,62.7073258,62.79689336,62.87773046,63.16332115
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,50.86606534,51.00116665,51.81586037,51.74592495,52.37550313,51.06137593,51.03018493,50.05665038,51.87391812,53.52706145,52.7088181,52.69233443,50.79847435,50.95919025,51.19443027,51.35081739,52.34042974,53.4119439,53.81463194,54.76474212,54.1748749,55.00490209,55.555498,55.00793311,55.93049581,56.01114386,58.16349951,57.69921992,57.58810273,58.75071857,59.3930332,60.07944572,59.9776342,58.90751542,59.31441813
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.84387808,58.58729332,59.40522841,59.35079652,59.33881281,59.20109399,60.40859915,60.368287,59.49937008,59.21190211,58.32218463,58.44177239,57.88265361,59.33703827,59.32880628,60.13216882,60.11387241,59.95413066,59.90557313,59.67687504,59.77089296,60.43100181,60.2949116,59.77400215,59.80948321,59.69231321,59.34988432
Netherlands,,,,,,,,,,,,36.03968625,36.57963206,36.96704496,37.18201558,37.24358283,37.40337943,37.46312684,37.42823909,37.68249861,38.21412649,38.08331539,38.5004967,39.12090033,39.11912606,39.14611786,39.18766677,55.86415669,56.56834381,56.7021114,57.63005313,58.22955051,58.07582477,58.3309016,58.76579767,59.90139024,60.13811933,61.13376509,61.77943866,62.32422184,63.05882353,63.06530708,63.80856657,63.14980006,63.29608083,63.61557808,63.72883929,64.7676615,65.48513067,65.57646356,65.09398915,64.77592072,65.23623836,65.18627427,64.61739663,64.38260316,64.0861774,64.01365041
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,66.68509322,66.34574039,64.83712965,63.59450583,63.85602151,63.83533575,63.35837925,63.29132656,64.10733336,64.74052823,65.60446669,65.47038339,65.03383054,65.10679231,65.22819353,65.77758245,66.50568963,66.29591368,66.9069095,67.67023096,68.19440126,68.43193242,68.39996351,68.16190239,67.97337475,68.32807775,68.03143201,68.18586175,68.95949105,68.97683355,69.7923652,70.67617892
Norway,,,,,,,,,,,,,61.30800146,61.17389719,60.81765557,61.31976132,63.55695318,64.23611111,64.93461803,65.2991453,67.07063712,67.59354617,67.50084545,68.98560658,69.16524702,69.45564516,70.81803005,71.89153439,71.17263844,69.8963059,69.46959897,68.48036059,68.3991017,68.10620601,68.51497769,69.64001274,71.12452351,72.50237869,73.29545455,73.27261307,73.47703843,73.4598631,73.53123067,72.83609576,72.64409881,72.44587166,72.00047098,72.77002119,73.93574526,72.75511351,71.9241507,71.43517009,71.54269531,71.21303891,71.00594818,71.16638461,70.64460291,69.82978164
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6903244,60.92640753,60.16946176,58.76089894,58.21567125,57.72474649,57.07778732,56.67783787,56.58724712,56.33875884,55.41351447,54.7472137,54.70306812,54.90175378,54.00186192,53.70552651,54.22038906,54.92379333,55.31718316,55.54641663,55.8679683,55.93632086,56.2485478,56.15577082,56.21730312,56.43702803
Portugal,,,,,,,,,,,,,,,61.76585512,60.76383775,60.77044476,60.94818953,60.63443264,61.38590567,61.20577211,61.33974944,60.40820746,61.57800359,59.76790675,58.35329607,58.09649619,57.93618314,58.14296242,58.55642981,58.95947505,60.30681764,58.96776128,58.24621742,58.17751306,57.63906582,57.35271211,57.60108265,60.33077287,60.45747483,60.95158421,61.49480834,61.93886464,61.89093076,61.5639685,61.86608656,62.07390838,62.22182178,62.03190061,61.35486663,61.22958892,60.51323232,60.15848475,59.30002951,58.82207224,58.59396968,58.45299354,58.95315872
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.89462076,59.83148108,60.15771056,59.67395967,59.55694405,59.74738125,60.06545505,60.57397989,60.08456465,60.25485019,60.07932011,59.42318932,59.05359407,58.75269908,59.3431077,58.87631104,59.90093595,58.75919953,59.19872011,59.28142746,59.34923151,59.63966054,60.03453459,59.94803177
Spain,,,,,,,,,,,,,52.29876543,53.08739484,52.14164801,51.8874675,53.49470167,52.92249442,52.4377693,51.99168897,51.4270866,50.92291749,50.82196267,50.82821722,50.43720614,49.97865834,49.89622106,51.07689053,51.5891788,51.42693326,51.55605069,51.55458817,51.28816578,51.31650476,51.47845927,51.44974409,51.74548009,52.05243272,52.32856338,52.81656381,53.83251161,52.99713851,54.60505883,55.83502184,56.71151175,57.79361444,58.63843484,59.27632632,60.08205779,60.18068945,60.28006726,60.33128774,60.3986036,60.01799735,59.5997198,59.54150887,59.23125182,58.83404328
Sweden,,,,67.23234295,66.55508217,66.28697963,66.44819851,65.75504729,66.28054173,66.40366593,66.72407619,67.16977292,67.21924953,67.34510727,68.36142908,69.58778523,70.13137948,69.97991968,70.39873207,71.20053209,71.64791529,71.67903678,71.93161269,72.0777304,72.14893617,72.49509804,72.80887873,72.99365131,73.52464332,74.08482503,74.41077441,73.8547486,72.34516797,70.7697201,70.0379867,70.53063803,70.53994316,69.90045821,69.60366335,69.99684343,70.9026465,71.28293601,71.28529091,71.0696448,70.79538274,72.02441973,72.07840405,71.15193812,71.23289463,70.57956616,70.47539022,70.91780473,71.12416721,71.476678,71.93910105,71.96649232,72.05773845,72.67299694
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42747195,68.29084975,68.21784216,67.34647087,67.04934745,67.49759508,67.3623459,67.97001702,67.79513481,67.35963427,67.80079385,67.72031857,67.8455002,67.27370893,66.97612861,67.35116004,67.6217726,68.18701531,68.23296435,66.99895896,67.45547197,67.52348142,67.53668499,67.90919291,68.14750449,68.56861431,68.44408466
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4633279,58.0907422,56.61442535,57.0051257,56.00536969,52.17134644,54.66123917,54.14238539,53.7361831,52.56425058,52.80906485,52.71960988,49.94806319,49.82186784,49.57743547,48.33057311,46.30770849,46.43285496,46.26021881,46.23847339,46.88595627,47.88143791,48.79993909,49.86752248,49.95979826,50.83621062,50.5080106,51.29982369,51.99502733,52.8333389
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,62.03659772,62.15831762,62.31599962,62.52317074,63.09620933,63.89488894,64.01277762,63.58675072,62.92631953,62.45582843,62.31507397,62.1270559,62.17865116,62.54385877,62.16865398,62.59198771,62.74385238,62.55076427,62.72762289,62.81969085,62.79230753,62.86612322,63.43605972,63.19258443,63.43537991,63.19600261,62.92579714,62.96625824,63.07640117,63.09806463,63.24516732,63.13626668,63.47000489,63.43058373
"United States",63.48145224,63.58908365,63.30226061,58.83424983,58.86883273,58.95929469,59.33842775,59.52569779,59.63915652,60.09841215,60.37990473,60.18130207,60.38813261,60.79593737,61.25074108,61.2298732,61.58181236,62.25634448,63.15428656,63.66696793,63.74647568,63.8756473,63.96997788,64.03085824,64.37355074,64.79094536,65.25018274,65.58671445,65.90560692,66.45778789,66.52446277,66.17519969,66.44226031,66.3123534,66.58859036,66.62268864,66.77368216,67.09643436,67.08507331,67.0844705,67.07404846,66.82411794,66.58224939,66.243314,65.99196809,66.04477117,66.17951699,66.03843566,65.99354971,65.37037587,64.70392842,64.10802148,63.70018702,63.24838509,62.88561668,62.65166407,62.78782668,62.85190078
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.00575654,67.81948584,67.80846299,68.55779444,69.34124906,69.02414789,68.58600557,68.56858021,68.58490706,67.3754,66.16599009,62.60291681,62.44983702,62.24076258,62.41394088,62.48426343,62.7489849
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.21202147,50.58950691,49.99035457,49.17829088,49.74104672,49.68886504,51.29323538,52.59597194,53.80827115,53.02429815,53.39386997,52.51172402,53.07911956,53.90035563,54.14284359,54.06752155,53.33128254,55.35452329
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.47996119,56.43172238,56.56565926,56.70014916,55.96395572,55.03135371,54.52663829,55.05808745,55.45457469,55.75973806,56.88094651,57.29697344,58.58533784,58.49145505,58.46885805,59.80434377,59.743929,59.55581214,59.80308284,59.67114872,59.47218316,59.71345868
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8230933,76.2366,75.65,75.0635,74.477,73.8904,73.3039,72.7174,72.1308,71.5443,70.95775549,,,,,,,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.63508687,67.50503614,68.19710904,66.6863595,65.93820953,64.9126,63.88695956,64.15832191,66.95396227,68.23895241,68.92396229,69.78336491,69.38860526,69.41080123,69.7558269,69.39159118,69.17391341
"Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47334216,57.55322145,56.96188487,57.3488411,56.50447291,55.66359731,56.53551394,57.02090518,58.03141616,55.9679603,58.12473307,59.69296666,59.69185441,58.87065446,61.0394937,60.6474058,61.01443736,59.80293914,62.06789584,61.72115221,62.58431111,62.13529526,61.49615702,60.70992133,59.00187142,62.7897364,62.28293194,62.52902869,61.24417554,58.38869167,58.80900762
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.10441205,50.28001141,50.57510122,49.62376152,49.1900156,52.92866462,53.11794544,53.11557009,52.58387353,51.83765756,51.36876409,50.84140305,52.36154822,52.70028735,51.31626421,51.60689844
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.27974764,61.69134947,61.86370211,63.16967293,62.95323743,63.19757958,63.53839296,64.38806655,64.20648674,63.72574007,64.27145867,63.73661145,63.42729789,63.29743454,63.74906163,63.16431052,61.94036121,61.58557735
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.59446219,72.2007068,69.72559453,67.51680386,67.19290442,65.45110078,64.73068175,65.11367748,64.2552424,63.36393531,64.01473301,63.43019432,62.36234383,63.30599845,63.26967786,63.36485971,65.85854206,66.01552121,66.91412084,66.62944521,66.51660248,67.68005952,67.98599526,68.25671395,68.31529511,69.7050504,70.66484387,71.8449088
India,,,,,,,,,,,,,,,,,,,,,,,,58.39629657,58.2966,58.1969,58.0972,57.9975,57.89782925,58.3375,58.7773,59.217,59.6567,60.0964,60.53610425,60.2351,59.9341,59.633,59.332,59.031,58.7299518,59.066,59.4021,59.7381,60.0742,60.41027654,58.48233669,57.6479,56.81340273,55.8197,54.82599984,54.113,53.39994781,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.75548354,68.60361807,67.75991049,67.86381668,67.6313,67.39882856,66.44524578,66.79700899,67.25466508,67.41192346,67.77438867,68.38723347,68.66801228,67.95420256,67.87908175,67.6237586,67.19336478,67.84139906
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,56.74479805,56.82508733,57.64900163,59.07784024,59.86256513,59.138132,59.46554485,60.00599973,61.26810861,61.86197943,62.20450331,61.53414318,61.2815279,60.75124796,61.17270357,61.68890621,61.76543235,61.04840972,61.42179227,61.91855823,62.23789733,62.55945962,63.01454613,62.94901369,63.19510122,63.41828551,63.08864155,63.58186735,63.67870604,64.20547716,64.09411828,64.13780066,64.00435955
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1563904,56.58735987,57.36660875,57.29406912,57.61291496,57.3603245,59.09649978,60.25503148,61.54508197,60.12994429,58.88425314,58.52349091,59.72729956,59.43450555,59.27247666,60.06555403,60.41850841,60.83118466
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67685873,58.50661994,58.08069682,58.15400723,56.95558014,56.28365089,55.25235873,55.54505918,55.81531863,56.54940539,56.81614848,57.39041678,57.72958796,57.99888978,58.92784862,59.15704842,60.33019878,60.60160813
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.01672734,54.51900186,55.11746072,55.47843373,55.69225182,55.48119952,55.16567125,55.84527182,55.92389318,55.38100616,54.88629105,55.13379365
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.68271541,50.3276117,49.84230464,49.95965985,49.58275009,49.07276607,49.10939131,49.8528262,50.04554724,50.22711808,50.77115618,51.43516635,52.04371728,53.15462643,54.01687801,54.48074587,55.02643705,55.96961178
Namibia,63.48145224,63.58908365,63.30226061,58.83424983,58.86883273,58.95929469,59.33842775,59.52569779,59.63915652,60.09841215,60.37990473,60.18130207,60.38813261,60.79593737,61.25074108,61.2298732,61.5731819,62.216179,63.11261829,63.66654566,63.7978209,63.99046696,64.01149787,64.09951083,64.44029213,64.87610421,65.33483484,65.67510228,65.99957131,66.538071,66.58628806,64.56644837,65.28329326,64.84546588,65.47762241,64.95883888,65.00637577,65.49439176,65.48566176,65.32817472,65.2715368,64.90730175,64.8218214,64.51306729,64.64334964,64.61319967,64.87336979,64.79714326,64.72552629,64.22976507,63.69626928,63.28531343,63.14469962,62.79886459,62.38965964,62.22266986,62.27296703,62.23285985
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.02449415,62.0077375,56.9105748,54.65226571,54.69711011,53.93762361,54.96716365,54.76933482,54.50873025,54.44011699,54.86977929,54.11090363,54.61311702,54.53296842,54.87012174,54.5437577,53.72252355,54.93899866
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74225041,68.36069119,65.8674873,65.14257563,63.89200662,62.24776068,61.13618222,65.27570769,65.46077052,64.20474867,64.86877206,64.69282399,65.41155539,65.98049184,66.34066958,67.08487621,67.43382862,67.63399678,67.67292537,68.32108731,68.6580596,68.52453347,68.88136268,69.13824386,69.52613901,69.08534831
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.65465311,58.01443184,57.43989631,56.54132434,58.95760426,59.24828017,59.29543199,59.69644668,59.48852596,59.43725928,59.17175128,57.92410994,57.54298116,57.24647204,57.67377827,57.31756524,56.59580148,58.42610054
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.06554593,58.8223554,56.95473436,55.21610978,56.953682,58.01644288,57.20150222,55.78077808,53.9610189,52.26262789,52.1748004,52.51261719,53.08425325,53.32294991,54.59651016,54.69997116,55.59290198
