Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bangladesh,,,,,,,,,,69483.23438,68948.53125,67209.36719,66145.67188,64574.35938,64206.99219,64046.21094,64340.55469,64807.92578,66011.14844,67560.625,68613.52344,69232.76563,68736.71875,69656.10156,74438.86719,77095.88281,79177.15625,83655.13281,90290.32031,97430.82813,106012.9531,114596.2656,120666.9766,122514.4141,126496.5469,130907.0313,146398.2344,157183.0781,166944.3125,176497.2344,187625.0625,195972.8125,206124,222542.9531,243092.9063,269257.6563,298729.1875,305753.0938,318447.375,334311.3438,352999.7813,373602.5313,396823.4375,426216.0625,469298.3438,524614.0625,616495.625,703310.3125,795460.375,889821.25,1004904.125,1159817.375,1262198.5,1385204.125,1528128.375
Barbados,,,,,,,,,,,1192.409302,1213.515991,1225.791626,1240.27478,1248.553711,1281.260864,1322.698975,1372.071899,1444.526611,1532.816528,1587.542603,1696.830078,1803.918091,1936.645752,2127.336182,2278.808594,2443.91333,2631.505859,2848.834473,3061.970947,3299.210205,3460.642578,3528.949219,3531.962402,3503.723877,3587.159912,2937.324219,2598.349121,2389.258545,2255.700439,2115.009277,2004.766357,1931.77771,2012.821167,2143.195068,2261.774902,2448.481445,2638.054199,3067.731689,3603.29541,4082.071533,4637.405762,5136.972168,5817.160156,6613.04834,7322.121582,8459.866211,9524.71582,10645.33301,11612.0166,12880.61719,14945.37891,15123.03125,15420.66602,15839.53027
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367171.125,380573.6563,387606.1875,400520.7813,410734.7188,416815.8438,416311.4063,367635.5625,334739.7188,308344,287272.5313,269330.4688,254638.5,246179.6406,245787.375,251756.0625,256873.2656,258642.0156,262306.0313,261881.8594,266683.3125,278505.5625,295689.75,318089.0938,338924.4688
Belgium,206336.7188,221867.4531,233017.125,236702.4688,239962.2188,246362.2344,260196.8125,269816.7188,270116.8125,277176.25,289746.875,299978.3125,309799.375,316450,329108.4063,343252.9688,361347.8438,378074.9688,393417.6875,415524.1875,446908.0938,482189.5625,516551.4063,558660.5,606549.375,657395.5625,657898.0625,670758.6875,701433.1875,734077.4375,734686.5,721041.4375,707944.1875,673497,655068.5,638880.125,657365.3125,677455.5625,702430.8125,730781.4375,756352.875,776872.375,798833.5625,835642.0625,877281.25,929905.8125,935007.625,935942.875,940878.75,964381.0625,988008.75,1013985.125,992045.625,1039716.375,1122552,1229706.625,1388219.375,1549213.25,1718227.125,1829988,2017299.5,2096892.375,2273459.75,2307018,2300616
Belize,,,,,,,,,,,,,,,,,,,,,359.7266235,406.7132263,449.4946594,487.9233398,531.0747681,569.838562,588.9821777,621.5596924,660.6207886,708.9865723,735.0637207,762.7130737,767.833374,751.5519409,745.9750977,734.4259033,741.946106,775.4940186,830.4741211,890.715271,918.0807495,963.9790039,1021.144897,1106.681396,1147.45459,1205.431763,1238.49353,1293.288452,1355.569214,1461.502075,1662.924927,1835.789551,1988.519531,2131.44873,2318.378174,2597.260254,2919.602783,3217.960449,3610.936279,3909.974854,4220.256348,4689.36377,4752.218262,4928.117188,5175.436035
Benin,,,,,,,,,,3722.437988,3847.111328,3941.859619,4024.373779,4087.139404,3955.158691,4024.701416,4125.782715,4294.6875,4473.208984,4706.42334,5063.276367,5266.20752,5596.166992,5899.53418,6313.032715,6644.07666,6770.483887,6996.817871,7251.531738,7683.297852,8122.631836,8477.731445,9076.741211,8846.62793,8892.365234,8727.052734,9326.289063,9966.078125,10581.11133,11221.04102,12351.97754,13301.8125,14466.50684,16222.1123,18418.44531,21397.77344,24975.33203,25894.32227,26973.19727,28159.9082,29391.62305,30886.76367,32254.60938,33978.52734,36266.27734,39104.32422,41510.44922,43492.27344,45089.00781,46363.25781,48335.77344,51228.72656,53067.82031,57107.70703,61224.72656
Bermuda,,,,,,,,,,,,,,,,,,,,,959.3476563,1011.146973,1049.834473,1086.455566,1128.822021,1170.668945,1177.761475,1220.570923,1275.17041,1340.704224,1436.000977,1512.874146,1618.392578,1686.46814,1772.156006,1836.021118,1887.418945,1938.390137,2028.692017,2054.567627,1979.708984,1927.692017,1883.044922,1875.570068,1866.300659,1879.893311,1885.062988,2025.691895,2263.100586,2532.9729,2858.129639,3125.665527,3286.569824,3566.307861,4148.977539,5015.313477,5829.98877,6674.570313,7735.055176,8779.789063,10136.77246,12490.33594,12275.68262,12242.36133,12282.38574
Bhutan,,,,,,,,,,,,,,,,,,,,,907.1122437,993.4747314,1081.125366,1178.278442,1296.682129,1395.547119,1482.878662,1605.700439,1752.318359,1908.408203,2045.261597,2211.728516,2385.368408,2489.438477,2686.317383,2888.68457,3162.412598,3408.131836,3626.043701,3788.559326,4073.838867,4200.620117,4410.485352,4784.436523,5239.98877,5737.905762,6168.78125,6655.796875,7230.805664,8032.725098,9007.361328,10255.17188,11705.89844,13253.67676,15273.10059,17195.39648,18830.9082,19636.05664,20664.71094,21704.01758,23706.20508,26266.20898,28888.54688,30464.14844,32390.80273
Bolivia,9311.80957,9725.134766,10029.89844,9829.697266,9658.658203,9855.248047,10205.73926,10336.5127,10163.63184,10072.66699,10314.16797,10300.71484,10578.51172,10717.70605,10910.66797,11103.68457,11407.02148,11633.65332,11826.69043,12123.92188,12872.25293,13216.68066,13673.44141,14209.64844,15022.75098,15874.45605,16505.68555,17459.69531,18700.01953,19720.54883,20252.69727,20781.52344,20835.36328,19879.21289,19797.55859,19736.84375,20142.23047,20442.01172,20748.23047,20925.29102,21585.53711,21978.76172,22540.74609,23533.01563,24413.17969,25729.89063,26922.55664,29712.57617,33635.58203,37123.66016,40452.74219,43395.11328,47381.64844,51967.86719,58052.72266,65893.42188,70280.01563,73006.55469,77528.35156,81708.95313,87048.64063,97140.63281,103051.1953,111146.25,121037.0156
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10983.54883,11312.24414,11479.31836,11966.03223,12673.42188,12984.00098,15517.62305,18840.9043,22297.79102,24919.12891,27557.14844,29875.94531,32446.5,36436.23438,40749.82422,46418.40234,62660.00781,69391.5625,77300.96094,81760.67969,90294.3125,103169.3203,101045.6719,106815.5859,111924.4688
Botswana,,,,,,,,,,,722.1375732,713.3203125,710.4174194,709.3267212,741.1599731,724.5350952,764.913269,824.9815674,930.0809937,981.7973633,1142.096313,1469.967896,1880.033691,2326.191895,2649.088623,2878.203125,3001.099365,3142.837891,3349.051025,3659.690674,4119.262207,4458.24707,4804.510254,4861.750488,5073.114746,5341.026367,5815.64209,6256.080078,6915.842773,8229.069336,10013.52441,11343.56445,12594.78809,14074.13184,15676.07715,17608.85547,19495.32031,21498.5918,23914.84766,26809.29297,29871.13672,33146.71875,36639.51172,40524.64453,45798.43359,52396.55469,59511.62891,66865.78906,74440.71875,82859.48438,93877.21875,109925.4609,120298.8594,130654.9375,144318.2344
Brazil,247313.4531,260026.2969,272691.2813,279790.1875,278203.7188,277608.3125,290289.8125,300420.8438,304533.5313,311235.8125,318056.7813,321795.7188,333328.125,342576.2188,336868.2813,346678.8438,362360.8438,380532.75,404031.4375,437595.3438,491271.2188,534230.3125,586479.5,655663.6875,744542.25,834412.8125,889000.375,955902.75,1034511.125,1117356.375,1205241.875,1330531.625,1449912.25,1498833.125,1586786.125,1681253.625,1842017.625,1992614.75,2145317,2300227.75,2416040.5,2546866.25,2675052,2882368,3148596.75,3482478.5,3797278,3951147,4116102.25,4251063,4396771,4537665,4656168.5,4798555.5,5056169.5,5394142.5,6145125,6895009,7742464.5,8620885,9869311,11662182,12137529,12889597,13655093
"British Virgin Islands",,,,,,,,,,,,,,,,,,,,,186.2071075,227.507019,250.0026245,275.9941101,303.9186401,330.1540222,341.386322,345.6481323,357.094574,382.5123596,416.7071533,452.4288635,480.400177,504.0183411,519.173645,540.5176392,574.001709,607.6859741,638.4012451,662.2796631,659.0492554,655.260498,659.321106,688.7306519,733.2781372,801.6741333,870.71698,957.8150024,1059.615234,1161.258667,1275.424438,1379.418335,1470.075195,1558.718872,1685.09436,1856.762329,2032.127441,2137.414551,2214.065674,2269.9646,2344.032715,2433.612305,2499.385742,2591.235596,2699.884033
Brunei,,,,,,,,,,,,,,,,,,,,,26802.60156,26398.73047,26147.29883,26200.44727,26419.79688,26705.57617,26791.74805,27272,28079.19531,29083.04883,30084.10742,30846.64063,31399.38281,30889.74023,31313.55664,31700.41406,32897.78125,33697.61719,34545.77734,35465.07813,37099.09375,38002.88281,39393.28125,42150.08594,44400.4375,47255.34375,53546.48828,56450.82031,58902.75,60411.97656,60782.60156,61414.04297,63242.07031,64482.03125,67116.74219,70833.94531,76002.14063,80563.53125,85046.69531,88258.21875,91852.26563,99354.89844,106437.7344,115892.6719,121229.7188
Bulgaria,,,,,,,,,,,,,,,,,,,,,17918.55859,19180.25195,20523.27148,22072.52734,24013.26758,25859.90234,27333.38477,29439.85938,31870.58008,34211.49609,36845.38281,39365.21484,41595.61719,41237.35547,43580.82031,45006.38672,47552.70313,49832.93359,52523.41016,54860.82031,57399.5,56468.90625,55525.69141,55291.49219,55465.59766,56418.07031,56085.92969,57271.42188,61859.38281,65790.875,71672.27344,83091.30469,91665.11719,83973.78125,96489.49219,119377.5859,141213.7188,165144.8438,197345.5625,221199.7813,268591.7813,280066.125,297272.0625,295190.125,312399.375
"Burkina Faso",,,,,,,,,,2661.105713,2557.172607,2530.20752,2514.660156,2475.688965,2372.100098,2409.72583,2459.692627,2491.721924,2521.428467,2602.398926,2729.573486,3087.288086,3286.932861,3565.077881,3941.658203,4225.060059,4432.893555,4716.656738,5060.152344,5841.162109,6506.562988,7155.626953,7778.203613,7965.62207,8331.823242,8939.553711,9693.665039,10392.30273,11028.35352,11698.15527,12366.43945,12923.98535,13398.00391,14052.33301,15022.17969,15924.26758,16699.30859,17757.48828,18891.28906,19930.00586,21024.42383,22035.02148,22988.45313,24327.99805,26306.17773,28984.5293,32193.46875,34955.90234,37584.11719,40228.78125,43893.69922,49121.36328,54533.57422,61209.62891,68305.05469
Burundi,,,,,,,,,,,3954.678711,3897.258789,3833.144775,3728.130371,3484.257568,3445.249268,3452.637451,3461.240234,3480.216309,3535.168213,3707.897705,3794.153809,3763.090332,3819.091309,3999.077393,4080.464111,4167.935059,4439.306152,4800.51709,5172.893555,5504.010254,5888.850586,6240.223633,6352.077637,6751.325195,7012.040527,7428.412598,7756.415527,7856.289551,7952.800293,8055.911133,7906.368652,7809.651367,7921.405273,7926.930664,7968.035645,7965.204102,8016.82373,8140.483398,8548.426758,8641.228516,8769.213867,8883.410156,9311.358398,10047.00488,10753.77051,10537.5918,10187.39551,9825.841797,9610.915039,9635.586914,9825.213867,10383.63477,11261.65234,12226.97754
"Ivory Coast",,,,,,,,,,,5010.428711,5197.838867,5236.799316,5374.903809,5577.484375,5914.330078,6329.562988,6670.213867,6986.38916,7496.957031,7889.927246,8548.738281,9146.982422,10007.07129,10860.52051,11744.2168,12725.33691,14665.9043,17099.56641,19090.21875,20660.24023,22535.0293,24795.87891,26314.77539,28235.28125,31398.99805,33516.89844,35496.91016,37588.00391,39723,42999.53125,45437.25781,48386.98438,53040.63281,59044.84766,67353.15625,77326.03906,68289.9375,62321.41016,57784.86328,53371.60938,49522.08594,46593.80078,44204.60547,43162.6875,42786.48047,49546.46484,57497.05078,67798.55469,81697.96094,106148.5625,154028.5938,156195.3438,161711.3906,169858.4375
"Cape Verde",,,,,,,,,,,410.6137085,494.70401,547.6131592,565.9265747,576.2282104,610.8685913,665.2034912,704.2701416,756.6091919,844.1454468,948.9591064,1056.30835,1166.220337,1285.2146,1425.634277,1521.781738,1593.878784,1691.510986,1814.604614,1937.795044,2041.981689,2168.141113,2298.509277,2370.929443,2429.429443,2523.693848,2670.121826,2796.82373,2915.223145,3012.241211,3123.41626,3200.073242,3275.685059,3452.171631,3709.318848,3942.560547,4186.525391,4405.833496,4649.698242,4973.775879,5232.300781,5513.974121,5869.213379,6251.146484,6887.885742,7568.086914,8465.984375,9504.307617,10440.91797,11080.87305,12005.24219,13139.41309,13628.02832,14275.13086,14981.58301
Cambodia,,,,,,,,,,,,,,,,,,,,,19516.2793,19622.44141,19761.37891,19971.96094,20421.23242,20627.19336,20545.26758,20811.71484,21232.62109,21535.34961,21718.85352,21759.32031,21648.18164,20596.86914,20494.46289,20204.93555,20404.34766,20756.8418,20894.31445,20770.79492,21285.01563,21226.27734,21214.08008,21975.86328,22667.66602,24020.86328,24859.51367,26077.90039,27307.90234,29115.60156,31400.58594,33500.08203,36247.08594,39411.13672,43390.78906,48680.25781,53894.89844,58065.4375,62197.60938,65347.20703,67604.95313,71222.52344,76698.83594,84208.09375,93239.82031
Cameroon,,,,,,,,,,,12060.69238,11973.03125,11869.53613,11613.2627,11606.31152,11880.97949,12382.37109,12724.2002,13025.30566,13389.96094,13669.03418,14542.29492,15521.96387,16634.80078,17857.14258,18588.2832,19145.45117,20464.78516,22721.98438,24897.0625,26187.4668,24742.33984,24145.35742,23309.80469,23417.19531,23763.41211,25886.90625,27800.30078,29880.42773,31970.87695,34499.33984,36575.07813,38603.72266,41925.14844,45806.40625,50600.23047,55656.64844,56732.69531,58326.52734,60026.59766,61860.45703,64475.04688,66974.16406,69429.69531,73644.63281,78884.85156,86399.60938,92735.92969,98479.78906,103318.7656,109851.7344,119489.125,124232.5625,130762.375,139671.8125
Canada,319502.3125,350877.1563,380802.0625,402087.9688,410206.0313,429023.9375,471751.5313,503402.75,516165.7188,541825.25,546247.25,565242.25,587409.3125,607012.1875,638100.75,678935.25,729167.6875,769787.25,809072.8125,862587.5,880974.125,930560.8125,983684.4375,1049992.25,1135718.375,1214282.125,1275126,1357893.75,1452182.625,1552311,1651247.5,1775576.75,1873762.375,1918946.25,1984208.875,2080043.625,2186767.5,2297663.25,2420093.25,2532813.25,2634765.25,2707513.75,2768913.25,2887021,3028218.25,3185286.25,3272452.25,3288176,3316800.75,3349547.25,3311462,3268334,3207819.75,3349291.25,3571504.25,3865555.75,4208085,4445640,4607175.5,4794359.5,5065392.5,5427466,5597287,5828468.5,6097224.5
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,654.1011353,690.4487305,732.9785767,790.1158447,866.072876,941.013916,1009.252075,1103.875244,1219.886108,1347.937988,1481.916138,1621.706909,1763.569946,1892.605835,2028.349365,2140.867676,2345.336182,2536.454102,2799.962891,3032.185547,3253.921387,3463.983398,3689.623291,3996.45752,4322.597168,4695.194336,5028.766113,5412.299316,5964.975098,6521.460449,7051.788574,7558.769531,8054.100586,8599.816406,9318.838867,10243.22559,11170.13184,11822.00098,12274.76465,12433.77246,12617.46484,12959.43164,13269.39258,13739.47559,14295.00293
"Central African Republic",,,,,,,,,,,3477.295654,3594.413818,3708.248047,3755.340088,3755.072021,3840.956299,3950.191895,3999.983154,4053.891846,4152.126953,4423.29541,4531.686523,4633.307617,4812.265137,4947.253418,5015.330078,4987.504883,5112.988281,5223.755371,5362.660156,5363.787598,5379.641602,5277.708008,5026.444824,5046.959473,5099.009766,5248.777344,5327.984863,5329.433105,5335.422363,5515.294434,5536.990234,5557.122559,5617.859863,5780.539551,6032.319336,5947.205566,5941.885742,5998.885254,6189.417969,6340.256348,6469.073242,6555.87793,6574.348633,6722.10791,7027.189941,8034.568848,9048.667969,10219.24902,11594.94238,13606.02344,16880.23633,17049.48438,16966.57813,17171.02344
Chad,,,,,,,,,,,6645.012695,6637.14209,6562.053223,6524.178223,6587.96875,6561.78418,6623.99707,6721.51416,6794.634766,6998.647949,7119.445801,7333.447754,7563.232422,7839.253418,8377.976563,9058.859375,9508.325195,10018.52246,10498.5127,10667.82031,10730.74512,10702.30078,10599.26855,10203.81445,9708.174805,9459.662109,9478.09668,9501.169922,9522.402344,9468.560547,9363.157227,9279.825195,9219.880859,9323.490234,9472.759766,9656.22168,9738.007813,9878.148438,10096.25977,10345.33789,10619.69141,11814.75,14097.72949,15918.70117,17737.71875,19966.59961,21479.02344,22156.29297,22488.55078,22523.57813,22964.94531,23935.86914,26057.76953,28580.56641,31375.14063
Chile,,25805.61719,27704.51758,29835.01758,30132.57813,31505.51953,33795.00781,35336.3125,36014.42578,37129.86719,37277.86719,39262.98047,40798.33203,42065.50781,44419.75391,47194.3125,52215.27734,56257.44531,60526.78516,65753.45313,71592.25781,76899.57813,80659.8125,84609.46875,90941.13281,94501.23438,95851.58594,99525.66406,105188.3516,111749.0234,119816.9688,130274.25,134817.3438,133877.7344,136420.7969,140268.4688,147231.7031,155134.4688,164227.3594,175950.5313,188681.5469,198829.6875,213093.2344,235218.5313,259900.3594,293395.4063,326186.2813,351676.7188,377481.625,393320.1875,411867.4063,428519.75,445110.5938,467269.375,502932.0313,553738.4375,625774.375,690116.3125,761539.3125,806715.5625,870985.625,962582,1023916,1095350.625,1166427.75
China,,,338661.0313,353478.25,366374.8125,382879.7813,413129.2813,439620.875,475193.5313,542468.3125,596071.9375,611316.3125,613310.4375,619861.875,610671.375,645709.4375,695550.5625,726057.4375,753705.1875,795108.25,900599.25,977563.6875,1056255.625,1149553,1271878.75,1398982.125,1497865.5,1629328.625,1797925.75,1968592.75,2156994,2327858.5,2499923.75,2586460.25,2769155.25,2983624.25,3282196.75,3572735.75,3896080.75,4112408.25,4405169,4603259,4911135,5470074.5,6111468.5,6843664.5,7549487.5,8348899.5,9341167,10377540,11468023,12694115,14055351,15798115,18093094,20994712,24752358,28425092,32259552,36784308,42218080,48872912,54610668,61477376,69379696
"Hong Kong",,,,,,,,,,,22631.44141,23761.99805,25600.64063,28181.0293,31266.7207,34902.24219,37884.27734,39692.03125,41025.90625,43144.79297,45378.98828,49147.85547,53283.125,58323.60156,63553.80859,67986.16406,72234.35938,79725.59375,88576.45313,99285.72656,111606.9531,123094.6953,133211.0625,137404.7031,142326.2344,148879.3594,167222.625,189865.5625,215512.75,241502.1094,268771.9063,301978.0313,341876.875,392601.3125,457616.1563,540048.75,634229.8125,679737.625,718699.3125,744671,777638.3125,809032.375,835654.9375,867334.5,919269.3125,991702,1090240.875,1172455.5,1244222.875,1295492.125,1364542.375,1474222.25,1512666.875,1582462,1643337
Macau,,,,,,,,,,,,,,,,,,,,,2642.787842,2782.751221,2943.655518,3145.678467,3409.901123,3660.590576,3875.419434,4192.962402,4570.395996,4980.703613,5398.191406,5803.90332,6221.243164,6435.395508,6729.544922,7053.518066,7659.469727,8193.254883,8832.295898,9406.276367,10173.72559,11058.4082,12430.32813,14006.04883,15598.88086,17084.33203,17853.46289,18740.41016,19497.14453,20320.35547,21010.29297,21575.29102,22191.0625,23704.69531,26548.72266,31962.98633,42768.91406,56545.30469,69686.6875,79778.60938,90848.76563,107187.7109,114440.7578,123747.9141,138538.9375
