Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,4.618207122,4.545986137,4.689620498,4.628590265,4.66372006,4.655984734,4.41023535,3.888580855,3.678138848,4.015982721
Algeria,3.473367707,2.864184657,3.197859775,3.822171787,3.842310113,3.311040646,2.653592143,3.083044938,3.437570387,3.270369782
Angola,,,,3.758013,3.504437328,3.2081,2.911765,2.59371856,,
Argentina,2.698406697,2.83157698,2.723685949,2.655766276,2.693372632,2.708995838,2.718735856,2.58331411,2.487520876,2.355384607
Armenia,4.361394403,4.738905699,4.615155193,4.4711324,4.785789935,4.981288366,4.796904385,4.4954025,4.576171391,4.608659306
Australia,3.916452523,4.0988169,3.97241902,3.785878394,3.486211715,3.229253257,2.849738928,2.707067113,2.931104984,3.133549124
Austria,3.662939398,3.580062628,3.307434253,3.362993584,3.554137752,3.513455286,3.3165093,3.466160641,3.466160641,3
Azerbaijan,5.279471657,5.171808565,5.0590094,4.993279974,5.343287564,5.433294119,4.918768186,4.408998678,4.408998678,4.503999996
Bahrain,3.232106679,3.780517387,3.556055524,3.490821458,3.874817835,4.012455207,4.269032656,4.343962206,4.423218966,4.412480153
Bangladesh,4.537580645,4.513836232,4.562180386,4.65469945,4.737519233,4.71530049,4.491764778,4.370494824,4.310238395,4.288807676
Barbados,3.894050197,3.79095982,3.838518608,3.757035588,3.907415924,4.238608072,4.108802405,3.644742845,3.4933,3.341757204
Belgium,2.443873141,2.88319023,2.97666606,2.892842822,2.904246225,2.917331383,2.775083388,2.578570252,2.993601641,3.245100485
Belize,,,,,4.617981,,,,,
Benin,4.261545065,3.990944215,4.206012163,4.466019325,4.367169304,4.023361523,3.743916986,3.5643,3.384615421,3.606410253
Bhutan,,,,,,,3.930896,3.935888877,3.954005555,4.04455822
Bolivia,3.515914099,2.49582636,2.475249172,3.198262099,3.473882766,3.642249017,3.592764759,3.499152537,3.023029486,2.207859174
"Bosnia and Herzegovina",3.861042748,4.702384021,5.477402743,5.011987651,4.51932,4.4156835,4.33089,3.7004,3.069999933,3.257721152
Botswana,3.478409786,3.580707225,3.923310169,3.92728258,3.4732642,3.138863237,3.461822762,3.769405209,3.687048124,3.853110056
Brazil,2.65549881,2.990030573,2.895161293,2.797457509,2.912065197,3.304251495,3.203759726,2.715835529,2.267336968,1.924321474
Brunei,,3.670885,3.746364498,4.390146406,4.643388015,4.467838556,4.116268195,3.9866,3.8569,3.727272749
Bulgaria,4.15195105,4.422987035,4.251095093,4.2563517,4.138414299,4.202164385,3.992455454,3.553033702,3.605752483,3.85340247
"Burkina Faso",3.819880596,4.003130155,4.095677489,4.14052055,4.564968308,4.530513556,3.863722318,4.090535989,,
Burundi,4.03970472,3.684230678,3.51806716,3.725139117,3.859705557,3.702154246,3.39124657,3.275583595,3.275583595,3.203385911
"Cape Verde",,,,3.30793,3.371877424,3.55589742,3.512450291,3.363415477,3.461530989,3.575657725
Cambodia,3.829575885,4.094661294,4.277613633,4.243145609,4.265513872,4.408026315,4.716514882,4.758874866,4.481458847,4.317173175
Cameroon,4.386913876,4.001883028,4.239419536,4.734570696,4.793358797,4.8668721,4.651215462,4.210533771,4.070698033,4.051757786
Canada,4.325639604,4.511755615,4.637470309,4.805701305,4.884614929,4.918465297,4.667324039,4.405138955,4.491388328,4.807761862
Chad,3.675748913,3.533471169,3.833866295,3.901152747,4.136631519,4.68994642,3.758219616,3.3222095,3.503388957,3.339382596
Chile,3.928568031,3.716374067,3.308634046,3.260440357,3.354592596,3.634784559,3.974795763,3.91304839,3.310471076,2.992120643
China,4.345161199,4.036945215,3.7789752,4.065609139,4.268892408,4.284652802,4.420425214,4.588320383,4.568583482,4.455358469
Colombia,3.915205594,3.751178033,3.702129375,3.911832299,3.943774077,3.693228021,3.756445288,3.844978376,3.556070018,3.363470253
"Congo (Kinshasa)",,,,,,,,,,3.357894659
"Costa Rica",4.635130164,4.815750967,4.478988926,4.24836625,4.206046728,4.240245835,4.230500382,4.28550431,4.399047061,4.222687324
"Ivory Coast",,3.796479,4.07336446,4.539342094,4.594799354,4.569456157,4.550382871,4.354487236,4.256200044,3.820791314
Croatia,3.751599512,3.821917335,3.790809877,3.337528747,3.1943511,3.137770068,3.003434166,2.900661954,2.840274298,2.684354573
Cyprus,3.253547523,3.613936667,3.958885338,4.090761983,3.86902628,3.828574378,4.047664365,4.210321156,4.095807847,3.691872798
"Czech Republic",3.092609771,3.257712783,3.227195963,3.01315458,3.152353623,3.363246593,3.272872415,3.228300473,3.483307102,3.516531754
Denmark,5.597636046,5.957773219,5.874333483,5.802081017,6.106408509,5.273358777,5.04810816,5.276783727,5.363804394,5.453531538
"Dominican Republic",4.737060873,4.397370904,3.99992575,3.714721144,3.859333547,3.969159069,3.995274824,4.010082476,3.691660771,3.302348273
Ecuador,2.859118657,2.672419254,2.437206497,2.468215315,2.924747643,3.115115,3.614545095,3.0594,2.504347801,2.373225231
Egypt,3.065700294,3.462928845,3.825994997,3.85593325,3.684498185,3.270629241,3.278217914,3.883672303,3.853282503,3.853282503
"El Salvador",4.643034098,4.553288445,4.703471195,4.903389424,4.486163114,3.875883334,3.616184241,3.812664372,3.795665155,3.540845708
Estonia,4.063287696,3.70563097,3.555737455,4.133137709,4.519398133,4.470056642,4.636634137,4.792250663,4.688530684,4.663552699
Ethiopia,3.862537561,3.924636169,3.991793782,3.742800258,3.8843346,3.839229175,3.596877154,3.845591948,3.703784025,3.572334505
Finland,3.275278136,3.517063939,3.694731697,3.899587216,3.994291501,3.874240291,3.695184432,3.49809741,3.594596393,3.539143144
France,2.389934766,2.514086528,2.817920262,2.90502655,2.654209647,2.5481562,2.546449446,2.733706198,2.886782808,2.611409969
Gabon,,,,,,3.241078,3.271382897,3.390491649,3.508794428,3.395709276
Gambia,4.372712536,4.651758376,4.8279204,4.536618697,4.397721598,4.390989169,4.312555081,4.214029327,4.202880347,3.954806244
Georgia,5.046684452,5.371562193,5.433401135,5.167120481,5.042662381,5.005445,4.789618933,4.683270525,4.752523737,4.551037439
Germany,2.403551516,2.265148161,2.488284729,2.714740218,2.804196731,3.09644417,3.301886778,3.385821379,3.385821379,4.099999905
Ghana,,3.458696,3.793230473,4.115446651,4.165150568,4.546729263,4.543763252,3.873027454,3.984932945,4.364146495
Greece,2.774802381,2.932083548,3.031098963,2.900240754,2.962112098,3.333892759,3.544837901,3.62467759,3.558795275,3.392549858
Guatemala,4.344786219,4.347475165,4.165871809,3.997922141,4.106519937,4.168197919,4.237377354,4.413085638,4.359374041,4.134913116
Guinea,,,,,,4.612872,4.214807703,3.423668716,3.423668716,
Guyana,4.454525346,4.472981819,4.517161008,4.648842961,4.785532453,4.945509162,4.805848568,4.27577703,4.042285197,
Haiti,,,,,4.055329,4.168691625,4.051751138,4.038425817,4.075406564,
Honduras,4.097771882,4.031626883,3.60256815,3.541056388,3.481125457,3.228967685,3.459102071,3.865492774,4.006675358,3.893325818
"Hong Kong",5.269066612,5.360828934,5.7615514,5.965964826,5.67075349,5.770433112,5.827615212,5.725655857,5.732356413,5.732356413
Hungary,3.794612117,3.8328762,3.946753254,4.086459115,4.172063906,4.19299241,4.140714364,4.183795451,4.313746291,4.358688486
Iceland,5.44628239,5.267107867,5.4469964,5.504534223,5.340923618,5.246923866,5.32216072,5.340308652,5.465840971,5.561584879
India,3.135931144,3.212698651,3.227934294,3.694490131,3.985884219,3.958173935,4.14262092,4.137537895,4.423184392,4.754015588
Indonesia,4.493677733,4.717185839,4.325706279,4.381633509,4.1671515,4.171542501,4.271380274,4.29041613,4.325627079,4.409667325
Iran,,,,3.615131,3.636179881,3.688930935,3.426005416,3.23879832,3.567633531,3.644439657
Ireland,3.185974026,3.597304172,3.798389111,3.731636567,3.737798194,3.91884636,4.231259475,4.208886129,4.551825925,4.757199538
Israel,4.826865672,4.410148812,4.200585288,4.247759356,4.042852175,4.047071067,4.137454716,4.171048589,4.385280981,4.515508201
Italy,2.365477887,2.099268459,2.47038111,2.852538125,2.9552591,2.795591968,2.554415764,2.43564135,2.65406032,2.819884003
Jamaica,3.986222126,3.83984365,4.076774735,4.092232553,3.917970654,4.216616493,4.385454107,4.082001513,3.695066516,3.822364213
Japan,3.510618802,3.093176809,2.968170427,2.972728477,2.779503215,2.822810624,2.902397046,2.780099064,3.027721774,3.226674656
Jordan,3.133972187,3.141236287,3.386808065,3.524137228,3.464515994,3.75511,3.979954,4.012819676,4.239556886,4.31524911
Kazakhstan,5.465219046,5.391350185,5.007349453,4.504666598,4.419232,4.672117578,4.599888702,4.432899562,4.39452674,4.352924506
Kenya,4.762691327,4.683013562,4.567516407,4.918033288,5.014815076,4.968517056,4.736511242,4.504031317,4.132677565,4.065795604
"South Korea",4.744094645,4.110518668,3.128897147,3.193293065,3.255160544,3.369866133,3.455495218,3.414289311,3.25999999,3.252499998
Kuwait,4.085119646,4.076151564,4.082558178,3.967579213,3.897142834,3.64251683,3.590540722,3.8564104,4.048658644,3.879122598
Kyrgyzstan,5.198838192,4.851725667,4.559826113,4.55951795,4.928418667,4.8164657,4.336667148,4.091978809,3.951765364,3.77122386
Laos,,,,,,,4.109796,4.141291758,4.07451327,4.005561641
Latvia,3.708813655,3.604304588,4.116920903,4.2320596,4.166823069,4.152490184,4.229510092,4.131779975,3.864082278,3.783509908
Lebanon,,,,4.188866,4.150680775,4.120259744,4.177500117,3.883445676,3.773853448,3.863981927
Lesotho,3.568975099,3.871082229,3.929868657,3.922976098,3.60604359,3.63211936,3.853125005,3.85086703,3.886889631,3.629049201
Liberia,,,,,,3.991949,4.222721411,4.1308,4.038960934,3.809119576
Libya,2.811764706,2.68338289,2.592816265,2.805224486,3.3924,3.979661,3.812906333,3.590806351,,
Lithuania,3.057032958,3.428653724,3.657950974,3.316584767,3.196195503,3.252268941,3.076498667,2.977911524,3.131589524,3.226531549
Luxembourg,3.32374822,2.94430125,3.078042912,3.244378384,3.35507146,3.19906545,3.308541044,3.661876991,3.815853868,3.895323441
"Macedonia (F.Y.R.O.M.)",3.754336412,3.673893907,4.055132987,4.350172409,4.348306932,4.281041773,4.155917344,4.392332406,4.573437162,4.160784828
Madagascar,4.057951772,4.055637005,4.274921191,4.490585749,4.524345594,4.259480152,4.29417916,4.241313074,3.798707912,3.730595571
Malawi,,3.668824,3.972220878,4.474804314,4.406495307,4.104313816,4.037239854,3.643331893,3.680055701,3.701366794
Malaysia,4.285236209,4.26839817,4.169492875,4.212690344,4.489650999,4.522936405,4.470251068,4.931181287,5.274593475,5.061881208
Mali,4.23250815,4.387511716,4.337730438,4.110049177,3.873347002,3.89347311,4.109449004,4.272020391,4.014444699,3.932376467
Malta,3.207451923,3.147516975,3.346643626,3.5196404,3.500413922,3.648099727,3.89426689,3.727094828,3.757845007,3.856051404
Mauritania,4.923265019,3.922967149,4.238067973,4.241998702,3.993000282,4.556454224,3.664983882,3.277951326,3.293859162,3.761420781
Mauritius,2.880808081,3.106495393,3.520679322,3.863513035,3.768735474,3.88451049,4.037173467,4.186432185,4.171739447,4.260886579
Mexico,3.728606754,3.478057075,3.176769411,2.990033719,3.082636753,3.3064487,3.368811669,3.42891564,3.514996606,3.520934757
Moldova,,,,3.429326,3.463905018,3.669893709,3.633524983,3.613048356,3.469711503,3.326141147
Mongolia,4.89310559,4.723748918,4.695066596,4.574406023,4.570927536,4.500722896,4.051055518,3.881866386,3.993209815,3.864169039
Montenegro,3.319444444,3.569456429,4.145438107,4.277950549,4.128909624,4.083697108,4.050077364,3.990781183,3.793787045,3.589882215
Morocco,4.002700932,3.940473988,3.917982989,3.954530087,4.046681,3.928573542,3.678778479,3.684686718,3.470662983,3.347871537
Mozambique,2.904189435,3.360636264,3.38201854,3.301265609,3.341388256,3.500242207,3.605702933,3.449036333,3.521366234,3.51065985
"Burma (Myanmar)",,,,,,,4.248682,4.131111099,3.805510585,
Namibia,2.738341964,2.151941273,2.426196927,2.922460535,3.139717123,2.985986957,2.881742852,2.912661728,3.177429112,3.566806608
Nepal,3.073746021,3.169553695,3.260183622,3.452178614,3.47598945,3.453242308,3.2367667,3.245210549,3.207368351,2.806413077
Netherlands,2.864120393,2.640601656,2.978677884,3.225986044,3.139058229,3.109754398,3.172684379,3.051279867,3.569256229,4.018356363
"New Zealand",3.454728603,3.225638104,3.485862817,3.752169156,3.721242189,3.96482761,4.103078603,4.05155141,4.345413051,4.609336853
Nicaragua,4.579216037,4.627660445,4.294277751,4.23942225,4.235366463,4.072848297,3.930416525,4.136619848,4.282770443,4.282770443
Nigeria,5.047791542,5.159706148,5.353847614,5.172427093,5.158752732,4.874894572,4.801663088,5.150252854,5.046558485,4.752622138
Norway,2.63513041,2.678197555,2.926298536,2.928891076,2.763827903,2.814280496,2.709289273,2.848714124,3.324761652,3.610330274
Oman,3.832335329,3.983701417,4.243701948,4.369133639,4.070805891,3.947188712,4.172115,3.640684651,2.793182851,3.061987712
Pakistan,4.664094972,4.491160894,4.273078709,4.210808068,4.434839142,4.707993925,4.322420133,4.13448389,4.088560009,3.842783739
Panama,3.203740984,3.209048373,3.127354145,3.049689622,3.137887046,3.432691291,3.709835541,3.716317716,3.572905803,3.514916848
Paraguay,2.958009954,3.294105978,3.363660427,3.384202419,3.366763457,3.302555253,3.289135403,3.380817176,3.424213535,3.338912905
Peru,3.207723979,3.452096532,3.457183102,3.385539603,3.528159453,3.424169771,3.141593054,2.896066394,2.651483757,2.509137156
Philippines,3.512156496,3.248984642,3.118260497,3.173030869,3.286019469,3.4193735,3.301956832,3.423702963,3.769790478,3.682949808
Poland,3.781136769,3.786423063,3.446572545,3.314944188,3.269019517,3.463797057,3.390665878,3.360969103,3.484124054,3.543930457
Portugal,2.586688312,2.532638365,2.465307887,2.308055491,2.381543088,2.941503395,3.244762791,3.337039772,3.274499912,3.100555646
"Puerto Rico",3.5,3.390374135,3.307864388,3.466461,3.435529793,3.463775808,3.714219168,3.601838632,,
Qatar,4.113491107,4.090298163,4.99395167,4.85216409,4.264438,4.912392391,5.405015641,5.292738931,5.26594996,5.131615088
